univ_name_std,raw_row_id,raw_recruitment_unit,raw_header_json,raw_cells_json,last_0_100_candidate,candidate_cell_index,all_numeric_cells
연세대학교,SRC_0000149_2025_0002_T7_R20,대기과학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""대기과학과"", ""11"", ""5.00:1"", ""1"", ""708.7278"", ""1,010"", ""89"", ""98"", ""92.5"", ""94"", ""1""]",1.0,11,2:11 | 4:1 | 5:708.728 | 6:1010 | 7:89 | 8:98 | 9:92.5 | 10:94 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R21,화공생명공학부,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""화공생명공학부"", ""34"", ""5.12:1"", ""34"", ""710.6889"", ""1,010"", ""90"", ""98"", ""94"", ""94.25"", ""2""]",2.0,11,2:34 | 4:34 | 5:710.689 | 6:1010 | 7:90 | 8:98 | 9:94 | 10:94.25 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R22,전기전자공학부,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""전기전자공학부"", ""90"", ""4.56:1"", ""114"", ""716.4222"", ""1,010"", ""91"", ""98"", ""95"", ""95"", ""2""]",2.0,11,2:90 | 4:114 | 5:716.422 | 6:1010 | 7:91 | 8:98 | 9:95 | 10:95 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R23,건축공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""건축공학과"", ""28"", ""4.25:1"", ""8"", ""711.0833"", ""1,010"", ""91"", ""98"", ""92.5"", ""94"", ""1""]",1.0,11,2:28 | 4:8 | 5:711.083 | 6:1010 | 7:91 | 8:98 | 9:92.5 | 10:94 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R24,도시공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""도시공학과"", ""14"", ""16.21:1"", ""1"", ""711.1111"", ""1,010"", ""94"", ""96"", ""95"", ""95"", ""1""]",1.0,11,2:14 | 4:1 | 5:711.111 | 6:1010 | 7:94 | 8:96 | 9:95 | 10:95 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R25,사회환경시스템공학부,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""사회환경시스템공학부"", ""29"", ""4.07:1"", ""3"", ""708.2778"", ""1,010"", ""87"", ""98"", ""94"", ""94"", ""2""]",2.0,11,2:29 | 4:3 | 5:708.278 | 6:1010 | 7:87 | 8:98 | 9:94 | 10:94 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R26,기계공학부,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""기계공학부"", ""51"", ""4.00:1"", ""18"", ""713.3056"", ""1,010"", ""91"", ""98"", ""93"", ""94.25"", ""2""]",2.0,11,2:51 | 4:18 | 5:713.306 | 6:1010 | 7:91 | 8:98 | 9:93 | 10:94.25 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R27,신소재공학부,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""신소재공학부"", ""45"", ""5.31:1"", ""27"", ""713.9556"", ""1,010"", ""91"", ""98"", ""93.5"", ""94"", ""2""]",2.0,11,2:45 | 4:27 | 5:713.956 | 6:1010 | 7:91 | 8:98 | 9:93.5 | 10:94 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R28,산업공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""산업공학과"", ""17"", ""3.76:1"", ""9"", ""703.6889"", ""1,010"", ""92"", ""97"", ""91.5"", ""93.5"", ""1""]",1.0,11,2:17 | 4:9 | 5:703.689 | 6:1010 | 7:92 | 8:97 | 9:91.5 | 10:93.5 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R29,디스플레이융합공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""디스플레이융합공학과"", ""7"", ""7.29:1"", ""9"", ""707.9444"", ""1,010"", ""91"", ""99"", ""96"", ""94"", ""1""]",1.0,11,2:7 | 4:9 | 5:707.944 | 6:1010 | 7:91 | 8:99 | 9:96 | 10:94 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R30,시스템반도체공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""시스템반도체공학과"", ""25"", ""7.52:1"", ""65"", ""717.7"", ""1,010"", ""93"", ""99"", ""93.5"", ""95"", ""2""]",2.0,11,2:25 | 4:65 | 5:717.7 | 6:1010 | 7:93 | 8:99 | 9:93.5 | 10:95 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R31,시스템생물학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""시스템생물학과"", ""12"", ""4.08:1"", ""4"", ""699.4611"", ""1,010"", ""85"", ""98"", ""88.5"", ""92"", ""2""]",2.0,11,2:12 | 4:4 | 5:699.461 | 6:1010 | 7:85 | 8:98 | 9:88.5 | 10:92 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R32,생화학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""생화학과"", ""11"", ""5.00:1"", ""10"", ""711.5611"", ""1,010"", ""95"", ""95"", ""94"", ""95"", ""2""]",2.0,11,2:11 | 4:10 | 5:711.561 | 6:1010 | 7:95 | 8:95 | 9:94 | 10:95 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R33,생명공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""생명공학과"", ""21"", ""4.33:1"", ""20"", ""712.8944"", ""1,010"", ""92"", ""98"", ""93"", ""95"", ""2""]",2.0,11,2:21 | 4:20 | 5:712.894 | 6:1010 | 7:92 | 8:98 | 9:93 | 10:95 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R34,컴퓨터과학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""컴퓨터과학과"", ""35"", ""6.54:1"", ""72"", ""708.7167"", ""1,010"", ""92"", ""98"", ""93.5"", ""94.5"", ""2""]",2.0,11,2:35 | 4:72 | 5:708.717 | 6:1010 | 7:92 | 8:98 | 9:93.5 | 10:94.5 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R35,인공지능학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""인공지능학과"", ""16"", ""5.31:1"", ""9"", ""709.9722"", ""1,010"", ""90"", ""98"", ""96"", ""95"", ""1""]",1.0,11,2:16 | 4:9 | 5:709.972 | 6:1010 | 7:90 | 8:98 | 9:96 | 10:95 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R36,IT 융합공학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""IT 융합공학과"", ""5"", ""6.00:1"", ""4"", ""707.0333"", ""1,010"", ""93"", ""98"", ""92"", ""93.25"", ""1""]",1.0,11,2:5 | 4:4 | 5:707.033 | 6:1010 | 7:93 | 8:98 | 9:92 | 10:93.25 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R37,신학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""신학과"", ""26"", ""3.92:1"", ""5"", ""718.3417"", ""1,010"", ""96"", ""88"", ""89"", ""91.5"", ""2""]",2.0,11,2:26 | 4:5 | 5:718.342 | 6:1010 | 7:96 | 8:88 | 9:89 | 10:91.5 | 11:2
연세대학교,SRC_0000149_2025_0002_T7_R38,정치외교학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""정치외교학과"", ""44"", ""3.43:1"", ""7"", ""727.5333"", ""1,010"", ""97"", ""95"", ""89"", ""92.5"", ""1""]",1.0,11,2:44 | 4:7 | 5:727.533 | 6:1010 | 7:97 | 8:95 | 9:89 | 10:92.5 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R39,행정학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""행정학과"", ""39"", ""3.59:1"", ""6"", ""728.4417"", ""1,010"", ""98"", ""94"", ""86"", ""91"", ""1""]",1.0,11,2:39 | 4:6 | 5:728.442 | 6:1010 | 7:98 | 8:94 | 9:86 | 10:91 | 11:1
연세대학교,SRC_0000149_2025_0002_T7_R40,사회복지학과,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원인원"", ""최종등록자 대학별 환산점수"", ""최종등록자 대학별 환산점수"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut"", ""최종등록자 영역별 70% cut""]","[""가군"", ""사회복지학과"", ""17"", ""3.12:1"", ""3"", ""723.1667"", ""1,010"", ""96"", ""95"", ""87"", ""91.5"", ""1""]",1.0,11,2:17 | 4:3 | 5:723.167 | 6:1010 | 7:96 | 8:95 | 9:87 | 10:91.5 | 11:1
