기준연도,학교명,학과_계열,raw_rows_for_school,raw_metric_rows_for_school,reason_norm,cause_bucket
2024,가톨릭관동대학교,디지털헬스케어,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,무인항공,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,바이오메디컬,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,바이오융합공,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,반려동물학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,방송연예,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,복지상담,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,뷰티디자인,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,사회복지학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,산림치유,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,소프트웨어,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,수학교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스마트통합치유,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스마트항만공학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠건강관리,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠건강관리학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠레저,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠레저학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠지도,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,스포츠지도학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,실용음악,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,안경광,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,언어재활,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,언어재활상담,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,역사교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,연기예술,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,영어교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,영어영문,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의료IT,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의료경영,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의료경영학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의료공,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,의생명과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,임상병리,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,자율,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,전자공,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,조리외식경영,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,조리외식경영학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,중독재활,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,중독재활상담,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,지리교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,창업지식재산,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,체육교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,치매전문재활,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,치위생,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,컴퓨터교육과,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,콘텐츠제작,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,토목공,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,통합치유,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공경영물류,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공교통물류,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공운항,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공운항서비스,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공정비,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,항공정비학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,해양경찰학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,해양치유레저,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,행정,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,행정학,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,호텔경영,0,0,,raw_html_not_collected_for_university
2024,가톨릭관동대학교,호텔경영학,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,간호,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,사회복지·상담심리,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,사회복지・상담심리사회복지,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,사회복지・상담심리상담심리,0,0,,raw_html_not_collected_for_university
2024,가톨릭꽃동네대학교,상담심리,0,0,,raw_html_not_collected_for_university
2024,가톨릭대학교,IT파이낸스,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,경영,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,경제,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,공간디자인・소비자,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,국사,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,국제,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,글로벌미래경영,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,데이터사이언스,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,물리,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,미디어기술콘텐츠,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,바이오메디컬소프트웨어,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,바이오메디컬화학공,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,법,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,사회,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,사회복지,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,생명공,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,세무회계금융,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,수,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,식품영양,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,심리,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,아동,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,약,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,에너지환경공,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,영어영문,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,음악과,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,의류,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,의생명과,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,인공지능,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,일어일본문화,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,정보통신전자공,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,종교,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,중국언어문화,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,철,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,컴퓨터정보공,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,특수교육과,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,프랑스어문화,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,행정,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,화,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교,회계,38,38,,no_recruitment_unit_mapped_to_this_final_department_label
2024,가톨릭대학교_제2캠퍼스,간호,0,0,,raw_html_not_collected_for_university
2024,가톨릭대학교_제2캠퍼스,의,0,0,,raw_html_not_collected_for_university
2024,가톨릭대학교_제2캠퍼스,의예과,0,0,,raw_html_not_collected_for_university
2024,가톨릭대학교_제3캠퍼스,신,0,0,,raw_html_not_collected_for_university
2024,감리교신학대학교,신,0,0,,raw_html_not_collected_for_university
2024,강남대학교,ICT공,0,0,,raw_html_not_collected_for_university
2024,강남대학교,ICT융합공,0,0,,raw_html_not_collected_for_university
2024,강남대학교,IoT전자공,0,0,,raw_html_not_collected_for_university
2024,강남대학교,경제세무,0,0,,raw_html_not_collected_for_university
2024,강남대학교,공공인재,0,0,,raw_html_not_collected_for_university
2024,강남대학교,교육,0,0,,raw_html_not_collected_for_university
2024,강남대학교,글로벌,0,0,,raw_html_not_collected_for_university
2024,강남대학교,글로벌경영,0,0,,raw_html_not_collected_for_university
2024,강남대학교,글로벌문화,0,0,,raw_html_not_collected_for_university
2024,강남대학교,기독교,0,0,,raw_html_not_collected_for_university
2024,강남대학교,복지융합인재미술문화복지,0,0,,raw_html_not_collected_for_university
2024,강남대학교,복지융합인재스포츠복지,0,0,,raw_html_not_collected_for_university
2024,강남대학교,복지융합인재유니버설비주얼디자인,0,0,,raw_html_not_collected_for_university
2024,강남대학교,부동산건설,0,0,,raw_html_not_collected_for_university
2024,강남대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,강남대학교,산업데이터사이언스,0,0,,raw_html_not_collected_for_university
2024,강남대학교,소프트웨어응용,0,0,,raw_html_not_collected_for_university
2024,강남대학교,스포츠복지,0,0,,raw_html_not_collected_for_university
2024,강남대학교,실버산업,0,0,,raw_html_not_collected_for_university
2024,강남대학교,예체능스포츠복지,0,0,,raw_html_not_collected_for_university
2024,강남대학교,예체능유니버설아트디자인,0,0,,raw_html_not_collected_for_university
2024,강남대학교,예체능음악학,0,0,,raw_html_not_collected_for_university
2024,강남대학교,유니버설아트디자인,0,0,,raw_html_not_collected_for_university
2024,강남대학교,유아교육과,0,0,,raw_html_not_collected_for_university
2024,강남대학교,융합자율,0,0,,raw_html_not_collected_for_university
2024,강남대학교,음악,0,0,,raw_html_not_collected_for_university
2024,강남대학교,인공지능융합공,0,0,,raw_html_not_collected_for_university
2024,강남대학교,정경,0,0,,raw_html_not_collected_for_university
2024,강남대학교,중등특수교육과,0,0,,raw_html_not_collected_for_university
2024,강남대학교,초등특수교육과,0,0,,raw_html_not_collected_for_university
2024,강남대학교,한영문화콘텐츠,0,0,,raw_html_not_collected_for_university
2024,강서대학교,AI기반경영,0,0,,raw_html_not_collected_for_university
2024,강서대학교,G2빅데이터경영,0,0,,raw_html_not_collected_for_university
2024,강서대학교,간호,0,0,,raw_html_not_collected_for_university
2024,강서대학교,경영,0,0,,raw_html_not_collected_for_university
2024,강서대학교,빅데이터경영,0,0,,raw_html_not_collected_for_university
2024,강서대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,강서대학교,상담심리,0,0,,raw_html_not_collected_for_university
2024,강서대학교,식품영양,0,0,,raw_html_not_collected_for_university
2024,강서대학교,신,0,0,,raw_html_not_collected_for_university
2024,강서대학교,실용음악,0,0,,raw_html_not_collected_for_university
2024,강서대학교,음악콘텐츠,0,0,,raw_html_not_collected_for_university
2024,강원대학교,건축공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,건축학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,경영학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,경제학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,국어국문,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,국어국문학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,국제무역학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,글로벌미디어커뮤니케이션,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,글로벌비즈니스,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,글로벌융합,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,기계의용·메카트로닉스·재료공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,기계의용공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,기계의용공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,나노응용공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,농생명산업학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,농업자원경제,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,농업자원경제학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,독어독문,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,독어독문학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,동물생명공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,디자인,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,메카트로닉스공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,목재과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,무용,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,물리,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,물리교육,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,미술,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,바이오시스템공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,바이오시스템공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,바이오시스템기계공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,바이오자원환경학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,불어불문,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,불어불문학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,사,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,사료생산과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,사학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림경영학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림바이오소재공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림바이오소재공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림소재공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림자원학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산림환경보호학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,산업공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생명건강공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생물공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생물공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생물교육,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생화,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,생화학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,수의,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,스마트팜농산업,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,스포츠지도,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,시설농업학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,시스템경영공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,시스템면역과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,식물의학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,식물자원응용과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,식품생명공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,식품생명공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,신문방송,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,심리학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,에너지자원공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,에코환경과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,영어영문학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,원예과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,음악,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,응용생물학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,의생명공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,의생명공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,일본,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,일본학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,자원공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,자원생물환경,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,자유,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,재료공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,전기전자공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,전자공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,전자통신공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,정보통계,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,정보통계학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,제지공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,종이소재과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,중어중문,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,중어중문학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,지구과학교육,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,지구물리학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,지질학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,철,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,철학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,축산과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,축산식품과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,컴퓨터과학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,컴퓨터정보통신공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,토목공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,토목공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,행정,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,행정학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,화,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,화학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,화학공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,화학공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,화학교육,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,환경,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,환경공,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,환경공학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교,회계학,62,62,,no_recruitment_unit_mapped_to_this_final_department_label
2024,강원대학교_제2캠퍼스,AI소프트웨어,0,0,,raw_html_not_collected_for_university
2024,강원대학교_제2캠퍼스,간호,0,0,,raw_html_not_collected_for_university
2024,강원대학교_제2캠퍼스,건설시스템공,0,0,,raw_html_not_collected_for_university
2024,강원대학교_제2캠퍼스,건설융합,0,0,,raw_html_not_collected_for_university
