학교명,rows,dept_labels,admission_non_null,employment_non_null,advancement_non_null,a_rate_mean,employment_rate_mean,advancement_rate_mean,admission_coverage_pct,employment_coverage_pct,advancement_coverage_pct
단국대학교_제2캠퍼스,54,54,26,43,43,27.574426788319403,65.10418852116243,9.029985019037003,48.148148148148145,79.62962962962963,79.62962962962963
대구가톨릭대학교,127,127,22,85,86,47.97066860846773,54.719512035816294,6.368545318630018,17.322834645669293,66.92913385826772,67.71653543307087
대구경북과학기술원,2,2,0,1,1,50.484971864729644,67.21311475409836,59.354838709677416,0.0,50.0,50.0
대구교육대학교,13,13,1,13,13,36.42573426873436,62.41978789244326,1.435897435897436,7.6923076923076925,100.0,100.0
대구대학교,92,92,19,74,75,36.11212206993419,54.121022292954216,3.810016272713355,20.652173913043477,80.43478260869566,81.52173913043478
대구예술대학교,20,20,0,16,16,73.6655062010919,59.00297619047619,1.3888888888888888,0.0,80.0,80.0
대구한의대학교,113,113,6,44,44,57.684925828448385,65.16157199969274,3.218055994200508,5.3097345132743365,38.93805309734513,38.93805309734513
대신대학교,6,6,0,4,5,50.11590408122053,53.62280701754386,17.115384615384617,0.0,66.66666666666666,83.33333333333334
대전가톨릭대학교,1,1,1,0,1,70.95404595404597,,100.0,100.0,0.0,100.0
대전대학교,65,65,32,49,49,44.210046677739285,57.47312108285262,2.7666793533256184,49.23076923076923,75.38461538461539,75.38461538461539
대전신학대학교,1,1,1,0,1,79.7212915016753,,50.0,100.0,0.0,100.0
대진대학교,53,53,29,38,39,46.34975040007702,62.454970921306035,4.383943771670517,54.71698113207547,71.69811320754717,73.58490566037736
덕성여자대학교,76,76,0,64,64,38.051965761608905,59.75840484796864,10.531387660925674,0.0,84.21052631578947,84.21052631578947
동국대학교,81,81,43,64,66,41.5778967977168,64.05085617852951,12.25174652309792,53.086419753086425,79.01234567901234,81.48148148148148
동국대학교(WISE)_분교,76,76,33,53,54,41.815540401408214,56.13294143903261,6.883822387250825,43.42105263157895,69.73684210526315,71.05263157894737
동덕여자대학교,80,80,9,35,35,39.00005334497434,61.505234117516274,7.600287894402892,11.25,43.75,43.75
동명대학교,86,86,12,41,41,46.52706300690152,61.4919266813109,1.2480932208871363,13.953488372093023,47.674418604651166,47.674418604651166
동서대학교,80,80,20,61,61,44.84199026191048,57.64255572765348,2.2092034211662748,25.0,76.25,76.25
동신대학교,56,56,10,40,40,39.196641435534254,61.79489061148938,1.8774233812410486,17.857142857142858,71.42857142857143,71.42857142857143
동아대학교,109,109,43,82,82,32.579513958700375,57.39223544119923,6.543668279957749,39.44954128440367,75.22935779816514,75.22935779816514
동양대학교,41,41,17,20,21,50.64704519758804,62.93981921280867,1.45648037527054,41.46341463414634,48.78048780487805,51.21951219512195
동의대학교,138,138,62,82,82,34.64036183449641,61.26103330596474,3.9595466107824,44.927536231884055,59.42028985507246,59.42028985507246
루터대학교,5,5,3,4,5,52.02016430135846,73.39204545454545,5.0,60.0,80.0,100.0
명지대학교,35,35,5,30,31,43.69877445516027,65.37919786087949,11.649787919349457,14.285714285714285,85.71428571428571,88.57142857142857
명지대학교_제2캠퍼스,44,44,0,39,39,39.54847431833772,68.33030983691839,4.653053515820948,0.0,88.63636363636364,88.63636363636364
목원대학교,98,98,27,67,68,43.43608919887289,59.11027179658065,6.088837860167664,27.55102040816326,68.36734693877551,69.38775510204081
목포가톨릭대학교,3,3,1,3,3,41.35530726513486,58.19815105529391,0.3367003367003367,33.33333333333333,100.0,100.0
배재대학교,84,84,30,55,55,34.559992565634744,53.097251262021985,2.807097055400601,35.714285714285715,65.47619047619048,65.47619047619048
백석대학교,28,28,18,26,26,35.57550016723267,68.7804887484191,2.5843073037038096,64.28571428571429,92.85714285714286,92.85714285714286
부산가톨릭대학교,21,21,14,18,18,36.54564878955457,61.44346447531858,2.1477436573749746,66.66666666666666,85.71428571428571,85.71428571428571
부산교육대학교,13,13,0,13,13,27.401582320953274,58.89215731314394,0.5824175824175825,0.0,100.0,100.0
부산대학교,107,107,92,95,95,41.585689113358086,55.06295010347119,15.130778941721282,85.98130841121495,88.78504672897196,88.78504672897196
부산외국어대학교,77,77,0,33,34,64.08594637634512,57.626696211126315,2.6329140373801865,0.0,42.857142857142854,44.15584415584416
부산장신대학교,2,2,0,1,2,31.02082874623858,58.8235294117647,31.25,0.0,50.0,100.0
삼육대학교,30,30,16,23,24,37.18003024378615,64.08368485736463,5.44926023618136,53.333333333333336,76.66666666666667,80.0
상명대학교,40,40,11,33,33,44.52864486557223,63.830688890137836,6.809048500161466,27.500000000000004,82.5,82.5
상명대학교_제2캠퍼스,49,49,0,41,41,48.515223731187376,61.639636002319826,4.182135545247152,0.0,83.6734693877551,83.6734693877551
상지대학교,99,99,20,58,58,49.19548617056155,63.55312760774438,1.565596150072547,20.2020202020202,58.58585858585859,58.58585858585859
서강대학교,33,33,16,30,30,41.367776684999384,69.64575800949159,19.8881637573781,48.484848484848484,90.9090909090909,90.9090909090909
서경대학교,54,54,18,36,36,27.555936765731744,71.23409502641854,6.1326108680684,33.33333333333333,66.66666666666666,66.66666666666666
서울과학기술대학교,39,39,1,33,33,43.76752907022655,63.84724426509744,10.204368668283545,2.564102564102564,84.61538461538461,84.61538461538461
서울교육대학교,13,13,1,13,13,31.741339566620375,68.37151319402503,1.6899695132453754,7.6923076923076925,100.0,100.0
서울기독대학교,9,9,0,6,7,62.2868922302366,54.77723665223666,9.863945578231293,0.0,66.66666666666666,77.77777777777779
서울대학교,94,94,60,87,88,68.46598655849513,65.81330855245331,30.54907039154748,63.829787234042556,92.5531914893617,93.61702127659575
서울시립대학교,49,49,34,39,39,46.688245702405624,60.29797792362755,13.935520847106387,69.38775510204081,79.59183673469387,79.59183673469387
서울신학대학교,16,16,10,9,11,46.37612889892549,67.70485743332989,8.96246952281435,62.5,56.25,68.75
서울여자대학교,47,47,35,32,33,38.130550104346966,63.19295740748086,10.291263172677269,74.46808510638297,68.08510638297872,70.2127659574468
서울장신대학교,5,5,0,2,3,50.02272001995006,48.72727272727273,15.68986568986569,0.0,40.0,60.0
서울한영대학교,11,11,5,6,7,36.39438210190435,58.48856209150327,7.357142857142857,45.45454545454545,54.54545454545454,63.63636363636363
서원대학교,52,52,0,35,35,34.874759716208274,58.76545524978292,3.308546560315648,0.0,67.3076923076923,67.3076923076923
선문대학교,78,78,3,50,51,29.79199786394308,65.6703429422842,3.576276289601825,3.8461538461538463,64.1025641025641,65.38461538461539
성결대학교,27,27,17,20,21,34.53962383766428,64.72560644542119,3.2310209620760615,62.96296296296296,74.07407407407408,77.77777777777779
성공회대학교,35,35,6,23,23,29.494298453580715,56.88884676042767,4.852706629644248,17.142857142857142,65.71428571428571,65.71428571428571
성균관대학교,71,71,21,62,62,59.50064678239004,68.44359314656576,17.528300604589322,29.577464788732392,87.32394366197182,87.32394366197182
성신여자대학교,59,59,25,52,52,34.73329288388378,57.856682581044815,10.243220384316395,42.3728813559322,88.13559322033898,88.13559322033898
세명대학교,65,65,0,33,33,49.589861324249256,65.36086802218242,2.7504937874416533,0.0,50.76923076923077,50.76923076923077
세종대학교,88,88,6,58,59,31.140276860645802,61.745602541953275,14.092861606110752,6.8181818181818175,65.9090909090909,67.04545454545455
세한대학교,30,30,4,22,22,41.212938803584926,64.54339740373777,0.7168165168165168,13.333333333333334,73.33333333333333,73.33333333333333
송원대학교,28,28,0,19,20,41.56262095879038,66.6379356328435,1.3307141038233474,0.0,67.85714285714286,71.42857142857143
수원가톨릭대학교,1,1,0,0,1,69.39482066195816,,12.12121212121212,0.0,0.0,100.0
수원대학교,79,79,22,56,57,34.367410323055815,64.73126397304715,4.947933336902868,27.848101265822784,70.88607594936708,72.15189873417721
숙명여자대학교,56,56,40,50,50,53.88781570133606,62.36825028023966,12.047831057712935,71.42857142857143,89.28571428571429,89.28571428571429
순복음총회신학교,2,2,0,1,2,55.365899494594075,100.0,12.5,0.0,50.0,100.0
순천향대학교,67,67,47,62,64,38.54924096163005,64.43789781779671,6.096689800663753,70.1492537313433,92.53731343283582,95.52238805970148
숭실대학교,56,56,39,52,53,40.223299101835536,69.17158514973899,9.19618914014006,69.64285714285714,92.85714285714286,94.64285714285714
신경주대학교,43,43,0,13,13,49.22394330450052,72.02367807630966,4.1208791208791204,0.0,30.23255813953488,30.23255813953488
신라대학교,144,144,36,84,84,41.76179056607183,58.37667098251198,2.054004912018678,25.0,58.333333333333336,58.333333333333336
신한대학교,7,7,0,7,7,36.9362225893158,72.46788246157512,3.0832130832130837,0.0,100.0,100.0
신한대학교_제2캠퍼스,48,48,29,24,24,33.56881533572679,66.75957038088104,3.1815245121051388,60.416666666666664,50.0,50.0
아신대학교,11,11,3,0,5,41.70146258314593,,25.859336741689685,27.27272727272727,0.0,45.45454545454545
아주대학교,38,38,34,37,37,37.194885898495,68.99844113916997,15.392993067967932,89.47368421052632,97.36842105263158,97.36842105263158
안양대학교,33,33,23,25,27,33.95802457170138,63.71772989188071,3.5458966324430268,69.6969696969697,75.75757575757575,81.81818181818183
안양대학교_제2캠퍼스,15,15,0,5,5,38.82973220954399,58.0,0.0,0.0,33.33333333333333,33.33333333333333
연세대학교,102,102,49,81,81,58.4837467527256,66.28400969563071,21.678939703894546,48.03921568627451,79.41176470588235,79.41176470588235
연세대학교(미래)_분교,62,62,11,41,41,57.757653517522186,65.88738265689676,12.47444679842374,17.741935483870968,66.12903225806451,66.12903225806451
영남대학교,100,100,59,77,77,35.455876238305244,51.2445541475407,6.930428022652245,59.0,77.0,77.0
영남신학대학교,5,5,0,2,4,36.547808181933206,35.714285714285715,34.10714285714286,0.0,40.0,80.0
영산대학교(양산)_제2캠퍼스,22,22,0,18,18,34.871862531930965,62.07725939757842,0.6880690214023546,0.0,81.81818181818183,81.81818181818183
영산대학교(해운대),41,41,4,28,29,33.241407300583326,59.965461088185656,1.4073020361052815,9.75609756097561,68.29268292682927,70.73170731707317
영산선학대학교,1,1,0,0,1,62.294117647058826,,81.25,0.0,0.0,100.0
예수대학교,2,2,1,2,2,49.39141834837126,59.01515151515151,0.0,50.0,100.0,100.0
예원예술대학교,14,14,0,8,10,29.648005523151774,59.024007038712924,1.4285714285714286,0.0,57.14285714285714,71.42857142857143
예원예술대학교_제2캠퍼스,5,5,0,3,3,35.35493667368548,39.8932112890923,16.666666666666668,0.0,60.0,60.0
용인대학교,41,41,20,36,36,39.526063619444216,68.26677412800593,3.258570003911274,48.78048780487805,87.8048780487805,87.8048780487805
우석대학교,62,62,28,49,49,39.1610174581381,59.956112802547985,2.63227430845825,45.16129032258064,79.03225806451613,79.03225806451613
우송대학교,41,41,0,35,35,34.136934399910324,67.55642013857769,1.303007036739153,0.0,85.36585365853658,85.36585365853658
울산과학기술원,24,24,0,21,22,54.02101372494791,61.49298405999943,53.43329039381671,0.0,87.5,91.66666666666666
울산대학교,72,72,3,54,55,32.70179932646329,55.35511842955845,7.123210832813038,4.166666666666666,75.0,76.38888888888889
원광대학교,85,85,62,69,70,42.58405936590752,57.9420541172371,5.189043914693293,72.94117647058823,81.17647058823529,82.35294117647058
위덕대학교,32,32,0,22,24,29.469232652339667,61.36613283415993,3.674425017996242,0.0,68.75,75.0
유원대학교,47,47,5,21,23,52.956342291385866,72.70690071065626,5.350163989943854,10.638297872340425,44.680851063829785,48.93617021276596
을지대학교,2,2,0,1,1,34.72222222222223,69.6969696969697,0.0,0.0,50.0,50.0
을지대학교_제2캠퍼스,24,24,0,20,20,50.64384401709619,75.60921522576038,2.901059598323517,0.0,83.33333333333334,83.33333333333334
을지대학교_제3캠퍼스,4,4,0,2,2,50.55014070652055,70.24524524524524,0.0,0.0,50.0,50.0
이화여자대학교,103,103,14,84,84,57.837546825591225,62.65833038341396,18.06351896057178,13.592233009708737,81.55339805825243,81.55339805825243
인제대학교,62,62,32,41,41,42.09812377982799,59.268624335637234,4.473868902937991,51.61290322580645,66.12903225806451,66.12903225806451
인천가톨릭대학교,1,1,0,0,1,25.41654939487757,,17.647058823529413,0.0,0.0,100.0
인천가톨릭대학교_제2캠퍼스,9,9,0,9,9,29.077369758169418,55.91015466015467,5.28322440087146,0.0,100.0,100.0
인천대학교,76,76,55,63,64,41.37210869457679,60.96386014757784,9.893050070600014,72.36842105263158,82.89473684210526,84.21052631578947
인하대학교,73,73,54,62,65,46.65362151678932,67.67369236680084,12.64165673977812,73.97260273972603,84.93150684931507,89.04109589041096
장로회신학대학교,3,3,1,0,3,31.86558289798511,,37.17517006802721,33.33333333333333,0.0,100.0
전남대학교,95,95,75,86,86,44.47436323429362,53.88497772049699,11.829886673283225,78.94736842105263,90.52631578947368,90.52631578947368
전남대학교_제2캠퍼스,35,35,0,24,24,40.846104350793354,64.15038034164435,9.798275801827772,0.0,68.57142857142857,68.57142857142857
전북대학교,126,126,91,112,112,51.31326181654996,56.86414539455665,10.753587346135335,72.22222222222221,88.88888888888889,88.88888888888889
전주교육대학교,12,12,0,12,12,27.71203071638138,59.99050766204825,1.3955984970477724,0.0,100.0,100.0
전주대학교,104,104,51,71,73,31.397450509272325,61.70901859643541,2.419958110962999,49.03846153846153,68.26923076923077,70.1923076923077
제주국제대학교,26,26,1,14,14,74.4557436526274,72.1950271950272,3.1037414965986394,3.8461538461538463,53.84615384615385,53.84615384615385
제주대학교,94,94,56,78,78,38.94808129315271,58.06631444331994,9.067893151049763,59.57446808510638,82.97872340425532,82.97872340425532
조선대학교,89,89,46,81,81,35.37168364638242,54.70667385897395,5.7151343629598035,51.68539325842697,91.01123595505618,91.01123595505618
중부대학교,66,66,2,55,56,32.93671463322303,63.96649654163839,1.686532394652184,3.0303030303030303,83.33333333333334,84.84848484848484
중앙대학교,44,44,36,42,42,43.4654346214179,63.93043646689264,12.24775590129627,81.81818181818183,95.45454545454545,95.45454545454545
중앙대학교_제2캠퍼스,20,20,0,14,14,33.49057466792167,70.12125673632623,11.686676044910707,0.0,70.0,70.0
중앙승가대학교,5,5,0,0,3,90.2670759473085,,62.5,0.0,0.0,60.0
중원대학교,40,40,13,25,25,37.61537134465,63.80155127695966,2.9416243563332127,32.5,62.5,62.5
진주교육대학교,12,12,0,12,12,36.30265779440162,58.36916199007129,1.0149572649572651,0.0,100.0,100.0
차의과학대학교,13,13,0,11,11,34.40845579292647,71.20403454628054,15.458007538700842,0.0,84.61538461538461,84.61538461538461
창신대학교,20,20,11,12,12,42.22505786859994,65.10083530249214,3.9373791880185744,55.00000000000001,60.0,60.0
청운대학교,30,30,23,22,22,43.52098814292471,63.87824227701517,2.557449914587425,76.66666666666667,73.33333333333333,73.33333333333333
청주교육대학교,12,12,1,12,12,32.11818522641561,59.6414519246327,1.146825396825397,8.333333333333332,100.0,100.0
청주대학교,81,81,52,75,75,42.68357698287835,62.41250599391968,3.4846944881316326,64.19753086419753,92.5925925925926,92.5925925925926
초당대학교,28,28,1,19,20,42.31814231241843,73.12650186000606,1.681496664255285,3.571428571428571,67.85714285714286,71.42857142857143
총신대학교,10,10,6,7,9,53.15061837171065,59.051347585243704,17.14503789848817,60.0,70.0,90.0
추계예술대학교,9,9,1,6,6,56.57718567811223,53.21377656160265,10.353109315245893,11.11111111111111,66.66666666666666,66.66666666666666
춘천교육대학교,12,12,0,12,12,22.95502417963782,56.75484648248266,1.2598942006269593,0.0,100.0,100.0
충남대학교,103,103,86,91,91,40.70067619215152,58.64326272034663,15.684976325270801,83.49514563106796,88.3495145631068,88.3495145631068
충북대학교,104,104,77,89,89,35.304010599858906,55.023382661805506,11.262657461941334,74.03846153846155,85.57692307692307,85.57692307692307
칼빈대학교,10,10,4,5,5,50.82268792970891,60.666666666666664,9.803921568627452,40.0,50.0,50.0
평택대학교,35,35,1,27,28,39.712068342147894,58.06201341507136,2.188086892752296,2.857142857142857,77.14285714285715,80.0
포항공과대학교,12,12,0,11,11,62.30324761128179,71.72963400236128,65.07426095561688,0.0,91.66666666666666,91.66666666666666
한경국립대학교,75,75,0,50,50,35.668479647567516,58.21997930739352,9.867532633332976,0.0,66.66666666666666,66.66666666666666
한국공학대학교,18,18,13,15,15,42.03897253082179,68.28942941438714,6.144129665303553,72.22222222222221,83.33333333333334,83.33333333333334
한국과학기술원,20,20,0,16,17,57.991558211454006,62.51249343621784,52.543774709740326,0.0,80.0,85.0
한국교원대학교,25,25,22,24,24,29.6181391980139,55.55309435749093,1.9627339572192515,88.0,96.0,96.0
한국기술교육대학교,11,11,2,10,10,33.12172017039083,82.16892636275688,7.362495619052278,18.181818181818183,90.9090909090909,90.9090909090909
한국방송통신대학교,27,27,0,27,27,28.298647232197506,73.25312520664838,4.790140835419692,0.0,100.0,100.0
한국성서대학교,5,5,5,5,5,42.80570138409481,68.30802655990627,9.98568162398097,100.0,100.0,100.0
한국에너지공과대학교,1,1,0,0,0,59.28070175438596,,,0.0,0.0,0.0
한국예술종합학교,27,27,0,27,27,79.10814747375963,67.27100908153764,10.816920879841962,0.0,100.0,100.0
한국외국어대학교,115,115,3,96,97,37.61950970104929,66.35598478639731,6.520706636637842,2.608695652173913,83.47826086956522,84.34782608695653
한국전통문화대학교,7,7,0,5,5,44.82966688138011,70.88141025641025,17.477591036414566,0.0,71.42857142857143,71.42857142857143
한국체육대학교,13,13,6,10,10,43.366025303437254,72.5446092851337,4.691896129702676,46.15384615384615,76.92307692307693,76.92307692307693
한국침례신학대학교,10,10,1,6,8,47.23829244654327,51.642616642616645,11.995761978896384,10.0,60.0,80.0
한국항공대학교,14,14,10,7,7,36.191988333751965,68.77060239684987,12.508038176576445,71.42857142857143,50.0,50.0
한남대학교,75,75,3,65,66,33.11879483755098,60.69786001253788,7.015578639691867,4.0,86.66666666666667,88.0
한동대학교,12,12,0,11,12,51.83771837156849,57.849008676450765,17.572704768098706,0.0,91.66666666666666,100.0
한라대학교,33,33,19,13,13,43.78898642877483,58.18938304970446,1.4541747632552977,57.57575757575758,39.39393939393939,39.39393939393939
한림대학교,53,53,26,43,44,37.6469123255366,60.89571755476951,11.354919369054324,49.056603773584904,81.13207547169812,83.01886792452831
한서대학교,56,56,30,40,40,37.720716570377824,68.7208485700802,2.8452032243030656,53.57142857142857,71.42857142857143,71.42857142857143
한성대학교,30,30,8,23,23,42.80284057917459,64.1942507678727,1.4745017494436023,26.666666666666668,76.66666666666667,76.66666666666667
한세대학교,22,22,2,18,20,43.363277374501656,72.90694862773407,5.199456660134409,9.090909090909092,81.81818181818183,90.9090909090909
한신대학교,98,98,6,41,42,40.27051224969177,55.126073042228136,5.02469318628461,6.122448979591836,41.83673469387755,42.857142857142854
한양대학교,71,71,51,60,60,51.46783120631907,65.06861607888979,19.128097370698434,71.83098591549296,84.50704225352112,84.50704225352112
한양대학교(ERICA)_분교,51,51,36,46,46,48.365702059519236,67.53519538567238,14.474177485003953,70.58823529411765,90.19607843137256,90.19607843137256
한일장신대학교,6,6,0,5,6,54.03082290409244,62.02808887019413,8.75,0.0,83.33333333333334,100.0
협성대학교,38,38,19,20,21,41.46011105616662,58.61272138065518,6.675597795808462,50.0,52.63157894736842,55.26315789473685
호남대학교,64,64,0,44,45,36.37983541054804,59.76315007212299,2.1552431486268393,0.0,68.75,70.3125
호남신학대학교,5,5,3,2,3,67.51897045562767,61.38581652569941,21.599148802017652,60.0,40.0,60.0
호서대학교,78,78,42,61,62,45.736015277125844,64.85295220659523,3.2223844904436105,53.84615384615385,78.2051282051282,79.48717948717949
호원대학교,39,39,2,27,27,30.477461015203215,65.63907941379593,0.7465123864599881,5.128205128205128,69.23076923076923,69.23076923076923
홍익대학교,42,42,28,36,36,39.64802351951209,61.40678165689254,7.877876633278277,66.66666666666666,85.71428571428571,85.71428571428571
