model_id,sample_id,target,feature,recommended,reason
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,campus_branch,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,competition_ratio,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,degree_course,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,major_group_7,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,region_sido,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,school_type,True,included in source-pruned phase contract
P2_Q,P2_SELECTIVITY_READY,a_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,campus_branch,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,degree_course,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,major_group_7,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,region_sido,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,school_type,True,included in source-pruned phase contract
P3_S,P3_STRUCTURE_READY,a_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,admission_yield_ratio,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,campus_branch,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,competition_ratio,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,degree_course,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,major_group_7,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,region_sido,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,school_type,True,included in source-pruned phase contract
P3_Q,P3_SELECTIVITY_READY,a_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,degree_course,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,region_sido,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,school_type,True,included in source-pruned phase contract
P4_E_STRUCTURE_A_RATE,P4_E_STRUCTURE_READY,health_employment_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admission_yield_ratio,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,competition_ratio,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,degree_course,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,region_sido,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,school_type,True,included in source-pruned phase contract
P4_E_SELECTIVITY_A_RATE,P4_E_SELECTIVITY_READY,health_employment_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,degree_course,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,region_sido,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,school_type,True,included in source-pruned phase contract
P4_P_STRUCTURE_A_RATE,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,admission_yield_ratio,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,competition_ratio,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,degree_course,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,region_sido,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,school_type,True,included in source-pruned phase contract
P4_P_SELECTIVITY_A_RATE,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,degree_course,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,region_sido,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,school_type,True,included in source-pruned phase contract
P4_E_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,degree_course,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,region_sido,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,school_type,True,included in source-pruned phase contract
P4_P_JOINT_STRUCTURE_A_RATE,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,admission_yield_ratio,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,competition_ratio,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,degree_course,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,region_sido,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,school_type,True,included in source-pruned phase contract
P4_E_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,a_rate_pct,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,admission_yield_ratio,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,admit_per_applicant_ratio,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,campus_branch,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,competition_ratio,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,degree_course,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,female_student_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,international_student_share_pct,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,leave_rate_pct,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,major_group_7,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,region_sido,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,school_type,True,included in source-pruned phase contract
P4_P_JOINT_SELECTIVITY_A_RATE,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,student_faculty_ratio,True,included in source-pruned phase contract
