topic_id,file_name,measure_type,count,mean,std,min,25%,50%,75%,max
GOMS_024,GOMS_024_전공계열별_월평균_근로소득_mean.xls,mean,104.0,205.0721153846154,25.260946706159128,147.7,189.975,204.3,219.5,271.8
GOMS_025,GOMS_025_산업별_월평균_근로소득_mean.xls,mean,286.0,212.9384615384616,61.34784278004551,0.0,174.875,212.5,247.475,523.0
GOMS_026,GOMS_026_직업별_월평균_근로소득2016_mean.xls,mean,250.0,219.7044,71.73945958036995,131.1,181.15,207.25,235.35,640.2
GOMS_027,GOMS_027_직업별_월평균_근로소득2017_mean.xls,mean,33.0,236.96969696969697,40.09087711724829,148.3,208.6,244.2,263.5,328.8
GOMS_028,GOMS_028_사업체_규모별_월평균_근로소득_mean.xls,mean,130.0,213.8876923076923,32.892031539862664,160.0,190.1,208.05,235.675,360.2
GOMS_029,GOMS_029_사업체_유형별_월평균_근로소득_mean.xls,mean,130.0,197.95615384615385,36.6784287065197,100.3,169.82500000000002,198.7,219.9,283.3
GOMS_030,GOMS_030_종사상지위별_월평균_근로소득_mean.xls,mean,91.0,182.1307692307692,112.10227839126564,0.0,113.1,193.6,219.3,461.8
GOMS_031,GOMS_031_성별_주당_평균_근로시간_mean.xls,mean,39.0,44.502564102564094,2.263496036001224,40.0,42.85,44.4,46.150000000000006,49.2
GOMS_032,GOMS_032_학교유형별_주당_평균_근로시간_mean.xls,mean,52.0,44.12692307692308,2.099123569176598,40.2,42.1,44.5,45.525,48.3
GOMS_033,GOMS_033_전공계열별_주당_평균_근로시간_mean.xls,mean,104.0,44.20192307692308,2.61886289595538,37.6,42.2,44.3,46.1,50.4
GOMS_034,GOMS_034_산업별_주당_평균_근로시간_mean.xls,mean,286.0,43.65629370629371,7.693744023060639,0.0,43.0,45.1,46.775,72.0
GOMS_035,GOMS_035_직업별_주당_평균_근로시간2016_mean.xls,mean,250.0,46.958400000000005,3.1741598262232538,36.9,45.225,47.25,48.9,57.1
GOMS_036,GOMS_036_직업별_주당_평균_근로시간2017_mean.xls,mean,33.0,42.739393939393935,3.563174444398158,33.6,40.8,42.9,45.3,49.6
GOMS_037,GOMS_037_사업체_규모별_주당_평균_근로시간_mean.xls,mean,130.0,44.80307692307692,2.0378563924397404,37.2,44.0,44.95,46.2,48.6
GOMS_038,GOMS_038_사업체_유형별_주당_평균_근로시간_mean.xls,mean,130.0,42.18846153846154,4.761711545189871,27.3,41.825,43.6,44.875,48.5
GOMS_039,GOMS_039_종사상지위별_주당_평균_근로시간_mean.xls,mean,91.0,42.17472527472528,6.930409534261039,25.0,38.05,43.1,46.75,57.1
