branch,control_set,sample_id,primary_model,major_group_7,outcome,outcome_prop,outcome_pct,grade_signal,grade_signal_column,model_family,beta,se,ci_low,ci_high,odds_ratio_10pp,ame_10pp,ame_ci_low_10pp,ame_ci_high_10pp,ols_pp_10pp,row_n,school_n,rank,rank_full,converged,status,model_warning,formula,ctx24_income_400plus_pct,ctx24_income_400plus_pct__unique_n,ctx24_large_mid_company_pct,ctx24_large_mid_company_pct__unique_n,goms_recent_firm_300plus_pct,goms_recent_firm_300plus_pct__unique_n,goms_recent_permanent_pct,goms_recent_permanent_pct__unique_n,goms_recent_professional_highskill_pct,goms_recent_professional_highskill_pct__unique_n
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ENG,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.3792242235802915,0.07756418335814846,0.22720121770805948,0.5312472294525236,1.461150623439749,0.04569829145877204,0.01622845512170717,0.0912135459790856,,911,130,25,True,True,OK,school_type: rare levels=3,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,23.572332,1,32.198803,1,29.134941,1,84.83454,1,55.70421,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ENG,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.37922422358029156,0.07756418335815025,0.22720121770805604,0.5312472294525271,1.461150623439749,0.04569829145877121,0.025811264405428753,0.0673412266192269,,911,130,25,True,True,OK,school_type: rare levels=3,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,23.572332,1,32.198803,1,29.134941,1,84.83454,1,55.70421,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,HUM,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.08303601365356159,0.02319420574527872,0.03757620574280329,0.12849582156431988,1.086580939593133,0.020456479593155625,0.009140299686019334,0.03121201780224488,,535,106,24,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.769264,1,19.289959,1,21.097418,1,73.15509,1,27.957674,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,HUM,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.08303601365356147,0.023194205745278928,0.03757620574280277,0.12849582156432018,1.086580939593133,0.020456479593155594,0.009287760800308267,0.03148849944345529,,535,106,24,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.769264,1,19.289959,1,21.097418,1,73.15509,1,27.957674,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,HUM,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.21469398523525007,0.0557726921752552,0.105381517250911,0.32400645321958915,1.2394825389668742,0.013732387901922407,0.004090408564878187,0.03164571859015556,,535,106,24,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.769264,1,19.289959,1,21.097418,1,73.15509,1,27.957674,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,HUM,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.21469398523524844,0.05577269217525747,0.10538151725090492,0.324006453219592,1.2394825389668722,0.013732387901921972,0.0062820618667316095,0.022278310219503123,,535,106,24,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.769264,1,19.289959,1,21.097418,1,73.15509,1,27.957674,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,MED,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,-0.02902625868488705,0.05482195839788935,-0.13647532270670334,0.07842280533692925,0.9713909566826722,-0.005656646888103524,-0.03139036907773802,0.011755224077464163,,374,115,24,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,13.206307,1,2.596486,1,34.586937,1,88.36591,1,88.55697,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,MED,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,-0.029026258684886938,0.054821958397889455,-0.13647532270670343,0.07842280533692955,0.9713909566826723,-0.005656646888103518,-0.027106768532226957,0.01492872558866795,,374,115,24,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,13.206307,1,2.596486,1,34.586937,1,88.36591,1,88.55697,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,MED,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.21081982972035368,0.257718785997818,-0.29429970897475516,0.7159393684154625,1.2346898805992892,0.003801081860533882,-0.0005926394501188857,0.07307119298841813,,374,115,24,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,13.206307,1,2.596486,1,34.586937,1,88.36591,1,88.55697,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,MED,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.21081982972035948,0.2577187859978029,-0.2942997089747198,0.7159393684154388,1.2346898805992963,0.0038010818605340203,-0.004291063014379313,0.01919452738254358,,374,115,24,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,13.206307,1,2.596486,1,34.586937,1,88.36591,1,88.55697,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,NAT,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,-0.019227066885410298,0.028541922266466933,-0.07516820657722732,0.03671407280640672,0.9809565941935734,-0.004780071627994119,-0.018357682287781438,0.008952698144171229,,583,111,25,True,True,OK,school_type: rare levels=2,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,11.394269,1,21.980719,1,20.634125,1,74.28932,1,45.12405,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,NAT,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,-0.019227066885410423,0.028541922266467522,-0.0751682065772286,0.036714072806407747,0.9809565941935733,-0.0047800716279941535,-0.018651972774841135,0.009121953574515859,,583,111,25,True,True,OK,school_type: rare levels=2,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,11.394269,1,21.980719,1,20.634125,1,74.28932,1,45.12405,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,NAT,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.2135029660646495,0.06068707151328777,0.0945584915713988,0.3324474405579002,1.238007170271944,0.0367302540297154,0.01168944630530656,0.06987562752328697,,583,111,25,True,True,OK,school_type: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,11.394269,1,21.980719,1,20.634125,1,74.28932,1,45.12405,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,NAT,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.21350296606464492,0.06068707151329062,0.09455849157138863,0.3324474405579012,1.2380071702719382,0.036730254029712014,0.015821085649200758,0.058315072731319355,,583,111,25,True,True,OK,school_type: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,11.394269,1,21.980719,1,20.634125,1,74.28932,1,45.12405,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,SOC,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.02970471786757244,0.02020328629094654,-0.00989299563203459,0.06930243136717947,1.0301503040603976,0.007144458729515359,-0.0024091301844460316,0.016208018620907514,,848,148,26,True,True,OK,school_type: rare levels=2,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.07622,1,18.635672,1,20.332579,1,79.11846,1,23.923975,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,SOC,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.029704717867571673,0.020203286290946393,-0.009892995632035072,0.06930243136717842,1.030150304060397,0.00714445872951518,-0.0023863859416976834,0.016602549989061313,,848,148,26,True,True,OK,school_type: rare levels=2,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.07622,1,18.635672,1,20.332579,1,79.11846,1,23.923975,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,SOC,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.37568762518269616,0.05347966919000203,0.2708693996651758,0.4805058507002165,1.4559922474149818,0.011690291773049801,0.0051742957375792336,0.023298646792870078,,848,148,26,True,True,OK,school_type: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.07622,1,18.635672,1,20.332579,1,79.11846,1,23.923975,1
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,SOC,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.3756876251826939,0.05347966919000988,0.27086939966515816,0.4805058507002296,1.4559922474149785,0.01169029177304857,0.0076543248327658785,0.016529611690416602,,848,148,26,True,True,OK,school_type: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,16.07622,1,18.635672,1,20.332579,1,79.11846,1,23.923975,1
