label,path,column,dtype,missing_n,missing_pct,unique_n,is_numeric,is_boolean,sample_values
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,leave_students_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,graduates_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,fulltime_faculty_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,nonfulltime_faculty_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,international_students_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,female_students_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,masters_students_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,doctoral_students_n_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,competition_ratio_non_null_rate,float64,0,0.0,3,True,False,0.6139551192145862 | 0.8 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,admission_yield_ratio_non_null_rate,float64,0,0.0,3,True,False,0.6139551192145862 | 0.8 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,admit_per_applicant_ratio_non_null_rate,float64,0,0.0,3,True,False,0.6143057503506312 | 0.8 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,leave_rate_pct_non_null_rate,float64,0,0.0,3,True,False,0.9859747545582048 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,female_student_share_pct_non_null_rate,float64,0,0.0,3,True,False,0.9859747545582048 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,international_student_share_pct_non_null_rate,float64,0,0.0,3,True,False,0.9859747545582048 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,student_faculty_ratio_non_null_rate,float64,0,0.0,3,True,False,0.7449742870500233 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,fulltime_faculty_share_pct_non_null_rate,float64,0,0.0,3,True,False,0.7449742870500233 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,log_enrolled_students_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/structure_feature_non_null_by_match_method.csv,log_graduates_non_null_rate,float64,0,0.0,2,True,False,1.0 | 1.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/profiles/target_missing_by_split_major.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/target_missing_by_split_major.csv,target_column,str,0,0.0,4,False,False,a_rate_pct | a_rate_pct | a_rate_pct
workbook/p2/p2_4/p4_1_data_contract/profiles/target_missing_by_split_major.csv,workbook/p2/p2_4/p4_1_data_contract/profiles/target_missing_by_split_major.csv,missing_rate,float64,0,0.0,64,True,False,0.0 | 0.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,selectivity_proxy_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,a_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,cd_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,f_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,employment_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,health_employment_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,vocational_college_progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,university_progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,graduate_school_progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,domestic_progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,overseas_progression_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,has_selectivity,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,has_employment,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,has_progression,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,rate_range_qa,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,admission_capacity_n,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,recruitment_n,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,applicants_n,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,graduates_n,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,admission_yield_ratio,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,leave_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,female_student_share_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,international_student_share_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,fulltime_faculty_share_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,log_graduates,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_income_300plus_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_income_400plus_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_large_company_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_mid_company_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_small_company_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_large_mid_company_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_public_nonprofit_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_cert_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,ctx24_industry_top3_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_employment_rate_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_firm_300plus_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_public_nonprofit_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_permanent_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_unstable_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_self_employed_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_industry_top3_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_recent_professional_highskill_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_latest_2019_firm_300plus_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv,goms_latest_2019_permanent_pct,object,0,0.0,0,False,False,
workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,admission_capacity_n,float64,150,0.7317073170731707,25,True,False,0.0 | 20.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,recruitment_n,float64,150,0.7317073170731707,32,True,False,35.0 | 22.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,applicants_n,float64,150,0.7317073170731707,38,True,False,920.0 | 129.0 | 0.0
workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv,graduates_n,float64,150,0.7317073170731707,32,True,False,0.0 | 0.0 | 23.0
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv,missing_rate,float64,0,0.0,1,True,False,0.0148758135210519 | 0.0148758135210519 | 0.0148758135210519
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv,outlier_rate_iqr,float64,0,0.0,2,True,False,0.0 | 0.0 | 0.0
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,missing_rate,float64,0,0.0,1,True,False,0.0148758135210519 | 0.0148758135210519 | 0.0148758135210519
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,outlier_rate_iqr,float64,3,0.1153846153846153,6,True,False,0.0 | 0.0 | 0.0
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv,rare_category_rate_lt5,float64,23,0.8846153846153846,1,True,False,0.0 | 0.0 | 0.0
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,missing_rate,float64,0,0.0,8,True,False,0.0 | 0.0 | 0.1629698499136671
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,outlier_rate_iqr,float64,9,0.3,16,True,False,0.0 | 0.0391939066962868 | 0.0430022215169787
workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv,rare_category_rate_lt5,float64,21,0.7,5,True,False,0.0 | 0.2 | 0.0
workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv,target_group,str,0,0.0,1,False,False,employment | employment | employment
workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv,target,str,0,0.0,2,False,False,health_employment_rate_pct | health_employment_rate_pct | employment_rate_pct
workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_grade.csv,workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_grade.csv,target_group,str,0,0.0,1,False,False,grade | grade
