target,feature,audit_status,reasons,abs_corr_train_validation,deterministic_equal_rate
employment_rate_pct,campus_name_std_y,PASS,,,
employment_rate_pct,region_sido,PASS,,,
employment_rate_pct,region_sigungu,PASS,,,
employment_rate_pct,hc_major_group_7,PASS,,,
employment_rate_pct,field_middle_name,PASS,,,
employment_rate_pct,field_small_name,PASS,,,
employment_rate_pct,admission_capacity_n,PASS,,0.05599965837079961,0.01044104410441044
employment_rate_pct,recruitment_n,PASS,,0.059683925928131994,0.010081008100810081
employment_rate_pct,applicants_n,PASS,,0.1265160467256732,0.00846084608460846
employment_rate_pct,admits_n,PASS,,0.11001064946472709,0.009180918091809182
employment_rate_pct,enrolled_students_n,PASS,,0.0872870241106506,0.00072007200720072
employment_rate_pct,leave_students_n,PASS,,0.06273307495336161,0.00432043204320432
employment_rate_pct,graduates_n,PASS,,0.07268603153474758,0.00144014401440144
employment_rate_pct,fulltime_faculty_n,PASS,,0.011192098481196856,0.0077407740774077406
employment_rate_pct,nonfulltime_faculty_n,PASS,,0.022227967430703127,0.00666066606660666
employment_rate_pct,international_students_n,PASS,,0.03113628928950467,0.00936093609360936
employment_rate_pct,female_students_n,PASS,,0.06901837010584198,0.0037803780378037805
employment_rate_pct,masters_students_n,PASS,,,0.011161116111611162
employment_rate_pct,doctoral_students_n,PASS,,,0.011161116111611162
employment_rate_pct,competition_ratio,PASS,,0.09325960367298997,0.0
employment_rate_pct,admission_yield_ratio,PASS,,0.028103779221219184,0.0
employment_rate_pct,admit_per_applicant_ratio,PASS,,0.035037548281790905,0.0
employment_rate_pct,leave_rate_pct,PASS,,0.11070051630318961,0.005453553899291038
employment_rate_pct,female_student_share_pct,PASS,,0.013186441273793495,0.005998909289220142
employment_rate_pct,international_student_share_pct,PASS,,0.0288709557967435,0.008725686238865661
employment_rate_pct,student_faculty_ratio,PASS,,0.05756392529508454,0.00023651844843897824
employment_rate_pct,fulltime_faculty_share_pct,PASS,,0.002737086331721232,0.010170293282876065
employment_rate_pct,log_enrolled_students,PASS,,0.11246163758953563,0.00072007200720072
employment_rate_pct,log_graduates,PASS,,0.0981672429223112,0.00036003600360036
employment_rate_pct,school_uid,PASS,,,
employment_rate_pct,major_group_7,PASS,,,
employment_rate_pct,major7_mapping_method,PASS,,,
employment_rate_pct,major7_mapping_confidence,PASS,,,
employment_rate_pct,major7_candidate_count,PASS,,0.01466275627091536,0.0
employment_rate_pct,major7_sample_exclusion_rule,PASS,,,
employment_rate_pct,has_structure_context,PASS,,0.022352940073175415,0.0012082766953632382
employment_rate_pct,has_major_group_7_high_medium,PASS,,0.0015123307779568488,0.0
employment_rate_pct,row_qa_status,PASS,,,
employment_rate_pct,ctx24_reference_sample_n,PASS,,0.10759680533600487,0.0
employment_rate_pct,ctx24_mean_income_10kkrw,PASS,,0.0734888460747729,0.0
employment_rate_pct,ctx24_median_income_10kkrw,PASS,,0.11963199482358738,0.0
employment_rate_pct,ctx24_income_300plus_pct,PASS,,0.09018551497482914,0.0
employment_rate_pct,ctx24_income_400plus_pct,PASS,,0.06286884267983625,0.0
employment_rate_pct,ctx24_large_company_pct,PASS,,0.001991817212795915,0.0
employment_rate_pct,ctx24_mid_company_pct,PASS,,0.00501490919326576,0.0
employment_rate_pct,ctx24_small_company_pct,PASS,,0.14948453211178128,0.0
employment_rate_pct,ctx24_large_mid_company_pct,PASS,,0.00039598918942732915,0.0
employment_rate_pct,ctx24_public_nonprofit_pct,PASS,,0.046195403107996726,0.0
employment_rate_pct,ctx24_cert_rate_pct,PASS,,0.017950041042449197,0.0
employment_rate_pct,ctx24_cert_per_person,PASS,,0.004356000036483259,0.0
employment_rate_pct,ctx24_log10_mean_income,PASS,,0.0653375921337844,0.0
employment_rate_pct,goms_profile_start_year,PASS,,,0.0
employment_rate_pct,goms_profile_end_year,PASS,,,0.0
employment_rate_pct,goms_profile_years_n,PASS,,,0.0
employment_rate_pct,goms_aggregation_method,PASS,,,
employment_rate_pct,goms_recent_employment_rate_pct,PASS,,0.2553161695973399,0.0
employment_rate_pct,goms_recent_firm_300plus_pct,PASS,,0.16081295311721241,0.0
employment_rate_pct,goms_recent_public_nonprofit_pct,PASS,,0.10472208199355136,0.0
employment_rate_pct,goms_recent_permanent_pct,PASS,,0.08046172943256728,0.0
employment_rate_pct,goms_recent_unstable_pct,PASS,,0.1177856701191492,0.0
employment_rate_pct,goms_recent_self_employed_pct,PASS,,0.006306349144671036,0.0
employment_rate_pct,goms_recent_industry_hhi,PASS,,0.09342036677915863,0.0
employment_rate_pct,goms_recent_industry_top3_pct,PASS,,0.03968761539540369,0.0
employment_rate_pct,goms_recent_professional_highskill_pct,PASS,,0.09589596364871837,0.0
employment_rate_pct,goms_recent_mean_income_10kkrw,PASS,,0.1057715857917275,0.0
employment_rate_pct,goms_recent_weekly_work_hours,PASS,,0.13897069219578703,0.0
employment_rate_pct,goms_recent_hourly_income_proxy,PASS,,0.04500054839724306,0.0
employment_rate_pct,goms_income_trend_per_year,PASS,,0.09355971312083676,0.0
employment_rate_pct,goms_hours_trend_per_year,PASS,,0.0868247781678815,0.0
employment_rate_pct,goms_firm_300plus_trend_per_year,PASS,,0.07821580895923368,0.0
employment_rate_pct,goms_permanent_trend_per_year,PASS,,0.027022990473610554,0.0
employment_rate_pct,goms_latest_2019_mean_income_10kkrw,PASS,,0.0660458599381724,0.0
employment_rate_pct,goms_latest_2019_weekly_work_hours,PASS,,0.11350531483174432,0.00015269506794930523
employment_rate_pct,goms_latest_2019_firm_300plus_pct,PASS,,0.16818086598011173,0.00015269506794930523
employment_rate_pct,goms_latest_2019_permanent_pct,PASS,,0.0858189228830437,0.00015269506794930523
employment_rate_pct,goms_mapping_confidence,PASS,,,
employment_rate_pct,goms_row_qa_status,PASS,,,
employment_rate_pct,selectivity_proxy_pct,PASS,,0.10274658143206504,0.0003952569169960474
graduate_school_progression_rate_pct,analysis_year,PASS,,,0.0
graduate_school_progression_rate_pct,campus_name_raw_x,PASS,,,
graduate_school_progression_rate_pct,campus_seq,PASS,,,
graduate_school_progression_rate_pct,campus_branch,PASS,,,
graduate_school_progression_rate_pct,campus_name_std_x,PASS,,,
graduate_school_progression_rate_pct,credit_forfeit_flag,PASS,,0.10554531987713602,0.40920601817369284
graduate_school_progression_rate_pct,employment_rate_pct,PASS,,0.007471318012886431,0.0095151789759855
graduate_school_progression_rate_pct,progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.9947958618143943,0.9058543125279309
graduate_school_progression_rate_pct,vocational_college_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.02301364025003345,0.42752867570385816
graduate_school_progression_rate_pct,university_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.024080825140650904,0.422910770147475
graduate_school_progression_rate_pct,domestic_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.9938044852313587,0.8912557723819455
graduate_school_progression_rate_pct,overseas_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.11734465127412896,0.43616862803515566
graduate_school_progression_rate_pct,has_selectivity,PASS,,0.08001750935940138,0.3004617905556383
graduate_school_progression_rate_pct,has_employment,PASS,,0.17736630780599058,0.005958587814687919
graduate_school_progression_rate_pct,has_progression,FAIL,progression_lineage_name,,0.00014896469536719798
graduate_school_progression_rate_pct,rate_range_qa,PASS,,,
graduate_school_progression_rate_pct,dept_norm_strict,PASS,,,
graduate_school_progression_rate_pct,dept_norm_suffix_reduced,PASS,,,
graduate_school_progression_rate_pct,dept_token_signature,PASS,,,
graduate_school_progression_rate_pct,school_uid_x,PASS,,,
graduate_school_progression_rate_pct,match_stage,PASS,,,
graduate_school_progression_rate_pct,match_method,PASS,,,
graduate_school_progression_rate_pct,match_status,PASS,,,
graduate_school_progression_rate_pct,match_score,PASS,,,0.00015405946695424435
graduate_school_progression_rate_pct,candidate_count,PASS,,0.0427397057229443,0.009235811112766274
graduate_school_progression_rate_pct,unmatched_reason,PASS,,,
graduate_school_progression_rate_pct,candidate_headcount_row_ids,PASS,,,
