source_file,year,univ_name_raw,univ_name_std,campus_name,mapping_type,mapping_confidence,mapping_note
대학순위_상위54개_3개년.xlsx,2024,전북대,전북대학교,본교/미구분,manual_alias,high,2024년 순위 약칭을 공시자료 학교명으로 매핑
대학순위_상위54개_3개년.xlsx,2024,단국대,단국대학교,본교/미구분,manual_alias,excluded,2024년 순위 파일의 중복 대학명: 주 분석 제외
대학순위_상위54개_3개년.xlsx,2024,강원대,강원대학교,본교/미구분,manual_alias,high,2024년 순위 약칭을 공시자료 학교명으로 매핑
대학순위_상위54개_3개년.xlsx,2024,연세대(원주캠),연세대학교(미래)_분교,연세대(원주캠),manual_alias,excluded,"캠퍼스/분교 명시 행: 본교와 자동 통합 금지, 주 분석 제외"
대학순위_상위54개_3개년.xlsx,2024,고려대(세종캠),고려대학교(세종)_분교,고려대(세종캠),manual_alias,excluded,"캠퍼스/분교 명시 행: 본교와 자동 통합 금지, 주 분석 제외"
대학순위_상위54개_3개년.xlsx,2024,수원대,수원대학교,본교/미구분,manual_alias,high,2024년 순위 약칭을 공시자료 학교명으로 매핑
대학순위_상위54개_3개년.xlsx,2024,한국공대,한국공학대학교,본교/미구분,manual_alias,high,2024년 순위 약칭을 공시자료 학교명으로 매핑
학점포기제도현황.xlsx,,서울대,서울대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,연세대,연세대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,고려대,고려대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,성균관대,성균관대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,서강대,서강대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,카이스트,한국과학기술원,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,포스텍,포항공과대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,한양대,한양대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,중앙대,중앙대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,경희대,경희대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,시립대,서울시립대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,외대,한국외국어대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,이화여대,이화여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,유니스트,울산과학기술원,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,지스트,광주과학기술원,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,디지스트,대구경북과학기술원,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,건국대,건국대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,동국대,동국대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,홍익대,홍익대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,아주대,아주대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,인하대,인하대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,숙명여대,숙명여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,국민대,국민대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,숭실대,숭실대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,세종대,세종대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,단국대,단국대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,부산대,부산대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,경북대,경북대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,항공대,한국항공대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,서울과기대,서울과학기술대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,광운대,광운대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,상명대,상명대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,명지대,명지대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,가톨릭대,가톨릭대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,가천대,가천대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,인천대,인천대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,경기대,경기대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,성신여대,성신여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,충남대,충남대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,전남대,전남대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,전북대,전북대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,충북대,충북대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,부경대,국립부경대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,영남대,영남대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,강원대,강원대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,울산대,울산대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,제주대,제주대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,덕성여대,덕성여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,서울여대,서울여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,동덕여대,동덕여자대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,해양대,국립한국해양대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,한림대,한림대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,순천향대,순천향대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
학점포기제도현황.xlsx,,수원대,수원대학교,본교/미구분,manual_alias,medium,"정책 기준연도·세부 조건 미확인, O/X만 사용"
