univ_name_std,dept_name_std,major_group,analysis_year,dept_term_rows,regular_terms_observed,grade_total_n,term_students_mean,a_count,a_rate_pct,b_rate_pct,c_or_lower_pct,f_rate_pct,dept_id,univ_id,rank_2024_raw,rank_pct_2024,prestige_score,rank_years_observed,credit_forfeit_raw,credit_forfeit_bin,policy_reference_year,policy_source,policy_verified,campus_status,match_status,merge_status
가천대학교,유럽어문,기타,2024,2,2,877,438.5,509,58.03063400426484,27.477245540125864,14.4921204556093,1.1403235034066677,65,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,유아교육,교육,2024,2,2,1155,577.5,743,64.24883471868952,32.49005099246674,3.261114288843725,0.40754420766955907,66,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,음악,예체능디자인,2024,6,2,3306,1653.0,1651,49.917970869941485,36.70816404359242,13.37386508646611,2.5195080452351966,67,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,응급구조,보건의료,2024,4,2,782,391.0,446,57.01234907955745,26.750545969661797,16.237104950780754,0.0,68,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,응용통계,기타,2024,2,2,1568,784.0,714,45.5491197813283,31.755230874361395,22.695649344310304,3.1889622856399074,69,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의,보건의료,2024,2,2,34,17.0,29,88.0952380952381,11.904761904761903,0.0,0.0,70,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의공,기타,2024,2,2,943,471.5,556,59.23266923619782,27.717233954001777,13.05009680980041,1.378408700215334,71,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의료경영,보건의료,2024,2,2,880,440.0,522,58.89978213507625,24.253812636165577,16.84640522875817,1.0893246187363834,72,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의료산업경영,보건의료,2024,2,2,519,259.5,269,51.68104089219331,24.623048327137546,23.695910780669145,1.5576208178438662,73,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의예과,보건의료,2024,1,1,3,3.0,3,100.0,0.0,0.0,0.0,74,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,의용생체공,기타,2024,2,2,126,63.0,85,67.49164895232312,24.521712723959915,7.986638323716976,0.0,75,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,전기공,공학,2024,2,2,2549,1274.5,1485,58.27684201178177,24.72756505136023,16.995592936857996,0.710705228777518,76,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,전자공,공학,2024,8,2,4451,2225.5,2420,54.42152509191615,27.74272500742532,17.835749900658527,2.1316130870150376,77,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,조경학,건축토목환경,2024,2,2,614,307.0,355,58.52967621028458,28.169380260635013,13.30094352908041,0.9029064162144009,78,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,첨단의료기기,보건의료,2024,2,2,230,115.0,110,47.84615384615385,30.23076923076923,21.923076923076923,0.0,79,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,체육,예체능디자인,2024,4,2,2731,1365.5,1574,57.9756915021985,28.592353785933277,13.431954711868222,1.4177702456281607,80,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,치위생,보건의료,2024,4,2,1585,792.5,767,48.38831026820583,30.30705152115074,21.304638210643432,1.5769406108831694,81,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,컴퓨터공,컴퓨터AI,2024,6,2,6014,3007.0,2828,46.994651944518424,26.10585816662302,26.899489888858557,3.658576018630435,82,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,클라우드공,기타,2024,2,2,77,38.5,47,61.734693877551024,28.316326530612244,9.948979591836736,1.7857142857142856,83,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,토목환경공,건축토목환경,2024,2,2,1189,594.5,644,54.11637624719293,22.858239290485802,23.02538446232127,1.3979931208959888,84,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,패션산업,예체능디자인,2024,2,2,285,142.5,167,59.808184143222505,25.255754475703323,14.936061381074168,5.127877237851663,85,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,한국어문,언어인문,2024,3,2,2189,1094.5,1123,51.46620086515583,26.03840513321319,22.495394001630977,2.5776391783368737,86,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,한국학,기타,2024,2,2,2735,1367.5,1093,39.46212785754426,28.813002933769,31.72486920868674,5.187874262073944,87,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,한의,보건의료,2024,2,2,3361,1680.5,1642,48.87488277077472,31.003128001564,20.12198922766128,0.0,88,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,한의예과,보건의료,2024,2,2,159,79.5,66,40.88383838383839,23.762626262626263,35.35353535353535,1.0101010101010102,89,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,행정,법행정경찰소방,2024,2,2,1413,706.5,797,56.24954700297167,23.290389215046748,20.46006378198159,1.6670290642893382,90,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,화,생명식품농림,2024,2,2,1262,631.0,657,52.109406616277525,30.17630336042148,17.714290023301,1.581552243758122,91,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,화공생명공,공학,2024,6,2,2487,1243.5,1370,55.403224226753636,30.493428140486962,14.103347632759398,1.592133356839239,92,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,화공생명배터리공,공학,2024,3,2,255,127.5,117,28.315946348733235,23.84500745156483,47.83904619970194,22.894932935916543,93,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,회계세무학,경영경제,2024,2,2,1315,657.5,795,60.290370109531665,24.72315918231184,14.986470708156494,0.8348082732546287,94,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가톨릭관동대학교,CG디자인,예체능디자인,2024,8,2,455,227.5,321,70.46123175782913,23.35578523593853,6.182983006232339,2.87132737196609,95,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,간호,간호,2024,2,2,7102,3551.0,3025,42.15319886519987,46.41611938551871,11.430681749281423,0.2633479147772058,96,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,건축공학,건축토목환경,2024,6,2,382,191.0,168,44.05742204655248,42.91282389108476,13.029754062362759,2.912274923144489,97,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,건축학,건축토목환경,2024,6,2,1200,600.0,529,44.37809570015006,37.19325066850199,18.42865363134795,6.122857690875653,98,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,경기지도학,기타,2024,2,2,150,75.0,77,51.252778339058395,37.765205091937766,10.98201656900384,4.980804202869266,99,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,경영,경영경제,2024,2,2,357,178.5,190,54.335686777920415,29.964698331193837,15.699614890885751,3.278241335044929,100,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,경영학,경영경제,2024,4,2,185,92.5,71,38.98872445384073,33.09842612168194,27.91284942447733,7.147051914493776,101,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,경찰,법행정경찰소방,2024,2,2,337,168.5,130,38.833404164895875,42.745077206403174,18.42151862870095,2.895240118997025,102,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,경찰행정학,법행정경찰소방,2024,6,2,2102,1051.0,1093,52.14359966045221,37.601467136949424,10.254933202598357,2.0438688473986915,103,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,공공행정학,법행정경찰소방,2024,1,1,17,17.0,9,52.94117647058824,35.294117647058826,11.76470588235294,11.76470588235294,104,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,관광경영,경영경제,2024,2,2,277,138.5,177,64.56552706552706,26.753232522463293,8.681240412009643,2.572320841551611,105,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,관광경영학,경영경제,2024,1,1,17,17.0,5,29.411764705882355,52.94117647058824,17.647058823529413,17.647058823529413,106,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,광고홍보,기타,2024,6,2,219,109.5,134,61.558147340157745,30.810538680986742,7.631313978855513,0.49504950495049505,107,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,광고홍보학,기타,2024,4,2,112,56.0,78,70.52154195011337,28.458049886621314,1.0204081632653061,0.0,108,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,국어교육과,교육,2024,2,2,608,304.0,379,62.45356582011155,30.80197108355445,6.744463096334001,0.8279633941625602,109,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,군사학,법행정경찰소방,2024,2,2,16,8.0,16,100.0,0.0,0.0,0.0,110,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,기술창업,경영경제,2024,2,2,92,46.0,43,46.46102343376375,33.97895743663319,19.560019129603063,0.9803921568627451,111,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,디지털헬스케어,기타,2024,4,2,77,38.5,34,44.222972972972975,37.567567567567565,18.20945945945946,2.5,112,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,무인항공,공학,2024,2,2,168,84.0,85,50.5952380952381,42.261904761904766,7.142857142857142,0.0,113,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,바이오메디컬,생명식품농림,2024,4,2,115,57.5,54,46.515151515151516,47.121212121212125,6.363636363636363,1.8181818181818181,114,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,바이오융합공,생명식품농림,2024,2,2,71,35.5,35,49.44444444444444,26.28205128205128,24.273504273504273,6.880341880341881,115,,,,,,,,,,,,,not_in_2024_rank_main_sample
가톨릭관동대학교,반려동물학,생명식품농림,2024,2,2,10,5.0,4,41.666666666666664,20.833333333333332,37.5,8.333333333333332,116,,,,,,,,,,,,,not_in_2024_rank_main_sample
