univ_name_std,employment_rows,graduates_total,official_employment_denominator,employed_total,health_employed_total,startup_freelance_employed_total,advanced_total,other_unknown_total,unknown_total,retention_1st_pct,retention_2nd_pct,retention_3rd_pct,retention_4th_pct,official_employment_rate_pct,health_employment_rate_pct,graduate_based_employment_rate_pct,advancement_rate_in_employment_data_pct
영남대학교,116,4682,4161,2139,1858,257,299,2022,0,89.9882187938289,85.07886863020103,79.57251051893408,78.14319775596074,51.405912040374915,44.652727709685166,45.685604442545916,6.386159760785989
영남신학대학교,4,81,21,10,10,0,32,11,0,90.0,90.0,90.0,90.0,47.61904761904761,47.61904761904761,12.345679012345679,39.50617283950617
영산대학교(양산)_제2캠퍼스,31,535,517,354,324,30,5,163,0,90.31892655367233,84.48474576271187,77.75621468926553,75.8135593220339,68.47195357833655,62.66924564796905,66.16822429906543,0.9345794392523363
영산대학교(해운대),50,857,748,483,376,103,13,265,0,91.30331262939958,84.30559006211179,77.54534161490682,74.3010351966874,64.57219251336899,50.26737967914438,56.35939323220537,1.5169194865810969
영산선학대학교,1,16,0,0,0,0,13,0,0,,,,,,,0.0,81.25
예수대학교,2,126,122,89,87,2,0,33,0,91.98651685393259,89.73033707865169,79.36629213483147,78.23370786516854,72.95081967213115,71.31147540983606,70.63492063492063,0.0
예원예술대학교,16,244,109,64,38,26,3,45,0,95.30625,90.946875,70.9578125,68.946875,58.71559633027523,34.862385321100916,26.229508196721312,1.2295081967213115
예원예술대학교_제2캠퍼스,5,63,61,39,25,14,1,22,0,83.22051282051282,83.22051282051282,72.95384615384614,69.68717948717949,63.934426229508205,40.98360655737705,61.904761904761905,1.5873015873015872
용인대학교,43,1422,1272,888,656,231,44,384,0,90.0615990990991,84.73851351351351,78.71148648648648,76.19470720720722,69.81132075471697,51.57232704402516,62.447257383966246,3.0942334739803097
우석대학교,55,1500,1278,830,750,79,36,448,0,89.89445783132531,85.92469879518072,81.03734939759036,78.70313253012048,64.94522691705791,58.68544600938967,55.333333333333336,2.4
우송대학교,38,2110,1683,1132,1025,92,31,551,0,90.12950530035336,86.0595406360424,79.97871024734982,78.41925795053005,67.26084373143196,60.903149138443254,53.649289099526065,1.4691943127962086
울산과학기술원,26,427,165,111,98,11,223,50,4,93.28828828828829,91.03963963963963,91.03963963963963,91.03963963963963,67.27272727272727,59.3939393939394,25.995316159250585,52.2248243559719
울산대학교,57,2684,2405,1367,1226,137,169,646,392,90.34908558888075,85.91426481346014,80.59861009509875,79.28273591806877,56.83991683991684,50.97713097713098,50.931445603576755,6.296572280178838
원광대학교,76,3148,2924,1740,1580,159,122,1184,0,89.92936781609194,85.24517241379311,78.46241379310344,76.5885632183908,59.50752393980848,54.03556771545828,55.27318932655655,3.8754764930114356
원광디지털대학교,17,1513,1439,1024,679,345,59,415,0,91.8865234375,89.12978515625,85.10009765625001,83.43505859375001,71.16052814454483,47.18554551772064,67.68010575016523,3.8995373430270988
위덕대학교,29,511,464,308,281,27,15,156,0,91.1974025974026,84.66590909090908,80.56363636363636,77.85064935064935,66.37931034482759,60.560344827586206,60.273972602739725,2.935420743639922
유원대학교,32,738,688,483,424,53,14,205,0,92.66211180124225,86.85320910973086,82.43561076604556,81.00289855072464,70.20348837209302,61.627906976744185,65.4471544715447,1.8970189701897018
을지대학교,1,44,33,23,22,1,0,10,0,95.5,77.3,77.3,77.3,69.6969696969697,66.66666666666666,52.27272727272727,0.0
을지대학교_제2캠퍼스,41,1144,1104,828,761,67,29,276,0,91.38091787439613,86.1693236714976,81.48176328502414,79.81908212560386,75.0,68.93115942028986,72.37762237762237,2.534965034965035
을지대학교_제3캠퍼스,2,128,128,91,89,2,0,37,0,93.24615384615386,87.66923076923078,81.0,78.72307692307693,71.09375,69.53125,71.09375,0.0
이화여자대학교,109,3201,2453,1584,1353,226,607,869,0,91.33333333333333,86.5263888888889,81.35126262626262,80.24652777777777,64.57399103139014,55.15695067264574,49.48453608247423,18.962824117463292
인제대학교,68,1981,1839,1088,1000,77,79,751,0,91.8,86.01452205882353,78.80422794117646,76.53474264705882,59.162588363240886,54.37737901033171,54.921756688541144,3.9878849066128215
인천가톨릭대학교,1,17,0,0,0,0,3,0,0,,,,,,,0.0,17.647058823529413
인천가톨릭대학교_제2캠퍼스,9,142,133,76,64,12,7,57,0,85.67105263157895,82.71052631578948,75.90131578947368,73.26973684210526,57.14285714285714,48.1203007518797,53.52112676056338,4.929577464788732
인천대학교,92,2618,2304,1464,1258,193,252,796,44,91.79002732240436,86.81106557377049,82.26161202185791,81.03804644808743,63.541666666666664,54.60069444444444,55.92055003819709,9.62566844919786
인하대학교,72,3811,2961,2029,1803,205,565,932,0,93.18679152291769,90.43144406111387,87.02188270083786,85.814342040414,68.5241472475515,60.89159067882473,53.24061926003674,14.825505116767252
장로회신학대학교,3,147,0,0,0,0,55,0,0,,,,,,,0.0,37.41496598639456
전남대학교,95,3636,3044,1752,1568,179,401,1222,70,87.51050228310504,82.4303082191781,78.01546803652968,76.73510273972605,57.55584756898817,51.51116951379764,48.18481848184818,11.028602860286028
전남대학교_제2캠퍼스,27,562,488,289,274,13,47,191,8,86.25813148788929,79.68373702422146,75.03737024221454,72.77404844290656,59.221311475409834,56.14754098360656,51.42348754448398,8.362989323843415
전북대학교,137,4042,3376,1987,1789,171,452,1316,73,90.01731253145446,86.59028686462003,81.45827881227981,80.08907901358832,58.85663507109005,52.991706161137444,49.158832261256805,11.182582879762494
전주교육대학교,12,273,258,155,148,7,4,103,0,95.29999999999998,95.29999999999998,93.90903225806451,92.47483870967743,60.07751937984496,57.36434108527132,56.776556776556774,1.465201465201465
전주대학교,79,2266,1981,1190,1064,117,59,791,0,89.91512605042017,84.0772268907563,75.63663865546218,73.39781512605042,60.07067137809188,53.71024734982333,52.515445719329215,2.6037069726390114
정석대학,1,14,14,14,14,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
제주국제대학교,23,155,144,104,92,12,3,40,0,87.03269230769232,76.79326923076924,67.61634615384615,67.61634615384615,72.22222222222221,63.888888888888886,67.0967741935484,1.935483870967742
제주대학교,86,1977,1737,1035,924,102,147,702,0,88.16985507246378,84.29700483091788,78.09961352657004,76.8687922705314,59.58549222797927,53.1951640759931,52.35204855842185,7.435508345978755
조선대학교,97,4214,3829,2166,1872,256,200,1663,0,86.48924284395197,81.12386888273315,75.01098799630657,73.14178208679593,56.568294593888744,48.89004962131105,51.40009492168961,4.746084480303749
중부대학교,74,1693,1497,971,836,134,21,526,0,90.08630278063852,81.46292481977343,75.683728115345,73.82451081359424,64.8630594522378,55.845023380093515,57.353809805079734,1.2404016538688718
중앙대학교,53,4073,3228,2181,1955,219,417,1047,0,93.20261348005502,90.14901421366348,86.7898211829436,85.67657038055937,67.56505576208178,60.5638166047088,53.54775349864964,10.238153695065062
중앙대학교_제2캠퍼스,37,1126,820,524,340,184,141,296,0,83.67385496183206,77.30629770992367,66.94885496183205,65.02557251908395,63.90243902439025,41.46341463414634,46.53641207815276,12.522202486678507
중앙승가대학교,3,23,0,0,0,0,14,0,0,,,,,,,0.0,60.86956521739131
중원대학교,43,822,757,520,453,65,17,237,0,91.41442307692306,86.43692307692307,79.76365384615383,77.2926923076923,68.69220607661823,59.84147952443857,63.26034063260341,2.068126520681265
진주교육대학교,12,298,290,170,163,7,3,120,0,96.10588235294118,95.43764705882353,92.89,92.89,58.620689655172406,56.20689655172414,57.04697986577181,1.006711409395973
차의과학대학교,11,543,459,333,285,48,80,108,18,89.33033033033034,79.30720720720721,71.8036036036036,70.15015015015015,72.54901960784314,62.091503267973856,61.32596685082873,14.732965009208105
창신대학교,15,491,469,336,288,48,12,121,12,91.64494047619048,88.45029761904763,79.9639880952381,77.65208333333332,71.64179104477611,61.407249466950965,68.43177189409369,2.4439918533604885
청운대학교,54,1436,1380,959,810,137,26,417,4,88.314598540146,82.1274244004171,76.49697601668406,74.48696558915537,69.4927536231884,58.69565217391305,66.78272980501393,1.8105849582172702
청주교육대학교,12,281,269,161,158,3,3,108,0,94.41863354037267,94.41863354037267,93.80372670807454,93.80372670807454,59.85130111524164,58.7360594795539,57.29537366548043,1.0676156583629894
청주대학교,114,2535,2248,1436,1282,152,69,812,0,88.39568245125348,83.94373259052924,77.02681058495821,74.81330083565459,63.879003558718864,57.02846975088968,56.646942800788956,2.72189349112426
초당대학교,22,643,580,418,388,30,9,141,21,90.20885167464114,84.95526315789472,81.09138755980861,79.15885167464114,72.06896551724138,66.89655172413794,65.00777604976672,1.3996889580093312
총신대학교,9,348,206,120,96,24,67,86,0,82.4575,75.00500000000001,62.69666666666667,60.94333333333334,58.252427184466015,46.601941747572816,34.48275862068966,19.25287356321839
추계예술대학교,11,271,243,137,67,70,25,106,0,82.01605839416058,70.53941605839415,69.2956204379562,68.40437956204379,56.37860082304527,27.572016460905353,50.55350553505535,9.22509225092251
춘천교육대학교,12,305,287,162,155,7,4,125,0,95.68333333333334,94.4037037037037,92.48703703703703,92.48703703703703,56.44599303135889,54.00696864111498,53.11475409836065,1.3114754098360655
충남대학교,102,3552,2819,1721,1547,165,580,887,211,91.67762928529925,87.67983730389308,83.14003486345148,81.82777454968043,61.0500177367861,54.877616175948916,48.45157657657658,16.32882882882883
충북대학교,95,2911,2439,1386,1279,95,334,1039,14,91.93838383838384,88.14971139971139,85.12481962481962,83.76847041847043,56.82656826568265,52.43952439524395,47.612504294057025,11.473720371006527
칼빈대학교,6,143,27,19,13,6,25,8,0,78.94736842105263,78.94736842105263,78.94736842105263,78.94736842105263,70.37037037037037,48.148148148148145,13.286713286713287,17.482517482517483
평택대학교,41,809,702,410,340,69,15,1,291,88.38585365853658,77.29585365853659,71.05682926829269,68.24585365853659,58.4045584045584,48.433048433048434,50.679851668726826,1.8541409147095178
포항공과대학교,11,268,94,75,70,5,172,12,7,98.668,97.33466666666668,95.99066666666666,95.99066666666666,79.7872340425532,74.46808510638297,27.985074626865668,64.17910447761194
한경국립대학교,62,1108,1015,639,573,64,78,312,64,91.54460093896714,87.20563380281689,81.5810641627543,80.52190923317684,62.95566502463055,56.453201970443345,57.67148014440433,7.039711191335741
한국공학대학교,30,1556,1421,935,872,62,101,485,1,93.39582887700536,88.52064171122996,85.27165775401068,83.74780748663102,65.79873328641803,61.365235749472205,60.08997429305912,6.4910025706940875
한국과학기술원,17,686,267,183,157,26,332,84,0,95.50546448087432,91.46448087431693,89.51857923497269,89.51857923497269,68.53932584269663,58.80149812734082,26.676384839650147,48.39650145772595
한국교원대학교,24,520,495,294,272,22,11,201,0,93.22789115646259,92.81156462585034,90.84115646258505,90.45204081632653,59.3939393939394,54.94949494949495,56.53846153846154,2.1153846153846154
한국기술교육대학교,13,787,699,579,536,39,74,120,0,96.87357512953368,94.14697754749568,90.7588946459413,89.67651122625216,82.83261802575107,76.68097281831187,73.5705209656925,9.40279542566709
한국방송통신대학교,32,24175,23062,17173,14610,2542,975,5889,0,94.02627962499271,91.17912420660339,87.72666977231701,86.66543993478135,74.46448703494927,63.35096695863325,71.03619441571873,4.033092037228542
한국성서대학교,7,238,210,147,125,21,21,63,0,91.12312925170069,86.76258503401361,78.97619047619048,78.17619047619048,70.0,59.523809523809526,61.76470588235294,8.823529411764707
한국열린사이버대학교,12,1525,1470,1170,918,252,48,300,0,92.05384615384617,89.25333333333336,86.31333333333333,84.89299145299147,79.59183673469387,62.44897959183674,76.72131147540983,3.1475409836065573
한국예술종합학교,27,496,441,276,122,154,36,120,45,80.8391304347826,70.5659420289855,61.80326086956522,59.310507246376815,62.585034013605444,27.66439909297052,55.64516129032258,7.258064516129033
한국외국어대학교,105,3729,3153,2033,1760,243,238,1120,0,92.7026069847516,88.06296114117069,83.62454500737826,82.02744712247909,64.47827465905488,55.8198541071995,54.518637704478415,6.382408152319657
한국전통문화대학교,7,127,99,66,58,7,27,22,11,74.39090909090909,72.54090909090908,69.19545454545454,69.19545454545454,66.66666666666666,58.58585858585859,51.96850393700787,21.25984251968504
한국체육대학교,10,596,525,407,263,143,23,118,0,89.62334152334154,84.82555282555282,79.13022113022113,77.19926289926289,77.52380952380953,50.095238095238095,68.28859060402685,3.859060402684564
한국침례신학대학교,8,238,150,77,60,17,34,73,0,76.60519480519481,73.63376623376622,68.83116883116882,68.83116883116882,51.33333333333333,40.0,32.35294117647059,14.285714285714285
한국항공대학교,10,792,640,443,410,30,109,197,0,95.14153498871333,92.95507900677201,91.0352144469526,90.78735891647854,69.21875,64.0625,55.93434343434344,13.762626262626263
한남대학교,92,2330,2112,1308,1156,143,152,804,0,88.65611620795107,82.80733944954129,77.71957186544343,75.50045871559632,61.93181818181818,54.734848484848484,56.13733905579399,6.523605150214593
한동대학교,13,810,637,373,323,48,143,264,0,91.54584450402145,85.01018766756032,77.03431635388739,77.03431635388739,58.55572998430141,50.706436420722135,46.04938271604938,17.65432098765432
한라대학교,18,711,690,438,400,37,12,181,71,88.54406392694062,83.37602739726027,78.80410958904109,77.27397260273973,63.47826086956522,57.971014492753625,61.60337552742617,1.6877637130801686
한림대학교,48,1636,1410,882,781,101,134,528,0,88.13809523809525,82.42199546485259,75.4640589569161,72.64308390022676,62.5531914893617,55.39007092198581,53.91198044009779,8.190709046454767
한서대학교,69,1448,1305,914,826,84,50,391,0,93.95514223194748,90.1218818380744,83.78621444201313,80.75065645514222,70.03831417624521,63.29501915708812,63.12154696132597,3.4530386740331496
한성대학교,72,1463,1355,861,729,113,40,494,0,89.44750290360045,84.77398373983739,80.58513356562138,78.2191637630662,63.54243542435425,53.800738007380076,58.85167464114832,2.734107997265892
한세대학교,26,503,458,325,244,81,20,133,0,90.03292307692307,81.54,69.46092307692308,67.21846153846154,70.96069868995633,53.275109170305676,64.61232604373758,3.9761431411530817
한신대학교,52,1032,962,568,483,84,42,179,215,89.5588028169014,83.14559859154929,77.88521126760563,76.18785211267604,59.04365904365905,50.2079002079002,55.03875968992248,4.069767441860465
한양대학교,63,3391,2401,1655,1431,223,567,746,0,94.56930513595165,92.57105740181268,88.9120241691843,87.97595166163143,68.92961266139108,59.600166597251146,48.80566204659392,16.72073134768505
한양대학교(ERICA)_분교,57,2325,1766,1192,1019,169,320,574,0,90.53666107382551,87.18221476510068,82.55771812080538,81.23968120805368,67.49716874292186,57.701019252548136,51.26881720430107,13.763440860215054
한양사이버대학교,39,4233,4108,3352,2993,344,103,756,0,95.89794152744629,93.13582935560856,89.13666467780429,88.17079355608593,81.5968841285297,72.85783836416748,79.18733758563667,2.4332624616111507
한일장신대학교,10,183,140,93,82,11,13,38,9,91.44193548387098,83.80752688172043,79.30322580645162,79.30322580645162,66.42857142857143,58.57142857142858,50.81967213114754,7.103825136612022
협성대학교,23,909,812,472,386,86,50,339,1,86.39194915254237,79.56525423728814,74.0699152542373,72.19745762711865,58.128078817733986,47.53694581280788,51.92519251925193,5.500550055005501
호남대학교,48,2076,1445,927,819,104,31,518,0,90.22448759439051,84.94455231930961,79.21974110032362,77.39309600863,64.1522491349481,56.67820069204153,44.653179190751445,1.4932562620423893
호남신학대학교,4,127,82,51,25,26,26,31,0,91.89999999999999,91.89999999999999,86.29999999999998,83.73333333333332,62.19512195121951,30.48780487804878,40.15748031496063,20.47244094488189
호서대학교,81,2850,2601,1654,1449,194,121,947,0,90.55157194679563,85.83403869407498,78.65229746070132,76.66257557436518,63.59092656670511,55.70934256055363,58.035087719298254,4.245614035087719
호원대학교,52,1260,1193,892,707,185,12,301,0,92.93800448430493,88.31995515695067,82.525,80.77735426008968,74.76948868398993,59.262363788767814,70.7936507936508,0.9523809523809524
홍익대학교,47,2643,2188,1435,1239,190,197,730,23,92.70850174216028,89.0619512195122,84.23268292682927,82.94097560975611,65.58500914076782,56.62705667276051,54.29436246689369,7.453651153991676
홍익대학교_제2캠퍼스,30,1286,1201,762,652,109,55,413,26,92.12703412073492,85.78517060367453,79.76574803149607,77.66587926509186,63.447127393838464,54.28809325562032,59.25349922239502,4.276827371695179
화성의과학대학교,8,83,80,46,38,8,0,34,0,92.77391304347827,87.6608695652174,68.8608695652174,68.8608695652174,57.49999999999999,47.5,55.42168674698795,0.0
화신사이버대학교,2,483,462,326,242,84,14,136,0,94.2760736196319,91.95705521472392,86.34171779141104,85.86932515337423,70.56277056277057,52.38095238095239,67.49482401656314,2.898550724637681
