analysis_year,univ_id,rank_2024_raw,univ_name_raw,univ_name_std,rank_pct_2024,prestige_score,rank_years_observed,campus_status,mapping_note,grade_raw_rows,grade_total_n,a_count,b_count,c_count,d_count,f_count,dept_count,regular_terms_observed,max_grade_count_gap_abs,max_ratio_sum_gap_abs,max_a_rate_gap_abs,a_rate_pct,b_rate_pct,c_rate_pct,d_rate_pct,f_rate_pct,df_rate_pct,qa_status,credit_forfeit_raw,credit_forfeit_bin,policy_reference_year,policy_source,policy_verified,employment_rows,graduates_total,official_employment_denominator,employed_total,health_employed_total,startup_freelance_employed_total,advanced_total,other_unknown_total,unknown_total,retention_1st_pct,retention_2nd_pct,retention_3rd_pct,retention_4th_pct,official_employment_rate_pct,health_employment_rate_pct,graduate_based_employment_rate_pct,advancement_rate_in_employment_data_pct,advancement_rows,advancement_graduates_total,advancement_total,graduate_school_total,domestic_advancement_total,overseas_advancement_total,overall_advancement_rate_pct,graduate_school_rate_pct,match_status,a_rate_expected_by_rank_pct,a_rate_residual_pctp,a_residual_group
2024,11,11,건국대,건국대학교,0.19607843137254902,0.803921568627451,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,139,77725,31047,26640,16690,1921,1427,68,2,0,0.20000000000000284,4.993175650724879e-09,39.94467674493406,34.274686394339014,21.47314248954648,2.4715342553875845,1.8359601157928593,4.307494371180444,pass,O,1.0,,,,77,3472,2692,1798,1604,189,480,894,0,93.11390433815352,89.58448275862068,86.15945494994439,84.61095661846497,66.79049034175334,59.58395245170877,51.78571428571429,13.82488479262673,77,3472,480,470,478,2,13.82488479262673,13.536866359447005,matched,47.418316347085735,-7.473639602151678,서열 대비 A 낮음
2024,12,12,한국외대,한국외국어대학교,0.21568627450980393,0.7843137254901961,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,244,99615,39746,34587,19958,2867,2457,115,2,0,0.29999999999999716,4.989303192814987e-09,39.89961351202128,34.72067459719922,20.03513527079255,2.878080610349847,2.466496009637103,5.34457661998695,ratio_sum_gap,O,1.0,,,,105,3729,3153,2033,1760,243,238,1120,0,92.7026069847516,88.06296114117069,83.62454500737826,82.02744712247909,64.47827465905488,55.8198541071995,54.518637704478415,6.382408152319657,105,3729,238,227,235,3,6.382408152319657,6.087422901582194,matched,47.161467528285044,-7.2618540162637615,서열 대비 A 낮음
2024,13,13,동국대,동국대학교,0.23529411764705882,0.7647058823529411,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,172,65506,28511,29384,5319,953,1339,85,2,0,0.20000000000000284,4.943821352298983e-09,43.524257319940155,44.85695966781669,8.119866882422984,1.4548285653222606,2.0440875644979086,3.498916129820169,pass,O,1.0,,,,87,3143,2502,1659,1427,222,330,843,0,93.3785412899337,90.25684147076552,85.94882459312838,84.52133815551538,66.30695443645084,57.0343725019984,52.78396436525612,10.499522748965957,87,3143,330,324,330,0,10.499522748965957,10.308622335348392,matched,46.90461870948436,-3.3803613895442055,중간
2024,14,14,홍익대,홍익대학교,0.2549019607843137,0.7450980392156863,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,89,51983,20017,19823,9971,1023,1149,42,2,0,0.20000000000000284,4.9238977339882695e-09,38.506819537156375,38.13362060673682,19.181270800069253,1.9679510609237636,2.2103379951137874,4.178289056037551,pass,O,1.0,,,,47,2643,2188,1435,1239,190,197,730,23,92.70850174216028,89.0619512195122,84.23268292682927,82.94097560975611,65.58500914076782,56.62705667276051,54.29436246689369,7.453651153991676,47,2643,197,194,194,3,7.453651153991676,7.340143776012107,matched,46.647769890683676,-8.140950353527302,서열 대비 A 낮음
2024,15,15,숭실대,숭실대학교,0.27450980392156865,0.7254901960784313,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,111,92063,36397,32851,18637,2051,2127,56,2,0,0.29999999999999716,4.9812740599008976e-09,39.53488372093023,35.683173479030664,20.24374613036725,2.2278222521534166,2.3103744175184384,4.538196669671855,ratio_sum_gap,O,1.0,,,,53,3037,2474,1676,1516,154,286,798,0,93.90071599045348,89.68615751789976,85.84110978520287,83.86980906921242,67.7445432497979,61.277283751010515,55.18603885413237,9.417188014487982,53,3037,286,279,286,0,9.417188014487982,9.186697398748764,matched,46.390921071882985,-6.856037350952754,서열 대비 A 낮음
2024,16,16,숙명여대,숙명여자대학교,0.29411764705882354,0.7058823529411764,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,112,62390,33462,23135,3743,926,1124,56,2,0,0.29999999999999716,4.883716542281036e-09,53.63359512742427,37.08126302292034,5.9993588716140405,1.4842122134957525,1.8015707645456003,3.285782978041353,ratio_sum_gap,O,1.0,,,,50,2220,1963,1226,1036,186,238,737,0,90.97292006525285,87.29722675367047,80.91264274061992,79.528955954323,62.45542536933265,52.77636271013755,55.22522522522523,10.72072072072072,50,2220,238,233,233,5,10.72072072072072,10.495495495495495,matched,46.134072253082294,7.499522874341977,서열 대비 A 높음
2024,17,17,국민대,국민대학교,0.3137254901960784,0.6862745098039216,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,183,91008,44159,31837,11598,1065,2349,92,2,0,0.29999999999999716,4.93150764668826e-09,48.52210794655415,34.98263888888889,12.743934599156118,1.1702267932489452,2.5810917721518987,3.7513185654008443,ratio_sum_gap,O,1.0,,,,96,3367,2746,1825,1579,229,331,921,0,92.49380821917809,88.24586301369864,83.5438904109589,81.71583561643835,66.46030589949017,57.50182083029861,54.2025542025542,9.83070983070983,96,3367,331,327,319,12,9.83070983070983,9.711909711909712,matched,45.87722343428161,2.64488451227254,서열 대비 A 높음
2024,18,18,부산대,부산대학교,0.3333333333333333,0.6666666666666667,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,219,145626,60962,49896,27248,4079,3441,108,2,0,0.20000000000000284,4.948446985508781e-09,41.862030131981925,34.263112356309996,18.710944474201035,2.8010108085094694,2.3629022289975694,5.163913037507038,pass,X,0.0,,,,104,4176,3325,1912,1720,185,696,906,507,92.51281380753139,89.1598849372385,84.70334728033473,83.82186192468617,57.50375939849624,51.72932330827068,45.785440613026815,16.666666666666664,104,4176,696,688,694,2,16.666666666666664,16.47509578544061,matched,45.62037461548093,-3.758344483499002,서열 대비 A 낮음
2024,19,19,세종대,세종대학교,0.35294117647058826,0.6470588235294117,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,195,75040,27145,29731,13718,2045,2401,88,2,0,0.29999999999999716,4.960419630606339e-09,36.17404051172708,39.62020255863539,18.28091684434968,2.725213219616205,3.199626865671642,5.924840085287846,ratio_sum_gap,X,0.0,,,,68,2656,2118,1302,1089,209,381,816,0,92.00606758832565,87.36190476190475,81.1231950844854,78.82611367127497,61.47308781869688,51.41643059490085,49.02108433734939,14.34487951807229,68,2656,381,376,381,0,14.34487951807229,14.156626506024098,matched,45.363525796680236,-9.189485284953157,서열 대비 A 낮음
2024,20,20,아주대,아주대학교,0.37254901960784315,0.6274509803921569,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,77,51859,19631,20985,9229,1103,911,38,2,0,0.20000000000000284,4.902993566702207e-09,37.854567191808556,40.46549297132609,17.79633236275285,2.126921074451879,1.7566863996606181,3.8836074741124973,pass,O,1.0,,,,38,2238,1809,1253,1155,96,345,556,0,93.50438946528331,90.72370311252995,85.88435754189945,84.68747007182762,69.26478717523493,63.847429519071305,55.987488829311886,15.415549597855227,38,2238,345,341,345,0,15.415549597855227,15.236818588025022,matched,45.10667697787955,-7.252109786070996,서열 대비 A 낮음
2024,21,21,서울과기대,서울과학기술대학교,0.39215686274509803,0.607843137254902,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,94,53215,23614,19629,8207,979,786,40,2,0,0.20000000000000284,4.972172007455811e-09,44.374706379780136,36.88621629239876,15.422343324250681,1.839706849572489,1.477027153997933,3.316734003570422,pass,X,0.0,,,,46,2285,1883,1198,1080,118,282,680,5,94.65141903171953,91.58447412353922,87.78080133555927,86.31585976627714,63.6218799787573,57.355284121083386,52.4288840262582,12.341356673960613,46,2285,282,276,280,2,12.341356673960613,12.078774617067833,matched,44.84982815907887,-0.4751217792987319,중간
2024,22,22,경북대,경북대학교,0.4117647058823529,0.5882352941176471,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,318,137739,51158,57658,24663,2199,2061,158,2,0,0.29999999999999716,4.93562524184199e-09,37.1412599191224,41.860330044504465,17.90560407727659,1.596497723956178,1.4963082351403743,3.092805959096552,ratio_sum_gap,X,0.0,,,,142,4783,3900,2255,2041,191,689,1566,79,93.05401330376942,89.81516629711753,85.83414634146341,84.82727272727273,57.820512820512825,52.33333333333333,47.14614258833368,14.405185030315701,142,4783,689,677,685,4,14.405185030315701,14.154296466652728,matched,44.59297934027818,-7.451719421155779,서열 대비 A 낮음
2024,23,23,인하대,인하대학교,0.43137254901960786,0.5686274509803921,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,152,72955,33884,29254,7403,1044,1370,73,2,0,0.20000000000000284,4.991392188458121e-09,46.445068878075524,40.09869097388801,10.147351106846687,1.4310191213761907,1.8778699198135838,3.308889041189775,pass,X,0.0,,,,72,3811,2961,2029,1803,205,565,932,0,93.18679152291769,90.43144406111387,87.02188270083786,85.814342040414,68.5241472475515,60.89159067882473,53.24061926003674,14.825505116767252,72,3811,565,564,565,0,14.825505116767252,14.799265284702178,matched,44.336130521477486,2.1089383565980384,서열 대비 A 높음
2024,24,24,성신여대,성신여자대학교,0.45098039215686275,0.5490196078431373,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,146,48908,16433,24140,6987,527,821,59,2,0,0.4000000000000057,4.913296436370729e-09,33.599820070336136,49.357978244867915,14.286006379324444,1.0775333278809192,1.6786619775905782,2.7561953054714974,ratio_sum_gap,O,1.0,,,,57,1880,1666,1006,765,234,189,660,0,87.93051689860836,80.46212723658053,72.73528827037774,70.4151093439364,60.38415366146459,45.91836734693878,53.51063829787234,10.053191489361703,57,1880,189,187,182,7,10.053191489361703,9.946808510638299,matched,44.0792817026768,-10.479461632340666,서열 대비 A 낮음
2024,25,25,단국대,단국대학교,0.47058823529411764,0.5294117647058824,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,112,88560,32811,34876,16333,2234,2306,49,2,0,0.29999999999999716,4.878693005139212e-09,37.049457994579946,39.38121047877146,18.44286359530262,2.522583559168925,2.6038843721770553,5.12646793134598,ratio_sum_gap,X,0.0,,,,64,2627,2272,1352,1119,227,201,920,0,92.77618343195267,88.53476331360947,82.23417159763314,81.17463017751479,59.50704225352113,49.25176056338028,51.46555005709935,7.651313285116101,64,2627,201,199,198,3,7.651313285116101,7.575180814617434,matched,43.82243288387612,-6.772974889296172,서열 대비 A 낮음
2024,26,26,광운대,광운대학교,0.49019607843137253,0.5098039215686274,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,105,41518,18046,13378,7425,1067,1602,54,2,0,0.20000000000000284,4.915250428894069e-09,43.4654848499446,32.22216869791416,17.883809432053567,2.5699696517173276,3.8585673683703456,6.428537020087672,pass,O,1.0,,,,37,1901,1509,920,825,95,214,589,0,94.07565217391303,89.93173913043479,84.89119565217392,84.07891304347827,60.96752816434725,54.67196819085487,48.3955812730142,11.257233035244608,37,1901,214,211,212,2,11.257233035244608,11.09942135718043,matched,43.56558406507543,-0.10009921513082531,중간
2024,27,27,항공대,한국항공대학교,0.5098039215686274,0.4901960784313726,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,30,17662,6551,6189,3748,721,453,14,2,0,0.20000000000000284,4.654225449485239e-09,37.09092967953799,35.041331672517266,21.22069980749632,4.082210395198732,2.5648284452496886,6.64703884044842,pass,X,0.0,,,,10,792,640,443,410,30,109,197,0,95.14153498871333,92.95507900677201,91.0352144469526,90.78735891647854,69.21875,64.0625,55.93434343434344,13.762626262626263,10,792,109,107,107,2,13.762626262626263,13.51010101010101,matched,43.30873524627474,-6.21780556673675,서열 대비 A 낮음
2024,28,29,상명대,상명대학교,0.5490196078431373,0.4509803921568627,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,79,35384,16447,15152,2635,460,690,40,2,0,0.29999999999999716,4.9051465111915604e-09,46.48146054713995,42.821614288944154,7.44686864119376,1.3000226090888536,1.9500339136332805,3.2500565227221343,ratio_sum_gap,O,1.0,,,,42,1387,1142,724,610,111,91,418,0,90.45069060773481,85.31560773480663,78.85317679558011,77.80207182320441,63.397548161120845,53.41506129597198,52.19899062725306,6.560922855082913,42,1387,91,89,91,0,6.560922855082913,6.416726748377793,matched,42.79503760867337,3.6864229384665848,서열 대비 A 높음
2024,29,30,가톨릭대,가톨릭대학교,0.5686274509803921,0.43137254901960786,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,79,38919,14670,15356,7520,689,684,40,2,0,0.20000000000000284,4.9823256631498225e-09,37.69367147151777,39.45630668824995,19.322181967676457,1.7703435340065263,1.7574963385492945,3.5278398725558215,pass,O,1.0,,,,50,1431,1223,764,669,92,146,459,0,89.60196335078533,85.36701570680627,80.2121727748691,78.44803664921466,62.46933769419461,54.70155355682748,53.389238294898675,10.202655485674354,50,1431,146,143,146,0,10.202655485674354,9.993011879804332,matched,42.53818878987268,-4.84451731835491,서열 대비 A 낮음
2024,30,31,명지대,명지대학교,0.5882352941176471,0.4117647058823529,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,84,10434,4882,3858,1386,172,136,37,2,0,0.20000000000000284,4.798820896212419e-09,46.78934253402339,36.97527314548591,13.283496262219666,1.6484569676059035,1.3034310906651332,2.951888058271037,pass,X,0.0,,,,39,1459,1186,774,641,130,179,412,0,90.1736434108527,86.82312661498707,82.2280361757106,80.36705426356589,65.26138279932546,54.04721753794266,53.05003427004797,12.268677176148046,39,1459,179,176,179,0,12.268677176148046,12.063056888279643,matched,42.28133997107199,4.508002562951397,서열 대비 A 높음
2024,31,32,전남대,전남대학교,0.6078431372549019,0.3921568627450981,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,191,90288,40555,32221,14156,1819,1537,95,2,0,0.29999999999999716,4.981272283544058e-09,44.91737550948077,35.68691298954457,15.678716994506466,2.0146641857168173,1.7023303207513736,3.7169945064681906,ratio_sum_gap,X,0.0,,,,95,3636,3044,1752,1568,179,401,1222,70,87.51050228310504,82.4303082191781,78.01546803652968,76.73510273972605,57.55584756898817,51.51116951379764,48.18481848184818,11.028602860286028,95,3636,401,394,401,0,11.028602860286028,10.836083608360836,matched,42.02449115227131,2.8928843572094607,서열 대비 A 높음
2024,32,33,인천대,인천대학교,0.6274509803921569,0.37254901960784315,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,172,71757,31199,25850,11384,1638,1686,80,2,0,0.29999999999999716,4.951452581281046e-09,43.47868500634085,36.02435999275332,15.86465431943922,2.28270412642669,2.3495965550399265,4.632300681466617,ratio_sum_gap,X,0.0,,,,92,2618,2304,1464,1258,193,252,796,44,91.79002732240436,86.81106557377049,82.26161202185791,81.03804644808743,63.541666666666664,54.60069444444444,55.92055003819709,9.62566844919786,92,2618,252,246,249,3,9.62566844919786,9.396485867074103,matched,41.76764233347062,1.711042672870228,중간
2024,33,34,가천대,가천대학교,0.6470588235294118,0.3529411764705882,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,208,133618,72585,35583,19804,2771,2875,80,2,0,0.20000000000000284,4.955751364832395e-09,54.32277088416231,26.630394108578187,14.821356404077296,2.07382238919906,2.151656213983146,4.225478603182206,pass,X,0.0,,,,73,4298,3575,2378,2036,337,272,1197,0,91.23570227081579,86.12140454163162,80.24571068124474,78.96900756938605,66.51748251748252,56.95104895104895,55.32805956258725,6.3285248953001405,73,4298,272,261,270,2,6.3285248953001405,6.072591903210796,matched,41.510793514669935,12.811977369492375,서열 대비 A 높음
2024,34,35,덕성여대,덕성여자대학교,0.6666666666666666,0.33333333333333337,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,160,38477,15227,15880,6335,447,588,76,2,0,0.29999999999999716,4.99234431572404e-09,39.574291134963744,41.27140889362476,16.46438131870988,1.161732983340697,1.5281856693609168,2.689918652701614,ratio_sum_gap,X,0.0,,,,70,1287,1179,713,593,100,97,466,0,90.98499298737727,87.07279102384292,80.97812061711079,79.26591865357645,60.474978795589486,50.296861747243426,55.400155400155406,7.536907536907537,70,1287,97,92,94,3,7.536907536907537,7.1484071484071485,matched,41.253944695869244,-1.6796535609054999,중간
2024,35,36,동덕여대,동덕여자대학교,0.6862745098039216,0.3137254901960784,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,189,35729,13590,14443,5122,312,2262,82,2,0,0.29999999999999716,4.954124221967504e-09,38.03632903243864,40.42374541688824,14.33569369419799,0.8732402250272888,6.330991631447843,7.204231856475133,ratio_sum_gap,O,1.0,,,,41,1543,1446,895,691,199,87,551,0,87.52424581005587,80.86715083798883,72.71195530726257,69.47128491620111,61.89488243430152,47.786998616874136,58.00388852883992,5.638366817887232,41,1543,87,84,87,0,5.638366817887232,5.4439403758911205,matched,40.99709587706856,-2.960766844629923,중간
2024,36,37,경기대,경기대학교,0.7058823529411765,0.2941176470588235,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,126,63000,28448,28675,4279,591,1007,57,2,0,0.20000000000000284,4.929574970446993e-09,45.15555555555555,45.51587301587301,6.792063492063492,0.9380952380952381,1.5984126984126983,2.5365079365079364,pass,O,1.0,,,,48,2771,2525,1568,1383,177,141,957,0,90.44795918367346,86.73016581632653,80.87614795918367,79.15982142857143,62.0990099009901,54.772277227722775,56.58607001082642,5.0884157343919165,48,2771,141,136,141,0,5.0884157343919165,4.9079754601226995,matched,40.74024705826787,4.415308497287683,서열 대비 A 높음
2024,37,39,서울여대,서울여자대학교,0.7450980392156863,0.2549019607843137,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,102,37923,14193,14918,7636,556,620,47,2,0,0.20000000000000284,4.9056616546749865e-09,37.42583656356301,39.3376051472721,20.13553780027951,1.4661287345410436,1.634891754344329,3.101020488885373,pass,X,0.0,,,,35,1410,1255,779,660,114,136,476,0,87.06046213093711,81.13196405648267,73.33735558408215,70.68433889602053,62.07171314741036,52.589641434262944,55.248226950354606,9.645390070921986,35,1410,136,133,134,2,9.645390070921986,9.432624113475176,matched,40.2265494206665,-2.800712857103491,중간
2024,38,40,충남대,충남대학교,0.7647058823529411,0.23529411764705888,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,207,114734,46242,40428,23128,2748,2188,103,2,0,0.20000000000000284,4.992095625766524e-09,40.3036588979727,35.23628566946154,20.15793051754493,2.3951051998535746,1.9070197151672563,4.302124915020831,pass,X,0.0,,,,102,3552,2819,1721,1547,165,580,887,211,91.67762928529925,87.67983730389308,83.14003486345148,81.82777454968043,61.0500177367861,54.877616175948916,48.45157657657658,16.32882882882883,102,3552,580,572,578,2,16.32882882882883,16.103603603603602,matched,39.96970060186581,0.33395829610689276,중간
2024,39,41,한성대,한성대학교,0.7843137254901961,0.21568627450980393,1,main_or_unspecified,2024년 순위 약칭을 공시자료 학교명으로 매핑,107,41106,17756,13980,7546,1036,788,39,2,0,0.29999999999999716,4.974623379894183e-09,43.19564053909405,34.00963363012699,18.357417408650807,2.520313336252615,1.9169950858755411,4.437308422128156,ratio_sum_gap,,,,,,72,1463,1355,861,729,113,40,494,0,89.44750290360045,84.77398373983739,80.58513356562138,78.2191637630662,63.54243542435425,53.800738007380076,58.85167464114832,2.734107997265892,72,1463,40,38,38,2,2.734107997265892,2.5974025974025974,missing_policy,39.712851783065126,3.482788756028924,서열 대비 A 높음
