univ_name_std,PC1,PC2,PC3,rank_2024_raw,a_rate_pct,a_rate_residual_pctp,a_residual_group,credit_forfeit_raw
가톨릭대학교,-1.097768689617735,-0.5722152446635671,0.6006744474121384,30,37.69367147151777,-4.84451731835491,서열 대비 A 낮음,O
명지대학교,-0.11952657430318499,-1.5991449257247599,-0.40748145420965315,31,46.78934253402339,4.508002562951397,서열 대비 A 높음,X
전남대학교,-1.4343755889554746,-1.244875724835613,-1.120831353377131,32,44.91737550948077,2.8928843572094607,서열 대비 A 높음,X
인천대학교,-0.7149853975465225,0.3471491268683011,-0.6463464332467297,33,43.47868500634085,1.711042672870228,중간,X
가천대학교,-0.41555321289345515,0.3914334027379633,-0.5328708917244129,34,54.32277088416231,12.811977369492377,서열 대비 A 높음,X
덕성여자대학교,-2.1403714205436164,-1.9831505112039196,-0.22127787758413311,35,39.574291134963744,-1.6796535609055,중간,X
동덕여자대학교,-3.605156354795733,1.8369803301914953,3.31457534242953,36,38.03632903243864,-2.960766844629923,중간,O
경기대학교,-1.90591084530442,-2.200631797490856,2.347293680297365,37,45.15555555555555,4.415308497287683,서열 대비 A 높음,O
서울여자대학교,-2.314655987188653,-1.464084393030093,-0.5766174859340051,39,37.42583656356301,-2.800712857103491,중간,X
충남대학교,-0.052413520099885536,-0.14419322544160001,-1.8863215976628858,40,40.3036588979727,0.3339582961068927,중간,X
한성대학교,-2.19539644586614,0.7168750828439363,-0.9087809312967225,41,43.19564053909405,3.482788756028924,서열 대비 A 높음,
충북대학교,-1.417717383815132,-0.2693751286368811,-2.4272402620210336,42,34.73186084160714,-4.724142122657298,서열 대비 A 낮음,X
삼육대학교,-2.3243132774940367,0.5095851374252508,-0.6756811268092819,43,36.508428708349776,-2.690725437113976,중간,
서경대학교,-3.3619162666769182,1.4671372812321237,-0.7512304095315436,44,28.265952137021564,-10.676353189641496,서열 대비 A 낮음,
국립부경대학교,-1.138450984264328,-0.2865849517558579,-1.782079842151023,45,53.28327701141161,14.597820503549237,서열 대비 A 높음,X
전북대학교,-0.8798583431070329,-2.8022555302769883,-1.8985460698159722,46,51.9281409093569,13.499533220295206,서열 대비 A 높음,X
강원대학교,-1.5220081580870963,-0.40248063388640987,-2.2645407669245756,48,39.81020106668002,1.8952910152197049,중간,X
수원대학교,-2.5241040235109735,2.4306028001577573,0.30096691612659227,51,35.849795406934625,-1.294568188123634,중간,O
한국공학대학교,-1.0751992203739167,2.739513580362342,-0.5351086067867593,52,37.39260230085918,0.5050875246016133,중간,
