output_row_id,source_dataset,source_row_id,source_row_hash,join_method,join_key,conflict_group_id,inclusion_status,exclusion_rule_id,transformation_rule_ids
OC2024_00011,P2_G2_정시입결.csv,7242,d70cfd9994260cf4f06395069f145670019e1aa916fe3d37b0d070ffd573d508,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00012,P2_G2_정시입결.csv,7239,dd85684808b5f8f279fe5de6c7e20ff674df58fde345c4a92a3e7529bcfee8cd,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00013,P2_G2_정시입결.csv,7246,3f3d2e41ee4d116b7cd8fdec06bbc9b7b77d89c1031dc35627030413e0906788,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00014,P2_G2_정시입결.csv,7240,989b0796a96b74b59689828ab97d34b7f08dde9437e9cd9856d242b757027e28,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00015,P2_G2_정시입결.csv,,1239417714ae3be839d0fc417a5df3031c321edc2e17f9349b2ffa6eed348a75,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00016,P2_G2_정시입결.csv,9084,63b171ddbdb2248b372d68b23ba33bce4d3e860fafea57bfc398ac9243e891b2,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00017,P2_G2_정시입결.csv,9007,25851d8b757ca88db548a7212a5fbedb5cb13c64ba25e2b7e00b80046999f8da,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00018,P2_G2_정시입결.csv,9005,21ba3a4fbb85eccf6acfc71d7753acd4972ba27de7df7320ece6c52d2adae962,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00019,P2_G2_정시입결.csv,9008,a8a9724bb08b15c2f36d35c586c18ef819be5d74876a6489598afc74d0651e14,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00020,P2_G2_정시입결.csv,,c1e601e952b1d01e26d5e04a054d3173f3839b4d0c86f9472289aa4a43ea5a05,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00021,P2_G2_정시입결.csv,,ac85518aad7d89f85e55339ffd373411ef985f606208cb8ca1af7ace7ef3f260,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00022,P2_G2_정시입결.csv,8982,7d54386077791ddb838d43dd13b29af7dfb3d76aae1e2785bbddff9c72c12907,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00023,P2_G2_정시입결.csv,8990,64db6ef4a8676abfa97bf2cdfafb3a562d6b4eccb19493cd2e2807e00a13fb47,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00024,P2_G2_정시입결.csv,9002,7b18855d6a9dce677adb8656fdb98d76b8f12db094980dca603b224452105c31,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00025,P2_G2_정시입결.csv,9000,bd0410e626c8cae11b24858b2496121f148501db32afe1b654bfbb4b42e532fd,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00026,P2_G2_정시입결.csv,8983,2e4ec5a4c088872756bbdbd9b884aa488f9ecec56620fae3c2f24a1c780ba09a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00027,P2_G2_정시입결.csv,8985,623cb44b0bec946e87281f939b3057f2dd5be14d1e980a8ea82ac22c46efa77b,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00028,P2_G2_정시입결.csv,9060,20cbbd9fa5bd1d4127957fefa3f77002c40eca2b3f40f7b41c89c4bbae34c799,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00029,P2_G2_정시입결.csv,9059,903aac860844a7e59402dd3b72f5e2536dc3e6dfd4428dfda316260ec57ba5cc,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00030,P2_G2_정시입결.csv,,8a9cb2255d23105bdc5dc669a5d663ceebf2e6d9662b21fc3297dc74139015e5,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00031,P2_G2_정시입결.csv,9014,33c0c88645f799256b78505b65c944261b0b7f8993280313e800c0fee2a346b3,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00032,P2_G2_정시입결.csv,8998,584e21e6560004c7ac2fea6f80a4943f3ef95142430b072137930c245b1aa535,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00033,P2_G2_정시입결.csv,8997,28500a0c59052649ca2bb995d496d0ca7247a0a063138ace2a17560ddedfcfa3,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00034,P2_G2_정시입결.csv,8973,9667a2d9ee679b6ea59dc44717d5054f5c2fd4f465edd1127a0ab3bc1df16e08,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00035,P2_G2_정시입결.csv,9062,a8d079c6f6504982b5bd8249a4f4ba6f23b0921d3b3f01d2677bb82034660630,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00036,P2_G2_정시입결.csv,9088,894f1791d9d3930e98ff44e3c24dbbadeee2522389192f7d82ba55686c117722,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00037,P2_G2_정시입결.csv,,7ecc5ce15cd58b112e0ca2d2bb2a466294cbcc1d89f536bf58b494a104c50bb1,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00038,P2_G2_정시입결.csv,9016,aff055c71ec4080221743b43131154ab84da390554f4dfafc011bf984e979521,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00039,P2_G2_정시입결.csv,,a328d4b091f082db905fb29e9aa4f02c21ed21ca7144760da4f13f575d43410a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00040,P2_G2_정시입결.csv,9052,264b199ad479a5c84a03da2346e3fcadec7f4821c99dd38e4124927cda8fdbd1,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00041,P2_G2_정시입결.csv,9069,79ef023d98820d3a9737797afdf216d380525cb35b0d2844f74b75d2c5743040,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00042,P2_G2_정시입결.csv,9028,bcf0f3ec68d63755a706dbc485d56f32a48ca3d0ebda48bfbd583236d125b4a5,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00043,P2_G2_정시입결.csv,9021,154a86b146e4ed9ed64d7953a07cf19bfcdf8aa1db43716557bcd6a5859cddfb,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00044,P2_G2_정시입결.csv,,6ed36767b6259160e35c4a05f5929d8a656a747a4c3437d0c4a61fa605cdcf41,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00045,P2_G2_정시입결.csv,9033,2f85c7b4ec7d4e3d60e76ba4eef1aa6794f34d54191c39d1571bad57d1f23b14,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00046,P2_G2_정시입결.csv,9087,72988c816ab2fa1543cebc66626a03b6c9a94edd317b0e70eaf267a30b23d517,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00047,P2_G2_정시입결.csv,8993,cac7bb6b18afab11e006f8f473dd1e43beb923c9e20cc1b700f70bf1ecec24fc,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00048,P2_G2_정시입결.csv,8994,216a05532d03841200b11176a555602808a99405af603e20bb2f18153a98071d,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00049,P2_G2_정시입결.csv,9043,d74c2f06f9242728dda43588ad839e93160c0a160d8dd8d96955efb4d7a1005c,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00050,P2_G2_정시입결.csv,9051,a948789bbf13b31131755c72f3c3bf7784351d662f6043e22c3bff56b27ac6a0,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00051,P2_G2_정시입결.csv,9050,b5d8fa21bb1ea38a3c4d507b91d089723acd0e909f400def147659d7ba7ed283,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00052,P2_G2_정시입결.csv,9013,b71b6fe69fbfa03faed7090542e87ebba5e1b27d433839b3f92acd166e84d4ed,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00053,P2_G2_정시입결.csv,9012,cbd918a67aad8cc7d35eb3d026af71c6af762cd4e7653cd23840a599babf5a0b,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00054,P2_G2_정시입결.csv,,e7233188e41cb845bcb82668818ebc1590b0ea06deeadccddd7c5f56d7009a32,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00055,P2_G2_정시입결.csv,9056,3ae6b125cd264751539df4ffbc10e9c342955cca57dcbd9cf0006c86d403ef4d,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00056,P2_G2_정시입결.csv,9057,c08647d58c3abbd04def2471f081f883e550383225a234b069b66de215516679,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00057,P2_G2_정시입결.csv,9034,f4e6e0f135f5ae941b945cd6882ad9d9303d53e8bbac65467b977b9d4b544fb7,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00058,P2_G2_정시입결.csv,9009,e6a0cd62091e224dad83ae88f2ee4b66c2d6cd89156e492f12e9442561fe023a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00059,P2_G2_정시입결.csv,,874d72f7010adf19b196b15848fc07b65e2ebbc1b570f187d7760581541355df,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00060,P2_G2_정시입결.csv,,e81322a4c4ff1d55282ff965a0176fd6c436dda096c37f74c28ed44ce114c2f5,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00061,P2_G2_정시입결.csv,9075,103a0c0dd3c58fbee1800188aad377aff99a1b11538c667c909f8aea81987094,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00062,P2_G2_정시입결.csv,8974,b6b85c31e013405e9119d7af922adb28b0675c3439aa3740aff8652fc3998dd6,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00063,P2_G2_정시입결.csv,,035e1b7314bb384b54fb17e1972d9374db74d21776c85eabbf1e63e62866b557,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00064,P2_G2_정시입결.csv,9089,b9bc68e3c5b9a27a578a92fc60e4ecd36ea0fad0954371e53a2e77b9196ffc9f,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00065,P2_G2_정시입결.csv,8975,42a079836aa981a7d5f9315d910f36fc6ae206e2a1a247ddcf194d6bd3084bf5,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00066,P2_G2_정시입결.csv,9003,fa136c2995017e56620fc3ec55d6602fcc111dc1c4ce87602d146c0f8171ba11,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00067,P2_G2_정시입결.csv,,cfe79b053f6fdf1555622c9447e2d996c6e617b9c27b2a0e065fe2c6268160c1,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00068,P2_G2_정시입결.csv,9091,86488288fdc3a83e590e95e5e48b8398e2c5e84555f80a98bee81d3827bb4136,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00069,P2_G2_정시입결.csv,9061,0bc28fa3289e3858d6b9977a21f17490c96785f251c3aeaae939daf332bedc3a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00070,P2_G2_정시입결.csv,9082,4ed0354f704d663b82c88558de15cb410b7d9276813d5b1313589c78b8a06a71,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00071,P2_G2_정시입결.csv,,1595b12275e63900177965734fa913a59cad72ee32560edadba526f8e43a2cd5,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00072,P2_G2_정시입결.csv,8984,090249652764ef0477dac119e42451111065562507a68e8b6c88633fc200fbad,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00073,P2_G2_정시입결.csv,8989,c8d5f246a107a186d7f52a6141beccf9ac32a63b888283c508a9d356710eb0da,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00074,P2_G2_정시입결.csv,9081,b766e7021e7f9c96b2b1a294152eaafb9cb5909ff59bcb8d6a007ac93fe17e57,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00075,P2_G2_정시입결.csv,,1dd000496d8043b7669c97056bd23d2c0644c22b50e9584f7127506b6e088639,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00076,P2_G2_정시입결.csv,9017,d5e2554ece7767c280107f305fdc58a0fd1d866b21574e26b3532006b55bfb6d,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00077,P2_G2_정시입결.csv,,997d8ed357e5750394911186bfea65328fa779af00529dc6b74427eeb0dec54a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00078,P2_G2_정시입결.csv,9010,e91382bdeb2ec35aebd22e75e671dedc831d3076453eced65f113a93c4425e61,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00079,P2_G2_정시입결.csv,9068,46333cb9294d67079b878134547f4b8b04b945c8d840c62bda45db8339cac743,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00080,P2_G2_정시입결.csv,,8cb552c0e9ffb11267638ae351fc3cb8d7094f2520f34255633f04acfbc99419,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00081,P2_G2_정시입결.csv,9083,817b3a395dbd0a3d7f24aea1ed0391e2e51cc6bd68d59d7958868cd2a45bf22a,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00082,P2_G2_정시입결.csv,,780fc724b75357c95136c3ba00d418ef33d7b442687fa6f98e4e70dde4d018ab,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00083,P2_G2_정시입결.csv,9038,c3b19cea16cc99f30b8e0467c250befbc5d838d45fc03848da5579f860b93598,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00084,P2_G2_정시입결.csv,9011,40d1f7ac6504098de562723c8c129f6af345316316a06668b3191aeb50747e8b,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
OC2024_00085,P2_G2_정시입결.csv,,a6531ae6b91b170b963b0ffc810120271cb6eb038b09ba5d0960dead3e028f28,stable_key_and_documented_bridge,outcome_row_id|school_uid|campus_uid|dept_uid,,INCLUDED,,DERIVE_PROPORTIONS|RECOMPUTE_LOGS|ADD_INTEGRITY_FLAGS
