outcome_row_id,analysis_year,school_uid,school_name_std,campus_uid,campus_branch,dept_uid,dept_name_std,degree_course,headcount_grain_uid,match_method,match_score,candidate_count,split,conflict_group_id,classification,status,model_allowed,weight_allowed,denominator_allowed,exclusion_reason,source
OC2024_01643,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,,DEP_dffa1a933d14,영어영문학과,대학과정,HCG_0192587acded,exact_strict,1.0,1,train,DUPCON_016,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01643,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,,DEP_dffa1a933d14,영어영문학과,대학과정,HCG_0192587acded,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_0192587acded,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01665,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_608b06fc070c,경영학부,대학과정,HCG_8eb2aae466a7,exact_token_unique,1.0,1,train,DUPCON_007,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01665,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_608b06fc070c,경영학부,대학과정,HCG_8eb2aae466a7,exact_token_unique,1.0,1,train,HEADCOUNT_REUSE_HCG_8eb2aae466a7,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01667,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_69e8462a106a,경제학과,대학과정,HCG_a00973b2cdce,exact_strict,1.0,1,train,DUPCON_009,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01667,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_69e8462a106a,경제학과,대학과정,HCG_a00973b2cdce,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_a00973b2cdce,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01675,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_5775880d8f88,국어국문학과,대학과정,HCG_984fac045ce5,exact_strict,1.0,1,train,DUPCON_006,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01675,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_5775880d8f88,국어국문학과,대학과정,HCG_984fac045ce5,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_984fac045ce5,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01696,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_01160bffef8e,사회학과,대학과정,HCG_006f4a7004ae,exact_strict,1.0,1,train,DUPCON_001,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01696,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_01160bffef8e,사회학과,대학과정,HCG_006f4a7004ae,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_006f4a7004ae,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01698,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_6646d76a3796,수학과,대학과정,HCG_fd14c3ec4355,exact_strict,1.0,1,train,DUPCON_008,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01698,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_6646d76a3796,수학과,대학과정,HCG_fd14c3ec4355,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_fd14c3ec4355,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_01706,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_dffa1a933d14,영어영문학과,대학과정,HCG_0192587acded,exact_strict,1.0,1,train,DUPCON_016,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_01706,2024,SCH_2bbd7221f5f5,고려대학교,CAM_32d9fdbd724b,분교,DEP_dffa1a933d14,영어영문학과,대학과정,HCG_0192587acded,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_0192587acded,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_03092,2024,SCH_8444343be410,단국대학교,CAM_f17fd86f306c,,DEP_0e4cb5dc34e5,뉴뮤직학부,대학과정,HCG_9f837d621322,exact_token_unique,1.0,1,train,DUPCON_002,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_03092,2024,SCH_8444343be410,단국대학교,CAM_f17fd86f306c,,DEP_0e4cb5dc34e5,뉴뮤직학부,대학과정,HCG_9f837d621322,exact_token_unique,1.0,1,train,HEADCOUNT_REUSE_HCG_9f837d621322,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_03093,2024,SCH_8444343be410,단국대학교,CAM_f17fd86f306c,,DEP_0e4cb5dc34e5,뉴뮤직과,대학과정,HCG_9f837d621322,exact_strict,1.0,1,train,DUPCON_002,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_03093,2024,SCH_8444343be410,단국대학교,CAM_f17fd86f306c,,DEP_0e4cb5dc34e5,뉴뮤직과,대학과정,HCG_9f837d621322,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_9f837d621322,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06699,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_93160d823e93,경영학과,대학과정,HCG_e53e660c25b6,exact_strict,1.0,1,train,DUPCON_011,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06699,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_93160d823e93,경영학과,대학과정,HCG_e53e660c25b6,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_e53e660c25b6,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06701,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_6c08d0a64880,경제학전공,대학과정,HCG_d6e87d47c2bd,exact_strict,1.0,1,train,DUPCON_010,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06701,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_6c08d0a64880,경제학전공,대학과정,HCG_d6e87d47c2bd,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_d6e87d47c2bd,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06708,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_40fc3d69b657,국어국문학과,대학과정,HCG_a6a6846c3f22,exact_strict,1.0,1,train,DUPCON_005,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06708,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_40fc3d69b657,국어국문학과,대학과정,HCG_a6a6846c3f22,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_a6a6846c3f22,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06719,2024,SCH_8c0fe037a811,연세대학교,CAM_367571cb81eb,,DEP_b18217983866,문화미디어전공,,,manual_pending,1.0,2,train,DUPCON_013,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06721,2024,SCH_8c0fe037a811,연세대학교,CAM_367571cb81eb,,DEP_b18217983866,문화미디어전공,,,manual_pending,1.0,2,train,DUPCON_013,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06740,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_f35d2a4b373a,수학과,대학과정,HCG_f0da1f8eedcb,exact_strict,1.0,1,train,DUPCON_018,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06740,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_f35d2a4b373a,수학과,대학과정,HCG_f0da1f8eedcb,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_f0da1f8eedcb,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06767,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_bacbfde4e8ca,의학과,대학과정,HCG_20cff7139a22,exact_strict,1.0,1,train,DUPCON_015,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06767,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_bacbfde4e8ca,의학과,대학과정,HCG_20cff7139a22,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_20cff7139a22,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06769,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_31efbd40bac2,의예과,대학과정,HCG_16ee4115f587,exact_strict,1.0,1,train,DUPCON_004,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06769,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_31efbd40bac2,의예과,대학과정,HCG_16ee4115f587,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_16ee4115f587,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06783,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_b7d3235210f4,철학과,대학과정,HCG_e76b724fb0fa,exact_strict,1.0,1,train,DUPCON_014,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06783,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,,DEP_b7d3235210f4,철학과,대학과정,HCG_e76b724fb0fa,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_e76b724fb0fa,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06801,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_93160d823e93,경영학부,대학과정,HCG_e53e660c25b6,exact_token_unique,1.0,1,train,DUPCON_011,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06801,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_93160d823e93,경영학부,대학과정,HCG_e53e660c25b6,exact_token_unique,1.0,1,train,HEADCOUNT_REUSE_HCG_e53e660c25b6,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06803,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_6c08d0a64880,경제학전공,대학과정,HCG_d6e87d47c2bd,exact_strict,1.0,1,train,DUPCON_010,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06803,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_6c08d0a64880,경제학전공,대학과정,HCG_d6e87d47c2bd,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_d6e87d47c2bd,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06804,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_40fc3d69b657,국어국문학과,대학과정,HCG_a6a6846c3f22,exact_strict,1.0,1,train,DUPCON_005,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06804,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_40fc3d69b657,국어국문학과,대학과정,HCG_a6a6846c3f22,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_a6a6846c3f22,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06831,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_f35d2a4b373a,수학전공,대학과정,HCG_f0da1f8eedcb,exact_token_unique,1.0,1,train,DUPCON_018,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06831,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_f35d2a4b373a,수학전공,대학과정,HCG_f0da1f8eedcb,exact_token_unique,1.0,1,train,HEADCOUNT_REUSE_HCG_f0da1f8eedcb,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06837,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_bacbfde4e8ca,의학과,대학과정,HCG_20cff7139a22,exact_strict,1.0,1,train,DUPCON_015,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06837,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_bacbfde4e8ca,의학과,대학과정,HCG_20cff7139a22,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_20cff7139a22,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06841,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_31efbd40bac2,의예과,대학과정,HCG_16ee4115f587,exact_strict,1.0,1,train,DUPCON_004,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06841,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_31efbd40bac2,의예과,대학과정,HCG_16ee4115f587,exact_strict,1.0,1,train,HEADCOUNT_REUSE_HCG_16ee4115f587,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_06846,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_b7d3235210f4,철학전공,대학과정,HCG_e76b724fb0fa,exact_token_unique,1.0,1,train,DUPCON_014,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_06846,2024,SCH_8c0fe037a811,연세대학교,CAM_cd6488ffd347,분교,DEP_b7d3235210f4,철학전공,대학과정,HCG_e76b724fb0fa,exact_token_unique,1.0,1,train,HEADCOUNT_REUSE_HCG_e76b724fb0fa,PARENT_HEADCOUNT_REUSED,LEDGERED_WARN,True,False,False,,recomputed_headcount_grain_uid
OC2024_07093,2024,SCH_a70179c6531f,우석대학교,CAM_43df7208b37c,,DEP_a6fa296a6e7e,건축인테리어디자인학과,,,manual_pending,1.0,2,val,DUPCON_012,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_07094,2024,SCH_a70179c6531f,우석대학교,CAM_43df7208b37c,,DEP_a6fa296a6e7e,건축인테리어디자인학과,,,manual_pending,1.0,2,val,DUPCON_012,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_08822,2024,SCH_822e5c0ba179,충남대학교,CAM_b3984d1a9914,,DEP_eb13903b31fd,미생물분자생명과학과,,,manual_pending,1.0,2,train,DUPCON_017,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_08823,2024,SCH_822e5c0ba179,충남대학교,CAM_b3984d1a9914,,DEP_eb13903b31fd,미생물분자생명과학과,,,manual_pending,1.0,2,train,DUPCON_017,TRUE_DUPLICATE,LEDGERED_EXCLUSION,False,False,False,TRUE_DUPLICATE_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_09486,2024,SCH_b87e76b8f78a,한남대학교,CAM_f1cc66bf9cca,,DEP_1e8ebec67414,토목환경공학전공,,,manual_pending,1.0,3,train,DUPCON_003,CAMPUS_CONFLICT,LEDGERED_EXCLUSION,False,False,False,CAMPUS_CONFLICT_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
OC2024_09487,2024,SCH_b87e76b8f78a,한남대학교,CAM_f1cc66bf9cca,,DEP_1e8ebec67414,토목환경공학전공,,,manual_pending,1.0,3,train,DUPCON_003,CAMPUS_CONFLICT,LEDGERED_EXCLUSION,False,False,False,CAMPUS_CONFLICT_PENDING_REVIEW,P4_DUPLICATE_CONFLICT_RESOLUTION.csv
