outcome_row_id,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_candidate_count,major7_review_needed,major7_evidence,major7_sample_exclusion_rule,school_name_raw,campus_name_raw_x,dept_name_raw,dept_name_std,row_qa_status,human_major_group_7,major_label_decision,dictionary_rule_to_add,exclude_from_major_samples,reviewer_note
OC2024_06820,,ambiguous,low,1,True,hits=ENG; evidence=ENG:반도체/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,반도체시스템융합공학전공,반도체시스템융합공학전공,review_unmatched,,,,,
OC2024_06821,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:반도체/공학 | NAT:환경; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,반도체인프라및환경융합공학전공,반도체인프라및환경융합공학전공,review_unmatched,,,,,
OC2024_06836,,ambiguous,low,1,True,hits=ENG; evidence=ENG:전자/전기/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,응용전기전자융합공학전공,응용전기전자융합공학전공,review_unmatched,,,,,
OC2024_06840,,ambiguous,low,2,True,"hits=MED,ENG; evidence=MED:의료 | ENG:공학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,의료시스템공학전공,의료시스템공학전공,review_unmatched,,,,,
OC2024_06848,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:에너지/공학 | NAT:환경; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,친환경에너지공학전공,친환경에너지공학전공,review_unmatched,,,,,
OC2024_06851,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,패키징학과,패키징학과,review_unmatched,,,,,
OC2024_06852,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,패키징및물류학전공,패키징및물류학전공,review_unmatched,,,,,
OC2024_06853,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,패키징학전공,패키징학전공,review_unmatched,,,,,
OC2024_06854,,ambiguous,low,2,True,"hits=SOC,HUM; evidence=SOC:경영 | HUM:국문; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,한국문화・경영전공,한국문화경영전공,review_unmatched,,,,,
OC2024_06985,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,Bakery&Beverage전공,bakerybeverage전공,manual_match_pending,,,,,
OC2024_06986,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,K-Food조리전공,kfood조리전공,manual_match_pending,,,,,
OC2024_06992,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,동양조리전공 | 동양조리학과 | 동양조리전공,동양조리전공동양조리학과동양조리전공,manual_match_pending,,,,,
OC2024_06998,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:사진/예술 | SOC:방송; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,방송사진예술학과,방송사진예술학과,manual_match_pending,,,,,
OC2024_07002,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,서양조리전공 | 서양조리학과 | 서양조리전공,서양조리전공서양조리학과서양조리전공,manual_match_pending,,,,,
OC2024_07013,,ambiguous,low,2,True,"hits=NAT,ART; evidence=NAT:화학 | ART:영화; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,웹툰영화학과,웹툰영화학과,manual_match_pending,,,,,
OC2024_07019,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,한・베트남통역전공,한베트남통역전공,manual_match_pending,,,,,
OC2024_07020,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,한국식품조리학과,한국식품조리학과,manual_match_pending,,,,,
OC2024_07024,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,영산대학교(해운대),해운대,헬스케어학과,헬스케어학과,manual_match_pending,,,,,
OC2024_07421,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,유원대학교,,미용학전공,미용학전공,review_unmatched,,,,,
OC2024_07437,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,유원대학교,,아동학전공,아동학전공,review_unmatched,,,,,
OC2024_07584,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:기계/공학 | NAT:바이오; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,이화여자대학교,,휴먼기계바이오공학과 | 휴먼기계바이오공학부,휴먼기계바이오공학과휴먼기계바이오공학부,manual_match_pending,,,,,
OC2024_07879,,ambiguous,low,1,True,hits=ENG; evidence=ENG:공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,전남대학교,,자율전공학부 | 자율전공학부(4년),자율전공학부자율전공학부4년,manual_match_pending,,,,,
OC2024_07993,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:환경; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,전북대학교,,생명공학부(생명자원소재공학전공) | 생명공학부(환경생명공학전공),생명공학부생명자원소재공학전공생명공학부환경생명공학전공,manual_match_pending,,,,,
OC2024_08024,,ambiguous,low,1,True,hits=ENG; evidence=ENG:자동차/공학/it; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,전북대학교,,융합기술공학부(IT융합기전공학전공) | 융합기술공학부(IT융합자동차공학전공) | 융합기술공학부(IT응용시스템공학전공),융합기술공학부it융합기전공학전공융합기술공학부it융합자동차공학전공융합기술공학부it응용시스템공학전공,manual_match_pending,,,,,
OC2024_08051,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:토목/에너지/공학 | NAT:환경; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,전북대학교,,토목/환경/자원․에너지공학부(자원․에너지공학전공) | 토목/환경/자원․에너지공학부(토목공학전공) | 토목/환경/자원․에너지공학부(환경공학전공),토목환경자원에너지공학부자원에너지공학전공토목환경자원에너지공학부토목공학전공토목환경자원에너지공학부환경공학전공,manual_match_pending,,,,,
OC2024_08186,,ambiguous,low,2,True,"hits=SOC,HUM; evidence=SOC:상담 | HUM:언어; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,제주국제대학교,,복지상담학부 언어치료학전공,복지상담학부언어치료학전공,review_unmatched,,,,,
OC2024_08340,,ambiguous,low,1,True,hits=ENG; evidence=ENG:자동차/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,조선대학교,,스마트이동체 융합시스템공학부 | 스마트이동체융합시스템공학부(자동차공학전공),스마트이동체융합시스템공학부스마트이동체융합시스템공학부자동차공학전공,manual_match_pending,,,,,
OC2024_08348,,ambiguous,low,2,True,"hits=NAT,HUM; evidence=NAT:화학 | HUM:철학/언어; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,조선대학교,,아시아언어문화학부 | 아시아언어문화학부(아랍어전공) | 아시아언어문화학부(중국어문화학전공) | 아시아언어문화학부(철학전공) | 아시아언어문화학부(아랍어전공) | 아시아언어문화학부(중국어문화학전공) | 아시아언어문화학부(철학전공),아시아언어문화학부아시아언어문화학부아랍어전공아시아언어문화학부중국어문화학전공아시아언어문화학부철학전공아시아언어문화학부아랍어전공아시아언어문화학부중국어문화학전공아시아언어문화학부철학전공,manual_match_pending,,,,,
OC2024_08389,,ambiguous,low,1,True,hits=SOC; evidence=SOC:부동산/비즈니스; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,조선대학교,,휴먼융합서비스학부(문화산업전공) | 휴먼융합서비스학부(부동산비즈니스전공) | 휴먼융합서비스학부(스마트비즈니스전공),휴먼융합서비스학부문화산업전공휴먼융합서비스학부부동산비즈니스전공휴먼융합서비스학부스마트비즈니스전공,manual_match_pending,,,,,
OC2024_08480,,ambiguous,low,2,True,"hits=NAT,HUM; evidence=NAT:화학 | HUM:문학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,중앙대학교,,아시아문화학부(일본어문학전공) | 아시아문화학부(중국어문학전공),아시아문화학부일본어문학전공아시아문화학부중국어문학전공,manual_match_pending,,,,,
OC2024_08486,,ambiguous,low,2,True,"hits=NAT,HUM; evidence=NAT:화학 | HUM:문학/러시아; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,중앙대학교,,유럽문화학부(독일어문학전공) | 유럽문화학부(러시아어문학전공) | 유럽문화학부(프랑스어문학전공),유럽문화학부독일어문학전공유럽문화학부러시아어문학전공유럽문화학부프랑스어문학전공,manual_match_pending,,,,,
OC2024_08503,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:음악/애니메이션/실용음악/예술/콘텐츠 | SOC:방송; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,중앙대학교_제2캠퍼스,제2캠퍼스,글로벌예술학부(TV방송연예전공) | 글로벌예술학부(게임콘텐츠・애니메이션전공) | 글로벌예술학부(실용음악전공),글로벌예술학부tv방송연예전공글로벌예술학부게임콘텐츠애니메이션전공글로벌예술학부실용음악전공,manual_match_pending,,,,,
OC2024_08509,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:동물/과학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,중앙대학교_제2캠퍼스,제2캠퍼스,생명자원공학부(동물생명공학전공) | 생명자원공학부(식물생명공학전공) | 생명자원공학부(식물시스템과학전공),생명자원공학부동물생명공학전공생명자원공학부식물생명공학전공생명자원공학부식물시스템과학전공,manual_match_pending,,,,,
OC2024_08589,,ambiguous,low,2,True,"hits=NAT,HUM; evidence=NAT:과학 | HUM:인문; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,차의과학대학교,,헬스케어융합학부(인문사회) | 헬스케어융합학부(자연과학),헬스케어융합학부인문사회헬스케어융합학부자연과학,manual_match_pending,,,,,
OC2024_08699,,ambiguous,low,1,True,hits=ENG; evidence=ENG:에너지/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,청주대학교,,에너지융합공학과,에너지융합공학과,manual_match_pending,,,,,
OC2024_09009,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:ict | NAT:환경; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,평택대학교,,ICT환경융합전공 | ICT환경융합학과,ict환경융합전공ict환경융합학과,manual_match_pending,,,,,
OC2024_09273,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한국외국어대학교,,Language & Diplomacy전공 | Language & Diplomacy학부 | Language & Diplomacy전공,languagediplomacy전공languagediplomacy학부languagediplomacy전공,manual_match_pending,,,,,
OC2024_09274,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한국외국어대학교,,Language & Trade전공 | Language & Trade학부 | Language & Trade전공,languagetrade전공languagetrade학부languagetrade전공,manual_match_pending,,,,,
OC2024_09335,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한국외국어대학교,,융합일본지역전공 | 융합일본지역학부,융합일본지역전공융합일본지역학부,manual_match_pending,,,,,
OC2024_09351,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한국외국어대학교,,중국외교통상전공 | 중국외교통상학부,중국외교통상전공중국외교통상학부,manual_match_pending,,,,,
OC2024_09380,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한국전통문화대학교,,국가유산관리학과,국가유산관리학과,review_unmatched,,,,,
OC2024_09508,,ambiguous,low,3,True,"hits=ENG,EDU,HUM; evidence=ENG:공학 | EDU:교육 | HUM:인문; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,한동대학교,,창의융합교육원(공학) | 창의융합교육원(인문사회),창의융합교육원공학창의융합교육원인문사회,manual_match_pending,,,,,
OC2024_09755,,ambiguous,low,1,True,hits=ENG; evidence=ENG:소프트웨어; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,한신대학교,,소프트웨어융합학전공,소프트웨어융합학전공,review_unmatched,,,,,
OC2024_09780,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,한신대학교,,정책학전공,정책학전공,review_unmatched,,,,,
OC2024_10173,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:디자인/예술 | SOC:경영; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교,,디자인・예술경영학부 예술경영전공,디자인예술경영학부예술경영전공,review_unmatched,,,,,
OC2024_10199,,ambiguous,low,2,True,"hits=ENG,ART; evidence=ENG:건축공학/공학 | ART:디자인; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,건축공학부 건축디자인전공(5년제),건축공학부건축디자인전공5년제,review_unmatched,,,,,
OC2024_10208,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:화학공학/공학 | NAT:화학/바이오; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,바이오화학공학과,바이오화학공학과,review_unmatched,,,,,
OC2024_10210,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,상경학부,상경학부,review_unmatched,,,,,
OC2024_10211,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:영상 | SOC:경영; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,상경학부 글로벌경영전공,상경학부글로벌경영전공,review_unmatched,,,,,
OC2024_10216,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,자율전공(과기대),자율전공과기대,review_unmatched,,,,,
OC2024_10219,,ambiguous,low,1,True,hits=ENG; evidence=ENG:전자/전기/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,홍익대학교_제2캠퍼스,제2캠퍼스,전자전기융합공학과,전자전기융합공학과,review_unmatched,,,,,
