sample_group,outcome_row_id,school_name_raw,campus_name_raw,dept_field_raw,dept_name_raw,match_method,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence,audit_keyword_hits,audit_ambiguous_token,audit_keyword_evidence,audit_auto_major_contradiction,audit_auto_ambiguous_token
keyword_rule,OC2024_05055,상명대학교_제2캠퍼스,제2캠퍼스,러시아어권지역학,러시아어권지역학전공,unmatched,,keyword_rule,medium,HUM:러시아,HUM,False,HUM:러시아,False,False
keyword_rule,OC2024_01680,고려대학교(세종)_분교,분교|세종,독일문화정보,독일문화정보학과,unmatched,,keyword_rule,medium,HUM:일문,HUM,False,HUM:일문,False,False
keyword_rule,OC2024_02018,국립경국대학교,,동양철,동양철학과,unmatched,,keyword_rule,medium,HUM:철학,HUM,False,HUM:철학,False,False
keyword_rule,OC2024_09922,한양대학교(ERICA)_분교,분교|ERICA,한국언어문,한국언어문학과,unmatched,,keyword_rule,medium,HUM:언어/문학,HUM,False,HUM:언어/문학,False,False
keyword_rule,OC2024_09679,한성대학교,,크리에이티브인문,크리에이티브인문학부,unmatched,,keyword_rule,medium,HUM:문학/인문,HUM,False,HUM:문학/인문,False,False
keyword_rule,OC2024_03462,대구한의대학교,,인문계열통합모집단위,인문계열통합모집단위,unmatched,,keyword_rule,medium,HUM:인문,HUM,False,HUM:인문,False,False
keyword_rule,OC2024_05050,상명대학교_제2캠퍼스,제2캠퍼스,글로벌지역러시아・중앙아시아지역학,글로벌지역학부 러시아・중앙아시아지역학전공,unmatched,,keyword_rule,medium,HUM:러시아,HUM,False,HUM:러시아,False,False
keyword_rule,OC2024_03067,단국대학교,,영미인문,영미인문학과,unmatched,,keyword_rule,medium,HUM:문학/인문,HUM,False,HUM:문학/인문,False,False
keyword_rule,OC2024_03473,대구한의대학교,,재활치료학,재활치료학전공,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_06933,영남대학교,,제약학,제약학전공,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_00063,가천대학교,,운동재활,운동재활학과,manual_review,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_01687,고려대학교(세종)_분교,분교|세종,문화창의,문화창의학부,unmatched,,keyword_rule,medium,MED:의학,MED,False,MED:의학,False,False
keyword_rule,OC2024_03246,대구가톨릭대학교,,제약학,제약학전공 | 제약학전공(6년제),manual_review,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_00659,건양대학교,,재활퍼스널트레이닝,재활퍼스널트레이닝학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_02588,국립창원대학교,,생명보건,생명보건학부,unmatched,,keyword_rule,medium,MED:보건,MED,False,MED:보건,False,False
keyword_rule,OC2024_01517,계명대학교,,공중보건,공중보건학과,unmatched,,keyword_rule,medium,MED:보건,MED,False,MED:보건,False,False
keyword_rule,OC2024_03347,대구대학교,,재활건강증진,재활건강증진학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_07146,우석대학교,,한약,한약학과,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_00157,가톨릭관동대학교,,치매전문재활,치매전문재활학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_01395,경일대학교,,조기취업형계약스마트전력인프라,조기취업형계약학부 스마트전력인프라학과,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_01397,경일대학교,,조기취업형계약스마트푸드테크,조기취업형계약학부 스마트푸드테크학과,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_09930,한일장신대학교,,운동처방재활,운동처방재활학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_03408,대구한의대학교,,노인재활치료,노인재활치료학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_04756,부산가톨릭대학교,,노인복지보건,노인복지보건학과,unmatched,,keyword_rule,medium,MED:보건,MED,False,MED:보건,False,False
keyword_rule,OC2024_05556,서울한영대학교,,유아특수재활,유아특수재활학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_07267,울산대학교,,의학,의학전공,unmatched,,keyword_rule,medium,MED:의학,MED,False,MED:의학,False,False
keyword_rule,OC2024_06552,신한대학교_제2캠퍼스,제2캠퍼스,간호헬스케어,간호헬스케어학과,unmatched,,keyword_rule,medium,MED:간호,MED,False,MED:간호,False,False
keyword_rule,OC2024_05559,서울한영대학교,,재활복지,재활복지학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_04169,동아대학교,,간호간호,간호학부 간호학과,unmatched,,keyword_rule,medium,MED:간호,MED,False,MED:간호,False,False
keyword_rule,OC2024_07316,원광대학교,,복지・보건,복지・보건학부,unmatched,,keyword_rule,medium,MED:보건,MED,False,MED:보건,False,False
keyword_rule,OC2024_04873,부산대학교,,제약학,제약학전공 | 제약학전공(통합6년제),manual_review,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_00152,가톨릭관동대학교,,중독재활,중독재활학과,unmatched,,keyword_rule,medium,MED:재활,MED,False,MED:재활,False,False
keyword_rule,OC2024_00657,건양대학교,,임상의약,임상의약학과,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_06081,송원대학교,,재활보건,재활보건학과,unmatched,,keyword_rule,medium,MED:보건/재활,MED,False,MED:보건/재활,False,False
keyword_rule,OC2024_01496,경희대학교,,한약,한약학과,unmatched,,keyword_rule,medium,MED:약학,MED,False,MED:약학,False,False
keyword_rule,OC2024_06796,연세대학교(미래)_분교,분교|미래,AI보건정보관리,AI보건정보관리학과,unmatched,,keyword_rule,medium,MED:보건,MED,False,MED:보건,False,False
keyword_rule,OC2024_06823,연세대학교(미래)_분교,분교|미래,보건의료정보관리학,보건의료정보관리학전공,unmatched,,keyword_rule,medium,MED:보건/의료,MED,False,MED:보건/의료,False,False
keyword_rule,OC2024_01730,고신대학교,,보건의료정보관리,보건의료정보관리전공,unmatched,,keyword_rule,medium,MED:보건/의료,MED,False,MED:보건/의료,False,False
keyword_rule,OC2024_03126,단국대학교_제2캠퍼스,제2캠퍼스,의생명과의생명시스템학,의생명과학부 의생명시스템학전공,unmatched,,keyword_rule,medium,NAT:생명과학/과학,NAT,False,NAT:생명과학/과학,False,False
keyword_rule,OC2024_02438,국립부경대학교,,식품과,식품과학부,unmatched,,keyword_rule,medium,NAT:식품과학/과학,NAT,False,NAT:식품과학/과학,False,False
keyword_rule,OC2024_06829,연세대학교(미래)_분교,분교|미래,생명과학기술학,생명과학기술학전공,unmatched,,keyword_rule,medium,NAT:생명과학/과학,NAT,False,NAT:생명과학/과학,False,False
keyword_rule,OC2024_01022,경북대학교,,응용생명과,"응용생명과학부(식물생명과학전공, 환경생명화학전공)",manual_review,,keyword_rule,medium,NAT:화학/생명과학/환경/과학,NAT,False,NAT:화학/생명과학/환경/과학,False,False
keyword_rule,OC2024_06043,세한대학교,,반려동물관리,반려동물관리학과,unmatched,,keyword_rule,medium,NAT:동물,NAT,False,NAT:동물,False,False
keyword_rule,OC2024_05132,상지대학교,,산림조경산림과학,산림조경학부 산림과학전공,unmatched,,keyword_rule,medium,NAT:산림/과학,NAT,False,NAT:산림/과학,False,False
keyword_rule,OC2024_02505,국립순천대학교,,농생명과,농생명과학과,unmatched,,keyword_rule,medium,NAT:생명과학/과학,NAT,False,NAT:생명과학/과학,False,False
keyword_rule,OC2024_02545,국립순천대학교,,조리과,조리과학과,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_01708,고려대학교(세종)_분교,분교|세종,응용수리과,응용수리과학부,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_10112,호서대학교,,화장품과,화장품과학과,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_05532,서울여자대학교,,원예생명조경,원예생명조경학과,unmatched,,keyword_rule,medium,NAT:원예,NAT,False,NAT:원예,False,False
keyword_rule,OC2024_03930,동덕여자대학교,,자연과응용화학,자연과학부 응용화학전공,unmatched,,keyword_rule,medium,NAT:화학/과학,NAT,False,NAT:화학/과학,False,False
keyword_rule,OC2024_02038,국립경국대학교,,스마트원예과,스마트원예과학과,unmatched,,keyword_rule,medium,NAT:원예/과학,NAT,False,NAT:원예/과학,False,False
keyword_rule,OC2024_05028,상명대학교,,외식의류식품영양학,외식의류학부 식품영양학전공,unmatched,,keyword_rule,medium,NAT:식품영양,NAT,False,NAT:식품영양,False,False
keyword_rule,OC2024_08822,충남대학교,,미생물・분자생명과,미생물・분자생명과학과,manual_review,,keyword_rule,medium,NAT:생명과학/생물/과학,NAT,False,NAT:생명과학/생물/과학,False,False
keyword_rule,OC2024_03617,대진대학교,,에코응용화학,에코응용화학전공,unmatched,,keyword_rule,medium,NAT:화학,NAT,False,NAT:화학,False,False
keyword_rule,OC2024_09008,칼빈대학교,,애완동물,애완동물학과,unmatched,,keyword_rule,medium,NAT:동물,NAT,False,NAT:동물,False,False
keyword_rule,OC2024_03909,동덕여자대학교,,사회과아동학,사회과학부 아동학전공,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_01674,고려대학교(세종)_분교,분교|세종,국가통계,국가통계전공,unmatched,,keyword_rule,medium,NAT:통계,NAT,False,NAT:통계,False,False
keyword_rule,OC2024_07066,용인대학교,,물류통계정보,물류통계정보학과,unmatched,,keyword_rule,medium,NAT:통계,NAT,False,NAT:통계,False,False
keyword_rule,OC2024_01446,경희대학교,,스마트팜과,스마트팜과학과,unmatched,,keyword_rule,medium,NAT:스마트팜/과학,NAT,False,NAT:스마트팜/과학,False,False
keyword_rule,OC2024_07383,위덕대학교,,불교문화,불교문화학과,unmatched,,keyword_rule,medium,NAT:화학,NAT,False,NAT:화학,False,False
keyword_rule,OC2024_05990,세종대학교,,수학통계,수학통계학과,unmatched,,keyword_rule,medium,NAT:수학/통계,NAT,False,NAT:수학/통계,False,False
keyword_rule,OC2024_02061,국립경국대학교,,중국어문・문화,중국어문・문화학과,unmatched,,keyword_rule,medium,NAT:화학,NAT,False,NAT:화학,False,False
keyword_rule,OC2024_00116,가톨릭관동대학교,,반려동물학,반려동물학전공,unmatched,,keyword_rule,medium,NAT:동물,NAT,False,NAT:동물,False,False
keyword_rule,OC2024_10125,호원대학교,,군사과학기술,군사과학기술학과,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_09669,한성대학교,,사회과,사회과학부,unmatched,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_04304,동양대학교,,의무군사,의무군사학과 | 의무군사학과(자연과학),manual_review,,keyword_rule,medium,NAT:과학,NAT,False,NAT:과학,False,False
keyword_rule,OC2024_03007,남서울대학교,,글로벌한국어문화,글로벌한국어문화학과,unmatched,,keyword_rule,medium,NAT:화학,NAT,False,NAT:화학,False,False
keyword_rule,OC2024_02459,국립부경대학교,,자원생물학,자원생물학전공,unmatched,,keyword_rule,medium,NAT:생물,NAT,False,NAT:생물,False,False
keyword_rule,OC2024_02835,국민대학교,,재무금융,재무금융전공,unmatched,,keyword_rule,medium,SOC:금융,SOC,False,SOC:금융,False,False
keyword_rule,OC2024_07000,영산대학교(해운대),해운대,비즈니스법,비즈니스법전공,manual_review,,keyword_rule,medium,SOC:법/비즈니스,SOC,False,SOC:법/비즈니스,False,False
keyword_rule,OC2024_04403,동의대학교,,유통물류학,유통물류학전공,unmatched,,keyword_rule,medium,SOC:유통,SOC,False,SOC:유통,False,False
keyword_rule,OC2024_05331,서울기독대학교,,글로벌휴먼경영,글로벌휴먼경영전공,unmatched,,keyword_rule,medium,SOC:경영,SOC,False,SOC:경영,False,False
keyword_rule,OC2024_05186,상지대학교,,호텔컨벤션경영,호텔컨벤션경영학과,unmatched,,keyword_rule,medium,SOC:경영/호텔,SOC,False,SOC:경영/호텔,False,False
keyword_rule,OC2024_06029,세종대학교,,호텔관광경영학/호텔관광외식경영,호텔관광경영학전공/호텔관광외식경영학부,unmatched,,keyword_rule,medium,SOC:경영/관광/호텔,SOC,False,SOC:경영/관광/호텔,False,False
keyword_rule,OC2024_00624,건국대학교(글로컬)_분교,분교|글로컬,행정복지,행정복지학부(사회복지학전공) | 행정복지학부(행정학전공) | 행정복지학부(사회복지학전공),manual_review,,keyword_rule,medium,SOC:행정/사회복지,SOC,False,SOC:행정/사회복지,False,False
keyword_rule,OC2024_00692,경기대학교,,국제산업정보,국제산업정보학과,unmatched,,keyword_rule,medium,SOC:국제/산업정보,SOC,False,SOC:국제/산업정보,False,False
keyword_rule,OC2024_09000,칼빈대학교,,글로벌문화산업경영,글로벌문화산업경영학과,unmatched,,keyword_rule,medium,SOC:경영,SOC,False,SOC:경영,False,False
keyword_rule,OC2024_04920,부산외국어대학교,,사이버경찰,사이버경찰학과 | 사이버경찰전공 | 사이버경찰학과,unmatched,,keyword_rule,medium,SOC:경찰,SOC,False,SOC:경찰,False,False
keyword_rule,OC2024_00257,강서대학교,,AI기반경영,AI기반경영학과,unmatched,,keyword_rule,medium,SOC:경영,SOC,False,SOC:경영,False,False
keyword_rule,OC2024_06810,연세대학교(미래)_분교,분교|미래,동아시아국제,동아시아국제학부,unmatched,,keyword_rule,medium,SOC:국제,SOC,False,SOC:국제,False,False
keyword_rule,OC2024_10091,호서대학교,,안전소방,안전소방학부,unmatched,,keyword_rule,medium,SOC:소방,SOC,False,SOC:소방,False,False
keyword_rule,OC2024_06608,아주대학교,,e-비즈니스,e-비즈니스학과,unmatched,,keyword_rule,medium,SOC:비즈니스,SOC,False,SOC:비즈니스,False,False
keyword_rule,OC2024_03498,대구한의대학교,,호텔관광학,호텔관광학전공,unmatched,,keyword_rule,medium,SOC:관광/호텔,SOC,False,SOC:관광/호텔,False,False
keyword_rule,OC2024_03405,대구한의대학교,,글로벌푸드비즈니스,글로벌푸드비즈니스전공,unmatched,,keyword_rule,medium,SOC:비즈니스,SOC,False,SOC:비즈니스,False,False
keyword_rule,OC2024_09002,칼빈대학교,,복지상담,복지상담학과,unmatched,,keyword_rule,medium,SOC:상담,SOC,False,SOC:상담,False,False
keyword_rule,OC2024_01713,고려대학교(세종)_분교,분교|세종,정부행정,정부행정학부,unmatched,,keyword_rule,medium,SOC:행정,SOC,False,SOC:행정,False,False
keyword_rule,OC2024_06559,신한대학교_제2캠퍼스,제2캠퍼스,글로벌무역,글로벌무역학과,unmatched,,keyword_rule,medium,SOC:무역,SOC,False,SOC:무역,False,False
keyword_rule,OC2024_08124,전주대학교,,부동산국토정보,부동산국토정보학과,unmatched,,keyword_rule,medium,SOC:부동산,SOC,False,SOC:부동산,False,False
keyword_rule,OC2024_04449,동의대학교,,호텔ㆍ컨벤션경영학,호텔ㆍ컨벤션경영학전공,unmatched,,keyword_rule,medium,SOC:경영/호텔,SOC,False,SOC:경영/호텔,False,False
keyword_rule,OC2024_02477,국립부경대학교,,해양경찰학,해양경찰학전공,unmatched,,keyword_rule,medium,SOC:경찰,SOC,False,SOC:경찰,False,False
keyword_rule,OC2024_05330,서울기독대학교,,국제경영정보,국제경영정보학과,unmatched,,keyword_rule,medium,SOC:경영/국제,SOC,False,SOC:경영/국제,False,False
keyword_rule,OC2024_06341,숭실대학교,,정보사회,정보사회학과,unmatched,,keyword_rule,medium,SOC:사회학,SOC,False,SOC:사회학,False,False
keyword_rule,OC2024_03868,동덕여자대학교,,경영경제경영학,경영경제학부 경영학전공,unmatched,,keyword_rule,medium,SOC:경영/경제,SOC,False,SOC:경영/경제,False,False
keyword_rule,OC2024_06308,숭실대학교,,국제법무,국제법무학과,unmatched,,keyword_rule,medium,SOC:법/국제,SOC,False,SOC:법/국제,False,False
keyword_rule,OC2024_03435,대구한의대학교,,상담심리학,상담심리학전공,unmatched,,keyword_rule,medium,SOC:심리/상담,SOC,False,SOC:심리/상담,False,False
keyword_rule,OC2024_07385,위덕대학교,,사회복지서비스상담,사회복지서비스상담학과,unmatched,,keyword_rule,medium,SOC:사회복지/상담,SOC,False,SOC:사회복지/상담,False,False
keyword_rule,OC2024_07410,유원대학교,,경찰·소방행정,경찰·소방행정학부,manual_review,,keyword_rule,medium,SOC:행정/경찰/소방,SOC,False,SOC:행정/경찰/소방,False,False
keyword_rule,OC2024_05624,선문대학교,,국제관계・행정,국제관계・행정학부,unmatched,,keyword_rule,medium,SOC:행정/국제,SOC,False,SOC:행정/국제,False,False
ambiguous,OC2024_02430,국립부경대학교,,수해양산업교육과양식공학,수해양산업교육과 양식공학전공,unmatched,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False","ENG,EDU",False,ENG:공학 | EDU:교육,False,False
ambiguous,OC2024_02058,국립경국대학교,,전자공학교육과,전자공학교육과,unmatched,,ambiguous,low,"hits=ENG,EDU evidence=ENG:전자/공학 | EDU:교육 ambiguous_token=False","ENG,EDU",False,ENG:전자/공학 | EDU:교육,False,False
ambiguous,OC2024_04226,동아대학교,,역사문화사학,역사문화학부 사학전공,unmatched,,ambiguous,low,"hits=NAT,HUM evidence=NAT:화학 | HUM:역사 ambiguous_token=False","NAT,HUM",False,NAT:화학 | HUM:역사,False,False
ambiguous,OC2024_04382,동의대학교,,산업경영빅데이터공,산업경영빅데이터공학과,unmatched,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터/공학 | SOC:경영 ambiguous_token=False","ENG,SOC",False,ENG:데이터/공학 | SOC:경영,False,False
ambiguous,OC2024_09219,한국방송통신대학교,,생활과가정복지상담학,생활과학부 가정복지상담학전공,unmatched,,ambiguous,low,"hits=NAT,SOC evidence=NAT:과학 | SOC:상담 ambiguous_token=False","NAT,SOC",False,NAT:과학 | SOC:상담,False,False
ambiguous,OC2024_06011,세종대학교,,인문사회계열,인문사회계열,unmatched,,ambiguous,low,"hits=SOC,HUM evidence=SOC:회계 | HUM:인문 ambiguous_token=False","SOC,HUM",False,SOC:회계 | HUM:인문,False,False
ambiguous,OC2024_03740,동국대학교,,반도체과학,반도체과학전공,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:반도체 | NAT:과학 ambiguous_token=False","ENG,NAT",False,ENG:반도체 | NAT:과학,False,False
ambiguous,OC2024_08355,조선대학교,,용접.접합과학공,용접.접합과학공학과,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:과학 ambiguous_token=False","ENG,NAT",False,ENG:공학 | NAT:과학,False,False
ambiguous,OC2024_06840,연세대학교(미래)_분교,분교|미래,의료시스템공학,의료시스템공학전공,unmatched,,ambiguous,low,"hits=MED,ENG evidence=MED:의료 | ENG:공학 ambiguous_token=False","MED,ENG",False,MED:의료 | ENG:공학,False,False
ambiguous,OC2024_03487,대구한의대학교,,한방스포츠의,한방스포츠의학과,unmatched,,ambiguous,low,"hits=MED,ART evidence=MED:의학 | ART:스포츠 ambiguous_token=False","MED,ART",False,MED:의학 | ART:스포츠,False,False
ambiguous,OC2024_04511,명지대학교_제2캠퍼스,제2캠퍼스,미래융합경영,미래융합경영학과,unmatched,,ambiguous,low,hits=SOC evidence=SOC:경영 ambiguous_token=True,SOC,True,SOC:경영,False,False
ambiguous,OC2024_06143,수원대학교,,융합화학산업,융합화학산업,unmatched,,ambiguous,low,hits=NAT evidence=NAT:화학 ambiguous_token=True,NAT,True,NAT:화학,False,False
ambiguous,OC2024_10150,호원대학교,,컴퓨터게임애니메이션,컴퓨터게임애니메이션학과,unmatched,,ambiguous,low,"hits=ENG,ART evidence=ENG:컴퓨터 | ART:애니메이션 ambiguous_token=False","ENG,ART",False,ENG:컴퓨터 | ART:애니메이션,False,False
ambiguous,OC2024_01962,국립강릉원주대학교(폐교),,수학물리,수학물리학부 | 수학물리학부(물리・에너지전공) | 수학물리학부(수학전공),manual_review,,ambiguous,low,"hits=ENG,NAT evidence=ENG:에너지 | NAT:수학/물리 ambiguous_token=False","ENG,NAT",False,ENG:에너지 | NAT:수학/물리,False,False
ambiguous,OC2024_07278,울산대학교,,철학・상담,철학・상담전공,unmatched,,ambiguous,low,"hits=SOC,HUM evidence=SOC:상담 | HUM:철학 ambiguous_token=False","SOC,HUM",False,SOC:상담 | HUM:철학,False,False
ambiguous,OC2024_04442,동의대학교,,평생교육·청소년상담,평생교육·청소년상담학과,unmatched,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육 | SOC:상담 ambiguous_token=False","EDU,SOC",False,EDU:교육 | SOC:상담,False,False
ambiguous,OC2024_01711,고려대학교(세종)_분교,분교|세종,전자·기계융합공,전자·기계융합공학과,unmatched,,ambiguous,low,hits=ENG evidence=ENG:기계/전자/공학 ambiguous_token=True,ENG,True,ENG:기계/전자/공학,False,False
ambiguous,OC2024_09100,한경국립대학교,,원예생명공학,원예생명공학전공,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:원예 ambiguous_token=False","ENG,NAT",False,ENG:공학 | NAT:원예,False,False
ambiguous,OC2024_03110,단국대학교_제2캠퍼스,제2캠퍼스,스포츠경영,스포츠경영학과,unmatched,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:경영 ambiguous_token=False","ART,SOC",False,ART:스포츠 | SOC:경영,False,False
ambiguous,OC2024_06170,수원대학교,,화학공학·신소재공,화학공학·신소재공학부,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화학공학/신소재/공학 | NAT:화학 ambiguous_token=False","ENG,NAT",False,ENG:화학공학/신소재/공학 | NAT:화학,False,False
ambiguous,OC2024_02670,국립한국교통대학교,,철도경영・물류,철도경영・물류학과,unmatched,,ambiguous,low,"hits=ENG,SOC evidence=ENG:철도 | SOC:경영 ambiguous_token=False","ENG,SOC",False,ENG:철도 | SOC:경영,False,False
ambiguous,OC2024_02661,국립한국교통대학교,,융합경영,융합경영학과 | 융합경영전공,unmatched,,ambiguous,low,hits=SOC evidence=SOC:경영 ambiguous_token=True,SOC,True,SOC:경영,False,False
ambiguous,OC2024_02409,국립부경대학교,,데이터정보과,데이터정보과학부,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:데이터 | NAT:과학 ambiguous_token=False","ENG,NAT",False,ENG:데이터 | NAT:과학,False,False
ambiguous,OC2024_05560,서울한영대학교,,재활상담심리,재활상담심리학과,unmatched,,ambiguous,low,"hits=MED,SOC evidence=MED:재활 | SOC:심리/상담 ambiguous_token=False","MED,SOC",False,MED:재활 | SOC:심리/상담,False,False
ambiguous,OC2024_07644,인제대학교,,토목도시환경공,토목도시환경공학부,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:토목/공학 | NAT:환경 ambiguous_token=False","ENG,NAT",False,ENG:토목/공학 | NAT:환경,False,False
ambiguous,OC2024_01371,경일대학교,,기계자동화융합,기계자동화융합학과,unmatched,,ambiguous,low,hits=ENG evidence=ENG:기계/자동화 ambiguous_token=True,ENG,True,ENG:기계/자동화,False,False
ambiguous,OC2024_01502,경희대학교,,환경조경디자인,환경조경디자인학과,unmatched,,ambiguous,low,"hits=NAT,ART evidence=NAT:환경 | ART:디자인 ambiguous_token=False","NAT,ART",False,NAT:환경 | ART:디자인,False,False
ambiguous,OC2024_05077,상명대학교_제2캠퍼스,제2캠퍼스,예술문화예술경영,예술학부 문화예술경영전공,unmatched,,ambiguous,low,"hits=ART,SOC evidence=ART:예술 | SOC:경영 ambiguous_token=False","ART,SOC",False,ART:예술 | SOC:경영,False,False
ambiguous,OC2024_04967,부산외국어대학교,,한국어문화,한국어문화학부 | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공) | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공),unmatched,,ambiguous,low,"hits=NAT,EDU,HUM evidence=NAT:화학 | EDU:교육/국어교육 | HUM:언어 ambiguous_token=False","NAT,EDU,HUM",False,NAT:화학 | EDU:교육/국어교육 | HUM:언어,False,False
ambiguous,OC2024_03931,동덕여자대학교,,자연과체육학,자연과학부 체육학전공,unmatched,,ambiguous,low,"hits=NAT,ART evidence=NAT:과학 | ART:체육 ambiguous_token=False","NAT,ART",False,NAT:과학 | ART:체육,False,False
ambiguous,OC2024_02802,국민대학교,,빅데이터경영통계,빅데이터경영통계전공,unmatched,,ambiguous,low,"hits=ENG,NAT,SOC evidence=ENG:데이터 | NAT:통계 | SOC:경영 ambiguous_token=False","ENG,NAT,SOC",False,ENG:데이터 | NAT:통계 | SOC:경영,False,False
ambiguous,OC2024_08319,조선대학교,,디자인공,디자인공학과,unmatched,,ambiguous,low,"hits=ENG,ART evidence=ENG:공학 | ART:디자인 ambiguous_token=False","ENG,ART",False,ENG:공학 | ART:디자인,False,False
ambiguous,OC2024_04950,부산외국어대학교,,전자로봇・보안,전자로봇・보안학부(스마트융합보안전공) | 전자로봇・보안학부(전자로봇전공),unmatched,,ambiguous,low,hits=ENG evidence=ENG:전자/로봇/보안 ambiguous_token=True,ENG,True,ENG:전자/로봇/보안,False,False
ambiguous,OC2024_03431,대구한의대학교,,산업디자인공학,산업디자인공학전공,unmatched,,ambiguous,low,"hits=ENG,ART evidence=ENG:공학 | ART:디자인 ambiguous_token=False","ENG,ART",False,ENG:공학 | ART:디자인,False,False
ambiguous,OC2024_09675,한성대학교,,융합보안,융합보안학과,unmatched,,ambiguous,low,hits=ENG evidence=ENG:보안 ambiguous_token=True,ENG,True,ENG:보안,False,False
ambiguous,OC2024_05865,성신여자대학교,,융합보안공,융합보안공학과,manual_review,,ambiguous,low,hits=ENG evidence=ENG:공학/보안 ambiguous_token=True,ENG,True,ENG:공학/보안,False,False
ambiguous,OC2024_01312,경운대학교,,소프트웨어융합계열,소프트웨어융합계열,unmatched,,ambiguous,low,hits=ENG evidence=ENG:소프트웨어 ambiguous_token=True,ENG,True,ENG:소프트웨어,False,False
ambiguous,OC2024_08166,전주대학교,,탄소융합공,탄소융합공학과,unmatched,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,ENG,True,ENG:공학,False,False
ambiguous,OC2024_08600,창신대학교,,스마트융합공소방방재,스마트융합공학부 소방방재전공,unmatched,,ambiguous,low,"hits=ENG,SOC evidence=ENG:공학 | SOC:소방 ambiguous_token=True","ENG,SOC",True,ENG:공학 | SOC:소방,False,False
ambiguous,OC2024_02406,국립부경대학교,,나노융합반도체공,나노융합반도체공학부,unmatched,,ambiguous,low,hits=ENG evidence=ENG:반도체/공학 ambiguous_token=True,ENG,True,ENG:반도체/공학,False,False
ambiguous,OC2024_03014,남서울대학교,,뷰티보건,뷰티보건학과,unmatched,,ambiguous,low,"hits=MED,ART evidence=MED:보건 | ART:뷰티 ambiguous_token=False","MED,ART",False,MED:보건 | ART:뷰티,False,False
ambiguous,OC2024_04239,동아대학교,,인간환경융합공건축공,인간환경융합공학부 건축공학과,unmatched,,ambiguous,low,"hits=ENG,NAT evidence=ENG:건축공학/공학 | NAT:환경 ambiguous_token=True","ENG,NAT",True,ENG:건축공학/공학 | NAT:환경,False,False
ambiguous,OC2024_03471,대구한의대학교,,재활의료공학,재활의료공학전공,unmatched,,ambiguous,low,"hits=MED,ENG evidence=MED:재활/의료 | ENG:공학 ambiguous_token=False","MED,ENG",False,MED:재활/의료 | ENG:공학,False,False
