outcome_row_id,candidate_headcount_row_ids,candidate_preview,match_method,unmatched_reason,match_evidence,candidate_count,reviewer,review_timestamp,selection,selection_rationale,confidence
OC2024_05167,HC2_2024_15698,정보보안학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05169,HC2_2024_15743,제약공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05170,HC2_2024_15745|HC2_2024_15766,제약바이오전공 | 제약바이오학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05171,HC2_2024_15714,조경산림학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05183,HC2_2024_15652,한국어문화학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05194,HC2_2024_15855,국제한국학전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05199,HC2_2024_15882,미디어&엔터테인먼트학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05207,HC2_2024_15849,심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05210,HC2_2024_15843|HC2_2024_15844|HC2_2024_15860,영문학부 | 영문학부(영미어문전공) | 영문학부(미국문화전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05211,HC2_2024_15847|HC2_2024_15858,유럽문화학과 | 유럽문화전공,manual_pending,multiple_candidates,"school+campus+suffix-reduced exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05229,HC2_2024_16033|HC2_2024_16039,공공인적자원학부(사회과학대학) | 공공인적자원학과(사회과학대학),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05234,HC2_2024_16022,국제비즈니스어학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05238,HC2_2024_16021,글로벌비즈니스어학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05251,HC2_2024_16079|HC2_2024_16086,뮤지컬학과 | 뮤지컬전공,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05260,HC2_2024_16087|HC2_2024_16088,실용음악학과 | 실용음악학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05283,HC2_2024_06396|HC2_2024_06397,경영학과(경영학전공) | 경영학과(글로벌테크노경영전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05284,HC2_2024_06386,글로벌한국어문화학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05289,HC2_2024_06436|HC2_2024_06437|HC2_2024_06438,디자인학과 | 디자인학과(산업디자인전공) | 디자인학과(시각디자인전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05291,HC2_2024_06390,문화예술학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05294,HC2_2024_06421|HC2_2024_06422,산업공학과(산업정보시스템전공) | 산업공학과(ITM전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05297,HC2_2024_06433,식품생명공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05300,HC2_2024_06412,안경광학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05316,HC2_2024_06429|HC2_2024_06430|HC2_2024_06431,환경공학과 | 환경공학과(환경공학전공) | 환경공학과(환경정책전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05319,HC2_2024_26561|HC2_2024_26563,초등교육학과 | 초등교육학과(심화과정),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05333,HC2_2024_12929|HC2_2024_12930,무용전공 | 무용학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05335,HC2_2024_12926|HC2_2024_12927,사회복지전공 | 사회복지학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05339,HC2_2024_03400|HC2_2024_03426,간호학과 | 간호학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05341,HC2_2024_03357|HC2_2024_03358,건축학과 | 건축학과(건축공학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05342,HC2_2024_03357|HC2_2024_03359,건축학과 | 건축학과(건축학전공(5년)),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05354,HC2_2024_03361|HC2_2024_03365|HC2_2024_03366,기계항공공학부 | 기계항공공학부(기계공학전공) | 기계항공공학부(우주항공공학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05355,HC2_2024_03416|HC2_2024_03418|HC2_2024_03419|HC2_2024_03420,기악과 | 기악과(현악전공) | 기악과(관악전공) | 기악과(피아노전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",4,,,,,
OC2024_05363,HC2_2024_03395|HC2_2024_03396|HC2_2024_03397,물리·천문학부(물리학전공) | 물리?천문학부 | 물리·천문학부(천문학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05380,HC2_2024_03388|HC2_2024_03389|HC2_2024_03390,소비자아동학부 | 소비자아동학부(소비자학전공) | 소비자아동학부(아동가족학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05382,HC2_2024_03383,수의학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05383,HC2_2024_03382,수의예과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05388,HC2_2024_03320,심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05390,HC2_2024_03401|HC2_2024_03404,약학과 | 약학과(2+4년제),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05409,HC2_2024_03422|HC2_2024_03423|HC2_2024_03424,작곡과 | 작곡과(이론전공) | 작곡과(작곡전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05412,HC2_2024_03338|HC2_2024_03339|HC2_2024_03340,정치외교학부 | 정치외교학부(정치학전공) | 정치외교학부(외교학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05413,HC2_2024_03402|HC2_2024_03403,제약학과 | 제약학과(2+4학제),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05414,HC2_2024_03387,조경?지역시스템공학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05437,HC2_2024_06850,공간정보공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05470,HC2_2024_06801,중국어문화학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05498,HC2_2024_16158|HC2_2024_16159|HC2_2024_16160|HC2_2024_16161|HC2_2024_16162|HC2_2024_16163|HC2_2024_16164|HC2_2024_16165|HC2_2024_16166|HC2_2024_16167,국어국문학과 | 일어일문학과 | 중어중문학과 | 영어영문학과 | 독어독문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,68,,,,,
OC2024_05501,HC2_2024_16220|HC2_2024_16221,공예전공 | 공예학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05508,HC2_2024_16183,디지털미디어학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05509,HC2_2024_16182,디지털영상전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05516,HC2_2024_16158|HC2_2024_16159|HC2_2024_16160|HC2_2024_16161|HC2_2024_16162|HC2_2024_16163|HC2_2024_16164|HC2_2024_16165|HC2_2024_16166|HC2_2024_16167,국어국문학과 | 일어일문학과 | 중어중문학과 | 영어영문학과 | 독어독문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,68,,,,,
OC2024_05535,HC2_2024_16194|HC2_2024_16195,정보보호학과 | 정보보호학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05539,HC2_2024_16213,패션산업학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05546,HC2_2024_16262|HC2_2024_16263,사회복지학과 | 사회복지학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05547,HC2_2024_16258,상담심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05553,HC2_2024_24110,상담심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05556,HC2_2024_24121,유아특수재활학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05557,HC2_2024_24123|HC2_2024_24125,음악과 | 음악과(피아노전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05559,HC2_2024_24119,재활복지학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05571,HC2_2024_16322|HC2_2024_16323,멀티미디어전공 | 멀티미디어학부,manual_pending,multiple_candidates,"school+campus+suffix-reduced exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05574,HC2_2024_16330|HC2_2024_16331,바이오코스메틱학과 | 바이오코스메틱전공,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05580,HC2_2024_16279|HC2_2024_16280,상담심리전공 | 상담심리학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05601,HC2_2024_16333,제약공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05605,HC2_2024_16341,패션의류학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05609,HC2_2024_16340,호텔디저트식음료전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05610,HC2_2024_16338,호텔조리전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05628,HC2_2024_16414|HC2_2024_16416,글로벌관광학부 | 글로벌관광학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05638,HC2_2024_16488|HC2_2024_16489,무도경호학과 | 무도경호학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05640,HC2_2024_16430|HC2_2024_16431,미디어커뮤니케이션학과 | 미디어커뮤니케이션학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05648,HC2_2024_16396,상담ㆍ산업심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05649,HC2_2024_16398,상담산업심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05650,HC2_2024_16397,상담심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05652,HC2_2024_16462,소방방재안전학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05657,HC2_2024_16486|HC2_2024_16487,스포츠과학과 | 스포츠과학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05659,HC2_2024_16469|HC2_2024_16470,식품과학과 | 식품과학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05665,HC2_2024_16394|HC2_2024_16395,역사문화콘텐츠학과 | 역사문화콘텐츠학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05683,HC2_2024_16467,제약생명공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05705,HC2_2024_16553|HC2_2024_16554,신학과 | 신학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05719,HC2_2024_16621|HC2_2024_16624,경영학부 | 경영학부(인문사회),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05723,HC2_2024_16610|HC2_2024_16611|HC2_2024_16612|HC2_2024_16613|HC2_2024_16614|HC2_2024_16615|HC2_2024_16616|HC2_2024_16617|HC2_2024_16618|HC2_2024_16619,일어일본학과 | 일어일본학전공 | 중어중국학과 | 중어중국학전공 | 영어학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,41,,,,,
OC2024_05724,HC2_2024_16610|HC2_2024_16611|HC2_2024_16612|HC2_2024_16613|HC2_2024_16614|HC2_2024_16615|HC2_2024_16616|HC2_2024_16617|HC2_2024_16618|HC2_2024_16619,일어일본학과 | 일어일본학전공 | 중어중국학과 | 중어중국학전공 | 영어학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,41,,,,,
OC2024_05728,HC2_2024_16641,디지털콘텐츠전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05732,HC2_2024_16635,사회과학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05753,HC2_2024_16681|HC2_2024_16682|HC2_2024_16683|HC2_2024_16684|HC2_2024_16685|HC2_2024_16686|HC2_2024_16687|HC2_2024_16688|HC2_2024_16689|HC2_2024_16690,국어국문학과 | 중어중문학과 | 한문학과 | 영어영문학과 | 독어독문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,103,,,,,
OC2024_05768,HC2_2024_16771,나노공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05776,HC2_2024_16712,미디어커뮤니케이션학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05778,HC2_2024_16757|HC2_2024_16758,바이오메카트로닉스전공 | 바이오메카트로닉스학과,manual_pending,multiple_candidates,"school+campus+suffix-reduced exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05784,HC2_2024_16681|HC2_2024_16682|HC2_2024_16683|HC2_2024_16684|HC2_2024_16685|HC2_2024_16686|HC2_2024_16687|HC2_2024_16688|HC2_2024_16689|HC2_2024_16690,국어국문학과 | 중어중문학과 | 한문학과 | 영어영문학과 | 독어독문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,103,,,,,
OC2024_05793,HC2_2024_16769,식품생명공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05795,HC2_2024_16690,심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05806,HC2_2024_16728,의상학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05824,HC2_2024_17012|HC2_2024_17051,AI융합학부 | AI융합학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05826,HC2_2024_16990|HC2_2024_16991|HC2_2024_17044,경영학과 | 경영학부 | 경영학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_05827,HC2_2024_16993|HC2_2024_17045,경제학과 | 경제학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05828,HC2_2024_17027|HC2_2024_17069,공예과 | 공예과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05832,HC2_2024_17066,글로벌의과학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05834,HC2_2024_16980,독일어문·문화학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05837,HC2_2024_17029|HC2_2024_17072,무용예술학과 | 무용예술학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05838,HC2_2024_16983|HC2_2024_17042,문화예술경영학과 | 문화예술경영학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05840,HC2_2024_16998,미디어커뮤니케이션학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05841,HC2_2024_17013|HC2_2024_17053,바이오생명공학과 | 바이오생명공학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05843,HC2_2024_17014|HC2_2024_17054,바이오신약의과학부 | 바이오신약의과학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05844,HC2_2024_17018|HC2_2024_17061,바이오헬스융합학부 | 바이오헬스융합학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05845,HC2_2024_16994|HC2_2024_16995,법학과 | 법학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05846,HC2_2024_17028|HC2_2024_17071,뷰티산업학과 | 뷰티산업학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05847,HC2_2024_16985|HC2_2024_17043,사학과 | 사학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05849,HC2_2024_16997|HC2_2024_17046,사회복지학과 | 사회복지학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05851,HC2_2024_17011|HC2_2024_17050,서비스?디자인공학과 | 서비스?디자인공학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05852,HC2_2024_17033|HC2_2024_17074,서양화과 | 서양화과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05853,HC2_2024_17036|HC2_2024_17075,성악과 | 성악과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05854,HC2_2024_17017|HC2_2024_17058,소비자생활문화산업학과 | 소비자생활문화산업학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05856,HC2_2024_17022|HC2_2024_17064,수리통계데이터사이언스학부 | 수리통계데이터사이언스학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05857,HC2_2024_17030|HC2_2024_17073,스포츠과학부 | 스포츠과학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05860,HC2_2024_16984,심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05865,HC2_2024_17010|HC2_2024_17049,융합보안공학과 | 융합보안공학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05866,HC2_2024_17019|HC2_2024_17062,의류산업학과 | 의류산업학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05867,HC2_2024_16976|HC2_2024_17039,일본어문·문화학과 | 일본어문·문화학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05873,HC2_2024_16977|HC2_2024_17040,중국어문·문화학과 | 중국어문·문화학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05874,HC2_2024_17023|HC2_2024_17065,지리학과 | 지리학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05875,HC2_2024_17007|HC2_2024_17048,청정융합에너지공학과 | 청정융합에너지공학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05878,HC2_2024_16982|HC2_2024_17041,프랑스어문·문화학과 | 프랑스어문·문화학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05879,HC2_2024_17004|HC2_2024_17047,한문교육과 | 한문교육과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05880,HC2_2024_17038|HC2_2024_17076,현대실용음악학과 | 현대실용음악학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05881,HC2_2024_17015|HC2_2024_17056,화학과 | 화학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05882,HC2_2024_17016|HC2_2024_17057,화학?에너지융합학부 | 화학?에너지융합학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05890,HC2_2024_17196|HC2_2024_17197,공연영상학과 | 공연영상학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05901,HC2_2024_17151,디지털콘텐츠창작학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05907,HC2_2024_17171,바이오코스메틱학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05912,HC2_2024_17172,보건안전학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05918,HC2_2024_17131,상담심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05920,HC2_2024_17169,소방방재학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05939,HC2_2024_17143,항공서비스학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05945,HC2_2024_17179|HC2_2024_17199,화장품뷰티학부(화장품학) | 화장품뷰티학부(뷰티케어학),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_05959,HC2_2024_17328,공간정보공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05965,HC2_2024_17231|HC2_2024_17232|HC2_2024_17233|HC2_2024_17234|HC2_2024_17235|HC2_2024_17236|HC2_2024_17237|HC2_2024_17238|HC2_2024_17239|HC2_2024_17240,국어국문학과 | 일어일문학과 | 일어일문학전공/국제학부 | 영어영문학과 | 영어영문학전공/국제학부,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,108,,,,,
OC2024_05966,HC2_2024_17231|HC2_2024_17232|HC2_2024_17233|HC2_2024_17234|HC2_2024_17235|HC2_2024_17236|HC2_2024_17237|HC2_2024_17238|HC2_2024_17239|HC2_2024_17240,국어국문학과 | 일어일문학과 | 일어일문학전공/국제학부 | 영어영문학과 | 영어영문학전공/국제학부,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,108,,,,,
OC2024_05973,HC2_2024_17296,디지털콘텐츠학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05979,HC2_2024_17261,미디어커뮤니케이션학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_05994,HC2_2024_17316,식품생명공학전공/생명시스템학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_06004,HC2_2024_17277|HC2_2024_17278|HC2_2024_17279,우주항공드론공학부(지능형드론융합전공) | 우주항공드론공학부(항공시스템공학전공) | 우주항공드론공학부(우주항공공학전공),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_06005,HC2_2024_17274|HC2_2024_17275|HC2_2024_17276,우주항공시스템공학부(우주항공공학전공) | 우주항공시스템공학부(항공시스템공학전공) | 우주항공시스템공학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_06021,HC2_2024_17298|HC2_2024_17299|HC2_2024_17300,창의소프트학부(디자인이노베이션전공) | 창의소프트학부(만화애니메이션텍전공) | 창의소프트학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",3,,,,,
OC2024_06025,HC2_2024_17231|HC2_2024_17232|HC2_2024_17233|HC2_2024_17234|HC2_2024_17235|HC2_2024_17236|HC2_2024_17237|HC2_2024_17238|HC2_2024_17239|HC2_2024_17240,국어국문학과 | 일어일문학과 | 일어일문학전공/국제학부 | 영어영문학과 | 영어영문학전공/국제학부,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,108,,,,,
OC2024_06038,HC2_2024_12559|HC2_2024_12590,경찰행정학과 | 경찰행정학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
