시도,학교명,rows,dept_codes,degree_courses,total_capacity,total_applicants,total_admitted,total_enrolled,total_foreign_students,total_graduates,full_time_faculty
경기,평택대학교 일반대학원,6,6,1,0,97,69,173,0,32,0
경기,한경국립대학교 산업대학원,6,6,1,0,24,17,63,2,22,0
경기,한세대학교 휴먼서비스대학원,6,6,1,0,29,24,49,2,19,3
경남,경상국립대학교 행정대학원,6,6,1,0,48,36,116,0,39,0
경남,연암공과대학교,6,6,1,485,2582,509,2084,0,527,42
경남,한국승강기대학교,6,6,1,327,684,273,1041,67,288,16
경북,경일대학교 K-글로벌대학원,6,6,1,0,105,93,104,103,27,0
경북,국립금오공과대학교교육대학원,6,6,1,0,21,17,41,0,17,0
경북,국립안동대학교행정경영대학원,6,6,1,0,27,21,70,0,26,0
경북,동양대학교정보대학원,6,6,1,0,32,21,53,4,9,0
경북,영남신학대학교,6,6,1,115,184,116,446,12,81,28
광주,전남대학교 문화전문대학원,6,6,1,0,47,26,63,0,14,11
광주,전남대학교 정책대학원,6,6,1,0,86,72,200,0,52,0
대구,영남대학교 경영행정대학원,6,6,1,0,74,61,167,0,76,0
대구,영남대학교 환경보건대학원,6,6,1,0,86,74,202,0,52,1
대전,국립한밭대학교 창업경영대학원,6,6,1,0,72,62,125,3,64,1
부산,국립부경대학교 경영대학원,6,6,1,0,69,69,163,5,50,0
부산,국립부경대학교 글로벌수산대학원,6,6,1,0,35,34,63,15,26,0
부산,동의대학교경영대학원,6,6,1,0,7,7,18,0,16,0
부산,신라대학교 공공안전정책대학원,6,6,1,0,0,0,8,0,10,0
서울,가톨릭대학교사회복지대학원,6,6,1,0,95,60,148,0,69,1
서울,경기대학교 관광전문대학원,6,6,1,0,63,47,107,4,39,9
서울,고려대학교 노동대학원,6,6,1,0,272,71,188,0,55,0
서울,고려대학교 생명환경과학대학원,6,6,1,0,112,72,209,1,51,0
서울,동국대학교 경영전문대학원,6,6,1,0,231,126,203,124,107,1
서울,동국대학교 경찰사법대학원,6,6,1,0,168,110,298,1,73,0
서울,동국대학교 불교대학원,6,6,1,0,94,75,213,3,57,0
서울,서강대학교 경영전문대학원,6,6,1,0,973,406,714,371,372,15
서울,서강대학교정보통신대학원,6,6,1,0,382,142,405,0,88,0
서울,서울대학교 국제대학원,6,6,1,0,349,149,292,121,164,31
서울,서울한영대학교 상담복지대학원,6,6,1,0,250,104,158,109,32,0
서울,서울한영대학교 일반대학원,6,6,1,0,34,30,122,38,22,0
서울,성공회대학교 신학대학원,6,6,1,0,21,17,39,1,8,3
서울,성공회대학교대학원,6,6,1,0,49,32,81,13,29,0
서울,연세대학교 생활환경대학원,6,6,1,0,243,78,213,0,63,0
서울,중앙대학교 행정대학원,6,6,1,0,63,35,121,0,28,0
서울,태재대학교,6,6,1,100,0,0,27,5,0,9
서울,한국외국어대학교 경영대학원,6,6,1,0,546,318,628,237,164,0
서울,한림국제대학원대학교,6,6,1,0,244,161,308,114,121,14
서울,한성대학교부동산대학원,6,6,1,0,18,1,8,1,7,0
서울,한양대학교 공공정책대학원,6,6,1,0,191,109,267,2,75,1
세종,한국개발연구원국제정책대학원대학교,6,6,1,0,1400,384,765,259,383,42
세종,홍익대학교 문화정보정책대학원,6,6,1,0,26,19,54,0,14,0
전남,초당대학교 산업대학원,6,6,1,0,53,53,209,108,57,0
전북,국립군산대학교경영행정대학원,6,6,1,0,5,4,25,0,11,0
전북,원광대학교 동양학대학원,6,6,1,0,33,33,101,0,29,1
전북,전북대학교 공공정책대학원,6,6,1,0,80,68,162,0,0,0
전북,전북대학교 행정대학원,6,6,1,0,0,0,22,0,41,0
전북,전북대학교 환경대학원,6,6,1,0,17,14,47,0,5,0
전북,전주대학교 상담심리대학원,6,6,1,0,41,34,116,1,28,0
제주,제주국제대학교 산업대학원,6,6,1,0,88,68,150,144,10,0
충남,국립공주대학교 정책융합전문대학원,6,6,1,0,56,25,73,0,12,0
충남,국립공주대학교 테크노융합대학원,6,6,1,0,44,32,81,0,25,0
충남,호서대학교 연합신학전문대학원,6,6,1,0,76,60,179,35,47,10
충북,우석대학교 일반대학원,6,6,1,0,22,15,27,9,15,0
충북,유원대학교산업정보대학원,6,6,1,0,52,31,76,1,26,0
강원,가톨릭관동대학교 사회복지대학원,5,5,1,0,57,42,99,2,7,0
경기,농협대학교,5,5,1,69,1124,134,495,1,94,14
경기,성결대학교교육대학원,5,5,1,0,43,26,67,0,29,2
경기,신한대학교 지식복지대학원,5,5,1,0,4,2,24,2,23,0
경기,한경국립대학교 공공정책대학원,5,5,1,0,9,8,50,1,24,0
경기,한경국립대학교 교육대학원,5,5,1,0,18,14,14,0,0,0
경기,협성대학교일반대학원,5,5,1,0,33,28,76,4,29,0
경남,국립창원대학교 행정대학원,5,5,1,0,13,9,47,0,17,0
경남,부산장신대학교,5,5,1,32,49,33,152,1,36,17
경남,창신대학교 복지문화대학원,5,5,1,0,63,54,130,9,38,0
경북,경운대학교 산업정보대학원,5,5,1,0,22,19,41,20,17,0
경북,김천대학교 글로컬휴먼대학원,5,5,1,0,1,0,17,13,21,0
경북,대신대학교 대학원,5,5,1,0,29,26,100,4,12,0
경북,동국대학교사회과학대학원(경),5,5,1,0,38,30,94,0,36,0
경북,한국폴리텍 특성화대학 로봇캠퍼스,5,5,1,100,142,94,195,0,33,11
광주,호남신학대학교,5,5,1,119,151,120,765,1,127,34
대구,경북대학교 농업생명융합대학원,5,5,1,0,0,0,3,0,6,0
대구,대구가톨릭대학교,5,5,1,179,2024,189,927,3,151,234
대구,대구가톨릭대학교 사회적경제경영대학원,5,5,1,0,6,6,0,0,22,0
대구,대구대학교 재활과학대학원,5,5,1,0,142,102,302,0,58,0
대전,건양대학교 경영사회복지대학원,5,5,1,0,37,27,40,8,17,0
대전,국립한밭대학교 소프트웨어융합대학원,5,5,1,0,46,36,79,11,24,9
대전,대전대학교 경영행정?사회복지?상담대학원,5,5,1,0,36,25,68,0,25,0
대전,대전대학교 보건의료대학원,5,5,1,0,31,24,60,0,18,0
대전,충남대학교평화안보대학원,5,5,1,0,65,49,125,0,22,0
대전,한국침례신학대학교 대학원,5,5,1,0,31,21,73,1,26,0
부산,고신대학교 선교목회대학원,5,5,1,0,8,7,14,4,18,0
부산,고신대학교교육대학원,5,5,1,0,14,11,36,5,21,0
부산,동서대학교 일반대학원,5,5,1,0,16,18,57,38,7,0
부산,부산대학교 경제통상대학원,5,5,1,0,40,29,109,0,31,0
부산,부산대학교 국제전문대학원,5,5,1,0,135,54,140,102,51,9
서울,강서대학교 일반대학원,5,5,1,0,53,39,84,22,13,0
서울,경기대학교 예술대학원,5,5,1,0,21,19,41,0,26,0
서울,경희대학교 공공대학원,5,5,1,0,174,130,316,1,116,6
서울,고려대학교 SW?AI융합대학원,5,5,1,0,280,70,344,0,0,0
서울,고려대학교 경영전문대학원,5,5,1,0,890,360,687,32,324,0
서울,고려대학교 공학대학원,5,5,1,0,135,56,137,2,36,0
서울,고려대학교 언론대학원,5,5,1,0,0,0,6,0,12,0
서울,고려대학교 임상치의학대학원,5,5,1,0,21,18,47,1,7,0
서울,고려대학교 컴퓨터정보통신대학원,5,5,1,0,217,67,0,0,130,0
서울,광운대학교 경영대학원,5,5,1,0,132,104,177,4,46,0
서울,국민대학교자동차공학전문대학원,5,5,1,0,22,22,10,0,52,0
서울,덕성여자대학교 상담?산업대학원,5,5,1,0,39,12,53,13,16,0
서울,명지대학교 기록정보과학전문대학원,5,5,1,0,33,25,57,0,25,4
서울,명지대학교 사회교육대학원,5,5,1,0,0,0,11,0,15,0
서울,서강대학교 미디어커뮤니케이션대학원,5,5,1,0,161,81,197,0,2,0
서울,서강대학교 신학대학원,5,5,1,0,47,36,111,2,32,9
서울,서울과학기술대학교 IT정책전문대학원,5,5,1,0,88,51,117,9,32,9
서울,서울과학기술대학교 주택도시대학원,5,5,1,0,62,31,110,0,30,0
서울,서울대학교 행정대학원,5,5,1,0,436,245,566,32,217,28
서울,서울시립대학교 국제도시과학대학원,5,5,1,0,275,113,205,118,107,7
서울,서울시립대학교 도시보건대학원,5,5,1,0,33,20,66,1,17,3
서울,서울외국어대학원대학교,5,5,1,0,214,82,178,15,103,10
서울,연세대학교 보건대학원,5,5,1,0,561,179,403,42,172,7
서울,정석대학,5,5,1,100,13,13,24,0,14,0
서울,중앙대학교 건강간호대학원,5,5,1,0,132,44,150,0,47,0
서울,추계예술대학교 문화예술경영대학원,5,5,1,0,33,23,42,0,21,1
서울,한양대학교 상담심리대학원,5,5,1,0,452,97,237,0,70,3
서울,한양대학교언론정보대학원,5,5,1,0,166,78,230,110,88,0
서울,한양사이버대학교 경영대학원,5,5,1,0,186,126,295,4,77,0
서울,호서대학교 벤처대학원,5,5,1,0,215,150,367,94,86,21
서울,홍익대학교 국제디자인전문대학원,5,5,1,0,133,78,208,29,70,7
서울,홍익대학교 미술대학원,5,5,1,0,176,137,410,3,106,9
세종,고려대학교 세종캠퍼스 융합과학대학원,5,5,1,0,54,41,109,0,31,0
세종,고려대학교 세종캠퍼스 행정전문대학원,5,5,1,0,61,33,109,0,11,11
인천,인천대학교 정책대학원,5,5,1,0,75,57,115,0,45,0
인천,인하대학교 물류전문대학원,5,5,1,0,102,64,169,28,57,1
전남,국립목포해양대학교대학원,5,5,1,0,48,39,109,2,28,0
전남,전남대학교 수산해양대학원,5,5,1,0,4,4,16,0,2,0
전남,한영대학교,5,5,1,512,1338,591,1811,149,588,40
전북,예원예술대학교 문화예술대학원,5,5,1,0,23,18,32,0,11,1
전북,한국폴리텍Ⅴ대학 익산캠퍼스,5,5,1,50,87,56,118,1,54,9
충남,국립공주대학교 국가사회안전대학원,5,5,1,0,54,44,117,0,46,0
충남,남서울대학교 국제대학원,5,5,1,0,229,92,130,118,25,6
충남,한서대학교건강증진대학원,5,5,1,0,7,4,14,0,10,1
충남,호서대학교 기술경영전문대학원,5,5,1,0,69,46,134,10,43,10
충남,호서대학교 스포츠과학대학원,5,5,1,0,12,11,26,0,10,0
충북,순복음총회신학교,5,5,1,58,57,36,134,0,21,10
충북,한국교원대학교 교육정책전문대학원,5,5,1,0,109,98,216,0,60,13
부산,영산대학교 미용예술대학원,5,3,1,0,31,19,56,20,16,0
경기,경희대학교 국제대학원,4,4,1,0,116,45,104,47,68,8
경기,경희대학교 아트퓨전디자인대학원,4,4,1,0,73,49,143,29,33,4
경기,경희대학교평화복지대학원,4,4,1,0,16,16,39,2,19,2
경기,국립암센터국제암대학원대학교,4,4,1,0,49,27,63,27,19,19
경기,국립한국교통대학교 교통대학원,4,4,1,0,57,45,108,2,34,9
경기,단국대학교 경영대학원,4,4,1,0,168,120,220,0,119,3
경기,단국대학교 부동산·건설대학원,4,4,1,0,129,92,232,2,77,0
경기,대진대학교 공공정책대학원,4,4,1,0,30,24,40,0,19,0
경기,선학유피대학원대학교,4,4,1,0,19,18,72,30,16,5
경기,수원대학교 음악대학원,4,4,1,0,29,21,53,0,16,1
경기,안양대학교경영행정대학원,4,4,1,0,25,24,51,0,13,1
경기,용인대학교 스포츠과학대학원,4,4,1,0,38,25,48,1,0,0
경기,용인대학교 스포츠웰니스산업대학원,4,4,1,0,0,0,6,0,14,0
경기,중앙대학교 산업창업경영대학원,4,4,1,0,0,0,2,0,3,0
경기,한신대학교교육대학원,4,4,1,0,45,36,59,0,28,4
경남,가야대학교 보건대학원,4,4,1,0,11,10,34,1,3,0
경남,경상국립대학교 건축도시토목대학원,4,4,1,0,22,20,41,0,16,0
경북,경안대학원대학교,4,4,1,0,37,29,75,1,25,7
경북,대구한의대학교 한방산업대학원,4,4,1,0,25,20,40,0,9,0
경북,신경주대학교 문화관광복지대학원,4,4,1,0,24,19,54,14,14,0
광주,광주여자대학교교육대학원,4,4,1,0,47,30,77,0,23,2
대구,계명대학교 예술대학원,4,4,1,0,48,33,91,6,19,0
대구,대구가톨릭대학교 경영대학원,4,4,1,0,22,16,46,3,0,1
대구,대구가톨릭대학교 대학원,4,4,1,0,67,48,102,5,44,0
대구,대구경북과학기술원,4,4,1,200,5779,202,1095,3,155,12
대전,건양대학교 군사경찰행정대학원,4,4,1,0,3,2,22,0,13,0
대전,건양대학교 안보대학원,4,4,1,0,18,18,18,0,0,0
대전,배재대학교 관광축제한류대학원,4,4,1,0,13,11,31,2,6,0
대전,을지대학교,4,4,1,40,557,50,312,2,44,302
대전,한남대학교 경영·국방전략대학원,4,4,1,0,26,21,76,0,49,0
대전,한남대학교 대학원,4,4,1,0,42,39,76,6,24,0
부산,동서대학교 선교복지대학원,4,4,1,0,28,23,76,0,20,1
부산,동의대학교 국가안전정책대학원,4,4,1,0,6,6,25,0,12,0
부산,부산가톨릭대학교 미래복지상담대학원,4,4,1,0,24,20,39,0,0,0
부산,부산대학교 경영대학원,4,4,1,0,295,166,489,1,126,0
서울,가톨릭대학교,4,4,1,223,6501,232,1278,7,209,1018
서울,가톨릭대학교 상담심리대학원,4,4,1,0,457,95,276,0,89,2
서울,가톨릭대학교 임상간호대학원,4,4,1,0,303,45,138,0,47,0
서울,가톨릭대학교 임상치과학대학원,4,4,1,0,23,16,50,0,10,0
서울,건국대학교교육대학원,4,4,1,0,760,262,826,0,250,8
서울,경기대학교 서비스경영전문대학원,4,4,1,0,39,33,92,2,30,3
서울,경기대학교정치전문대학원,4,4,1,0,40,32,90,1,15,5
서울,경희대학교 미디어커뮤니케이션대학원,4,4,1,0,215,103,317,246,94,0
서울,경희대학교 법무대학원,4,4,1,0,30,16,37,0,11,1
서울,경희사이버대학교 문화창조대학원,4,4,1,0,248,97,278,12,62,0
서울,고려대학교 미디어대학원,4,4,1,0,132,71,226,1,64,0
서울,광운대학교 환경대학원,4,4,1,0,22,16,43,0,18,0
서울,국제언어대학원대학교,4,4,1,0,159,99,182,90,45,8
서울,동국대학교 영상대학원(전문),4,4,1,0,608,328,575,349,164,14
서울,상명대학교 경영대학원,4,4,1,0,17,12,59,0,29,3
서울,상명대학교 문화기술대학원,4,4,1,0,62,39,172,0,54,6
서울,서강대학교국제대학원,4,4,1,0,130,53,123,118,69,7
서울,서경대학교 국제융합대학원,4,4,1,0,69,25,25,25,0,0
서울,서울대학교 보건대학원,4,4,1,0,245,97,230,5,94,28
서울,서울벤처대학원대학교,4,4,1,0,152,110,269,12,77,13
서울,서울불교대학원대학교,4,4,1,0,179,112,233,52,67,13
서울,성공회대학교 사회적경제대학원,4,4,1,0,10,5,25,0,17,0
서울,성공회대학교 시민평화대학원,4,4,1,0,15,12,34,0,9,1
서울,성공회대학교NGO대학원,4,4,1,0,0,0,6,0,7,0
서울,성균관대학교 디자인대학원,4,4,1,0,0,0,0,0,3,0
서울,성균관대학교 사회복지대학원,4,4,1,0,107,59,182,1,66,0
서울,성균관대학교 유학대학원,4,4,1,0,36,27,70,0,31,0
서울,성균관대학교 정보통신대학원,4,4,1,0,409,70,207,0,82,0
서울,성신여자대학교 생애복지대학원,4,4,1,0,21,6,22,0,13,1
서울,숭실대학교 기독교학대학원,4,4,1,0,95,72,134,5,59,0
서울,숭실대학교 사회복지대학원,4,4,1,0,166,115,250,1,99,1
서울,숭실대학교 안전융합대학원,4,4,1,0,117,69,159,0,69,1
서울,이화여자대학교 외국어교육특수대학원,4,4,1,0,85,45,113,12,54,4
서울,장로회신학대학교 기독교와사회대학원,4,4,1,0,25,19,57,0,22,0
서울,중앙대학교 보안대학원,4,4,1,0,98,55,105,1,48,0
서울,총신대학교일반대학원,4,4,1,0,204,139,426,4,49,0
서울,추계예술대학교 일반대학원,4,4,1,0,57,37,185,110,53,0
서울,치유상담대학원대학교,4,4,1,0,70,64,146,0,58,11
서울,한국외국어대학교 KFL대학원,4,4,1,0,104,47,154,52,40,3
서울,한국외국어대학교 TESOL 대학원,4,4,1,0,48,33,122,8,39,3
서울,한국외국어대학교 정치행정언론대학원,4,4,1,0,44,29,86,1,15,0
서울,한성대학교 지식서비스&컨설팅대학원,4,4,1,0,59,51,93,1,33,1
서울,한성대학교교육대학원,4,4,1,0,25,14,55,8,15,1
서울,한성대학교행정대학원,4,4,1,0,63,50,98,2,22,0
서울,한양대학교 보건대학원,4,4,1,0,115,38,118,0,40,0
서울,한양대학교 의생명공학전문대학원,4,4,1,0,49,33,84,8,39,7
서울,홍익대학교 경영대학원,4,4,1,0,14,3,8,0,15,0
서울,홍익대학교 패션대학원,4,4,1,0,88,51,153,27,40,4
세종,한국전통문화대학교 미래문화유산대학원,4,4,1,0,73,45,78,1,6,0
인천,인천가톨릭대학교 일반대학원,4,4,1,0,33,27,59,1,25,7
인천,인천대학교 문화대학원,4,4,1,0,12,10,20,0,14,0
인천,인하대학교 보건대학원,4,4,1,0,45,29,79,0,13,0
전남,국립목포해양대학교해양산업대학원,4,4,1,0,5,4,10,0,3,0
전남,국립순천대학교 사회문화예술대학원,4,4,1,0,23,17,38,0,27,0
전남,국립순천대학교경영행정대학원,4,4,1,0,13,8,22,0,5,0
전남,목포가톨릭대학교,4,4,1,120,578,110,535,0,134,21
전남,전남대학교 산학협력대학원,4,4,1,0,258,142,205,158,71,0
전북,원광대학교 보건·보완의학대학원,4,4,1,0,0,0,2,0,2,0
전북,전북대학교 생명자원과학대학원,4,4,1,0,15,13,27,0,13,0
전북,전주대학교 보건복지대학원,4,4,1,0,15,13,42,0,10,0
제주,제주대학교 통역번역대학원,4,4,1,0,32,23,64,11,18,5
충남,나사렛대학교교육대학원,4,4,1,0,0,0,37,17,9,0
충남,단국대학교 스포츠과학대학원,4,4,1,0,36,23,69,0,15,2
충남,백석대학교 일반대학원,4,4,1,0,440,266,277,248,3,0
충남,아주자동차대학교,4,4,1,350,758,307,1942,609,314,24
충남,한국전통문화대학교 일반대학원,4,4,1,0,93,63,138,1,31,0
충남,한서대학교교육대학원,4,4,1,0,14,10,21,0,13,2
충북,가톨릭꽃동네대학교 사회복지카리타스대학원,4,4,1,0,21,20,51,1,29,0
충북,국립한국교통대학교 교육대학원,4,4,1,0,28,28,67,1,20,4
충북,세명대학교 경영행정복지대학원,4,4,1,0,40,29,98,0,34,0
충북,청주대학교 융합신기술대학원,4,4,1,0,18,16,35,0,22,0
충북,충북대학교 산업대학원,4,4,1,0,98,82,176,0,50,0
부산,영산대학교 관광대학원,4,2,1,0,59,31,72,53,12,0
강원,한국폴리텍 III 대학 강릉캠퍼스,3,3,1,60,111,56,140,0,61,8
강원,한림대학교 보건과학대학원,3,3,1,0,39,34,63,0,37,0
강원,한림대학교 임상치의학대학원,3,3,1,0,7,4,10,0,5,0
경기,가천대학교 특수치료대학원,3,3,1,0,343,122,315,0,110,5
경기,경기대학교 미술·디자인대학원,3,3,1,0,0,0,0,0,3,0
경기,동양대학교정보대학원,3,3,1,0,21,17,40,0,10,0
경기,루터대학교 대학원,3,3,1,0,21,16,39,0,32,0
경기,성결대학교 프라임대학원,3,3,1,0,36,30,41,0,28,0
경기,성균관대학교 글로벌창업대학원,3,3,1,0,42,25,82,1,21,1
경기,신한대학교 폴리마테스대학원,3,3,1,0,24,22,22,0,0,0
경기,아신대학교 교육대학원,3,3,1,0,27,21,66,1,18,1
경기,아신대학교 다문화교육복지대학원,3,3,1,0,13,8,25,0,0,0
경기,아신대학교 대학원,3,3,1,0,52,44,205,34,25,0
경기,아신대학교 신학대학원,3,3,1,0,93,80,251,26,56,0
경기,아주대학교공공정책대학원,3,3,1,0,203,172,352,0,158,1
경기,용인대학교교육대학원,3,3,1,0,153,95,308,0,75,12
경기,을지대학교 임상간호대학원,3,3,1,0,23,14,31,0,12,0
경기,중앙대학교 국악교육대학원,3,3,1,0,7,6,18,0,2,0
경기,차의과학대학교 보건산업대학원,3,3,1,0,41,32,75,0,18,9
경기,총신대학교신학대학원,3,3,1,0,516,406,1201,27,363,0
경기,평택대학교 글로벌비즈니스대학원,3,3,1,0,16,13,26,20,2,0
경기,평택대학교 사회복지대학원,3,3,1,0,20,17,39,1,25,0
경기,평택대학교 상담대학원,3,3,1,0,40,31,105,4,50,4
경기,한국항공대학교 항공우주정책대학원,3,3,1,0,13,12,12,0,0,0
경기,한세대학교 예술대학원,3,3,1,0,29,25,55,2,20,1
경기,협성대학교사회복지대학원,3,3,1,0,22,20,58,0,27,1
경남,경상국립대학교 경영대학원,3,3,1,0,25,19,67,2,31,0
경남,경상국립대학교 창업대학원,3,3,1,0,54,44,80,1,18,4
경남,국립창원대학교 보건대학원,3,3,1,0,29,23,72,0,25,0
경남,부산대학교 산업대학원,3,3,1,0,28,15,63,0,30,0
경남,부산대학교 치의학전문대학원,3,3,1,0,639,85,457,0,79,54
경남,부산대학교 한의학전문대학원,3,3,1,0,761,61,316,7,51,52
경북,신경주대학교일반대학원,3,3,1,0,44,38,55,5,15,0
경북,영남대학교 박정희새마을대학원,3,3,1,0,208,51,93,93,41,0
경북,영남신학대학교대학원,3,3,1,0,32,32,78,2,19,0
광주,전남대학교 법학전문대학원,3,3,1,0,525,132,397,0,115,41
광주,전남대학교 치의학전문대학원,3,3,1,0,557,73,400,1,70,48
광주,조선대학교 보건대학원,3,3,1,0,40,36,68,0,16,0
광주,조선대학교정책대학원,3,3,1,0,15,13,42,1,18,0
광주,호남신학대학교신학대학원,3,3,1,0,64,57,279,2,67,0
대구,경북대학교 수사과학대학원,3,3,1,0,126,30,97,0,26,0
대구,계명대학교 스포츠융합과학대학원,3,3,1,0,5,3,23,0,0,0
대구,계명대학교 연합신학대학원,3,3,1,0,18,17,65,4,17,3
대구,계명대학교 유아교육대학원,3,3,1,0,30,19,65,0,34,0
대전,LH토지주택대학교,3,3,1,0,0,0,67,0,33,0
대전,대전신학대학교 신학대학원,3,3,1,0,103,54,122,0,22,0
대전,대전신학대학교 일반대학원,3,3,1,0,5,5,9,0,4,0
대전,배재대학교 교육대학원,3,3,1,0,23,18,38,2,6,0
대전,우송대학교 철도융합대학원,3,3,1,0,22,21,49,2,19,0
대전,충남대학교교육대학원,3,3,1,0,491,186,641,0,188,0
부산,고신대학교 교회음악대학원,3,3,1,0,17,16,48,1,22,1
부산,동아대학교 사회복지대학원,3,3,1,0,42,28,112,0,43,0
부산,동의대학교 부동산대학원,3,3,1,0,62,40,81,0,35,0
부산,부산대학교 행정대학원,3,3,1,0,129,91,260,0,78,0
부산,부산대학교 환경대학원,3,3,1,0,31,20,52,0,24,0
부산,부산외국어대학교교육대학원,3,3,1,0,10,4,29,5,14,4
부산,부산외국어대학교통역번역대학원,3,3,1,0,44,33,69,25,28,6
부산,신라대학교 사회복지대학원,3,3,1,0,31,23,54,1,9,0
부산,인제대학교,3,3,1,110,474,117,652,0,245,597
서울,가톨릭대학교 생명대학원,3,3,1,0,21,18,47,0,18,2
서울,고려대학교 기술경영전문대학원,3,3,1,0,289,82,159,1,58,12
서울,광운대학교 건설법무대학원,3,3,1,0,42,34,100,0,27,0
서울,국민대학교 소프트웨어융합대학원,3,3,1,0,129,57,129,1,43,0
서울,덕성여자대학교 교육대학원,3,3,1,0,75,24,118,0,52,0
서울,동국대학교 교육서비스과학대학원,3,3,1,0,72,49,71,30,22,0
서울,동국대학교 언론정보대학원,3,3,1,0,42,24,69,24,16,0
서울,상명대학교 복지상담대학원,3,3,1,0,0,0,0,0,3,0
서울,상명대학교 통합심리치료대학원,3,3,1,0,86,52,99,2,20,1
서울,서강대학교 메타버스전문대학원,3,3,1,0,90,53,117,0,15,11
서울,서경대학교 경영문화대학원,3,3,1,0,28,20,73,0,41,2
서울,서울과학기술대학교 나노IT디자인융합대학원,3,3,1,0,0,0,13,0,15,0
서울,서울기독대학교 대학원,3,3,1,0,45,41,120,33,20,0
서울,서울대학교 환경대학원,3,3,1,0,190,96,199,14,84,26
서울,서울성경신학대학원대학교,3,3,1,0,38,32,81,3,22,5
서울,서울시립대학교 디자인전문대학원,3,3,1,0,37,18,39,1,6,6
서울,서울한영대학교 국제신학선교대학원,3,3,1,0,49,32,81,35,20,0
서울,성공회대학교교육대학원,3,3,1,0,22,18,46,0,19,0
서울,성균관대학교 법학전문대학원,3,3,1,0,297,148,417,0,117,41
서울,성균관대학교 언론정보대학원,3,3,1,0,0,0,0,0,5,0
서울,세종대학교관광대학원,3,3,1,0,104,74,199,0,79,2
서울,숙명여자대학교 TESOL?국제학대학원,3,3,1,0,39,25,66,11,22,7
서울,이화여자대학교 임상바이오헬스대학원,3,3,1,0,176,69,149,1,43,0
서울,이화여자대학교 통역번역대학원,3,3,1,0,516,117,260,52,107,14
서울,장로회신학대학교,3,3,1,150,423,156,783,3,147,63
서울,장로회신학대학교 일반대학원,3,3,1,0,283,169,411,10,100,0
서울,중앙대학교 글로벌인적자원개발대학원,3,3,1,0,116,71,161,1,56,0
서울,중앙대학교 사회복지대학원,3,3,1,0,105,68,203,0,46,0
서울,중앙대학교 예술대학원,3,3,1,0,284,130,414,61,96,4
서울,한국외국어대학교 글로벌미디어커뮤니케이션대학원,3,3,1,0,9,6,6,4,0,0
서울,한국체육대학교 스포츠융복합대학원,3,3,1,0,20,14,37,0,0,0
서울,한반도국제대학원대학교,3,3,1,0,72,50,141,17,20,4
서울,한성대학교경영대학원,3,3,1,0,182,131,226,191,69,1
서울,한성대학교예술대학원,3,3,1,0,52,36,94,52,37,0
서울,한양대학교도시대학원,3,3,1,0,108,49,126,12,39,8
서울,한양사이버대학교 휴먼서비스대학원,3,3,1,0,485,156,431,1,136,0
서울,홍익대학교 광고홍보대학원,3,3,1,0,0,0,2,0,7,1
서울,홍익대학교 교육대학원,3,3,1,0,85,37,129,0,25,5
서울,홍익대학교 디자인콘텐츠대학원,3,3,1,0,0,0,0,0,4,0
서울,홍익대학교 문화예술경영대학원,3,3,1,0,194,98,269,0,61,4
세종,고려대학교 세종캠퍼스 의용과학대학원,3,3,1,0,0,0,14,0,11,0
울산,울산대학교 정책대학원,3,3,1,0,40,28,123,0,44,1
울산,한국전력국제원자력대학원대학교,3,3,1,0,122,54,112,50,54,12
인천,인천대학교 정보기술대학원,3,3,1,0,22,15,27,0,10,0
인천,인천대학교동북아물류대학원,3,3,1,0,84,53,100,16,39,8
인천,인하대학교 제조혁신전문대학원,3,3,1,0,109,85,118,1,30,11
인천,한국폴리텍 II 대학 남인천캠퍼스,3,3,1,25,73,26,97,1,45,10
전남,동신대학교교육대학원,3,3,1,0,18,16,44,0,15,3
전북,예수대학교,3,3,1,115,661,121,560,0,126,21
전북,우석대학교 국방정책대학원,3,3,1,0,18,17,46,0,33,1
전북,원광대학교 한의학전문대학원,3,3,1,0,12,9,20,1,9,11
전북,한일장신대학교 일반대학원,3,3,1,0,30,27,82,0,14,0
제주,제주국제대학교 사회복지임상치료대학원,3,3,1,0,21,16,54,0,17,0
제주,제주국제대학교 일반대학원,3,3,1,0,0,0,2,0,1,0
제주,제주대학교 사회교육대학원,3,3,1,0,40,29,85,0,20,0
제주,한국폴리텍 I 대학 제주캠퍼스,3,3,1,25,40,27,74,0,17,6
충남,단국대학교 교육대학원,3,3,1,0,47,27,83,0,25,0
충남,한국전통문화대학교 문화유산전문대학원,3,3,1,0,91,50,113,0,40,9
충남,호서대학교 교육대학원,3,3,1,0,27,16,37,0,10,0
경남,영산대학교 공과대학원,3,2,1,0,0,0,1,1,2,0
강원,상지대학교 평화안보.상담심리대학원,2,2,1,0,67,49,114,1,46,2
강원,한림대학교 간호대학원,2,2,1,0,64,36,78,0,46,0
강원,한림대학교 글로벌협력대학원,2,2,1,0,18,17,42,3,14,3
강원,한림대학교 보건대학원,2,2,1,0,0,0,0,0,2,0
강원,한림대학교 창의미래융합대학원,2,2,1,0,25,20,20,0,0,0
경기,가천대학교 게임대학원,2,2,1,0,0,0,0,0,2,0
경기,가천대학교 경영대학원,2,2,1,0,168,149,253,77,127,0
경기,가천대학교 사회정책대학원,2,2,1,0,56,47,115,0,38,1
경기,경기대학교 행정대학원,2,2,1,0,0,0,0,0,3,0
