column,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,missing_n,missing_pct,zero_n,negative_n,skew,kurtosis
외국인유학생_총계_여,35431.0,2.3417346391578,13.659192255730314,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,570.0,0,0.0,27315,0,16.12556149548699,394.19507261280927
외국인유학생_학사_계,35431.0,2.6424317687900425,20.40063931198072,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,967.0,0,0.0,29625,0,20.86510865490526,647.9425053376215
외국인유학생_학사_남,35431.0,1.1617792328751657,10.566754431803929,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,594.0,0,0.0,31295,0,27.269389315878822,1082.5702102795146
외국인유학생_학사_여,35431.0,1.4806525359148768,11.593386835892888,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,570.0,0,0.0,30952,0,19.25898316946488,556.3183064461473
외국인유학생_석사_계,35431.0,0.9556602974796082,9.046403006037973,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,654.0,0,0.0,31828,0,30.65382191778441,1478.371745433585
외국인유학생_석사_남,35431.0,0.36648697468318703,3.873370175703349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,283.0,0,0.0,33087,0,31.28562530566896,1471.1811594602536
외국인유학생_석사_여,35431.0,0.5891733227964212,5.893800966771733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,459.0,0,0.0,32529,0,33.92661346850606,1863.1007242799958
외국인유학생_박사_계,35431.0,0.5163275098077954,5.3686830487666075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,442.0,0,0.0,32878,0,37.37652567702882,2145.4241177692656
외국인유학생_박사_남,35431.0,0.24441872936129377,2.487594588376488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,184.0,0,0.0,33589,0,32.011432061520814,1582.0012206339675
외국인유학생_박사_여,35431.0,0.27190878044650163,3.06729689008809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,258.0,0,0.0,33510,0,39.88734281510983,2386.5405877097933
졸업자_전체,35431.0,17.91930795066467,45.766754650694544,0.0,0.0,0.0,0.0,4.0,23.0,71.0,151.0,3259.0,0,0.0,12025,0,25.199734671496927,1305.163251686798
졸업자_남,35431.0,8.504219468826733,23.08438490398674,0.0,0.0,0.0,0.0,1.0,9.0,37.0,90.0,2167.0,0,0.0,15255,0,29.018444995951295,2266.143917192398
졸업자_전체_여,35431.0,9.41508848183794,29.72756261343776,0.0,0.0,0.0,0.0,1.0,10.0,40.0,91.0,2062.0,0,0.0,15363,0,29.191171667130654,1573.9753478548873
졸업자_석사_계,35431.0,2.482204848861167,10.233514765074604,0.0,0.0,0.0,0.0,0.0,1.0,13.0,38.0,522.0,0,0.0,26528,0,16.0138353002067,475.6655259403393
졸업자_석사_남,35431.0,1.1029324602749004,5.659157927976445,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,322.0,0,0.0,28646,0,21.272992551972077,795.3942006218936
졸업자_석사_여,35431.0,1.3792723885862663,5.973781594908587,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,373.0,0,0.0,28148,0,17.1073056646113,639.066297512202
졸업자_박사_계,35431.0,0.5281815359431007,3.0329808646118943,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,142.0,0,0.0,31631,0,15.91401787756907,421.2983444382834
졸업자_박사_남,35431.0,0.3045638000620925,2.0108262725641857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,130.0,0,0.0,32546,0,22.52079855944605,961.470455039384
졸업자_박사_여,35431.0,0.22361773588100817,1.412209138485428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,58.0,0,0.0,32956,0,15.657848533280376,388.18946860496385
전임교원_계,35431.0,2.46445203352996,12.089557822177253,0.0,0.0,0.0,0.0,0.0,3.0,10.0,26.0,903.0,0,0.0,22921,0,35.323968504754056,1805.533295431947
전임교원_남,35431.0,1.7277807569642403,8.79010336525767,0.0,0.0,0.0,0.0,0.0,1.0,7.0,20.0,622.0,0,0.0,24446,0,34.194487066274164,1704.173457139676
전임교원_여,35431.0,0.7366712765657193,3.803912090458697,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,281.0,0,0.0,27489,0,30.58395246045575,1521.8293365010597
비전임교원_계,35431.0,4.224041093957269,13.657594134972511,0.0,0.0,0.0,0.0,0.0,4.0,18.0,45.0,854.0,0,0.0,19677,0,23.387622782634015,1055.2064022983043
비전임교원_남,35431.0,2.401907933730349,8.643637575356488,0.0,0.0,0.0,0.0,0.0,2.0,11.0,26.0,565.0,0,0.0,21745,0,27.597574509686282,1381.7980343232382
비전임교원_여,35431.0,1.82213316022692,6.165597659688001,0.0,0.0,0.0,0.0,0.0,1.0,9.0,25.0,305.0,0,0.0,23993,0,14.181840791703934,424.2709016615233
