outcome_row_id,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence,major7_candidate_count,major7_review_needed
OC2024_00127,ART,exact_dictionary,medium,unique dictionary key=스포츠건강관리,1,False
OC2024_00128,ART,exact_dictionary,medium,unique dictionary key=스포츠건강관리학,1,False
OC2024_00129,ART,exact_dictionary,medium,unique dictionary key=스포츠레저,1,False
OC2024_00130,ART,keyword_rule,medium,ART:스포츠,1,False
OC2024_00131,ART,exact_dictionary,medium,unique dictionary key=스포츠지도,1,False
OC2024_00132,ART,keyword_rule,medium,ART:스포츠,1,False
OC2024_00133,ART,exact_dictionary,medium,unique dictionary key=실용음악,1,False
OC2024_00134,ENG,exact_dictionary,medium,unique dictionary key=안경광,1,False
OC2024_00135,,ambiguous,low,"hits=MED,HUM evidence=MED:재활 | HUM:언어 ambiguous_token=False",2,True
OC2024_00136,MED,exact_dictionary,medium,unique dictionary key=언어재활상담,1,False
OC2024_00137,EDU,exact_dictionary,medium,unique dictionary key=역사교육과,1,False
OC2024_00138,ART,exact_dictionary,medium,unique dictionary key=연기예술,1,False
OC2024_00139,EDU,exact_dictionary,medium,unique dictionary key=영어교육과,1,False
OC2024_00140,HUM,exact_dictionary,medium,unique dictionary key=영어영문,1,False
OC2024_00141,MED,exact_dictionary,medium,unique dictionary key=의,1,False
OC2024_00142,MED,exact_dictionary,medium,unique dictionary key=의료it,1,False
OC2024_00143,SOC,exact_dictionary,medium,unique dictionary key=의료경영,1,False
OC2024_00144,,ambiguous,low,"hits=MED,SOC evidence=MED:의료 | SOC:경영 ambiguous_token=False",2,True
OC2024_00145,MED,exact_dictionary,medium,unique dictionary key=의료공,1,False
OC2024_00146,NAT,exact_dictionary,medium,unique dictionary key=의생명과,1,False
OC2024_00147,MED,exact_dictionary,medium,unique dictionary key=임상병리,1,False
OC2024_00148,ENG,exact_dictionary,medium,unique dictionary key=자율전공학부,1,False
OC2024_00149,ENG,exact_dictionary,medium,unique dictionary key=전자공,1,False
OC2024_00150,SOC,keyword_rule,medium,SOC:경영,1,False
OC2024_00151,SOC,keyword_rule,medium,SOC:경영,1,False
OC2024_00152,MED,keyword_rule,medium,MED:재활,1,False
OC2024_00153,,ambiguous,low,"hits=MED,SOC evidence=MED:재활 | SOC:상담 ambiguous_token=False",2,True
OC2024_00154,EDU,exact_dictionary,medium,unique dictionary key=지리교육과,1,False
OC2024_00155,SOC,keyword_rule,medium,SOC:창업,1,False
OC2024_00156,EDU,exact_dictionary,medium,unique dictionary key=체육교육과,1,False
OC2024_00157,MED,keyword_rule,medium,MED:재활,1,False
OC2024_00158,MED,exact_dictionary,medium,unique dictionary key=치위생,1,False
OC2024_00159,EDU,exact_dictionary,medium,unique dictionary key=컴퓨터교육과,1,False
OC2024_00160,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_00161,ENG,exact_dictionary,medium,unique dictionary key=토목공,1,False
OC2024_00162,SOC,keyword_rule,medium,SOC:유통,1,False
OC2024_00163,,ambiguous,low,"hits=ENG,SOC evidence=ENG:항공 | SOC:경영 ambiguous_token=False",2,True
OC2024_00164,ENG,exact_dictionary,medium,unique dictionary key=항공교통물류,1,False
OC2024_00165,ENG,exact_dictionary,medium,unique dictionary key=항공운항,1,False
OC2024_00166,SOC,exact_dictionary,medium,unique dictionary key=항공운항서비스,1,False
OC2024_00167,ENG,exact_dictionary,medium,unique dictionary key=항공정비,1,False
OC2024_00168,ENG,keyword_rule,medium,ENG:항공,1,False
OC2024_00169,SOC,keyword_rule,medium,SOC:경찰,1,False
OC2024_00170,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_00171,SOC,exact_dictionary,medium,unique dictionary key=행정,1,False
OC2024_00172,SOC,exact_dictionary,medium,unique dictionary key=행정학,1,False
OC2024_00173,SOC,exact_dictionary,medium,unique dictionary key=호텔경영,1,False
OC2024_00174,SOC,keyword_rule,medium,SOC:경영/호텔,1,False
OC2024_00175,MED,inherited_headcount,high,matched headcount 대계열=의약,1,False
OC2024_00176,SOC,exact_dictionary,medium,unique dictionary key=사회복지,1,False
OC2024_00177,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00178,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00179,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00180,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00181,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00182,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00183,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00184,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00185,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00186,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00187,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00188,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00189,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00190,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00191,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00192,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00193,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00194,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00195,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00196,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00197,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00198,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00199,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00200,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00201,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00202,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00203,MED,inherited_headcount,high,matched headcount 대계열=의약,1,False
OC2024_00204,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00205,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00206,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00207,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00208,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00209,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00210,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00211,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00212,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00213,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00214,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00215,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00216,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00217,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00218,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00219,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00220,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00221,MED,inherited_headcount,high,matched headcount 대계열=의약,1,False
OC2024_00222,MED,inherited_headcount,high,matched headcount 대계열=의약,1,False
OC2024_00223,MED,inherited_headcount,high,matched headcount 대계열=의약,1,False
OC2024_00224,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00225,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00226,ENG,keyword_rule,medium,ENG:공학/ict,1,False
OC2024_00227,ENG,exact_dictionary,medium,unique dictionary key=ict융합공,1,False
OC2024_00228,ENG,keyword_rule,medium,ENG:전자/공학/iot,1,False
OC2024_00229,SOC,keyword_rule,medium,SOC:경제/세무,1,False
OC2024_00230,SOC,exact_dictionary,medium,unique dictionary key=공공인재,1,False
OC2024_00231,EDU,exact_dictionary,medium,unique dictionary key=교육,1,False
OC2024_00232,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_00233,SOC,exact_dictionary,medium,unique dictionary key=글로벌경영,1,False
OC2024_00234,NAT,keyword_rule,medium,NAT:화학,1,False
OC2024_00235,HUM,exact_dictionary,medium,unique dictionary key=기독교,1,False
OC2024_00236,,ambiguous,low,hits=ART evidence=ART:미술 ambiguous_token=True,1,True
OC2024_00237,,ambiguous,low,hits=ART evidence=ART:스포츠 ambiguous_token=True,1,True
OC2024_00238,,ambiguous,low,hits=ART evidence=ART:디자인 ambiguous_token=True,1,True
OC2024_00239,SOC,keyword_rule,medium,SOC:부동산,1,False
OC2024_00240,SOC,exact_dictionary,medium,unique dictionary key=사회복지,1,False
OC2024_00241,ENG,keyword_rule,medium,ENG:데이터,1,False
OC2024_00242,ENG,keyword_rule,medium,ENG:소프트웨어,1,False
OC2024_00243,ART,keyword_rule,medium,ART:스포츠,1,False
OC2024_00244,SOC,keyword_rule,medium,SOC:실버산업,1,False
OC2024_00245,ART,keyword_rule,medium,ART:스포츠,1,False
OC2024_00246,ART,keyword_rule,medium,ART:디자인,1,False
OC2024_00247,ART,keyword_rule,medium,ART:음악,1,False
OC2024_00248,ART,keyword_rule,medium,ART:디자인,1,False
OC2024_00249,EDU,exact_dictionary,medium,unique dictionary key=유아교육과,1,False
OC2024_00250,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,1,True
OC2024_00251,ART,exact_dictionary,medium,unique dictionary key=음악,1,False
OC2024_00252,,ambiguous,low,hits=ENG evidence=ENG:인공지능/공학 ambiguous_token=True,1,True
OC2024_00253,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_00254,EDU,exact_dictionary,medium,unique dictionary key=중등특수교육과,1,False
OC2024_00255,EDU,exact_dictionary,medium,unique dictionary key=초등특수교육과,1,False
OC2024_00256,HUM,keyword_rule,medium,HUM:영문/문화콘텐츠,1,False
OC2024_00257,SOC,keyword_rule,medium,SOC:경영,1,False
OC2024_00258,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:경영 ambiguous_token=False",2,True
OC2024_00259,MED,exact_dictionary,medium,unique dictionary key=간호,1,False
OC2024_00260,SOC,exact_dictionary,medium,unique dictionary key=경영,1,False
OC2024_00261,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:경영 ambiguous_token=False",2,True
OC2024_00262,SOC,exact_dictionary,medium,unique dictionary key=사회복지,1,False
OC2024_00263,HUM,exact_dictionary,medium,unique dictionary key=상담심리,1,False
OC2024_00264,NAT,exact_dictionary,medium,unique dictionary key=식품영양,1,False
OC2024_00265,HUM,exact_dictionary,medium,unique dictionary key=신,1,False
OC2024_00266,ART,exact_dictionary,medium,unique dictionary key=실용음악,1,False
OC2024_00267,ART,keyword_rule,medium,ART:음악,1,False
OC2024_00268,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00269,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00270,MED,exact_dictionary,medium,unique dictionary key=간호,1,False
OC2024_00271,ENG,exact_dictionary,medium,unique dictionary key=건축,1,False
OC2024_00272,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00273,ENG,exact_dictionary,medium,unique dictionary key=건축공학,1,False
OC2024_00274,ENG,exact_dictionary,medium,unique dictionary key=건축학,1,False
OC2024_00275,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00276,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00277,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00278,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00279,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00280,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00281,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00282,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00283,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00284,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00285,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00286,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00287,SOC,exact_dictionary,medium,unique dictionary key=글로벌비즈니스,1,False
OC2024_00288,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00289,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00290,ENG,keyword_rule,medium,ENG:기계/공학,1,False
OC2024_00291,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00292,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00293,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00294,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00295,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00296,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00297,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00298,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00299,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00300,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00301,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00302,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00303,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00304,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00305,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00306,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00307,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00308,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00309,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00310,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00311,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00312,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00313,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00314,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00315,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00316,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00317,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00318,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00319,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00320,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00321,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00322,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00323,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00324,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00325,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00326,HUM,inherited_headcount,high,matched headcount 대계열=인문,1,False
OC2024_00327,SOC,inherited_headcount,high,matched headcount 대계열=사회,1,False
OC2024_00328,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00329,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00330,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00331,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00332,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00333,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00334,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00335,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00336,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00337,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00338,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00339,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00340,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00341,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00342,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00343,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00344,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00345,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00346,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00347,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00348,EDU,inherited_headcount,high,matched headcount 대계열=교육,1,False
OC2024_00349,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00350,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00351,ART,inherited_headcount,high,matched headcount 대계열=예체능,1,False
OC2024_00352,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
OC2024_00353,ENG,inherited_headcount,high,matched headcount 대계열=공학,1,False
OC2024_00354,NAT,inherited_headcount,high,matched headcount 대계열=자연,1,False
