raw_row_id,univ_id,univ_name_std,raw_table_index,raw_row_index,raw_section_title,raw_header_col_n,raw_cell_col_n,raw_recruitment_unit,raw_header_json,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_description_table_candidate_flag,raw_parse_warning
SRC_0000141_2025_0016_T6_R10,U0000141,숙명여자대학교,6,10,,8,8,르꼬르동블루외식경영전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R11,U0000141,숙명여자대학교,6,11,,8,8,교육학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R12,U0000141,숙명여자대학교,6,12,,8,8,가족자원경영학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R13,U0000141,숙명여자대학교,6,13,,8,8,아동복지학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R14,U0000141,숙명여자대학교,6,14,,8,8,정치외교학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R15,U0000141,숙명여자대학교,6,15,,8,8,행정학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R16,U0000141,숙명여자대학교,6,16,,8,8,홍보광고학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R17,U0000141,숙명여자대학교,6,17,,8,8,소비자경제학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R18,U0000141,숙명여자대학교,6,18,,8,8,사회심리학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R19,U0000141,숙명여자대학교,6,19,,8,8,법학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R20,U0000141,숙명여자대학교,6,20,,8,8,경제학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R21,U0000141,숙명여자대학교,6,21,,8,8,경영학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R22,U0000141,숙명여자대학교,6,22,,8,8,글로벌협력전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R23,U0000141,숙명여자대학교,6,23,,8,8,앙트러프러너십전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R24,U0000141,숙명여자대학교,6,24,,8,8,영어영문학전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R25,U0000141,숙명여자대학교,6,25,,8,8,테슬 (TESL) 전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R26,U0000141,숙명여자대학교,6,26,,8,8,미디어학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R27,U0000141,숙명여자대학교,6,27,,8,8,화학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R28,U0000141,숙명여자대학교,6,28,,8,8,생명시스템학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R29,U0000141,숙명여자대학교,6,29,,8,8,수학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R30,U0000141,숙명여자대학교,6,30,,8,8,통계학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R31,U0000141,숙명여자대학교,6,31,,8,8,화공생명공학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R32,U0000141,숙명여자대학교,6,32,,8,8,인공지능공학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R33,U0000141,숙명여자대학교,6,33,,8,8,지능형전자시스템전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R34,U0000141,숙명여자대학교,6,34,,8,8,신소재물리전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R35,U0000141,숙명여자대학교,6,35,,8,8,컴퓨터과학전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R36,U0000141,숙명여자대학교,6,36,,8,8,데이터사이언스전공,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R37,U0000141,숙명여자대학교,6,37,,8,8,기계시스템학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R38,U0000141,숙명여자대학교,6,38,,8,8,기초공학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R39,U0000141,숙명여자대학교,6,39,,8,8,의류학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R40,U0000141,숙명여자대학교,6,40,,8,8,식품영양학과,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000141_2025_0016_T6_R41,U0000141,숙명여자대학교,6,41,,8,8,약학부,"[""구분"", ""모집단위"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형"", ""일반학생전형""]",False,True,False,
SRC_0000074_2025_0026_T8_R0,U0000074,광운대학교,8,0,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R1,U0000074,광운대학교,8,1,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R2,U0000074,광운대학교,8,2,,8,8,전자공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,
SRC_0000074_2025_0026_T8_R3,U0000074,광운대학교,8,3,,8,8,전기공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R4,U0000074,광운대학교,8,4,,8,8,반도체시스템공학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R5,U0000074,광운대학교,8,5,,8,8,로봇학부 정보제어·지능시스템전공,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R6,U0000074,광운대학교,8,6,,8,8,컴퓨터정보공학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R7,U0000074,광운대학교,8,7,,8,8,소프트웨어학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R8,U0000074,광운대학교,8,8,,8,8,건축학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R9,U0000074,광운대학교,8,9,,8,8,화학공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R10,U0000074,광운대학교,8,10,,8,8,수학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R11,U0000074,광운대학교,8,11,,8,8,미디어커뮤니케이션학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,
SRC_0000074_2025_0026_T8_R12,U0000074,광운대학교,8,12,,8,8,산업심리학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R13,U0000074,광운대학교,8,13,,8,8,경영학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R14,U0000074,광운대학교,8,14,,8,8,전자통신공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,
SRC_0000074_2025_0026_T8_R15,U0000074,광운대학교,8,15,,8,8,전자융합공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R16,U0000074,광운대학교,8,16,,8,8,전자재료공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R17,U0000074,광운대학교,8,17,,8,8,로봇학부 AI 로봇전공,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R18,U0000074,광운대학교,8,18,,8,8,정보융합학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R19,U0000074,광운대학교,8,19,,8,8,건축공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R20,U0000074,광운대학교,8,20,,8,8,환경공학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R21,U0000074,광운대학교,8,21,,8,8,전자바이오물리학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R22,U0000074,광운대학교,8,22,,8,8,화학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R23,U0000074,광운대학교,8,23,,8,8,국어국문학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R24,U0000074,광운대학교,8,24,,8,8,영어산업학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R25,U0000074,광운대학교,8,25,,8,8,동북아문화산업학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R26,U0000074,광운대학교,8,26,,8,8,행정학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R27,U0000074,광운대학교,8,27,,8,8,법학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R28,U0000074,광운대학교,8,28,,8,8,국제학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T8_R29,U0000074,광운대학교,8,29,,8,8,국제통상학부,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )"", ""수능 ( 일반학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T9_R0,U0000074,광운대학교,9,0,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T9_R1,U0000074,광운대학교,9,1,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T9_R2,U0000074,광운대학교,9,2,,8,8,스포츠융합과학과,"[""구분"", ""모집단위"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )"", ""수능 ( 일반학생전형 - 스포츠융합과학과 )""]",False,True,False,
SRC_0000074_2025_0026_T10_R0,U0000074,광운대학교,10,0,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R1,U0000074,광운대학교,10,1,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R2,U0000074,광운대학교,10,2,,8,8,전자공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,
SRC_0000074_2025_0026_T10_R3,U0000074,광운대학교,10,3,,8,8,전기공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
