raw_row_id,univ_id,univ_name_std,raw_table_index,raw_row_index,raw_section_title,raw_header_col_n,raw_cell_col_n,raw_recruitment_unit,raw_header_json,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_description_table_candidate_flag,raw_parse_warning
SRC_0000102_2025_0036_T10_R14,U0000102,동덕여자대학교,10,14,,8,8,아동학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R15,U0000102,동덕여자대학교,10,15,,8,8,경영학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R16,U0000102,동덕여자대학교,10,16,,8,8,국제경영학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R17,U0000102,동덕여자대학교,10,17,,8,8,경제학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R18,U0000102,동덕여자대학교,10,18,,8,8,컴퓨터학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R19,U0000102,동덕여자대학교,10,19,,8,8,정보통계학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R0,U0000102,동덕여자대학교,11,0,,8,8,,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R1,U0000102,동덕여자대학교,11,1,,8,8,,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R2,U0000102,동덕여자대학교,11,2,,8,8,식품영양학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,
SRC_0000102_2025_0036_T11_R3,U0000102,동덕여자대학교,11,3,,8,8,보건관리학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R4,U0000102,동덕여자대학교,11,4,,8,8,응용화학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R5,U0000102,동덕여자대학교,11,5,,8,8,경영학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,
SRC_0000102_2025_0036_T11_R6,U0000102,동덕여자대학교,11,6,,8,8,국제경영학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R7,U0000102,동덕여자대학교,11,7,,8,8,경제학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R8,U0000102,동덕여자대학교,11,8,,8,8,컴퓨터학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T11_R9,U0000102,동덕여자대학교,11,9,,8,8,정보통계학전공,"[""구분"", ""모집단위"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형"", ""특성화고교전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R0,U0000102,동덕여자대학교,12,0,,8,8,,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R1,U0000102,동덕여자대학교,12,1,,8,8,,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R2,U0000102,동덕여자대학교,12,2,,8,8,국어국문학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,
SRC_0000102_2025_0036_T12_R3,U0000102,동덕여자대학교,12,3,,8,8,국사학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R4,U0000102,동덕여자대학교,12,4,,8,8,문예창작전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R5,U0000102,동덕여자대학교,12,5,,8,8,일어일본학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R6,U0000102,동덕여자대학교,12,6,,8,8,중어중국학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R7,U0000102,동덕여자대학교,12,7,,8,8,식품영양학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R8,U0000102,동덕여자대학교,12,8,,8,8,보건관리학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R9,U0000102,동덕여자대학교,12,9,,8,8,응용화학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R10,U0000102,동덕여자대학교,12,10,,8,8,약학과,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R11,U0000102,동덕여자대학교,12,11,,8,8,문헌정보학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,
SRC_0000102_2025_0036_T12_R12,U0000102,동덕여자대학교,12,12,,8,8,사회복지학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R13,U0000102,동덕여자대학교,12,13,,8,8,아동학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R14,U0000102,동덕여자대학교,12,14,,8,8,국제경영학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R15,U0000102,동덕여자대학교,12,15,,8,8,경제학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T12_R16,U0000102,동덕여자대학교,12,16,,8,8,정보통계학전공,"[""구분"", ""모집단위"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형"", ""기회균등전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000013_2025_0044_T8_R17,U0000013,부경대학교,8,17,,8,8,"시스템경영·안전공학부 ( 산업경영공학전공 , 기술·데이터공학전공 , 안전공학전공 )","[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]",False,False,True,1개 선두 컬럼 rowspan 승계
SRC_0000013_2025_0044_T8_R20,U0000013,부경대학교,8,20,,8,8,"수해양산업교육과 ( 기관공학전공 , 냉동공학전공 , 식품공학전공 , 양식공학전공 , 어업공학전공 , 항해공학전공 )","[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]",False,False,True,1개 선두 컬럼 rowspan 승계
SRC_0000013_2025_0044_T8_R39,U0000013,부경대학교,8,39,,8,8,"에너지수송시스템공학부 ( 냉동공조공학전공 , 기계시스템공학전공 , 조선해양시스템공학전공 )","[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]",False,False,True,1개 선두 컬럼 rowspan 승계
