raw_row_id,univ_id,univ_name_std,raw_admission_group,raw_section_title,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_percentile_70cut,raw_table_index,raw_row_index,exact_duplicate_flag,key_duplicate_count,content_duplicate_count,same_unit_multi_track_count,duplicate_status
SRC_0000046_2025_0030_T10_R34,U0000046,가톨릭대학교,가군,,바이오융합공학계열,생명공학과,54,5.67,71,79.00,10,34,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R35,U0000046,가톨릭대학교,가군,,바이오융합공학계열,생명공학과,54,5.67,71,에너지환경공학과,10,35,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R36,U0000046,가톨릭대학교,가군,,바이오융합공학계열,생명공학과,54,5.67,71,바이오메디컬화학공학과,10,36,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R37,U0000046,가톨릭대학교,가군,,바이오융합공학계열,바이오메디컬소프트웨어학과,10,5.60,15,77.33,10,37,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R3,U0000046,가톨릭대학교,가군,,사회과학계열,사회복지학과,52,4.46,61,78.00,10,3,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R4,U0000046,가톨릭대학교,가군,,사회과학계열,사회복지학과,52,4.46,61,심리학과,10,4,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R5,U0000046,가톨릭대학교,가군,,사회과학계열,사회복지학과,52,4.46,61,사회학과,10,5,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R6,U0000046,가톨릭대학교,가군,,사회과학계열,특수교육과,12,3.42,13,76.67,10,6,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R7,U0000046,가톨릭대학교,가군,,사회과학계열,의생명과학과,17,4.29,8,84.33,10,7,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R8,U0000046,가톨릭대학교,가군,,사회과학계열,인공지능학과,14,6.36,25,79.67,10,8,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R9,U0000046,가톨릭대학교,가군,,사회과학계열,약학과,10,5.70,24,96.83,10,9,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R10,U0000046,가톨릭대학교,가군,,사회과학계열,의예과,37,3.03,18,99.33,10,10,False,8,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R15,U0000046,가톨릭대학교,가군,,생활과학계열,공간디자인 ‧ 소비자학과,54,4.98,89,78.33,10,15,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R16,U0000046,가톨릭대학교,가군,,생활과학계열,공간디자인 ‧ 소비자학과,54,4.98,89,의류학과,10,16,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R17,U0000046,가톨릭대학교,가군,,생활과학계열,공간디자인 ‧ 소비자학과,54,4.98,89,아동학과,10,17,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R18,U0000046,가톨릭대학교,가군,,생활과학계열,공간디자인 ‧ 소비자학과,54,4.98,89,식품영양학과,10,18,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R19,U0000046,가톨릭대학교,가군,,생활과학계열,데이터사이언스학과,12,6.25,24,80.00,10,19,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R20,U0000046,가톨릭대학교,가군,,생활과학계열,간호학과 ( 인문 ),16,3.81,6,89.50,10,20,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R21,U0000046,가톨릭대학교,가군,,생활과학계열,간호학과 ( 자연 ),16,4.44,10,89.67,10,21,False,7,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R22,U0000046,가톨릭대학교,가군,,어문계열,영어영문학부,66,5.23,126,77.00,10,22,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R23,U0000046,가톨릭대학교,가군,,어문계열,영어영문학부,66,5.23,126,중국언어문화학과,10,23,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R24,U0000046,가톨릭대학교,가군,,어문계열,영어영문학부,66,5.23,126,일어일본문화학과,10,24,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R25,U0000046,가톨릭대학교,가군,,어문계열,영어영문학부,66,5.23,126,프랑스어문화학과,10,25,False,4,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R28,U0000046,가톨릭대학교,가군,,자연과학계열,화학과,39,5.85,67,79.00,10,28,False,3,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R29,U0000046,가톨릭대학교,가군,,자연과학계열,화학과,39,5.85,67,수학과,10,29,False,3,1,0,probable_parser_duplicate
SRC_0000046_2025_0030_T10_R30,U0000046,가톨릭대학교,가군,,자연과학계열,화학과,39,5.85,67,물리학과,10,30,False,3,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T10_R0,U0000056,경기대학교,다군,,경제학부,1,19.00,-,78.100,76.750,10,0,False,2,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T11_R0,U0000056,경기대학교,다군,,경제학부,4,7.25,3,69.400,73.500,11,0,False,2,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R31,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,78.750,8,31,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R32,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,79.250,8,32,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R33,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,100,8,33,False,15,2,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R34,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,81.000,8,34,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R35,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,19,8,35,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R36,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,5.43,8,36,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R37,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,14,8,37,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R38,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,관광문화콘텐츠학과,8,38,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R39,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,79.750,8,39,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R40,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,100,8,40,False,15,2,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R41,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,81.700,8,41,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R42,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,22,8,42,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R43,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,4.68,8,43,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R44,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,25,8,44,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R45,U0000056,경기대학교,나군,,관광개발경영학과,29,5.17,39,81.000,호텔외식경영학부,8,45,False,15,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R3,U0000056,경기대학교,나군,,국어국문학과,20,7.30,33,80.000,78.000,8,3,False,2,1,0,probable_parser_duplicate
SRC_0000056_2025_0037_T8_R4,U0000056,경기대학교,나군,,국어국문학과,20,7.30,33,80.000,다군,8,4,False,2,1,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R0,U0000074,광운대학교,,,,,,,,,8,0,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R1,U0000074,광운대학교,,,,,,,,,8,1,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T9_R0,U0000074,광운대학교,,,,,,,,,9,0,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T9_R1,U0000074,광운대학교,,,,,,,,,9,1,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R0,U0000074,광운대학교,,,,,,,,,10,0,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R1,U0000074,광운대학교,,,,,,,,,10,1,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T11_R0,U0000074,광운대학교,,,,,,,,,11,0,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T11_R1,U0000074,광운대학교,,,,,,,,,11,1,False,8,8,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R19,U0000074,광운대학교,다군,,건축공학과,,,,,,8,19,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R19,U0000074,광운대학교,다군,,건축공학과,,,,,,10,19,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R8,U0000074,광운대학교,가군,,건축학과,,,,,,8,8,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R8,U0000074,광운대학교,가군,,건축학과,,,,,,10,8,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R13,U0000074,광운대학교,나군,,경영학부,,,,,,8,13,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R13,U0000074,광운대학교,나군,,경영학부,,,,,,10,13,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R23,U0000074,광운대학교,다군,,국어국문학과,,,,,,8,23,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R23,U0000074,광운대학교,다군,,국어국문학과,,,,,,10,23,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R29,U0000074,광운대학교,다군,,국제통상학부,,,,,,8,29,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T11_R3,U0000074,광운대학교,다군,,국제통상학부,,,,,,11,3,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R25,U0000074,광운대학교,다군,,동북아문화산업학부,,,,,,8,25,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R25,U0000074,광운대학교,다군,,동북아문화산업학부,,,,,,10,25,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R17,U0000074,광운대학교,다군,,로봇학부 AI 로봇전공,,,,,,8,17,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R17,U0000074,광운대학교,다군,,로봇학부 AI 로봇전공,,,,,,10,17,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R5,U0000074,광운대학교,가군,,로봇학부 정보제어·지능시스템전공,,,,,,8,5,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R5,U0000074,광운대학교,가군,,로봇학부 정보제어·지능시스템전공,,,,,,10,5,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R11,U0000074,광운대학교,나군,,미디어커뮤니케이션학부,,,,,,8,11,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R11,U0000074,광운대학교,나군,,미디어커뮤니케이션학부,,,,,,10,11,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R4,U0000074,광운대학교,가군,,반도체시스템공학부,,,,,,8,4,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R4,U0000074,광운대학교,가군,,반도체시스템공학부,,,,,,10,4,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R27,U0000074,광운대학교,다군,,법학부,,,,,,8,27,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R27,U0000074,광운대학교,다군,,법학부,,,,,,10,27,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R12,U0000074,광운대학교,나군,,산업심리학과,,,,,,8,12,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R12,U0000074,광운대학교,나군,,산업심리학과,,,,,,10,12,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R7,U0000074,광운대학교,가군,,소프트웨어학부,,,,,,8,7,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R7,U0000074,광운대학교,가군,,소프트웨어학부,,,,,,10,7,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R10,U0000074,광운대학교,가군,,수학과,,,,,,8,10,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R10,U0000074,광운대학교,가군,,수학과,,,,,,10,10,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R24,U0000074,광운대학교,다군,,영어산업학과,,,,,,8,24,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R24,U0000074,광운대학교,다군,,영어산업학과,,,,,,10,24,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R3,U0000074,광운대학교,가군,,전기공학과,,,,,,8,3,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R3,U0000074,광운대학교,가군,,전기공학과,,,,,,10,3,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R2,U0000074,광운대학교,가군,,전자공학과,,,,,,8,2,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R2,U0000074,광운대학교,가군,,전자공학과,,,,,,10,2,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R21,U0000074,광운대학교,다군,,전자바이오물리학과,,,,,,8,21,False,3,3,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R21,U0000074,광운대학교,다군,,전자바이오물리학과,,,,,,10,21,False,3,3,0,probable_parser_duplicate
SRC_0000074_2025_0026_T11_R2,U0000074,광운대학교,다군,,전자바이오물리학과,,,,,,11,2,False,3,3,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R15,U0000074,광운대학교,다군,,전자융합공학과,,,,,,8,15,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R15,U0000074,광운대학교,다군,,전자융합공학과,,,,,,10,15,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R16,U0000074,광운대학교,다군,,전자재료공학과,,,,,,8,16,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R16,U0000074,광운대학교,다군,,전자재료공학과,,,,,,10,16,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R14,U0000074,광운대학교,다군,,전자통신공학과,,,,,,8,14,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R14,U0000074,광운대학교,다군,,전자통신공학과,,,,,,10,14,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R18,U0000074,광운대학교,다군,,정보융합학부,,,,,,8,18,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R18,U0000074,광운대학교,다군,,정보융합학부,,,,,,10,18,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R6,U0000074,광운대학교,가군,,컴퓨터정보공학부,,,,,,8,6,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R6,U0000074,광운대학교,가군,,컴퓨터정보공학부,,,,,,10,6,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R26,U0000074,광운대학교,다군,,행정학과,,,,,,8,26,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R26,U0000074,광운대학교,다군,,행정학과,,,,,,10,26,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R9,U0000074,광운대학교,가군,,화학공학과,,,,,,8,9,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R9,U0000074,광운대학교,가군,,화학공학과,,,,,,10,9,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R22,U0000074,광운대학교,다군,,화학과,,,,,,8,22,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R22,U0000074,광운대학교,다군,,화학과,,,,,,10,22,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T8_R20,U0000074,광운대학교,다군,,환경공학과,,,,,,8,20,False,2,2,0,probable_parser_duplicate
SRC_0000074_2025_0026_T10_R20,U0000074,광운대학교,다군,,환경공학과,,,,,,10,20,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R0,U0000102,동덕여자대학교,,,,,,,,,8,0,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R1,U0000102,동덕여자대학교,,,,,,,,,8,1,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T9_R0,U0000102,동덕여자대학교,,,,,,,,,9,0,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T9_R1,U0000102,동덕여자대학교,,,,,,,,,9,1,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R0,U0000102,동덕여자대학교,,,,,,,,,10,0,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R1,U0000102,동덕여자대학교,,,,,,,,,10,1,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R0,U0000102,동덕여자대학교,,,,,,,,,11,0,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R1,U0000102,동덕여자대학교,,,,,,,,,11,1,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R0,U0000102,동덕여자대학교,,,,,,,,,12,0,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R1,U0000102,동덕여자대학교,,,,,,,,,12,1,False,10,10,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R17,U0000102,동덕여자대학교,다군,,경영학전공,,,,,,8,17,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R15,U0000102,동덕여자대학교,다군,,경영학전공,,,,,,10,15,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R5,U0000102,동덕여자대학교,다군,,경영학전공,,,,,,11,5,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R19,U0000102,동덕여자대학교,다군,,경제학전공,,,,,,8,19,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R17,U0000102,동덕여자대학교,다군,,경제학전공,,,,,,10,17,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R7,U0000102,동덕여자대학교,다군,,경제학전공,,,,,,11,7,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R15,U0000102,동덕여자대학교,다군,,경제학전공,,,,,,12,15,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R3,U0000102,동덕여자대학교,나군,,국사학전공,,,,,,8,3,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R3,U0000102,동덕여자대학교,나군,,국사학전공,,,,,,10,3,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R3,U0000102,동덕여자대학교,나군,,국사학전공,,,,,,12,3,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R2,U0000102,동덕여자대학교,나군,,국어국문학전공,,,,,,8,2,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R2,U0000102,동덕여자대학교,나군,,국어국문학전공,,,,,,10,2,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R2,U0000102,동덕여자대학교,나군,,국어국문학전공,,,,,,12,2,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R18,U0000102,동덕여자대학교,다군,,국제경영학전공,,,,,,8,18,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R16,U0000102,동덕여자대학교,다군,,국제경영학전공,,,,,,10,16,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R6,U0000102,동덕여자대학교,다군,,국제경영학전공,,,,,,11,6,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R14,U0000102,동덕여자대학교,다군,,국제경영학전공,,,,,,12,14,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R4,U0000102,동덕여자대학교,나군,,문예창작전공,,,,,,8,4,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R4,U0000102,동덕여자대학교,나군,,문예창작전공,,,,,,10,4,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R4,U0000102,동덕여자대학교,나군,,문예창작전공,,,,,,12,4,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R14,U0000102,동덕여자대학교,다군,,문헌정보학전공,,,,,,8,14,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R12,U0000102,동덕여자대학교,다군,,문헌정보학전공,,,,,,10,12,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R11,U0000102,동덕여자대학교,다군,,문헌정보학전공,,,,,,12,11,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R10,U0000102,동덕여자대학교,나군,,보건관리학전공,,,,,,8,10,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R10,U0000102,동덕여자대학교,나군,,보건관리학전공,,,,,,10,10,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R3,U0000102,동덕여자대학교,나군,,보건관리학전공,,,,,,11,3,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R8,U0000102,동덕여자대학교,나군,,보건관리학전공,,,,,,12,8,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R15,U0000102,동덕여자대학교,다군,,사회복지학전공,,,,,,8,15,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R13,U0000102,동덕여자대학교,다군,,사회복지학전공,,,,,,10,13,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R12,U0000102,동덕여자대학교,다군,,사회복지학전공,,,,,,12,12,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R9,U0000102,동덕여자대학교,나군,,식품영양학전공,,,,,,8,9,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R9,U0000102,동덕여자대학교,나군,,식품영양학전공,,,,,,10,9,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R2,U0000102,동덕여자대학교,나군,,식품영양학전공,,,,,,11,2,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R7,U0000102,동덕여자대학교,나군,,식품영양학전공,,,,,,12,7,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R16,U0000102,동덕여자대학교,다군,,아동학전공,,,,,,8,16,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R14,U0000102,동덕여자대학교,다군,,아동학전공,,,,,,10,14,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R13,U0000102,동덕여자대학교,다군,,아동학전공,,,,,,12,13,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R13,U0000102,동덕여자대학교,나군,,약학과,,,,,,8,13,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R10,U0000102,동덕여자대학교,나군,,약학과,,,,,,12,10,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R5,U0000102,동덕여자대학교,나군,,영어전공,,,,,,8,5,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R5,U0000102,동덕여자대학교,나군,,영어전공,,,,,,10,5,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R7,U0000102,동덕여자대학교,나군,,유러피언스터디즈전공,,,,,,8,7,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R7,U0000102,동덕여자대학교,나군,,유러피언스터디즈전공,,,,,,10,7,False,2,2,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R11,U0000102,동덕여자대학교,나군,,응용화학전공,,,,,,8,11,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R11,U0000102,동덕여자대학교,나군,,응용화학전공,,,,,,10,11,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R4,U0000102,동덕여자대학교,나군,,응용화학전공,,,,,,11,4,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R9,U0000102,동덕여자대학교,나군,,응용화학전공,,,,,,12,9,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R6,U0000102,동덕여자대학교,나군,,일어일본학전공,,,,,,8,6,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R6,U0000102,동덕여자대학교,나군,,일어일본학전공,,,,,,10,6,False,3,3,0,probable_parser_duplicate
