raw_row_id,source_id,admission_year,univ_id_raw,univ_name_std,campus_id,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,recruitment_unit_strict_key,recruitment_unit_loose_key,grade_dept_id,grade_dept_name_raw,dept_canonical_id,dept_name_canonical,mapping_type,mapping_confidence,raw_percentile_70cut,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,raw_admission_group,raw_section_title,broad_recruitment_unit_flag,shared_admission_score_flag,valid_for_primary_model,exclusion_reason,admission_rows_per_grade_dept,mapping_cardinality
SRC_0000133_2025_0004_T8_R5,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,인문과학계열,인문과학계열,SRC_0000133_2025_0004_T8_R5,인문과학계열,인문과학,,,,,broad_recruitment_unit,0.5,91.00,91.0,raw_percentile_70cut,Tier B,208.0,3.29,47.0,가군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000133_2025_0004_T8_R8,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,의예과,의예과,SRC_0000133_2025_0004_T8_R8,의예과,의예과,DEP_000055,,DEP_000055,의예과,alias_not_present_in_university_grade_list,0.7,99.00,99.0,raw_percentile_70cut,Tier B,10.0,4.1,3.0,가군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000133_2025_0004_T8_R9,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,자연과학계열,자연과학계열,SRC_0000133_2025_0004_T8_R9,자연과학계열,자연과학,,,,,broad_recruitment_unit,0.5,92.50,92.5,raw_percentile_70cut,Tier B,168.0,3.55,42.0,가군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000133_2025_0004_T8_R12,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,미술학과 ( 동양화 ),미술학과 ( 동양화 ),SRC_0000133_2025_0004_T8_R12,미술학과(동양화),미술,DEP_000079,미술,DEP_000079,미술,loose_candidate_review,0.85,78.50,78.5,raw_percentile_70cut,Tier B,18.0,3.56,3.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000133_2025_0004_T8_R13,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,미술학과 ( 서양화 ),미술학과 ( 서양화 ),SRC_0000133_2025_0004_T8_R13,미술학과(서양화),미술,DEP_000079,미술,DEP_000079,미술,loose_candidate_review,0.85,82.50,82.5,raw_percentile_70cut,Tier B,19.0,2.79,1.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000133_2025_0004_T8_R15,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,디자인학과 ( 시각디자인 ),디자인학과 ( 시각디자인 ),SRC_0000133_2025_0004_T8_R15,디자인학과(시각디자인),디자인,DEP_000048,디자인,DEP_000048,디자인,loose_candidate_review,0.85,87.75,87.75,raw_percentile_70cut,Tier B,19.0,4.32,4.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000133_2025_0004_T8_R16,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,디자인학과 ( 써피스디자인 ),디자인학과 ( 써피스디자인 ),SRC_0000133_2025_0004_T8_R16,디자인학과(써피스디자인),디자인,DEP_000048,디자인,DEP_000048,디자인,loose_candidate_review,0.85,82.50,82.5,raw_percentile_70cut,Tier B,19.0,7.26,1.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000133_2025_0004_T8_R18,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,글로벌리더학과,글로벌리더학과,SRC_0000133_2025_0004_T8_R18,글로벌리더학과,글로벌리더,DEP_001362,글로벌리더,DEP_001362,글로벌리더,loose_candidate_review,0.85,92.83,92.83,raw_percentile_70cut,Tier B,30.0,7.13,56.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000133_2025_0004_T8_R19,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,사회과학계열,사회과학계열,SRC_0000133_2025_0004_T8_R19,사회과학계열,사회과학,,,,,broad_recruitment_unit,0.5,92.33,92.33,raw_percentile_70cut,Tier B,233.0,4.06,126.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000133_2025_0004_T8_R23,SRC_0000133_2025_0004,2024,U0000133,성균관대학교,0000133,공학계열,공학계열,SRC_0000133_2025_0004_T8_R23,공학계열,공학,,,,,broad_recruitment_unit,0.5,93.50,93.5,raw_percentile_70cut,Tier B,315.0,4.16,212.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000203_2025_0005_T12_R36,SRC_0000203_2025_0005,2024,U0000203,한양대학교,0000203,연극영화학과 ( 영화전공 ),연극영화학과 ( 영화전공 ),SRC_0000203_2025_0005_T12_R36,연극영화학과(영화전공),연극영화,DEP_000211,연극영화,DEP_000211,연극영화,loose_candidate_review,0.85,90.83,90.83,raw_percentile_70cut,Tier B,10.0,4.6,2.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000203_2025_0005_T12_R38,SRC_0000203_2025_0005,2024,U0000203,한양대학교,0000203,정보시스템학과 ( 상경 ),정보시스템학과 ( 상경 ),SRC_0000203_2025_0005_T12_R38,정보시스템학과(상경),정보시스템,DEP_001340,정보시스템,DEP_001340,정보시스템,loose_candidate_review,0.85,93.00,93.0,raw_percentile_70cut,Tier B,17.0,7.0,28.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000120_2025_0006_T9_R0,SRC_0000120_2025_0006,2024,U0000120,서강대학교,0000120,인문학부,인문학부,SRC_0000120_2025_0006_T9_R0,인문학부,인문,DEP_001071,,DEP_001071,인문,alias_not_present_in_university_grade_list,0.7,91,91.0,raw_percentile_70cut,Tier B,59.0,4.37,11.0,나군 수능 ( 일반 ),,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000120_2025_0006_T9_R1,SRC_0000120_2025_0006,2024,U0000120,서강대학교,0000120,영문학부,영문학부,SRC_0000120_2025_0006_T9_R1,영문학부,영문,DEP_001287,영문,DEP_001287,영문,loose_candidate_review,0.85,90.5,90.5,raw_percentile_70cut,Tier B,35.0,4.57,19.0,나군 수능 ( 일반 ),,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000120_2025_0006_T9_R4,SRC_0000120_2025_0006,2024,U0000120,서강대학교,0000120,사회과학부,사회과학부,SRC_0000120_2025_0006_T9_R4,사회과학부,사회과,DEP_000667,,DEP_000667,사회과,alias_not_present_in_university_grade_list,0.7,90.83,90.83,raw_percentile_70cut,Tier B,36.0,4.22,27.0,나군 수능 ( 일반 ),,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000120_2025_0006_T9_R7,SRC_0000120_2025_0006,2024,U0000120,서강대학교,0000120,글로벌한국학부,글로벌한국학부,SRC_0000120_2025_0006_T9_R7,글로벌한국학부,글로벌한국,DEP_000352,글로벌한국,DEP_000352,글로벌한국,loose_candidate_review,0.85,90.83,90.83,raw_percentile_70cut,Tier B,3.0,11.0,1.0,나군 수능 ( 일반 ),,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000120_2025_0006_T9_R8,SRC_0000120_2025_0006,2024,U0000120,서강대학교,0000120,지식융합미디어학부,지식융합미디어학부,SRC_0000120_2025_0006_T9_R8,지식융합미디어학부,지식융합미디어,,,,,unmatched,0.0,92.17,92.17,raw_percentile_70cut,Tier B,35.0,4.71,22.0,나군 수능 ( 일반 ),,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R6,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,도시계획ㆍ부동산학과,도시계획ᆞ부동산학과,SRC_0000175_2025_0007_T7_R6,도시계획ᆞ부동산학과,도시계획부동산,DEP_000282,도시계획부동산,DEP_000282,도시계획부동산,loose_candidate_review,0.85,91.14,91.14,raw_percentile_70cut,Tier B,18.0,4.3,5.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R13,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,경영학부 ( 글로벌금융 ),경영학부 ( 글로벌금융 ),SRC_0000175_2025_0007_T7_R13,경영학부(글로벌금융),경영,DEP_000001,경영,DEP_000001,경영,loose_candidate_review,0.85,92.49,92.49,raw_percentile_70cut,Tier B,25.0,4.1,11.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R15,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,간호학과 ( 자연 ),간호학과 ( 자연 ),SRC_0000175_2025_0007_T7_R15,간호학과(자연),간호,DEP_000003,간호,DEP_000003,간호,loose_candidate_review,0.85,90.50,90.5,raw_percentile_70cut,Tier B,50.0,4.5,17.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R16,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,생명자원공학부 ( 동물생명공학 ),생명자원공학부 ( 동물생명공학 ),SRC_0000175_2025_0007_T7_R16,생명자원공학부(동물생명공학),생명자원공,,,,,unmatched,0.0,75.43,75.43,raw_percentile_70cut,Tier B,25.0,5.2,36.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R17,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,생명자원공학부 ( 식물생명공학 ),생명자원공학부 ( 식물생명공학 ),SRC_0000175_2025_0007_T7_R17,생명자원공학부(식물생명공학),생명자원공,,,,,unmatched,0.0,71.75,71.75,raw_percentile_70cut,Tier B,22.0,5.2,31.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R18,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,식품공학부 ( 식품공학 ),식품공학부 ( 식품공학 ),SRC_0000175_2025_0007_T7_R18,식품공학부(식품공학),식품공,,,,,unmatched,0.0,74.70,74.7,raw_percentile_70cut,Tier B,35.0,5.4,42.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R19,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,식품공학부 ( 식품영양 ),식품공학부 ( 식품영양 ),SRC_0000175_2025_0007_T7_R19,식품공학부(식품영양),식품공,,,,,unmatched,0.0,74.13,74.13,raw_percentile_70cut,Tier B,19.0,5.3,20.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R20,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,시스템생명공학과,시스템생명공학과,SRC_0000175_2025_0007_T7_R20,시스템생명공학과,시스템생명공,DEP_000694,,DEP_000694,시스템생명공,alias_not_present_in_university_grade_list,0.7,78.34,78.34,raw_percentile_70cut,Tier B,23.0,5.0,34.0,가군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000175_2025_0007_T7_R21,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,첨단소재공학과,첨단소재공학과,SRC_0000175_2025_0007_T7_R21,첨단소재공학과,첨단소재공,DEP_000830,,DEP_000830,첨단소재공,alias_not_present_in_university_grade_list,0.7,80.40,80.4,raw_percentile_70cut,Tier B,15.0,7.8,19.0,가군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000175_2025_0007_T7_R22,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,디자인학부 ( 공예 ),디자인학부 ( 공예 ),SRC_0000175_2025_0007_T7_R22,디자인학부(공예),디자인,,,,,unmatched,0.0,79.70,79.7,raw_percentile_70cut,Tier B,6.0,4.3,1.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R23,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,디자인학부 ( 산업디자인 ),디자인학부 ( 산업디자인 ),SRC_0000175_2025_0007_T7_R23,디자인학부(산업디자인),디자인,,,,,unmatched,0.0,79.20,79.2,raw_percentile_70cut,Tier B,8.0,4.4,3.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R24,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,디자인학부 ( 시각디자인 ),디자인학부 ( 시각디자인 ),SRC_0000175_2025_0007_T7_R24,디자인학부(시각디자인),디자인,,,,,unmatched,0.0,82.56,82.56,raw_percentile_70cut,Tier B,7.0,4.6,7.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R25,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,디자인학부 ( 실내환경디자인 ),디자인학부 ( 실내환경디자인 ),SRC_0000175_2025_0007_T7_R25,디자인학부(실내환경디자인),디자인,,,,,unmatched,0.0,80.16,80.16,raw_percentile_70cut,Tier B,10.0,4.1,6.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R26,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,디자인학부 ( 패션 ),디자인학부 ( 패션 ),SRC_0000175_2025_0007_T7_R26,디자인학부(패션),디자인,,,,,unmatched,0.0,78.80,78.8,raw_percentile_70cut,Tier B,23.0,4.0,4.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000175_2025_0007_T7_R28,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,유럽문화학부 ( 독일어문학 ),유럽문화학부 ( 독일어문학 ),SRC_0000175_2025_0007_T7_R28,유럽문화학부(독일어문학),유럽문화,DEP_000511,유럽문화,DEP_000511,유럽문화,loose_candidate_review,0.85,89.74,89.74,raw_percentile_70cut,Tier B,10.0,4.9,3.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R29,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,유럽문화학부 ( 프랑스어문학 ),유럽문화학부 ( 프랑스어문학 ),SRC_0000175_2025_0007_T7_R29,유럽문화학부(프랑스어문학),유럽문화,DEP_000511,유럽문화,DEP_000511,유럽문화,loose_candidate_review,0.85,89.56,89.56,raw_percentile_70cut,Tier B,12.0,4.0,6.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R30,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,유럽문화학부 ( 러시아어문학 ),유럽문화학부 ( 러시아어문학 ),SRC_0000175_2025_0007_T7_R30,유럽문화학부(러시아어문학),유럽문화,DEP_000511,유럽문화,DEP_000511,유럽문화,loose_candidate_review,0.85,90.34,90.34,raw_percentile_70cut,Tier B,10.0,4.1,6.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R31,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,아시아문화학부 ( 일본어문학 ),아시아문화학부 ( 일본어문학 ),SRC_0000175_2025_0007_T7_R31,아시아문화학부(일본어문학),아시아문화,DEP_001244,아시아문화,DEP_001244,아시아문화,loose_candidate_review,0.85,90.82,90.82,raw_percentile_70cut,Tier B,12.0,3.9,6.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R32,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,아시아문화학부 ( 중국어문학 ),아시아문화학부 ( 중국어문학 ),SRC_0000175_2025_0007_T7_R32,아시아문화학부(중국어문학),아시아문화,DEP_001244,아시아문화,DEP_001244,아시아문화,loose_candidate_review,0.85,90.52,90.52,raw_percentile_70cut,Tier B,15.0,3.8,5.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R33,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,정치ㆍ국제학과,정치ᆞ국제학과,SRC_0000175_2025_0007_T7_R33,정치ᆞ국제학과,정치국제,DEP_001364,정치국제,DEP_001364,정치국제,loose_candidate_review,0.85,90.42,90.42,raw_percentile_70cut,Tier B,22.0,4.0,6.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R39,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,사회기반시스템공학부 ( 도시시스템공학 ),사회기반시스템공학부 ( 도시시스템공학 ),SRC_0000175_2025_0007_T7_R39,사회기반시스템공학부(도시시스템공학),사회기반시스템공,DEP_000486,사회기반시스템공,DEP_000486,사회기반시스템공,loose_candidate_review,0.85,92.55,92.55,raw_percentile_70cut,Tier B,10.0,5.3,3.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R40,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,사회기반시스템공학부 ( 건설환경플랜트공학 ),사회기반시스템공학부 ( 건설환경플랜트공학 ),SRC_0000175_2025_0007_T7_R40,사회기반시스템공학부(건설환경플랜트공학),사회기반시스템공,DEP_000486,사회기반시스템공,DEP_000486,사회기반시스템공,loose_candidate_review,0.85,91.26,91.26,raw_percentile_70cut,Tier B,20.0,5.4,3.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R51,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,산업보안학과 ( 자연 ),산업보안학과 ( 자연 ),SRC_0000175_2025_0007_T7_R51,산업보안학과(자연),산업보안,DEP_000559,산업보안,DEP_000559,산업보안,loose_candidate_review,0.85,92.79,92.79,raw_percentile_70cut,Tier B,10.0,4.0,4.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R52,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,의학부,의학부,SRC_0000175_2025_0007_T7_R52,의학부,의,DEP_000035,의,DEP_000035,의,loose_candidate_review,0.85,98.77,98.77,raw_percentile_70cut,Tier B,45.0,3.6,29.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R53,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,간호학과 ( 인문 ),간호학과 ( 인문 ),SRC_0000175_2025_0007_T7_R53,간호학과(인문),간호,DEP_000003,간호,DEP_000003,간호,loose_candidate_review,0.85,91.94,91.94,raw_percentile_70cut,Tier B,40.0,3.7,14.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R54,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,공연영상창작학부 ( 영화 ),공연영상창작학부 ( 영화 ),SRC_0000175_2025_0007_T7_R54,공연영상창작학부(영화),공연영상창작,DEP_000669,공연영상창작,DEP_000669,공연영상창작,loose_candidate_review,0.85,90.50,90.5,raw_percentile_70cut,Tier B,22.0,4.5,9.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R55,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,공연영상창작학부 ( 사진 ),공연영상창작학부 ( 사진 ),SRC_0000175_2025_0007_T7_R55,공연영상창작학부(사진),공연영상창작,DEP_000669,공연영상창작,DEP_000669,공연영상창작,loose_candidate_review,0.85,79.52,79.52,raw_percentile_70cut,Tier B,23.0,3.7,11.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000175_2025_0007_T7_R56,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,예술공학부,예술공학부,SRC_0000175_2025_0007_T7_R56,예술공학부,예술공,DEP_001220,,DEP_001220,예술공,alias_not_present_in_university_grade_list,0.7,76.50,76.5,raw_percentile_70cut,Tier B,51.0,4.6,48.0,나군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000175_2025_0007_T7_R59,SRC_0000175_2025_0007,2024,U0000175,중앙대학교,0000175,경영학부 ( 경영학 ),경영학부 ( 경영학 ),SRC_0000175_2025_0007_T7_R59,경영학부(경영학),경영,DEP_000001,경영,DEP_000001,경영,loose_candidate_review,0.85,92.45,92.45,raw_percentile_70cut,Tier B,205.0,21.8,1571.0,다군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000163_2025_0008_T7_R0,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,계열별 통합선발 ( 인문계열 ),계열별 통합선발 ( 인문계열 ),SRC_0000163_2025_0008_T7_R0,계열별통합선발(인문계열),별통합선발,,,,,broad_recruitment_unit,0.5,89.33,89.33,raw_percentile_70cut,Tier B,193.0,2.8,45.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000163_2025_0008_T7_R9,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,의예과 ( 인문 ),의예과 ( 인문 ),SRC_0000163_2025_0008_T7_R9,의예과(인문),의예과,DEP_000055,의예과,DEP_000055,의예과,loose_candidate_review,0.85,96.83,96.83,raw_percentile_70cut,Tier B,8.0,3.6,0.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000163_2025_0008_T7_R10,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,뇌·인지과학부 ( 인문 ),뇌·인지과학부 ( 인문 ),SRC_0000163_2025_0008_T7_R10,뇌·인지과학부(인문),뇌인지과,DEP_002589,뇌・인지과,DEP_002589,뇌・인지과,loose_candidate_review,0.85,93.17,93.17,raw_percentile_70cut,Tier B,5.0,5.4,0.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000163_2025_0008_T7_R11,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,인공지능학과 ( 인문 ),인공지능학과 ( 인문 ),SRC_0000163_2025_0008_T7_R11,인공지능학과(인문),인공지능,DEP_000054,인공지능,DEP_000054,인공지능,loose_candidate_review,0.85,90.33,90.33,raw_percentile_70cut,Tier B,8.0,6.5,1.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000163_2025_0008_T7_R12,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,데이터사이언스학과 ( 인문 ),데이터사이언스학과 ( 인문 ),SRC_0000163_2025_0008_T7_R12,데이터사이언스학과(인문),데이터사이언스,DEP_000081,데이터사이언스,DEP_000081,데이터사이언스,loose_candidate_review,0.85,89.00,89.0,raw_percentile_70cut,Tier B,10.0,5.6,2.0,나군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000163_2025_0008_T7_R13,SRC_0000163_2025_0008,2024,U0000163,이화여자대학교,0000163,계열별 통합선발 ( 자연계열 ),계열별 통합선발 ( 자연계열 ),SRC_0000163_2025_0008_T7_R13,계열별통합선발(자연계열),별통합선발,,,,,broad_recruitment_unit,0.5,90.50,90.5,raw_percentile_70cut,Tier B,157.0,3.0,43.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
