univ_name_std,dept_name_std,major_group,regular_terms_observed,dept_strict_key,dept_loose_key,dept_canonical_id,dept_name_canonical,grade_canonical_match_status
가톨릭관동대학교,광고홍보학,기타,2,광고홍보학,광고홍보학,DEP_000576,광고홍보학,strict_alias_matched
가톨릭관동대학교,국어교육과,교육,2,국어교육과,국어교육과,DEP_000026,국어교육과,strict_alias_matched
가톨릭관동대학교,군사학,법행정경찰소방,2,군사학,군사학,DEP_001063,군사학,strict_alias_matched
가톨릭관동대학교,기술창업,경영경제,2,기술창업,기술창업,DEP_003795,기술창업,strict_alias_matched
가톨릭관동대학교,디지털헬스케어,기타,2,디지털헬스케어,디지털헬스케어,DEP_000474,디지털헬스케어,strict_alias_matched
가톨릭관동대학교,무인항공,공학,2,무인항공,무인항공,DEP_003468,무인항공,strict_alias_matched
가톨릭관동대학교,바이오메디컬,생명식품농림,2,바이오메디컬,바이오메디컬,DEP_000293,바이오메디컬,strict_alias_matched
가톨릭관동대학교,바이오융합공,생명식품농림,2,바이오융합공,바이오융합공,DEP_000641,바이오융합공,strict_alias_matched
가톨릭관동대학교,반려동물학,생명식품농림,2,반려동물학,반려동물학,DEP_004375,반려동물학,strict_alias_matched
가톨릭관동대학교,방송연예,기타,2,방송연예,방송연예,DEP_000799,방송연예,strict_alias_matched
가톨릭관동대학교,복지상담,사회복지상담심리,2,복지상담,복지상담,DEP_000642,복지상담,strict_alias_matched
가톨릭관동대학교,뷰티디자인,예체능디자인,2,뷰티디자인,뷰티디자인,DEP_000154,뷰티디자인,strict_alias_matched
가톨릭관동대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
가톨릭관동대학교,사회복지학,사회복지상담심리,2,사회복지학,사회복지학,DEP_000072,사회복지학,strict_alias_matched
가톨릭관동대학교,산림치유,생명식품농림,2,산림치유,산림치유,DEP_001817,산림치유,strict_alias_matched
가톨릭관동대학교,소프트웨어,컴퓨터AI,2,소프트웨어,소프트웨어,DEP_000036,소프트웨어,strict_alias_matched
가톨릭관동대학교,수학교육과,교육,2,수학교육과,수학교육과,DEP_000017,수학교육과,strict_alias_matched
가톨릭관동대학교,스마트통합치유,기타,2,스마트통합치유,스마트통합치유,DEP_003559,스마트통합치유,strict_alias_matched
가톨릭관동대학교,스마트항만공학,기타,2,스마트항만공학,스마트항만공학,DEP_003829,스마트항만공학,strict_alias_matched
가톨릭관동대학교,스포츠건강관리,예체능디자인,2,스포츠건강관리,스포츠건강관리,DEP_000421,스포츠건강관리,strict_alias_matched
가톨릭관동대학교,스포츠건강관리학,예체능디자인,2,스포츠건강관리학,스포츠건강관리학,DEP_000792,스포츠건강관리학,strict_alias_matched
가톨릭관동대학교,스포츠레저,예체능디자인,2,스포츠레저,스포츠레저,DEP_000189,스포츠레저,strict_alias_matched
가톨릭관동대학교,스포츠레저학,예체능디자인,2,스포츠레저학,스포츠레저학,DEP_000942,스포츠레저학,strict_alias_matched
가톨릭관동대학교,스포츠지도,예체능디자인,2,스포츠지도,스포츠지도,DEP_000152,스포츠지도,strict_alias_matched
가톨릭관동대학교,스포츠지도학,예체능디자인,2,스포츠지도학,스포츠지도학,DEP_000897,스포츠지도학,strict_alias_matched
가톨릭관동대학교,실용음악,예체능디자인,2,실용음악,실용음악,DEP_000070,실용음악,strict_alias_matched
가톨릭관동대학교,안경광,보건의료,2,안경광,안경광,DEP_000130,안경광,strict_alias_matched
가톨릭관동대학교,언어재활,보건의료,2,언어재활,언어재활,DEP_002273,언어재활,strict_alias_matched
가톨릭관동대학교,언어재활상담,보건의료,2,언어재활상담,언어재활상담,DEP_001036,언어재활상담,strict_alias_matched
가톨릭관동대학교,역사교육과,교육,2,역사교육과,역사교육과,DEP_000074,역사교육과,strict_alias_matched
가톨릭관동대학교,연기예술,기타,2,연기예술,연기예술,DEP_000252,연기예술,strict_alias_matched
가톨릭관동대학교,영어교육과,교육,2,영어교육과,영어교육과,DEP_000019,영어교육과,strict_alias_matched
가톨릭관동대학교,영어영문,언어인문,1,영어영문,영어영문,DEP_000007,영어영문,strict_alias_matched
가톨릭관동대학교,의,보건의료,2,의,의,DEP_000035,의,strict_alias_matched
가톨릭관동대학교,의료IT,보건의료,2,의료it,의료it,DEP_000585,의료IT,strict_alias_matched
가톨릭관동대학교,의료경영,보건의료,2,의료경영,의료경영,DEP_000160,의료경영,strict_alias_matched
가톨릭관동대학교,의료경영학,보건의료,2,의료경영학,의료경영학,DEP_003390,의료경영학,strict_alias_matched
가톨릭관동대학교,의료공,보건의료,2,의료공,의료공,DEP_000463,의료공,strict_alias_matched
가톨릭관동대학교,의생명과,생명식품농림,2,의생명과,의생명과,DEP_000191,의생명과,strict_alias_matched
가톨릭관동대학교,임상병리,보건의료,2,임상병리,임상병리,DEP_000061,임상병리,strict_alias_matched
가톨릭관동대학교,자율,기타,1,자율,자율,DEP_000133,자율,strict_alias_matched
가톨릭관동대학교,전자공,공학,2,전자공,전자공,DEP_000011,전자공,strict_alias_matched
가톨릭관동대학교,조리외식경영,경영경제,2,조리외식경영,조리외식경영,DEP_002637,조리외식경영,strict_alias_matched
가톨릭관동대학교,조리외식경영학,경영경제,2,조리외식경영학,조리외식경영학,DEP_000877,조리외식경영학,strict_alias_matched
가톨릭관동대학교,중독재활,보건의료,2,중독재활,중독재활,DEP_003848,중독재활,strict_alias_matched
가톨릭관동대학교,중독재활상담,보건의료,2,중독재활상담,중독재활상담,DEP_001008,중독재활상담,strict_alias_matched
가톨릭관동대학교,지리교육과,교육,2,지리교육과,지리교육과,DEP_000110,지리교육과,strict_alias_matched
가톨릭관동대학교,창업지식재산,경영경제,2,창업지식재산,창업지식재산,DEP_004132,창업지식재산,strict_alias_matched
가톨릭관동대학교,체육교육과,교육,2,체육교육과,체육교육과,DEP_000047,체육교육과,strict_alias_matched
가톨릭관동대학교,치매전문재활,보건의료,2,치매전문재활,치매전문재활,DEP_001754,치매전문재활,strict_alias_matched
가톨릭관동대학교,치위생,보건의료,2,치위생,치위생,DEP_000051,치위생,strict_alias_matched
가톨릭관동대학교,컴퓨터교육과,컴퓨터AI,2,컴퓨터교육과,컴퓨터교육과,DEP_000129,컴퓨터교육과,strict_alias_matched
가톨릭관동대학교,콘텐츠제작,기타,2,콘텐츠제작,콘텐츠제작,DEP_002539,콘텐츠제작,strict_alias_matched
가톨릭관동대학교,토목공,건축토목환경,2,토목공,토목공,DEP_000049,토목공,strict_alias_matched
가톨릭관동대학교,통합치유,기타,2,통합치유,통합치유,DEP_000702,통합치유,strict_alias_matched
가톨릭관동대학교,항공경영물류,경영경제,2,항공경영물류,항공경영물류,DEP_003451,항공경영물류,strict_alias_matched
가톨릭관동대학교,항공교통물류,경영경제,2,항공교통물류,항공교통물류,DEP_000238,항공교통물류,strict_alias_matched
가톨릭관동대학교,항공운항,공학,2,항공운항,항공운항,DEP_000151,항공운항,strict_alias_matched
가톨릭관동대학교,항공운항서비스,공학,2,항공운항서비스,항공운항서비스,DEP_000875,항공운항서비스,strict_alias_matched
가톨릭관동대학교,항공정비,공학,2,항공정비,항공정비,DEP_000209,항공정비,strict_alias_matched
가톨릭관동대학교,항공정비학,공학,2,항공정비학,항공정비학,DEP_003122,항공정비학,strict_alias_matched
가톨릭관동대학교,해양경찰학,법행정경찰소방,2,해양경찰학,해양경찰학,DEP_000914,해양경찰학,strict_alias_matched
가톨릭관동대학교,해양치유레저,생명식품농림,2,해양치유레저,해양치유레저,DEP_003841,해양치유레저,strict_alias_matched
가톨릭관동대학교,행정,법행정경찰소방,2,행정,행정,DEP_000006,행정,strict_alias_matched
가톨릭관동대학교,행정학,법행정경찰소방,2,행정학,행정학,DEP_000115,행정학,strict_alias_matched
가톨릭관동대학교,호텔경영,경영경제,2,호텔경영,호텔경영,DEP_000116,호텔경영,strict_alias_matched
가톨릭관동대학교,호텔경영학,경영경제,2,호텔경영학,호텔경영학,DEP_001048,호텔경영학,strict_alias_matched
가톨릭꽃동네대학교,간호,간호,2,간호,간호,DEP_000003,간호,strict_alias_matched
가톨릭꽃동네대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
가톨릭꽃동네대학교,사회복지·상담심리,사회복지상담심리,2,사회복지·상담심리,사회복지상담심리,DEP_002621,사회복지·상담심리,strict_alias_matched
가톨릭꽃동네대학교,사회복지・상담심리사회복지,사회복지상담심리,2,사회복지·상담심리사회복지,사회복지상담심리사회복지,DEP_003784,사회복지・상담심리사회복지,strict_alias_matched
가톨릭꽃동네대학교,사회복지・상담심리상담심리,사회복지상담심리,2,사회복지·상담심리상담심리,사회복지상담심리상담심리,DEP_003964,사회복지・상담심리상담심리,strict_alias_matched
가톨릭꽃동네대학교,상담심리,사회복지상담심리,2,상담심리,상담심리,DEP_000023,상담심리,strict_alias_matched
가톨릭대학교,IT파이낸스,기타,2,it파이낸스,it파이낸스,DEP_002853,IT파이낸스,strict_alias_matched
가톨릭대학교,경영,경영경제,2,경영,경영,DEP_000001,경영,strict_alias_matched
가톨릭대학교,경제,경영경제,2,경제,경제,DEP_000013,경제,strict_alias_matched
가톨릭대학교,공간디자인・소비자,건축토목환경,2,공간디자인·소비자,공간디자인소비자,DEP_001740,공간디자인・소비자,strict_alias_matched
가톨릭대학교,국사,언어인문,2,국사,국사,DEP_000256,국사,strict_alias_matched
가톨릭대학교,국어국문,언어인문,2,국어국문,국어국문,DEP_000012,국어국문,strict_alias_matched
가톨릭대학교,국제,기타,2,국제,국제,DEP_000062,국제,strict_alias_matched
가톨릭대학교,글로벌미래경영,경영경제,2,글로벌미래경영,글로벌미래경영,DEP_002410,글로벌미래경영,strict_alias_matched
가톨릭대학교,데이터사이언스,컴퓨터AI,2,데이터사이언스,데이터사이언스,DEP_000081,데이터사이언스,strict_alias_matched
가톨릭대학교,물리,기타,2,물리,물리,DEP_000032,물리,strict_alias_matched
가톨릭대학교,미디어기술콘텐츠,기타,2,미디어기술콘텐츠,미디어기술콘텐츠,DEP_001488,미디어기술콘텐츠,strict_alias_matched
가톨릭대학교,바이오메디컬소프트웨어,컴퓨터AI,2,바이오메디컬소프트웨어,바이오메디컬소프트웨어,DEP_003711,바이오메디컬소프트웨어,strict_alias_matched
가톨릭대학교,바이오메디컬화학공,생명식품농림,2,바이오메디컬화학공,바이오메디컬화학공,DEP_001406,바이오메디컬화학공,strict_alias_matched
가톨릭대학교,법,법행정경찰소방,2,법,법,DEP_000016,법,strict_alias_matched
가톨릭대학교,사회,기타,2,사회,사회,DEP_000041,사회,strict_alias_matched
가톨릭대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
가톨릭대학교,생명공,생명식품농림,2,생명공,생명공,DEP_000097,생명공,strict_alias_matched
가톨릭대학교,세무회계금융,경영경제,2,세무회계금융,세무회계금융,DEP_002479,세무회계금융,strict_alias_matched
가톨릭대학교,수,기타,2,수,수,DEP_000015,수,strict_alias_matched
가톨릭대학교,식품영양,생명식품농림,2,식품영양,식품영양,DEP_000005,식품영양,strict_alias_matched
가톨릭대학교,심리,사회복지상담심리,2,심리,심리,DEP_000052,심리,strict_alias_matched
가톨릭대학교,아동,사회복지상담심리,2,아동,아동,DEP_000069,아동,strict_alias_matched
가톨릭대학교,약,보건의료,2,약,약,DEP_000031,약,strict_alias_matched
가톨릭대학교,에너지환경공,공학,2,에너지환경공,에너지환경공,DEP_000569,에너지환경공,strict_alias_matched
가톨릭대학교,영어영문,언어인문,2,영어영문,영어영문,DEP_000007,영어영문,strict_alias_matched
가톨릭대학교,음악과,예체능디자인,2,음악과,음악과,DEP_000127,음악과,strict_alias_matched
가톨릭대학교,의류,기타,2,의류,의류,DEP_000108,의류,strict_alias_matched
가톨릭대학교,의생명과,생명식품농림,2,의생명과,의생명과,DEP_000191,의생명과,strict_alias_matched
가톨릭대학교,인공지능,컴퓨터AI,2,인공지능,인공지능,DEP_000054,인공지능,strict_alias_matched
가톨릭대학교,일어일본문화,언어인문,2,일어일본문화,일어일본문화,DEP_002158,일어일본문화,strict_alias_matched
가톨릭대학교,정보통신전자공,컴퓨터AI,2,정보통신전자공,정보통신전자공,DEP_001438,정보통신전자공,strict_alias_matched
가톨릭대학교,종교,신학종교,1,종교,종교,DEP_000644,종교,strict_alias_matched
가톨릭대학교,중국언어문화,언어인문,2,중국언어문화,중국언어문화,DEP_000268,중국언어문화,strict_alias_matched
가톨릭대학교,철,언어인문,2,철,철,DEP_000034,철,strict_alias_matched
가톨릭대학교,컴퓨터정보공,컴퓨터AI,2,컴퓨터정보공,컴퓨터정보공,DEP_000258,컴퓨터정보공,strict_alias_matched
가톨릭대학교,특수교육과,교육,2,특수교육과,특수교육과,DEP_000071,특수교육과,strict_alias_matched
가톨릭대학교,프랑스어문화,언어인문,2,프랑스어문화,프랑스어문화,DEP_003215,프랑스어문화,strict_alias_matched
가톨릭대학교,행정,법행정경찰소방,2,행정,행정,DEP_000006,행정,strict_alias_matched
가톨릭대학교,화,생명식품농림,2,화,화,DEP_000014,화,strict_alias_matched
가톨릭대학교,회계,경영경제,2,회계,회계,DEP_000068,회계,strict_alias_matched
가톨릭대학교_제2캠퍼스,간호,간호,2,간호,간호,DEP_000003,간호,strict_alias_matched
가톨릭대학교_제2캠퍼스,의,보건의료,2,의,의,DEP_000035,의,strict_alias_matched
가톨릭대학교_제2캠퍼스,의예과,보건의료,2,의예과,의예과,DEP_000055,의예과,strict_alias_matched
가톨릭대학교_제3캠퍼스,신,신학종교,2,신,신,DEP_000033,신,strict_alias_matched
감리교신학대학교,신,신학종교,1,신,신,DEP_000033,신,strict_alias_matched
강남대학교,ICT공,기타,2,ict공,ict공,DEP_001366,ICT공,strict_alias_matched
강남대학교,ICT융합공,기타,2,ict융합공,ict융합공,DEP_000497,ICT융합공,strict_alias_matched
강남대학교,IoT전자공,공학,2,iot전자공,iot전자공,DEP_003240,IoT전자공,strict_alias_matched
강남대학교,경제세무,경영경제,2,경제세무,경제세무,DEP_001760,경제세무,strict_alias_matched
강남대학교,공공인재,기타,2,공공인재,공공인재,DEP_000171,공공인재,strict_alias_matched
강남대학교,교육,교육,2,교육,교육,DEP_000027,교육,strict_alias_matched
강남대학교,글로벌,기타,2,글로벌,글로벌,DEP_000645,글로벌,strict_alias_matched
강남대학교,글로벌경영,경영경제,2,글로벌경영,글로벌경영,DEP_000083,글로벌경영,strict_alias_matched
강남대학교,글로벌문화,언어인문,2,글로벌문화,글로벌문화,DEP_001128,글로벌문화,strict_alias_matched
강남대학교,기독교,신학종교,2,기독교,기독교,DEP_000197,기독교,strict_alias_matched
강남대학교,복지융합인재미술문화복지,언어인문,2,복지융합인재미술문화복지,복지융합인재미술문화복지,DEP_004246,복지융합인재미술문화복지,strict_alias_matched
강남대학교,복지융합인재스포츠복지,예체능디자인,2,복지융합인재스포츠복지,복지융합인재스포츠복지,DEP_003271,복지융합인재스포츠복지,strict_alias_matched
강남대학교,복지융합인재유니버설비주얼디자인,예체능디자인,2,복지융합인재유니버설비주얼디자인,복지융합인재유니버설비주얼디자인,DEP_003472,복지융합인재유니버설비주얼디자인,strict_alias_matched
강남대학교,부동산건설,경영경제,2,부동산건설,부동산건설,DEP_001150,부동산건설,strict_alias_matched
강남대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
강남대학교,산업데이터사이언스,컴퓨터AI,2,산업데이터사이언스,산업데이터사이언스,DEP_002848,산업데이터사이언스,strict_alias_matched
강남대학교,소프트웨어응용,컴퓨터AI,2,소프트웨어응용,소프트웨어응용,DEP_001977,소프트웨어응용,strict_alias_matched
강남대학교,스포츠복지,예체능디자인,2,스포츠복지,스포츠복지,DEP_000868,스포츠복지,strict_alias_matched
강남대학교,실버산업,기타,2,실버산업,실버산업,DEP_000768,실버산업,strict_alias_matched
강남대학교,예체능스포츠복지,예체능디자인,2,예체능스포츠복지,예체능스포츠복지,DEP_001908,예체능스포츠복지,strict_alias_matched
강남대학교,예체능유니버설아트디자인,예체능디자인,2,예체능유니버설아트디자인,예체능유니버설아트디자인,DEP_001570,예체능유니버설아트디자인,strict_alias_matched
강남대학교,예체능음악학,예체능디자인,2,예체능음악학,예체능음악학,DEP_001746,예체능음악학,strict_alias_matched
강남대학교,유니버설아트디자인,예체능디자인,1,유니버설아트디자인,유니버설아트디자인,DEP_002469,유니버설아트디자인,strict_alias_matched
강남대학교,유아교육과,교육,2,유아교육과,유아교육과,DEP_000008,유아교육과,strict_alias_matched
강남대학교,융합자율,기타,2,융합자율,융합자율,DEP_004306,융합자율,strict_alias_matched
