univ_name_std,dept_canonical_id,dept_name_canonical,campus_id,campus_ambiguous_flag,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,source_rows_n,admission_groups,source_conflict_flag,mapping_type,mapping_confidence,mapping_cardinality,shared_admission_score_flag,primary_sample_flag,analysis_sample_tier_ab_flag
강원대학교,DEP_000038,정치외교,0000003,False,정치외교학과,정치외교학과,SRC_0000003_2025_0047_T7_R19,75.0,raw_percentile_70cut,Tier B,7.0,11.14,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000041,사회,0000003,False,사회학과,사회학과,SRC_0000003_2025_0047_T7_R18,71.13,raw_percentile_70cut,Tier B,7.0,4.43,12.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000046,스포츠과,0000003,False,스포츠과학과,스포츠과학과,SRC_0000003_2025_0047_T7_R13,59.25,raw_percentile_70cut,Tier B,18.0,4.89,6.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000047,체육교육과,0000003,False,체육교육과,체육교육과,SRC_0000003_2025_0047_T7_R45,68.88,raw_percentile_70cut,Tier B,12.0,4.83,2.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000050,전기전자공,0000003,False,전기전자공학과,전기전자공학과,SRC_0000003_2025_0047_T7_R56,76.25,raw_percentile_70cut,Tier B,24.0,5.25,29.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000059,관광경영,0000003,False,관광경영학과,관광경영학과,SRC_0000003_2025_0047_T7_R2,76.75,raw_percentile_70cut,Tier B,6.0,5.5,5.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000074,역사교육과,0000003,False,역사교육과,역사교육과,SRC_0000003_2025_0047_T7_R36,74.38,raw_percentile_70cut,Tier B,9.0,5.22,7.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000082,윤리교육과,0000003,False,윤리교육과,윤리교육과,SRC_0000003_2025_0047_T7_R38,77.88,raw_percentile_70cut,Tier B,4.0,4.5,4.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000086,부동산,0000003,False,부동산학과,부동산학과,SRC_0000003_2025_0047_T7_R17,75.63,raw_percentile_70cut,Tier B,6.0,7.830000000000001,10.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000110,지리교육과,0000003,False,지리교육과,지리교육과,SRC_0000003_2025_0047_T7_R40,75.63,raw_percentile_70cut,Tier B,3.0,7.330000000000001,1.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000150,AI융합,0000003,False,AI 융합학과,AI 융합학과,SRC_0000003_2025_0047_T7_R59,76.38,raw_percentile_70cut,Tier B,13.0,4.23,11.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000163,가정교육과,0000003,False,가정교육과,가정교육과,SRC_0000003_2025_0047_T7_R42,74.25,raw_percentile_70cut,Tier B,5.0,10.8,3.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000198,한문교육과,0000003,False,한문교육과,한문교육과,SRC_0000003_2025_0047_T7_R41,74.25,raw_percentile_70cut,Tier B,6.0,4.83,6.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000200,수의예과,0000003,False,수의예과,수의예과,SRC_0000003_2025_0047_T7_R21,97.5,raw_percentile_70cut,Tier B,10.0,7.4,7.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000220,일반사회교육과,0000003,False,일반사회교육과,일반사회교육과,SRC_0000003_2025_0047_T7_R39,76.88,raw_percentile_70cut,Tier B,8.0,5.38,13.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
강원대학교,DEP_000230,국제무역,0000003,False,국제무역학과,국제무역학과,SRC_0000003_2025_0047_T7_R3,74.5,raw_percentile_70cut,Tier B,11.0,4.73,11.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000270,동물자원과,0000003,False,동물자원과학과,동물자원과학과,SRC_0000003_2025_0047_T7_R6,73.5,raw_percentile_70cut,Tier B,12.0,9.17,24.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000377,문화인류,0000003,False,문화인류학과,문화인류학과,SRC_0000003_2025_0047_T7_R15,74.88,raw_percentile_70cut,Tier B,6.0,8.0,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000445,지역건설공,0000003,False,지역건설공학과,지역건설공학과,SRC_0000003_2025_0047_T7_R32,72.75,raw_percentile_70cut,Tier B,6.0,6.830000000000001,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_000851,생태조경디자인,0000003,False,생태조경디자인학과,생태조경디자인학과,SRC_0000003_2025_0047_T7_R48,76.88,raw_percentile_70cut,Tier B,7.0,5.14,5.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_001071,인문,0000003,False,인문학부,인문학부,SRC_0000003_2025_0047_T7_R49,73.25,raw_percentile_70cut,Tier B,59.0,4.34,76.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_001704,영상문화,0000003,False,영상문화학과,영상문화학과,SRC_0000003_2025_0047_T7_R14,75.38,raw_percentile_70cut,Tier B,13.0,4.31,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_001891,동물응용과,0000003,False,동물응용과학과,동물응용과학과,SRC_0000003_2025_0047_T7_R5,73.0,raw_percentile_70cut,Tier B,10.0,6.4,15.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_002039,동물산업융합,0000003,False,동물산업융합학과,동물산업융합학과,SRC_0000003_2025_0047_T7_R4,72.0,raw_percentile_70cut,Tier B,7.0,7.71,10.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_002400,분자생명과,0000003,False,분자생명과학과,분자생명과학과,SRC_0000003_2025_0047_T7_R24,72.25,raw_percentile_70cut,Tier B,7.0,5.14,14.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_002643,생명건강공,0000003,False,생명건강공학과,생명건강공학과,SRC_0000003_2025_0047_T7_R25,71.63,raw_percentile_70cut,Tier B,6.0,4.67,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_002694,생물의소재공,0000003,False,생물의소재공학과,생물의소재공학과,SRC_0000003_2025_0047_T7_R26,73.38,raw_percentile_70cut,Tier B,6.0,7.169999999999999,6.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_003201,디지털밀리터리,0000003,False,디지털밀리터리학과,디지털밀리터리학과,SRC_0000003_2025_0047_T7_R55,73.38,raw_percentile_70cut,Tier B,3.0,4.33,3.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_003349,기계의용・메카트로닉스공,0000003,False,기계의용 · 메카트로닉스공학과,기계의용 · 메카트로닉스공학과,SRC_0000003_2025_0047_T7_R9,73.63,raw_percentile_70cut,Tier B,26.0,4.19,41.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_003454,배터리융합공,0000003,False,배터리융합공학과,배터리융합공학과,SRC_0000003_2025_0047_T7_R10,74.0,raw_percentile_70cut,Tier B,7.0,5.43,8.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_004220,건축·토목·환경공,0000003,False,건축 · 토목 · 환경공학부,건축 · 토목 · 환경공학부,SRC_0000003_2025_0047_T7_R8,73.5,raw_percentile_70cut,Tier B,32.0,5.41,34.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_004242,과학교육,0000003,False,과학교육학부,과학교육학부,SRC_0000003_2025_0047_T7_R43,74.5,raw_percentile_70cut,Tier B,15.0,3.8,12.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_004493,바이오산업공,0000003,False,바이오산업공학부,바이오산업공학부,SRC_0000003_2025_0047_T7_R29,72.63,raw_percentile_70cut,Tier B,10.0,5.5,24.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
강원대학교,DEP_004606,경영·회계,0000003,False,경영 · 회계학부,경영 · 회계학부,SRC_0000003_2025_0047_T7_R0,74.63,raw_percentile_70cut,Tier B,63.0,4.52,69.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000001,경영,0000052,False,경영학과,경영학과,SRC_0000052_2025_0011_T9_R30,91.5,raw_percentile_70cut,Tier B,66.0,4.14,43.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000004,컴퓨터공,0000052,False,컴퓨터공학부,컴퓨터공학부,SRC_0000052_2025_0011_T9_R5,90.5,raw_percentile_70cut,Tier B,62.0,4.1,27.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000006,행정,0000052,False,행정학과,행정학과,SRC_0000052_2025_0011_T9_R27,89.25,raw_percentile_70cut,Tier B,26.0,4.0,17.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000007,영어영문,0000052,False,영어영문학과,영어영문학과,SRC_0000052_2025_0011_T9_R15,85.0,raw_percentile_70cut,Tier B,18.0,4.11,14.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000009,건축,0000052,False,건축학부,건축학부,SRC_0000052_2025_0011_T9_R1,89.25,raw_percentile_70cut,Tier B,39.0,5.74,46.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000012,국어국문,0000052,False,국어국문학과,국어국문학과,SRC_0000052_2025_0011_T9_R14,84.0,raw_percentile_70cut,Tier B,13.0,4.92,14.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000013,경제,0000052,False,경제학과,경제학과,SRC_0000052_2025_0011_T9_R26,81.0,raw_percentile_70cut,Tier B,33.0,4.0,14.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000014,화,0000052,False,화학과,화학과,SRC_0000052_2025_0011_T9_R22,87.0,raw_percentile_70cut,Tier B,9.0,5.33,9.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000015,수,0000052,False,수학과,수학과,SRC_0000052_2025_0011_T9_R21,88.25,raw_percentile_70cut,Tier B,10.0,6.2,11.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000017,수학교육과,0000052,False,수학교육과,수학교육과,SRC_0000052_2025_0011_T9_R12,91.25,raw_percentile_70cut,Tier B,8.0,7.38,5.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
건국대학교,DEP_000019,영어교육과,0000052,False,영어교육과,영어교육과,SRC_0000052_2025_0011_T9_R13,89.5,raw_percentile_70cut,Tier B,9.0,4.22,21.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
건국대학교,DEP_000029,화학공,0000052,False,화학공학부,화학공학부,SRC_0000052_2025_0011_T9_R4,92.25,raw_percentile_70cut,Tier B,57.0,4.26,33.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000030,사,0000052,False,사학과,사학과,SRC_0000052_2025_0011_T9_R18,87.25,raw_percentile_70cut,Tier B,8.0,8.88,2.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000032,물리,0000052,False,물리학과,물리학과,SRC_0000052_2025_0011_T9_R0,85.75,raw_percentile_70cut,Tier B,13.0,7.23,11.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000034,철,0000052,False,철학과,철학과,SRC_0000052_2025_0011_T9_R17,91.0,raw_percentile_70cut,Tier B,3.0,4.67,,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000037,미디어커뮤니케이션,0000052,False,미디어커뮤니케이션학과,미디어커뮤니케이션학과,SRC_0000052_2025_0011_T9_R45,90.75,raw_percentile_70cut,Tier B,8.0,42.38,137.0,1,다군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000038,정치외교,0000052,False,정치외교학과,정치외교학과,SRC_0000052_2025_0011_T9_R25,81.0,raw_percentile_70cut,Tier B,13.0,5.6899999999999995,8.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000043,중어중문,0000052,False,중어중문학과,중어중문학과,SRC_0000052_2025_0011_T9_R16,87.5,raw_percentile_70cut,Tier B,15.0,4.13,6.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000050,전기전자공,0000052,False,전기전자공학부,전기전자공학부,SRC_0000052_2025_0011_T9_R3,87.0,raw_percentile_70cut,Tier B,93.0,3.84,30.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000086,부동산,0000052,False,부동산학과,부동산학과,SRC_0000052_2025_0011_T9_R31,89.25,raw_percentile_70cut,Tier B,16.0,3.69,5.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000089,글로벌비즈니스,0000052,False,글로벌비즈니스학과,글로벌비즈니스학과,SRC_0000052_2025_0011_T9_R8,83.75,raw_percentile_70cut,Tier B,4.0,9.25,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
건국대학교,DEP_000099,산업공,0000052,False,산업공학과,산업공학과,SRC_0000052_2025_0011_T9_R24,85.75,raw_percentile_70cut,Tier B,22.0,4.41,12.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
