column,dtype,count,missing_n,missing_pct,nunique,top,freq,top_pct,sample_values
major_conflict_flag,bool,10242,0,0.0,1,False,10242,100.0,False
forbidden_modifier_conflict_flag,bool,10242,0,0.0,1,False,10242,100.0,False
headcount_match_flag,bool,10242,0,0.0,2,True,8561,83.58719000195273,True | False
headcount_grain_version,str,8561,1681,16.412809998047255,1,v2_year_school_campus_day_degree_deptcode,8561,83.58719000195273,v2_year_school_campus_day_degree_deptcode
headcount_grain_uid,string,8561,1681,16.412809998047255,8547,HCG_8eb2aae466a7,2,0.019527436047646944,HCG_fca851c614e1 | HCG_1e1b0e646a52 | HCG_3f01aaaf0b11 | HCG_c66b81ecad49 | HCG_abcbe1bd0237
grain_resolution_method,str,8561,1681,16.412809998047255,1,semantic_distinct_key_expansion,8561,83.58719000195273,semantic_distinct_key_expansion
grain_review_needed,boolean,8561,1681,16.412809998047255,1,False,8561,83.58719000195273,False
raw_row_lineage,string,8561,1681,16.412809998047255,8547,10126,2,0.019527436047646944,7243 | 7231 | 7238 | 7249 | 7245
school_uid_y,string,8561,1681,16.412809998047255,198,SCH_193517d15ce2,179,1.7477055262644017,SCH_4fcb5ca730cd | SCH_e46f0f22fdd7 | SCH_f0a7062f14b7 | SCH_11568cc95743 | SCH_f11056a7ff4e
campus_uid,string,10242,0,0.0,452,CAM_f6396906ee8f,131,1.2790470611208749,CAM_60c4060f5f80 | CAM_40d7469e00a5 | CAM_aac084de6912 | CAM_6f177c7e5a77 | CAM_2ed1e6c2a9e7
dept_uid,string,10242,0,0.0,10222,DEP_608b06fc070c,2,0.019527436047646944,DEP_c02dd4a5678d | DEP_e99f4ff43785 | DEP_fca11c7fd249 | DEP_4746d0bda0b9 | DEP_90eb7f613e75
kedi_dept_code,string,8561,1681,16.412809998047255,3929,U06020100004,104,1.015426674477641,U06020100004 | U02010600249 | U02030700344 | U07020100065 | U06040200001
school_type,string,8561,1681,16.412809998047255,5,대학교,8324,81.27318883030658,대학교 | 교육대학 | 각종대학(대학) | 산업대학 | 방송통신대학교
degree_course,string,8561,1681,16.412809998047255,1,대학과정,8561,83.58719000195273,대학과정
school_status_raw,string,8561,1681,16.412809998047255,3,기존,8345,81.47822690880687,기존 | 폐교 | 학교명변경
day_evening_raw,string,8561,1681,16.412809998047255,4,주간,4374,42.70650263620387,주야간 | 주간 | 주간+원격 | 주야간+원격
campus_name_raw_y,string,8561,1681,16.412809998047255,5,본교(제1캠퍼스),7527,73.49150556531927,본교(제1캠퍼스) | 본교(제2캠퍼스) | 본교(제3캠퍼스) | 분교(제1캠퍼스) | 본교(제4캠퍼스)
campus_name_std_y,string,8561,1681,16.412809998047255,5,본교_제1캠퍼스,7527,73.49150556531927,본교_제1캠퍼스 | 본교_제2캠퍼스 | 본교_제3캠퍼스 | 분교_제1캠퍼스 | 본교_제4캠퍼스
region_sido,string,8561,1681,16.412809998047255,17,서울,1629,15.905096660808434,경남 | 인천 | 경기 | 강원 | 충북
region_sigungu,string,8561,1681,16.412809998047255,120,경북 경산시,385,3.7590314391720363,경남 김해시 | 인천 연수구 | 경기 성남시 | 강원 강릉시 | 충북 청주시
hc_major_group_raw,string,8561,1681,16.412809998047255,7,공학계열,2212,21.59734426869752,의약계열 | 사회계열 | 예체능계열 | 자연계열 | 교육계열
hc_major_group_7,string,8561,1681,16.412809998047255,7,ENG,2212,21.59734426869752,MED | SOC | ART | NAT | EDU
field_middle_name,string,8561,1681,16.412809998047255,35,경영ㆍ경제,934,9.119312634251123,간호 | 경영ㆍ경제 | 사회과학 | 응용예술 | 치료ㆍ보건
field_small_name,string,8561,1681,16.412809998047255,121,경영학,476,4.647529779339973,간호학 | 무역ㆍ유통학 | 행정학 | 공예 | 재활학
school_uid,str,10242,0,0.0,200,SCH_193517d15ce2,217,2.1187268111696933,SCH_4fcb5ca730cd | SCH_e46f0f22fdd7 | SCH_f0a7062f14b7 | SCH_11568cc95743 | SCH_f11056a7ff4e
major_group_7,str,10099,143,1.3962116774067566,7,ENG,2642,25.795743018941614,MED | SOC | ART | NAT | EDU
major7_mapping_method,str,10242,0,0.0,5,inherited_headcount,8561,83.58719000195273,inherited_headcount | exact_dictionary | keyword_rule | unknown | ambiguous
major7_mapping_confidence,str,10242,0,0.0,4,high,8561,83.58719000195273,high | medium | unknown | low
major7_review_needed,bool,10242,0,0.0,2,False,10099,98.60378832259325,False | True
major7_evidence,str,10242,0,0.0,596,D01 v2 high-confidence match 대계열=공학계열,2212,21.59734426869752,D01 v2 high-confidence match 대계열=의약계열 | D01 v2 high-confidence match 대계열=사회계열 | D01 v2 high-confidence match 대계열=예체능계열 | unique dictionary inherited from matched rows: dept_field_std=사회복지상담 | MED:안경광
major7_sample_exclusion_rule,str,10242,0,0.0,2,,10099,98.60378832259325, | exclude from samples requiring major/context/GOMS until manual approved
has_structure_context,boolean,10242,0,0.0,2,True,8561,83.58719000195273,True | False
has_major_group_7_high_medium,boolean,10242,0,0.0,2,True,10099,98.60378832259325,True | False
row_qa_status,str,10242,0,0.0,3,ok,8561,83.58719000195273,ok | manual_match_pending | review_unmatched
goms_aggregation_method,category,10099,143,1.3962116774067566,1,mixed_weighted_2017_2019,10099,98.60378832259325,mixed_weighted_2017_2019
goms_year_over_year_review_flag,boolean,10099,143,1.3962116774067566,2,False,8263,80.67760203085335,False | True
goms_mapping_confidence,category,10099,143,1.3962116774067566,1,medium_reviewed,10099,98.60378832259325,medium_reviewed
goms_row_qa_status,category,10099,143,1.3962116774067566,1,PASS,10099,98.60378832259325,PASS
