column,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max,missing_n,missing_pct,zero_n,zero_pct,negative_n,inf_n,nunique
graduates_n,8561.0,32.00408830744072,74.14501834220579,0.0,0.0,0.0,0.0,1.0,23.0,40.0,66.0,93.0,183.39999999999964,3259.0,1681,16.412809998047255,2130,20.796719390743995,0,0,246
fulltime_faculty_n,8561.0,6.042518397383483,22.989627189883507,0.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0,17.0,37.0,903.0,1681,16.412809998047255,2714,26.498730716656905,0,0,95
nonfulltime_faculty_n,8561.0,7.921738114706226,21.040474914843433,0.0,0.0,0.0,0.0,0.0,4.0,10.0,19.0,28.0,59.0,854.0,1681,16.412809998047255,2613,25.512595196250732,0,0,108
international_students_n,8561.0,6.676790094615115,29.53991968386083,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,29.0,133.79999999999927,712.0,1681,16.412809998047255,5115,49.94141769185706,0,0,184
female_students_n,8561.0,84.53743721527859,223.321908977525,0.0,0.0,0.0,3.0,15.0,50.0,102.0,172.0,246.0,503.0,10211.0,1681,16.412809998047255,437,4.2667447764108575,0,0,488
masters_students_n,8561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,16.412809998047255,8561,83.58719000195273,0,0,1
doctoral_students_n,8561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,16.412809998047255,8561,83.58719000195273,0,0,1
competition_ratio,5257.0,8.082260837025526,7.091868662814971,0.0,0.48307692408561714,1.7599999904632568,2.7396825790405273,4.1875,6.354838848114014,10.067567825317383,14.558974075317387,19.137777709960933,34.44572814941397,139.0270233154297,4985,48.67213434876001,20,0.19527436047646943,0,0,3947
admission_yield_ratio,5257.0,0.9682164072872784,0.2716443287864114,0.0,0.20000000298023224,0.6872549057006836,0.878246545791626,0.976190447807312,1.0,1.0,1.0307692289352417,1.0750000476837158,1.1983030796051013,14.399999618530273,4985,48.67213434876001,16,0.15621948838117555,0,0,842
admit_per_applicant_ratio,5260.0,0.18585372787976404,0.14418277560237666,0.0,0.025589680895209313,0.05160957686603069,0.06828355267643929,0.0980985164642334,0.15340669453144073,0.22304851934313774,0.3116729706525805,0.45757546126842613,0.8160096710920333,1.3095238208770752,4982,48.64284319468854,21,0.2050380785002929,0,0,3926
leave_rate_pct,8441.0,23.139003438373944,15.048066175463104,0.0,0.0,0.0,2.950819730758667,13.580246925354004,23.188405990600586,30.630630493164062,38.46154022216797,46.53061294555664,76.74208374023453,100.0,1801,17.584456160906072,604,5.8972856863893774,0,0,4284
female_student_share_pct,8441.0,42.93617117587826,26.357261812413466,0.0,0.0,3.4482758045196533,9.1503267288208,21.568628311157227,41.2634391784668,61.02564239501953,78.65168762207031,96.96969604492188,100.0,100.0,1801,17.584456160906072,317,3.095098613552041,0,0,4857
international_student_share_pct,8441.0,3.5416996625751107,12.679773267158492,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888359069824,6.693711757659912,16.274089813232422,96.2885162353517,100.0,1801,17.584456160906072,4995,48.76977152899824,0,0,1927
student_faculty_ratio,6379.0,19.294945299696643,40.57851967876516,0.0,0.24388888925313953,2.193609809875489,3.5,7.157894611358643,13.454545021057129,21.788888931274414,32.71428680419922,42.55714454650878,123.0,1613.5,3863,37.71724272603007,54,0.5272407732864675,0,0,3288
fulltime_faculty_share_pct,6379.0,45.06213296093263,26.83295062453803,0.0,0.0,0.0,9.646697616577159,26.3157901763916,42.85714340209961,62.5,83.33333587646484,100.0,100.0,100.0,3863,37.71724272603007,532,5.194297988674087,0,0,613
log_enrolled_students,8561.0,4.599217486944088,1.3254614988107059,0.0,0.0,1.7917594909667969,2.8332133293151855,4.025351524353027,4.8903489112854,5.420535087585449,5.910796642303467,6.248043060302734,6.986556339263912,9.480901718139648,1681,16.412809998047255,120,1.1716461628588166,0,0,836
log_graduates,8561.0,2.544818806712308,1.645444920735901,0.0,0.0,0.0,0.0,0.6931471824645996,3.178053855895996,3.7135720252990723,4.204692840576172,4.543294906616211,5.217103862762449,8.089482307434082,1681,16.412809998047255,2130,20.796719390743995,0,0,246
major7_candidate_count,10242.0,1.0011716461628588,0.1193945031510326,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0,0.0,58,0.5662956453817614,0,0,5
ctx24_reference_sample_n,10099.0,45186.96920487177,23906.212681211156,15498.0,15498.0,15498.0,18844.0,22406.0,41094.0,72776.0,72776.0,72776.0,72776.0,72776.0,143,1.3962116774067566,0,0.0,0,0,7
ctx24_mean_income_10kkrw,10099.0,293.4764495465835,31.547688554328424,234.6999969482422,234.6999969482422,234.6999969482422,234.6999969482422,281.79998779296875,300.29998779296875,328.1000061035156,328.1000061035156,328.1000061035156,328.1000061035156,328.1000061035156,143,1.3962116774067566,0,0.0,0,0,7
ctx24_median_income_10kkrw,10099.0,256.3628963942999,24.968270234346264,217.5,217.5,217.5,217.5,248.89999389648438,250.5,290.0,290.0,290.0,290.0,290.0,143,1.3962116774067566,0,0.0,0,0,7
ctx24_income_300plus_pct,10099.0,32.89874337703736,11.031680713599023,13.426554679870605,13.426554679870605,13.426554679870605,13.426554679870605,27.32750129699707,32.47256088256836,46.69533920288086,46.69533920288086,46.69533920288086,46.69533920288086,46.69533920288086,143,1.3962116774067566,0,0.0,0,0,7
ctx24_income_400plus_pct,10099.0,14.82804646479256,6.667813728309197,4.8919477462768555,4.8919477462768555,4.8919477462768555,4.8919477462768555,11.394268989562988,16.07621955871582,23.57233238220215,23.57233238220215,23.57233238220215,23.57233238220215,23.57233238220215,143,1.3962116774067566,0,0.0,0,0,7
ctx24_large_company_pct,10099.0,12.853119844303873,6.1316055370257905,1.6036404371261597,1.6036404371261597,1.6036404371261597,2.40676212310791,8.214614868164062,11.987804412841797,21.148454666137695,21.148454666137695,21.148454666137695,21.148454666137695,21.148454666137695,143,1.3962116774067566,0,0.0,0,0,7
ctx24_mid_company_pct,10099.0,6.830501037820139,3.1559379973699184,0.9928456544876099,0.9928456544876099,0.9928456544876099,1.1420828104019165,4.6333231925964355,6.6478657722473145,11.050346374511719,11.050346374511719,11.050346374511719,11.050346374511719,11.050346374511719,143,1.3962116774067566,0,0.0,0,0,7
ctx24_small_company_pct,10099.0,49.94796284053193,13.003263793226203,15.931087493896484,15.931087493896484,15.931087493896484,42.6753044128418,42.6753044128418,53.189239501953125,53.94091033935547,70.78858184814453,70.78858184814453,70.78858184814453,70.78858184814453,143,1.3962116774067566,0,0.0,0,0,7
ctx24_large_mid_company_pct,10099.0,19.68362151071428,9.283198359552516,2.5964860916137695,2.5964860916137695,2.5964860916137695,3.548845052719116,12.84793758392334,18.635671615600586,32.19880294799805,32.19880294799805,32.19880294799805,32.19880294799805,32.19880294799805,143,1.3962116774067566,0,0.0,0,0,7
ctx24_public_nonprofit_pct,10099.0,25.844527387633182,11.800112569124432,13.89469051361084,13.89469051361084,13.89469051361084,13.89469051361084,13.89469051361084,22.244041442871094,32.72256088256836,48.32579040527344,48.722415924072266,48.722415924072266,48.722415924072266,143,1.3962116774067566,0,0.0,0,0,7
ctx24_cert_rate_pct,10099.0,45.79894098625028,12.96978332953234,25.100000381469727,25.100000381469727,25.100000381469727,25.200000762939453,32.5,44.5,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,143,1.3962116774067566,0,0.0,0,0,7
ctx24_cert_per_person,10099.0,0.9189834308123775,0.38177851455927364,0.41395336389541626,0.41395336389541626,0.41395336389541626,0.4536714553833008,0.5230351090431213,0.7960060834884644,1.425703525543213,1.425703525543213,1.425703525543213,1.425703525543213,1.425703525543213,143,1.3962116774067566,0,0.0,0,0,7
ctx24_log10_mean_income,10099.0,2.464895117293491,0.049043164058156716,2.3705132007598877,2.3705132007598877,2.3705132007598877,2.3705132007598877,2.4499409198760986,2.477555274963379,2.5160062313079834,2.5160062313079834,2.5160062313079834,2.5160062313079834,2.5160062313079834,143,1.3962116774067566,0,0.0,0,0,7
ctx24_industry_top3_pct,0.0,,,,,,,,,,,,,,10242,100.0,0,0.0,0,0,0
ctx24_industry_hhi,0.0,,,,,,,,,,,,,,10242,100.0,0,0.0,0,0,0
goms_profile_start_year,10099.0,2017.0,0.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,143,1.3962116774067566,0,0.0,0,0,1
goms_profile_end_year,10099.0,2019.0,0.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,143,1.3962116774067566,0,0.0,0,0,1
goms_profile_years_n,10099.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,143,1.3962116774067566,0,0.0,0,0,1
goms_recent_employment_rate_pct,10099.0,70.57805057279732,4.3318964964964035,64.40062713623047,64.40062713623047,64.40062713623047,64.40062713623047,69.2024154663086,69.60953521728516,73.06597137451172,73.06597137451172,83.63194274902344,83.63194274902344,83.63194274902344,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_firm_300plus_pct,10099.0,20.63981286175523,8.567467646779567,4.769505023956299,4.769505023956299,4.769505023956299,8.162267684936523,20.332578659057617,20.634124755859375,29.13494110107422,29.13494110107422,34.586936950683594,34.586936950683594,34.586936950683594,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_public_nonprofit_pct,10099.0,29.023184150123917,11.598782726659493,16.41835594177246,16.41835594177246,16.41835594177246,16.41835594177246,21.277162551879883,28.517433166503906,31.614683151245117,42.84096908569336,62.42374801635742,62.42374801635742,62.42374801635742,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_permanent_pct,10099.0,77.50613108237482,7.548511808304861,63.287960052490234,63.287960052490234,63.287960052490234,63.287960052490234,73.15509033203125,79.11846160888672,84.83454132080078,84.83454132080078,88.36591339111328,88.36591339111328,88.36591339111328,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_unstable_pct,10099.0,17.78061096606154,5.046688714205507,10.131061553955078,10.131061553955078,10.131061553955078,12.588641166687012,12.588641166687012,16.2655029296875,22.96612548828125,26.0556640625,26.0556640625,26.0556640625,26.0556640625,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_self_employed_pct,10099.0,4.41870405608114,2.788712983983597,1.1710143089294434,1.1710143089294434,1.1710143089294434,2.265894889831543,2.2768211364746094,3.6499783992767334,5.349732875823975,10.322768211364746,10.322768211364746,10.322768211364746,10.322768211364746,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_industry_hhi,10099.0,0.16723023650256438,0.14537537855286545,0.08301936089992523,0.08301936089992523,0.08301936089992523,0.08301936089992523,0.09230857342481613,0.12014718353748322,0.14635349810123444,0.43834611773490906,0.6168563365936279,0.6168563365936279,0.6168563365936279,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_industry_top3_pct,10099.0,50.20694052033973,16.320326710634372,33.00703811645508,33.00703811645508,33.00703811645508,33.00703811645508,40.29943084716797,51.656002044677734,55.03565979003906,85.75497436523438,86.04969787597656,86.04969787597656,86.04969787597656,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_professional_highskill_pct,10099.0,48.296608012175135,19.47061342500447,23.923974990844727,23.923974990844727,23.923974990844727,23.923974990844727,27.957674026489258,54.35410690307617,55.70420837402344,82.35140991210938,88.55696868896484,88.55696868896484,88.55696868896484,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_mean_income_10kkrw,10099.0,231.44499540758648,22.336609914502596,189.76112365722656,189.76112365722656,189.76112365722656,189.76112365722656,224.6459503173828,235.4596710205078,255.0289306640625,255.0289306640625,261.694091796875,261.694091796875,261.694091796875,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_weekly_work_hours,10099.0,42.121018298393025,2.100871238756151,39.00833511352539,39.00833511352539,39.00833511352539,39.00833511352539,39.97598648071289,42.231544494628906,44.32286071777344,44.32286071777344,44.96006774902344,44.96006774902344,44.96006774902344,143,1.3962116774067566,0,0.0,0,0,7
goms_recent_hourly_income_proxy,10099.0,1.2628363197847738,0.07277671371270654,1.1207419633865356,1.1207419633865356,1.1207419633865356,1.1207419633865356,1.1981738805770874,1.2835510969161987,1.3250608444213867,1.3250608444213867,1.3403993844985962,1.3403993844985962,1.3403993844985962,143,1.3962116774067566,0,0.0,0,0,7
goms_income_trend_per_year,10099.0,3.8495994026394857,0.6312805355128809,3.1109890937805176,3.1109890937805176,3.1109890937805176,3.1109890937805176,3.2362635135650635,4.053846836090088,4.251099586486816,4.529670238494873,5.240109443664551,5.240109443664551,5.240109443664551,143,1.3962116774067566,0,0.0,0,0,7
goms_hours_trend_per_year,10099.0,-0.4237786783878373,0.0660309994787055,-0.5456044673919678,-0.5456044673919678,-0.5456044673919678,-0.5456044673919678,-0.4412088096141815,-0.40384626388549805,-0.4010988473892212,-0.31758248805999756,-0.31758248805999756,-0.31758248805999756,-0.31758248805999756,143,1.3962116774067566,0,0.0,10099,0,7
goms_firm_300plus_trend_per_year,10099.0,0.03860867647829475,0.13164308961837645,-0.19010989367961884,-0.19010989367961884,-0.19010989367961884,-0.19010989367961884,-0.03681318834424019,0.05824175849556923,0.08021987974643707,0.21868132054805756,0.21868132054805756,0.21868132054805756,0.21868132054805756,143,1.3962116774067566,0,0.0,2926,0,7
goms_permanent_trend_per_year,10099.0,-0.455250577535803,0.1742362671526579,-0.7362634539604187,-0.7362634539604187,-0.7362634539604187,-0.7362634539604187,-0.6730770468711853,-0.399450421333313,-0.37142863869667053,-0.19505485892295837,-0.1532965898513794,-0.1532965898513794,-0.1532965898513794,143,1.3962116774067566,0,0.0,10099,0,7
goms_latest_2019_mean_income_10kkrw,10099.0,239.00093095384503,25.983436236290515,192.6999969482422,192.6999969482422,192.6999969482422,192.6999969482422,225.1999969482422,234.60000610351562,260.6000061035156,269.79998779296875,271.79998779296875,271.79998779296875,271.79998779296875,143,1.3962116774067566,0,0.0,0,0,7
goms_latest_2019_weekly_work_hours,10099.0,41.57511664791997,2.2363031765916563,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,39.900001525878906,41.900001525878906,43.70000076293945,43.70000076293945,44.79999923706055,44.79999923706055,44.79999923706055,143,1.3962116774067566,0,0.0,0,0,7
goms_latest_2019_firm_300plus_pct,10099.0,21.918180192410443,8.852512526446796,4.699999809265137,4.699999809265137,4.699999809265137,9.399999618530273,19.899999618530273,22.700000762939453,30.0,30.0,37.20000076293945,37.20000076293945,37.20000076293945,143,1.3962116774067566,0,0.0,0,0,7
goms_latest_2019_permanent_pct,10099.0,77.28435569013011,7.867237139359065,63.099998474121094,63.099998474121094,63.099998474121094,63.099998474121094,71.5999984741211,78.5,84.80000305175781,84.80000305175781,89.69999694824219,89.69999694824219,89.69999694824219,143,1.3962116774067566,0,0.0,0,0,7
goms_source_years_observed,10099.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,143,1.3962116774067566,0,0.0,0,0,1
