column_order,column,dtype,non_null_n,missing_n,missing_rate,unique_n,sample_values
1,분류,string,7,0,0.0,7,전체 | 1. 상용근로자 | 2. 임시근로자 | 3. 일용근로자 | 4. 고용원이 있는 자영업자
20,2008__인문__빈도,int64,7,0,0.0,7,36982 | 28238 | 6602 | 261 | 573
21,2008__인문__비중,float64,7,0,0.0,7,100.0 | 76.3 | 17.8 | 0.7 | 1.5
22,2008__사회__빈도,int64,7,0,0.0,7,107842 | 87257 | 13058 | 948 | 3596
23,2008__사회__비중,float64,7,0,0.0,7,100.0 | 80.9 | 12.1 | 0.8 | 3.3
24,2008__교육__빈도,int64,7,0,0.0,7,26663 | 22026 | 3320 | 29 | 694
25,2008__교육__비중,float64,7,0,0.0,7,100.0 | 82.6 | 12.4 | 0.1 | 2.6
26,2008__공학__빈도,int64,7,0,0.0,7,95607 | 83692 | 8290 | 767 | 1331
27,2008__공학__비중,float64,7,0,0.0,7,100.0 | 87.5 | 8.6 | 0.8 | 1.3
28,2008__자연__빈도,int64,7,0,0.0,7,37638 | 31134 | 4586 | 217 | 767
29,2008__자연__비중,float64,7,0,0.0,7,100.0 | 82.7 | 12.1 | 0.5 | 2.0
30,2008__의약__빈도,int64,7,0,0.0,7,32954 | 30200 | 2137 | 107 | 360
31,2008__의약__비중,float64,7,0,0.0,7,100.0 | 91.6 | 6.4 | 0.3 | 1.0
32,2008__예체능__빈도,int64,7,0,0.0,7,51523 | 35247 | 9388 | 777 | 1642
33,2008__예체능__비중,float64,7,0,0.0,7,100.0 | 68.4 | 18.2 | 1.5 | 3.1
34,2009__전체__빈도,int64,7,0,0.0,7,356100 | 305687 | 31415 | 1813 | 7744
35,2009__전체__비중,float64,7,0,0.0,7,100.0 | 85.8 | 8.8 | 0.5 | 2.1
36,2009__인문__빈도,int64,7,0,0.0,7,30851 | 24555 | 4766 | 246 | 412
37,2009__인문__비중,float64,7,0,0.0,7,100.0 | 79.5 | 15.4 | 0.7 | 1.3
38,2009__사회__빈도,int64,7,0,0.0,7,105781 | 92021 | 7537 | 497 | 2980
39,2009__사회__비중,float64,7,0,0.0,7,100.0 | 86.9 | 7.1 | 0.4 | 2.8
40,2009__교육__빈도,int64,7,0,0.0,7,24720 | 21168 | 2707 | 100 | 514
41,2009__교육__비중,float64,7,0,0.0,7,100.0 | 85.6 | 10.9 | 0.4 | 2.0
42,2009__공학__빈도,int64,7,0,0.0,7,84551 | 77323 | 4553 | 362 | 1365
43,2009__공학__비중,float64,7,0,0.0,7,100.0 | 91.4 | 5.3 | 0.4 | 1.6
44,2009__자연__빈도,int64,7,0,0.0,7,32739 | 27680 | 3381 | 161 | 574
45,2009__자연__비중,float64,7,0,0.0,7,100.0 | 84.5 | 10.3 | 0.4 | 1.7
46,2009__의약__빈도,int64,7,0,0.0,7,32042 | 29942 | 1618 | 24 | 252
47,2009__의약__비중,float64,7,0,0.0,6,100.0 | 93.4 | 5.0 | 0.0 | 0.7
48,2009__예체능__빈도,int64,7,0,0.0,7,45412 | 32996 | 6850 | 419 | 1645
49,2009__예체능__비중,float64,7,0,0.0,7,100.0 | 72.6 | 15.0 | 0.9 | 3.6
50,2010__전체__빈도,int64,7,0,0.0,7,374942 | 307147 | 44007 | 3853 | 8192
51,2010__전체__비중,float64,7,0,0.0,7,100.0 | 81.9 | 11.7 | 1.0 | 2.1
52,2010__인문__빈도,int64,7,0,0.0,7,34103 | 26197 | 5865 | 593 | 473
53,2010__인문__비중,float64,7,0,0.0,7,100.0 | 76.8 | 17.1 | 1.7 | 1.3
54,2010__사회__빈도,int64,7,0,0.0,7,109323 | 90346 | 10832 | 1259 | 3286
55,2010__사회__비중,float64,7,0,0.0,7,100.0 | 82.6 | 9.9 | 1.1 | 3.0
56,2010__교육__빈도,int64,7,0,0.0,7,24736 | 19668 | 3409 | 107 | 935
57,2010__교육__비중,float64,7,0,0.0,7,100.0 | 79.5 | 13.7 | 0.4 | 3.7
58,2010__공학__빈도,int64,7,0,0.0,7,86621 | 76076 | 7468 | 518 | 1000
59,2010__공학__비중,float64,7,0,0.0,6,100.0 | 87.8 | 8.6 | 0.5 | 1.1
60,2010__자연__빈도,int64,7,0,0.0,7,36765 | 29060 | 5679 | 343 | 556
61,2010__자연__비중,float64,7,0,0.0,7,100.0 | 79.0 | 15.4 | 0.9 | 1.5
62,2010__의약__빈도,int64,7,0,0.0,7,33666 | 30816 | 2302 | 121 | 254
63,2010__의약__비중,float64,7,0,0.0,7,100.0 | 91.5 | 6.8 | 0.3 | 0.7
64,2010__예체능__빈도,int64,7,0,0.0,7,49724 | 34982 | 8450 | 909 | 1685
65,2010__예체능__비중,float64,7,0,0.0,7,100.0 | 70.3 | 16.9 | 1.8 | 3.3
66,2011__전체__빈도,int64,7,0,0.0,7,380683 | 301038 | 57082 | 2100 | 7616
67,2011__전체__비중,float64,7,0,0.0,7,100.0 | 79.0 | 14.9 | 0.5 | 2.0
68,2011__인문__빈도,int64,7,0,0.0,7,33605 | 25223 | 6530 | 190 | 493
69,2011__인문__비중,float64,7,0,0.0,7,100.0 | 75.0 | 19.4 | 0.5 | 1.4
70,2011__사회__빈도,int64,7,0,0.0,7,110681 | 88937 | 14538 | 498 | 2944
71,2011__사회__비중,float64,7,0,0.0,7,100.0 | 80.3 | 13.1 | 0.4 | 2.6
72,2011__교육__빈도,int64,7,0,0.0,7,24277 | 19377 | 3596 | 0 | 592
73,2011__교육__비중,float64,7,0,0.0,6,100.0 | 79.8 | 14.8 | 0.0 | 2.4
74,2011__공학__빈도,int64,7,0,0.0,7,90669 | 77143 | 9955 | 501 | 1234
75,2011__공학__비중,float64,7,0,0.0,7,100.0 | 85.0 | 10.9 | 0.5 | 1.3
76,2011__자연__빈도,int64,7,0,0.0,7,37576 | 28232 | 7014 | 276 | 658
77,2011__자연__비중,float64,7,0,0.0,7,100.0 | 75.1 | 18.6 | 0.7 | 1.7
78,2011__의약__빈도,int64,7,0,0.0,7,34099 | 29815 | 3597 | 132 | 369
79,2011__의약__비중,float64,7,0,0.0,7,100.0 | 87.4 | 10.5 | 0.3 | 1.0
80,2011__예체능__빈도,int64,7,0,0.0,7,49773 | 32308 | 11850 | 501 | 1323
81,2011__예체능__비중,float64,7,0,0.0,7,100.0 | 64.9 | 23.8 | 1.0 | 2.6
82,2012__전체__빈도,int64,7,0,0.0,7,374430 | 299943 | 52817 | 5028 | 5744
83,2012__전체__비중,float64,7,0,0.0,7,100.0 | 80.1 | 14.1 | 1.3 | 1.5
84,2012__인문__빈도,int64,7,0,0.0,7,31141 | 23137 | 6181 | 634 | 276
85,2012__인문__비중,float64,7,0,0.0,7,100.0 | 74.3 | 19.8 | 2.0 | 0.8
86,2012__사회__빈도,int64,7,0,0.0,7,110573 | 89045 | 14534 | 1615 | 2336
87,2012__사회__비중,float64,7,0,0.0,7,100.0 | 80.5 | 13.1 | 1.4 | 2.1
88,2012__교육__빈도,int64,7,0,0.0,7,22194 | 18432 | 2978 | 212 | 179
89,2012__교육__비중,float64,7,0,0.0,7,100.0 | 83.0 | 13.4 | 0.9 | 0.8
90,2012__공학__빈도,int64,7,0,0.0,7,91449 | 79053 | 8989 | 937 | 977
91,2012__공학__비중,float64,7,0,0.0,6,100.0 | 86.4 | 9.8 | 1.0 | 1.3
92,2012__자연__빈도,int64,7,0,0.0,7,34351 | 25959 | 6331 | 388 | 465
93,2012__자연__비중,float64,7,0,0.0,7,100.0 | 75.5 | 18.4 | 1.1 | 1.3
94,2012__의약__빈도,int64,7,0,0.0,7,35509 | 31364 | 3399 | 218 | 299
95,2012__의약__비중,float64,7,0,0.0,7,100.0 | 88.3 | 9.5 | 0.6 | 0.8
96,2012__예체능__빈도,int64,7,0,0.0,7,49208 | 32951 | 10403 | 1020 | 1209
97,2012__예체능__비중,float64,7,0,0.0,7,100.0 | 66.9 | 21.1 | 2.0 | 2.4
98,2013__전체__빈도,int64,7,0,0.0,7,350494 | 291194 | 40471 | 4209 | 6464
99,2013__전체__비중,float64,7,0,0.0,7,100.0 | 83.0 | 11.5 | 1.2 | 1.8
100,2013__인문__빈도,int64,7,0,0.0,7,28153 | 22057 | 4355 | 557 | 531
101,2013__인문__비중,float64,7,0,0.0,7,100.0 | 78.3 | 15.4 | 1.9 | 1.8
102,2013__사회__빈도,int64,7,0,0.0,7,101571 | 84135 | 11161 | 1130 | 2804
103,2013__사회__비중,float64,7,0,0.0,7,100.0 | 82.8 | 10.9 | 1.1 | 2.7
104,2013__교육__빈도,int64,7,0,0.0,7,22221 | 19539 | 2193 | 124 | 145
105,2013__교육__비중,float64,7,0,0.0,7,100.0 | 87.9 | 9.8 | 0.5 | 0.6
106,2013__공학__빈도,int64,7,0,0.0,7,84680 | 74968 | 7043 | 784 | 932
107,2013__공학__비중,float64,7,0,0.0,7,100.0 | 88.5 | 8.3 | 0.9 | 1.1
108,2013__자연__빈도,int64,7,0,0.0,7,32828 | 26040 | 5088 | 320 | 406
109,2013__자연__비중,float64,7,0,0.0,6,100.0 | 79.3 | 15.5 | 0.9 | 1.2
110,2013__의약__빈도,int64,7,0,0.0,7,35473 | 32836 | 2076 | 139 | 203
111,2013__의약__비중,float64,7,0,0.0,6,100.0 | 92.5 | 5.8 | 0.3 | 0.5
112,2013__예체능__빈도,int64,7,0,0.0,7,45565 | 31617 | 8551 | 1152 | 1440
113,2013__예체능__비중,float64,7,0,0.0,7,100.0 | 69.3 | 18.7 | 2.5 | 3.1
114,2014__전체__빈도,int64,7,0,0.0,7,363189 | 285455 | 56704 | 5338 | 5798
115,2014__전체__비중,float64,7,0,0.0,7,100.0 | 78.5 | 15.6 | 1.4 | 1.5
116,2014__인문__빈도,int64,7,0,0.0,7,29328 | 20811 | 6435 | 678 | 508
117,2014__인문__비중,float64,7,0,0.0,7,100.0 | 70.9 | 21.9 | 2.3 | 1.7
118,2014__사회__빈도,int64,7,0,0.0,7,102999 | 82157 | 14975 | 1503 | 1860
119,2014__사회__비중,float64,7,0,0.0,7,100.0 | 79.7 | 14.5 | 1.4 | 1.8
120,2014__교육__빈도,int64,7,0,0.0,7,22703 | 18346 | 3401 | 269 | 408
121,2014__교육__비중,float64,7,0,0.0,6,100.0 | 80.8 | 14.9 | 1.1 | 1.8
122,2014__공학__빈도,int64,7,0,0.0,7,86758 | 73357 | 10380 | 956 | 929
123,2014__공학__비중,float64,7,0,0.0,6,100.0 | 84.5 | 11.9 | 1.1 | 1.0
124,2014__자연__빈도,int64,7,0,0.0,7,34065 | 24823 | 7043 | 513 | 624
125,2014__자연__비중,float64,7,0,0.0,7,100.0 | 72.8 | 20.6 | 1.5 | 1.8
126,2014__의약__빈도,int64,7,0,0.0,7,39036 | 34623 | 3795 | 269 | 220
127,2014__의약__비중,float64,7,0,0.0,6,100.0 | 88.6 | 9.7 | 0.6 | 0.5
128,2014__예체능__빈도,int64,7,0,0.0,7,48297 | 31336 | 10672 | 1148 | 1244
129,2014__예체능__비중,float64,7,0,0.0,7,100.0 | 64.8 | 22.0 | 2.3 | 2.5
130,2015__전체__빈도,int64,7,0,0.0,7,375896 | 299976 | 53759 | 5962 | 4917
131,2015__전체__비중,float64,7,0,0.0,7,100.0 | 79.8 | 14.3 | 1.5 | 1.3
132,2015__인문__빈도,int64,7,0,0.0,7,32593 | 23842 | 6620 | 660 | 382
133,2015__인문__비중,float64,7,0,0.0,7,100.0 | 73.1 | 20.3 | 2.0 | 1.1
134,2015__사회__빈도,int64,7,0,0.0,7,106919 | 85168 | 15361 | 1500 | 1832
135,2015__사회__비중,float64,7,0,0.0,7,100.0 | 79.6 | 14.3 | 1.4 | 1.7
136,2015__교육__빈도,int64,7,0,0.0,7,22970 | 19696 | 2628 | 130 | 92
137,2015__교육__비중,float64,7,0,0.0,7,100.0 | 85.7 | 11.4 | 0.5 | 0.4
138,2015__공학__빈도,int64,7,0,0.0,7,89937 | 76814 | 9167 | 1126 | 1080
139,2015__공학__비중,float64,7,0,0.0,6,100.0 | 85.4 | 10.1 | 1.2 | 1.5
140,2015__자연__빈도,int64,7,0,0.0,7,35176 | 26895 | 6146 | 364 | 438
141,2015__자연__비중,float64,7,0,0.0,6,100.0 | 76.4 | 17.4 | 1.0 | 1.2
142,2015__의약__빈도,int64,7,0,0.0,7,40605 | 36504 | 3433 | 411 | 89
143,2015__의약__비중,float64,7,0,0.0,7,100.0 | 89.9 | 8.4 | 1.0 | 0.2
144,2015__예체능__빈도,int64,7,0,0.0,7,47692 | 31053 | 10401 | 1768 | 1001
145,2015__예체능__비중,float64,7,0,0.0,7,100.0 | 65.1 | 21.8 | 3.7 | 2.0
146,2016__전체__빈도,int64,7,0,0.0,7,388305 | 303577 | 63349 | 4945 | 6375
147,2016__전체__비중,float64,7,0,0.0,7,100.0 | 78.1 | 16.3 | 1.2 | 1.6
148,2016__인문__빈도,int64,7,0,0.0,7,33728 | 24008 | 7685 | 565 | 272
149,2016__인문__비중,float64,7,0,0.0,7,100.0 | 71.1 | 22.7 | 1.6 | 0.8
150,2016__사회__빈도,int64,7,0,0.0,7,106306 | 85020 | 15536 | 1403 | 2083
151,2016__사회__비중,float64,7,0,0.0,7,100.0 | 79.9 | 14.6 | 1.3 | 1.9
152,2016__교육__빈도,int64,7,0,0.0,7,22066 | 17582 | 3721 | 188 | 298
153,2016__교육__비중,float64,7,0,0.0,7,100.0 | 79.6 | 16.8 | 0.8 | 1.3
154,2016__공학__빈도,int64,7,0,0.0,7,94931 | 80559 | 10910 | 965 | 1210
155,2016__공학__비중,float64,7,0,0.0,7,100.0 | 84.8 | 11.4 | 1.0 | 1.2
156,2016__자연__빈도,int64,7,0,0.0,7,37094 | 26556 | 7710 | 555 | 769
157,2016__자연__비중,float64,7,0,0.0,7,100.0 | 71.5 | 20.7 | 1.4 | 2.0
158,2016__의약__빈도,int64,7,0,0.0,7,43588 | 39170 | 3921 | 128 | 139
159,2016__의약__비중,float64,7,0,0.0,6,100.0 | 89.8 | 8.9 | 0.2 | 0.3
160,2016__예체능__빈도,int64,7,0,0.0,7,50588 | 30679 | 13864 | 1138 | 1602
161,2016__예체능__비중,float64,7,0,0.0,7,100.0 | 60.6 | 27.4 | 2.2 | 3.1
162,2017__전체__빈도,int64,7,0,0.0,7,375557 | 292190 | 59696 | 5845 | 6389
163,2017__전체__비중,float64,7,0,0.0,7,100.0 | 77.8 | 15.8 | 1.5 | 1.7
164,2017__인문__빈도,int64,7,0,0.0,7,31193 | 22809 | 6645 | 511 | 318
165,2017__인문__비중,float64,7,0,0.0,7,100.0 | 73.1 | 21.3 | 1.6 | 1.0
166,2017__사회__빈도,int64,7,0,0.0,7,101154 | 79759 | 14989 | 1405 | 2300
167,2017__사회__비중,float64,7,0,0.0,6,100.0 | 78.8 | 14.8 | 1.3 | 2.2
168,2017__교육__빈도,int64,7,0,0.0,7,22251 | 17782 | 3716 | 206 | 165
169,2017__교육__비중,float64,7,0,0.0,7,100.0 | 79.9 | 16.7 | 0.9 | 0.7
170,2017__공학__빈도,int64,7,0,0.0,7,93080 | 77664 | 11561 | 1300 | 1262
171,2017__공학__비중,float64,7,0,0.0,6,100.0 | 83.4 | 12.4 | 1.3 | 1.2
172,2017__자연__빈도,int64,7,0,0.0,7,35651 | 26075 | 6717 | 575 | 715
173,2017__자연__비중,float64,7,0,0.0,7,100.0 | 73.1 | 18.8 | 1.6 | 2.0
174,2017__의약__빈도,int64,7,0,0.0,7,44539 | 38816 | 4789 | 146 | 351
175,2017__의약__비중,float64,7,0,0.0,7,100.0 | 87.1 | 10.7 | 0.3 | 0.7
176,2017__예체능__빈도,int64,7,0,0.0,7,47687 | 29284 | 11277 | 1699 | 1275
177,2017__예체능__비중,float64,7,0,0.0,7,100.0 | 61.4 | 23.6 | 3.5 | 2.6
178,2018__전체__빈도,int64,7,0,0.0,7,364901 | 291729 | 52140 | 4860 | 5104
179,2018__전체__비중,float64,7,0,0.0,6,100.0 | 79.9 | 14.2 | 1.3 | 2.7
180,2018__인문__빈도,int64,7,0,0.0,7,29824 | 22220 | 5877 | 577 | 354
181,2018__인문__비중,float64,7,0,0.0,7,100.0 | 74.5 | 19.7 | 1.9 | 1.1
182,2018__사회__빈도,int64,7,0,0.0,7,94612 | 75707 | 12907 | 1497 | 1544
183,2018__사회__비중,float64,7,0,0.0,7,100.0 | 80.0 | 13.6 | 1.5 | 1.6
184,2018__교육__빈도,int64,7,0,0.0,7,21724 | 16918 | 3918 | 210 | 253
185,2018__교육__비중,float64,7,0,0.0,7,100.0 | 77.8 | 18.0 | 0.9 | 1.1
186,2018__공학__빈도,int64,7,0,0.0,7,93068 | 80352 | 9649 | 906 | 884
187,2018__공학__비중,float64,7,0,0.0,6,100.0 | 86.3 | 10.3 | 0.9 | 1.2
188,2018__자연__빈도,int64,7,0,0.0,7,35751 | 27138 | 6169 | 475 | 476
189,2018__자연__비중,float64,7,0,0.0,6,100.0 | 75.9 | 17.2 | 1.3 | 3.5
190,2018__의약__빈도,int64,7,0,0.0,7,45877 | 40514 | 4461 | 109 | 278
191,2018__의약__비중,float64,7,0,0.0,7,100.0 | 88.3 | 9.7 | 0.2 | 0.6
192,2018__예체능__빈도,int64,7,0,0.0,7,44041 | 28877 | 9156 | 1083 | 1313
193,2018__예체능__비중,float64,7,0,0.0,7,100.0 | 65.5 | 20.7 | 2.4 | 2.9
194,2019__전체__빈도,int64,7,0,0.0,7,323153 | 255272 | 51739 | 5306 | 3030
195,2019__전체__비중,float64,7,0,0.0,7,100.0 | 78.9 | 16.0 | 1.6 | 0.9
196,2019__인문__빈도,int64,7,0,0.0,7,24507 | 17554 | 5609 | 468 | 175
197,2019__인문__비중,float64,7,0,0.0,7,100.0 | 71.6 | 22.8 | 1.9 | 0.7
198,2019__사회__빈도,int64,7,0,0.0,7,82347 | 64719 | 13216 | 1563 | 1108
199,2019__사회__비중,float64,7,0,0.0,6,100.0 | 78.5 | 16.0 | 1.8 | 1.3
200,2019__교육__빈도,int64,7,0,0.0,7,19250 | 15566 | 3206 | 181 | 13
201,2019__교육__비중,float64,7,0,0.0,6,100.0 | 80.8 | 16.6 | 0.9 | 0.0
202,2019__공학__빈도,int64,7,0,0.0,7,82605 | 70057 | 9707 | 1033 | 566
203,2019__공학__비중,float64,7,0,0.0,7,100.0 | 84.8 | 11.7 | 1.2 | 0.6
204,2019__자연__빈도,int64,7,0,0.0,7,30897 | 22803 | 6292 | 460 | 394
205,2019__자연__비중,float64,7,0,0.0,7,100.0 | 73.8 | 20.3 | 1.4 | 1.2
206,2019__의약__빈도,int64,7,0,0.0,7,44457 | 39897 | 4117 | 166 | 78
207,2019__의약__비중,float64,7,0,0.0,6,100.0 | 89.7 | 9.2 | 0.3 | 0.1
208,2019__예체능__빈도,int64,7,0,0.0,7,39086 | 24672 | 9589 | 1432 | 693
209,2019__예체능__비중,float64,7,0,0.0,7,100.0 | 63.1 | 24.5 | 3.6 | 1.7
