column_order,column,dtype,non_null_n,missing_n,missing_rate,unique_n,sample_values
41,2011__교육대__비중,float64,7,0,0.0,5,100.0 | 91.2 | 8.1 | 0.0 | 0.6
42,2012__전체__빈도,int64,7,0,0.0,7,374430 | 299943 | 52817 | 5028 | 5744
43,2012__전체__비중,float64,7,0,0.0,7,100.0 | 80.1 | 14.1 | 1.3 | 1.5
44,2012__전문대__빈도,int64,7,0,0.0,7,144320 | 113648 | 20112 | 2635 | 2942
45,2012__전문대__비중,float64,7,0,0.0,7,100.0 | 78.7 | 13.9 | 1.8 | 2.0
46,2012__4년제__빈도,int64,7,0,0.0,7,225556 | 181995 | 32507 | 2368 | 2787
47,2012__4년제__비중,float64,7,0,0.0,7,100.0 | 80.6 | 14.4 | 1.0 | 1.2
48,2012__교육대__빈도,int64,7,0,0.0,7,4552 | 4299 | 197 | 24 | 15
49,2012__교육대__비중,float64,7,0,0.0,6,100.0 | 94.4 | 4.3 | 0.5 | 0.3
50,2013__전체__빈도,int64,7,0,0.0,7,350494 | 291194 | 40471 | 4209 | 6464
51,2013__전체__비중,float64,7,0,0.0,7,100.0 | 83.0 | 11.5 | 1.2 | 1.8
52,2013__전문대__빈도,int64,7,0,0.0,7,135363 | 112196 | 15141 | 2030 | 2662
53,2013__전문대__비중,float64,7,0,0.0,6,100.0 | 82.8 | 11.1 | 1.4 | 1.9
54,2013__4년제__빈도,int64,7,0,0.0,7,210625 | 174731 | 25111 | 2157 | 3802
55,2013__4년제__비중,float64,7,0,0.0,7,100.0 | 82.9 | 11.9 | 1.0 | 1.8
56,2013__교육대__빈도,int64,7,0,0.0,5,4505 | 4266 | 217 | 21 | 0
57,2013__교육대__비중,float64,7,0,0.0,5,100.0 | 94.6 | 4.8 | 0.4 | 0.0
58,2014__전체__빈도,int64,7,0,0.0,7,363189 | 285455 | 56704 | 5338 | 5798
59,2014__전체__비중,float64,7,0,0.0,7,100.0 | 78.5 | 15.6 | 1.4 | 1.5
60,2014__전문대__빈도,int64,7,0,0.0,7,138198 | 106809 | 22189 | 2953 | 2484
61,2014__전문대__비중,float64,7,0,0.0,7,100.0 | 77.2 | 16.0 | 2.1 | 1.7
62,2014__4년제__빈도,int64,7,0,0.0,7,220752 | 174637 | 34297 | 2378 | 3313
63,2014__4년제__비중,float64,7,0,0.0,7,100.0 | 79.1 | 15.5 | 1.0 | 1.5
64,2014__교육대__빈도,int64,7,0,0.0,6,4238 | 4008 | 217 | 5 | 0
65,2014__교육대__비중,float64,7,0,0.0,5,100.0 | 94.5 | 5.1 | 0.1 | 0.0
66,2015__전체__빈도,int64,7,0,0.0,7,375896 | 299976 | 53759 | 5962 | 4917
67,2015__전체__비중,float64,7,0,0.0,7,100.0 | 79.8 | 14.3 | 1.5 | 1.3
68,2015__전문대__빈도,int64,7,0,0.0,7,136324 | 110143 | 17521 | 2914 | 1769
69,2015__전문대__비중,float64,7,0,0.0,7,100.0 | 80.7 | 12.8 | 2.1 | 1.2
70,2015__4년제__빈도,int64,7,0,0.0,7,235714 | 186193 | 36020 | 3048 | 3147
71,2015__4년제__비중,float64,7,0,0.0,7,100.0 | 78.9 | 15.2 | 1.2 | 1.3
72,2015__교육대__빈도,int64,7,0,0.0,4,3856 | 3639 | 217 | 0
73,2015__교육대__비중,float64,7,0,0.0,4,100.0 | 94.3 | 5.6 | 0.0
74,2016__전체__빈도,int64,7,0,0.0,7,388305 | 303577 | 63349 | 4945 | 6375
75,2016__전체__비중,float64,7,0,0.0,7,100.0 | 78.1 | 16.3 | 1.2 | 1.6
76,2016__전문대__빈도,int64,7,0,0.0,7,135725 | 102892 | 23681 | 2521 | 3103
77,2016__전문대__비중,float64,7,0,0.0,6,100.0 | 75.8 | 17.4 | 1.8 | 2.2
78,2016__4년제__빈도,int64,7,0,0.0,7,249179 | 197560 | 39391 | 2424 | 3271
79,2016__4년제__비중,float64,7,0,0.0,7,100.0 | 79.2 | 15.8 | 0.9 | 1.3
80,2016__교육대__빈도,int64,7,0,0.0,4,3400 | 3123 | 276 | 0
81,2016__교육대__비중,float64,7,0,0.0,4,100.0 | 91.8 | 8.1 | 0.0
82,2017__전체__빈도,int64,7,0,0.0,7,375557 | 292190 | 59696 | 5845 | 6389
83,2017__전체__비중,float64,7,0,0.0,7,100.0 | 77.8 | 15.8 | 1.5 | 1.7
84,2017__전문대__빈도,int64,7,0,0.0,7,127827 | 97058 | 21167 | 3131 | 2622
85,2017__전문대__비중,float64,7,0,0.0,7,100.0 | 75.9 | 16.5 | 2.4 | 2.0
86,2017__4년제__빈도,int64,7,0,0.0,7,244341 | 191909 | 38363 | 2713 | 3766
87,2017__4년제__비중,float64,7,0,0.0,7,100.0 | 78.5 | 15.7 | 1.1 | 1.5
88,2017__교육대__빈도,int64,7,0,0.0,4,3388 | 3222 | 165 | 0
89,2017__교육대__비중,float64,7,0,0.0,4,100.0 | 95.1 | 4.8 | 0.0
90,2018__전체__빈도,int64,7,0,0.0,7,364901 | 291729 | 52140 | 4860 | 5104
91,2018__전체__비중,float64,7,0,0.0,6,100.0 | 79.9 | 14.2 | 1.3 | 2.7
92,2018__전문대__빈도,int64,7,0,0.0,7,122979 | 96325 | 18011 | 2308 | 2156
93,2018__전문대__비중,float64,7,0,0.0,7,100.0 | 78.3 | 14.6 | 1.8 | 1.7
94,2018__4년제__빈도,int64,7,0,0.0,7,238648 | 192556 | 33722 | 2532 | 2947
95,2018__4년제__비중,float64,7,0,0.0,7,100.0 | 80.6 | 14.1 | 1.0 | 1.2
96,2018__교육대__빈도,int64,7,0,0.0,5,3273 | 2847 | 405 | 19 | 0
97,2018__교육대__비중,float64,7,0,0.0,5,100.0 | 86.9 | 12.4 | 0.5 | 0.0
98,2019__전체__빈도,int64,7,0,0.0,7,323153 | 255272 | 51739 | 5306 | 3030
99,2019__전체__비중,float64,7,0,0.0,7,100.0 | 78.9 | 16.0 | 1.6 | 0.9
100,2019__전문대__빈도,int64,7,0,0.0,7,109615 | 85172 | 17623 | 2551 | 1112
101,2019__전문대__비중,float64,7,0,0.0,6,100.0 | 77.7 | 16.0 | 2.3 | 1.0
102,2019__4년제__빈도,int64,7,0,0.0,7,210243 | 167136 | 33794 | 2755 | 1918
103,2019__4년제__비중,float64,7,0,0.0,7,100.0 | 79.4 | 16.0 | 1.3 | 0.9
104,2019__교육대__빈도,int64,7,0,0.0,5,3294 | 2963 | 320 | 0 | 10
105,2019__교육대__비중,float64,7,0,0.0,5,100.0 | 89.9 | 9.7 | 0.0 | 0.3
