search_term,outcome_row_id,school_name_raw,dept_name_raw,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence
융합,OC2024_00751,경남과학기술대학교(폐교),IoT융합시스템전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_00810,경남대학교,기계융합공학과(중소기업계약학과),ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_00830,경남대학교,스마트기계융합공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01018,경북대학교,융합학부 로봇및스마트시스템공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01019,경북대학교,융합학부 수소 및 신재생에너지전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01020,경북대학교,융합학부 의생명융합공학전공,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_01060,경북대학교,"컴퓨터학부(글로벌소프트웨어융합전공) | 컴퓨터학부(플랫폼소프트웨어전공, 데이터과학전공)",ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=컴퓨터
융합,OC2024_01092,경상국립대학교,기계융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01099,경상국립대학교,동물생명융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_01156,경상국립대학교,융합전자공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01312,경운대학교,소프트웨어융합계열,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01371,경일대학교,기계자동화융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01387,경일대학교,스포츠융합학부,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_01393,경일대학교,전기전자융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01396,경일대학교,조기취업형계약학부 스마트팩토리융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01419,경희대학교,글로벌문화기술융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01444,경희대학교,소프트웨어융합학과,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=소프트웨어융합
융합,OC2024_01609,고려대학교,글로벌한국융합학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_01622,고려대학교,보건환경융합과학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01644,고려대학교,융합에너지공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01683,고려대학교(세종)_분교,디스플레이융합전공,,unknown,unknown,"no inherited, dictionary, or strict keyword evidence"
융합,OC2024_01685,고려대학교(세종)_분교,문화ICT융합전공,,ambiguous,low,hits=ENG; evidence=ENG:ict; ambiguous_token=True
융합,OC2024_01686,고려대학교(세종)_분교,문화유산융합학부,,unknown,unknown,"no inherited, dictionary, or strict keyword evidence"
융합,OC2024_01707,고려대학교(세종)_분교,융합경영학부,SOC,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합경영
융합,OC2024_01711,고려대학교(세종)_분교,전자·기계융합공학과,,ambiguous,low,hits=ENG; evidence=ENG:기계/전자/공학; ambiguous_token=True
융합,OC2024_01718,고려대학교(세종)_분교,컴퓨터융합소프트웨어학과,,ambiguous,low,hits=ENG; evidence=ENG:컴퓨터/소프트웨어; ambiguous_token=True
융합,OC2024_01767,광신대학교,복지상담융합학부,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_01800,광운대학교,스포츠융합과학과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_01810,광운대학교,전자융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01814,광운대학교,정보융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01892,광주대학교,융합기계공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01893,광주대학교,융합디자인학부,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_01894,광주대학교,융합소프트웨어학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01910,광주여자대학교,AI융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_01918,광주여자대학교,미래융합학부(뷰티산업학과) | 미래융합학부(사회복지상담전공) | 미래융합학부(사회복지상담학과) | 미래융합학부(언어재활심리학과) | 미래융합학부(언어재활전공) | 미래융합학부(영양식품학과),,ambiguous,low,"hits=MED,ART,SOC,HUM; evidence=MED:재활 | ART:뷰티 | SOC:사회복지/심리/상담 | HUM:언어; ambiguous_token=True"
융합,OC2024_01985,국립강릉원주대학교(폐교),해양바이오식품학과 해양식품융합전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_02045,국립경국대학교,원예・생약융합학부,,ambiguous,low,hits=NAT; evidence=NAT:원예; ambiguous_token=True
융합,OC2024_02064,국립경국대학교,창의융합학부(이공계열) | 창의융합학부(인문사회계열),,ambiguous,low,"hits=SOC,HUM; evidence=SOC:회계 | HUM:인문; ambiguous_token=True"
융합,OC2024_02108,국립공주대학교,도자문화융합디자인학과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_02112,국립공주대학교,디지털융합금형공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02204,국립군산대학교,IT융합통신공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02209,국립군산대학교,공간디자인융합기술학부(공간디자인융합기술학전공) | 공간디자인융합기술학부 | 공간디자인융합기술학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02239,국립군산대학교,인공지능융합학과,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=인공지능융합
융합,OC2024_02250,국립군산대학교,컴퓨터소프트웨어학부 | 컴퓨터소프트웨어학부(소프트웨어학전공) | 컴퓨터소프트웨어학부(인공지능융합전공) | 컴퓨터소프트웨어학부(임베디드소프트웨어전공) | 컴퓨터소프트웨어학부(컴퓨터정보공학전공),ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=컴퓨터소프트웨어
융합,OC2024_02266,국립금오공과대학교,IT융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02276,국립금오공과대학교,메디컬IT융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02283,국립금오공과대학교,전자IT융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02334,국립목포대학교,융합소프트웨어학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02372,국립목포해양대학교,해양스포츠・레저융합학과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_02399,국립부경대학교,기계IT융합시스템공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02405,국립부경대학교,나노융합공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02406,국립부경대학교,나노융합반도체공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02408,국립부경대학교,데이터비즈니스융합전공,,ambiguous,low,"hits=ENG,SOC; evidence=ENG:데이터 | SOC:비즈니스; ambiguous_token=True"
융합,OC2024_02416,국립부경대학교,빅데이터융합전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02418,국립부경대학교,사회복지융합전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02448,국립부경대학교,위성정보융합공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_02450,국립부경대학교,융합소재공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02451,국립부경대학교,융합인재개발학부,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02454,국립부경대학교,의공학IT융합전공,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_02469,국립부경대학교,지능형로봇융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02493,국립부경대학교,휴먼ICT융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02494,국립부경대학교,휴먼바이오융합전공,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_02535,국립순천대학교,융합바이오시스템기계공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02536,국립순천대학교,융합산업학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02572,국립창원대학교,기계공학부 스마트제조융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02589,국립창원대학교,생물학화학융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_02637,국립한국교통대학교,바이오메디컬융합학과,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_02661,국립한국교통대학교,융합경영학과 | 융합경영전공,SOC,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합경영
융합,OC2024_02690,국립한국교통대학교,행정정보융합학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02706,국립한국해양대학교,전자전기정보공학부(나노반도체공학전공) | 전자전기정보공학부(데이터사이언스전공) | 전자전기정보공학부(전기전자공학전공) | 전자전기정보공학부(전자정보통신공학전공) | 전자전기정보공학부(전자통신공학전공) | 전자전기정보공학부(전파융합공학전공),,ambiguous,low,hits=ENG; evidence=ENG:데이터사이언스/데이터/전자/전기/정보통신; ambiguous_token=True
융합,OC2024_02709,국립한국해양대학교,항해융합학부 | 항해융합학부(지능항해시스템전공) | 항해융합학부(해사경영관리전공) | 항해융합학부(해사글로벌전공) | 항해융합학부(해사법무보험전공) | 항해융합학부(해사안전전공) | 항해융합학부(지능항해시스템전공) | 항해융합학부(해사경영관리전공) | 항해융합학부(해사글로벌전공) | 항해융합학부(해사법무보험전공) | 항해융합학부(해사안전전공),ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02717,국립한국해양대학교,"해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양생물공학전공, 수산바이오공학전공) | 해양과학융합학부(해양환경학전공) | 해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양환경학전공)",,ambiguous,low,"hits=ENG,NAT; evidence=ENG:공학 | NAT:생물/환경/수산/바이오/과학; ambiguous_token=True"
융합,OC2024_02719,국립한국해양대학교,해양신소재융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02732,국립한밭대학교,기계소재융합시스템공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02734,국립한밭대학교,모바일융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02746,국립한밭대학교,융합건설시스템학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02747,국립한밭대학교,융합경영학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02759,국립한밭대학교,창의융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02766,국민대학교,AI빅데이터융합경영학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_02799,국민대학교,바이오발효융합학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_02822,국민대학교,융합기계공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02823,국민대학교,융합전자공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02831,국민대학교,자동차IT융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02845,국민대학교,지능형반도체융합전자전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02926,나사렛대학교,"IT・방송영상융합학부(정보통신보안트랙,멀티미디어콘텐츠트랙,인공지능소프트웨어트랙)",ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02927,나사렛대학교,IT융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_02966,나사렛대학교,재활융합기술학과,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_03038,단국대학교,SW융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03068,단국대학교,융합반도체공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03205,대구가톨릭대학교,소프트웨어융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03284,대구대학교,IT융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03298,대구대학교,글로컬융합학부(평생교육・청소년학전공),,ambiguous,low,hits=EDU; evidence=EDU:교육; ambiguous_token=True
융합,OC2024_03325,대구대학교,시각디자인융합학부(서비스마케팅디자인전공) | 시각디자인융합학부(시각디자인전공) | 시각디자인융합학부(시각디자인전공),,ambiguous,low,"hits=ART,SOC; evidence=ART:디자인 | SOC:마케팅; ambiguous_token=True"
융합,OC2024_03341,대구대학교,융합예술학부(아트앤디자인전공),ART,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합예술
융합,OC2024_03362,대구대학교,특수창의융합학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_03377,대구예술대학교,공연융합예술전공,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_03378,대구예술대학교,공연융합예술학과 무용전공,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_03379,대구예술대학교,공연융합예술학과 음악전공,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_03381,대구예술대학교,디지털융합디자인전공,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_03418,대구한의대학교,바이오산업융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_03466,대구한의대학교,자기설계융합학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_03515,대전대학교,AI융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03608,대진대학교,스마트융합보안학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03622,대진대학교,의료IT융합전공,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_03632,대진대학교,휴먼・로봇융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03637,덕성여자대학교,가상현실융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03645,덕성여자대학교,글로벌융합대학,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_03709,동국대학교,AI소프트웨어융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03710,동국대학교,AI융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03722,동국대학교,공공인재융합전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_03765,동국대학교,융합에너지신소재공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03896,동덕여자대학교,문화지식융합학부 HCI사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_03897,동덕여자대학교,문화지식융합학부 글로벌MICE전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_03898,동덕여자대학교,문화지식융합학부 데이터사이언스전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_03899,동덕여자대학교,문화지식융합학부 문화예술경영전공,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_03900,동덕여자대학교,문화지식융합학부 커뮤니케이션콘텐츠전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04004,동명대학교,융합미디어전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04037,동서대학교,ICT융합공학과 | ICT융합공학부 | ICT융합공학과,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=ict융합공
융합,OC2024_04062,동서대학교,메카트로닉스 융합공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04229,동아대학교,융합경영학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04239,동아대학교,인간환경융합공학부 건축공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04240,동아대학교,인간환경융합공학부 토목공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04241,동아대학교,인간환경융합공학부 환경공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_04277,동양대학교,AI빅데이터융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04278,동양대학교,AI융합사회복지학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04279,동양대학교,IT융합경영학과,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04313,동양대학교,철도전기융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04356,동의대학교,라이프융합학부,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04386,동의대학교,소프트웨어융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04511,명지대학교_제2캠퍼스,미래융합경영학과,,ambiguous,low,hits=SOC; evidence=SOC:경영; ambiguous_token=True
융합,OC2024_04531,명지대학교_제2캠퍼스,융합디자인학과,ART,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합디자인
융합,OC2024_04532,명지대학교_제2캠퍼스,융합소프트웨어학부,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합소프트웨어
융합,OC2024_04533,명지대학교_제2캠퍼스,융합예술실용음악학과,,ambiguous,low,hits=ART; evidence=ART:음악/실용음악/예술; ambiguous_token=True
융합,OC2024_04622,목원대학교,정보통신융합공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04860,부산대학교,의생명융합공학부,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
융합,OC2024_04894,부산외국어대학교,G2(영·중)융합학부 | G2융합학과 | G2융합학과,,unknown,unknown,"no inherited, dictionary, or strict keyword evidence"
융합,OC2024_04909,부산외국어대학교,글로벌미래융합학부,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_04913,부산외국어대학교,동남아창의융합학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_04927,부산외국어대학교,스마트융합보안학과 | 스마트융합보안전공,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=스마트융합보안
융합,OC2024_04936,부산외국어대학교,영상콘텐츠융합전공 | 영상콘텐츠융합학과,,ambiguous,low,hits=ART; evidence=ART:영상/콘텐츠; ambiguous_token=True
융합,OC2024_04944,부산외국어대학교,인공지능융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_04948,부산외국어대학교,일본어융합학부(비즈니스일본어전공) | 일본어융합학부(일본IT전공) | 일본어융합학부(한일문화콘텐츠전공),,ambiguous,low,"hits=ENG,ART,SOC,HUM; evidence=ENG:it | ART:콘텐츠 | SOC:비즈니스 | HUM:일문/문화콘텐츠; ambiguous_token=True"
융합,OC2024_04949,부산외국어대학교,일본어창의융합학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
