outcome_row_id,school_uid,school_name_raw,dept_name_raw,major_group_7,split,student_faculty_ratio,enrolled_students_n,fulltime_faculty_n,nonfulltime_faculty_n,numerator,denominator,zero_denominator,saved_ratio,recalculated_ratio,abs_diff,ratio_column,formula_note,tail,competition_ratio,applicants_n,recruitment_n,admission_yield_ratio,admits_n,admit_per_applicant_ratio
OC2024_09228,SCH_a25c104d5945,한국방송통신대학교,컴퓨터과학과,ENG,train,1191.4546,13106,8,3,13106,11,False,1191.4546,1191.4545454545455,4.438920450411388e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09224,SCH_a25c104d5945,한국방송통신대학교,유아교육과,EDU,train,741.5714,10382,8,6,10382,14,False,741.5714,741.5714285714286,1.7438616055187595e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09206,SCH_a25c104d5945,한국방송통신대학교,경영학과,SOC,train,624.61536,8120,7,6,8120,13,False,624.61536,624.6153846153846,2.817007214162004e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09215,SCH_a25c104d5945,한국방송통신대학교,법학과,SOC,train,608.25,7299,8,4,7299,12,False,608.25,608.25,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_02845,SCH_e4fe3edfd86a,국민대학교,지능형반도체융합전자전공,ENG,test,572.0,572,0,1,572,1,False,572.0,572.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09211,SCH_a25c104d5945,한국방송통신대학교,농학과,NAT,train,566.2308,7361,7,6,7361,13,False,566.2308,566.2307692307693,4.695011966759921e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09223,SCH_a25c104d5945,한국방송통신대학교,영어영문학과,HUM,train,531.75,8508,8,8,8508,16,False,531.75,531.75,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09229,SCH_a25c104d5945,한국방송통신대학교,통계・데이터과학과,NAT,train,507.625,4061,6,2,4061,8,False,507.625,507.625,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09227,SCH_a25c104d5945,한국방송통신대학교,청소년교육과,EDU,train,440.22223,3962,8,1,3962,9,False,440.22223,440.22222222222223,6.781684021461842e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09214,SCH_a25c104d5945,한국방송통신대학교,미디어영상학과,ART,train,397.8,3978,7,3,3978,10,False,397.8,397.8,1.2207031261368684e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09225,SCH_a25c104d5945,한국방송통신대학교,일본학과,HUM,train,373.1,3731,8,2,3731,10,False,373.1,373.1,6.1035156022626325e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09270,SCH_7d9bb36723df,한국외국어대학교,Global Business & Technology전공,SOC,train,373.0,373,0,1,373,1,False,373.0,373.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_03640,SCH_92c3fefdaf92,덕성여자대학교,과학기술대학,NAT,train,366.0,366,1,0,366,1,False,366.0,366.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09209,SCH_a25c104d5945,한국방송통신대학교,교육학과,EDU,train,353.6154,4597,8,5,4597,13,False,353.6154,353.61538461538464,2.3475059833799605e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09216,SCH_a25c104d5945,한국방송통신대학교,보건환경학과,MED,train,349.4,3494,7,3,3494,10,False,349.4,349.4,6.1035156022626325e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09213,SCH_a25c104d5945,한국방송통신대학교,문화교양학과,HUM,train,347.0909,3818,6,5,3818,11,False,347.0909,347.09090909090907,2.7743253099288268e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_03139,SCH_8444343be410,단국대학교_제2캠퍼스,환경자원경제학과,SOC,train,334.0,334,0,1,334,1,False,334.0,334.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09210,SCH_a25c104d5945,한국방송통신대학교,국어국문학과,HUM,train,301.07693,3914,7,6,3914,13,False,301.07693,301.0769230769231,1.173753003058664e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_05406,SCH_165830225e7c,서울대학교,의예과,MED,train,294.0,294,0,1,294,1,False,294.0,294.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_00421,SCH_193517d15ce2,강원대학교,회계학전공,SOC,train,279.0,558,0,2,558,2,False,279.0,279.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09208,SCH_a25c104d5945,한국방송통신대학교,관광학과,SOC,train,269.66666,1618,6,0,1618,6,False,269.66666,269.6666666666667,1.0172526060614473e-05,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09226,SCH_a25c104d5945,한국방송통신대학교,중어중문학과,HUM,train,263.6154,3427,8,5,3427,13,False,263.6154,263.61538461538464,2.3475059833799605e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_08084,SCH_a10fc19c8426,전주대학교,경기지도학과,ART,train,251.0,251,0,1,251,1,False,251.0,251.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_09205,SCH_a25c104d5945,한국방송통신대학교,간호학과,MED,train,238.11111,2143,6,3,2143,9,False,238.11111,238.11111111111111,3.390842010730921e-06,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_05403,SCH_165830225e7c,서울대학교,응용생물화학부,NAT,train,230.0,230,0,1,230,1,False,230.0,230.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_07679,SCH_4f65591a9e9d,인천대학교,메카트로닉스공학과,ENG,train,228.0,228,0,1,228,1,False,228.0,228.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_05053,SCH_470c77611164,상명대학교_제2캠퍼스,디자인학부,ART,train,227.0,227,0,1,227,1,False,227.0,227.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_00128,SCH_f0a7062f14b7,가톨릭관동대학교,스포츠건강관리학전공,ART,test,220.0,220,0,1,220,1,False,220.0,220.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_04167,SCH_d7cf6b01676b,동신대학교,호텔관광경영학과,SOC,val,217.0,217,1,0,217,1,False,217.0,217.0,0.0,student_faculty_ratio,enrolled / (fulltime + nonfulltime faculty),high30,,,,,,
OC2024_05482,SCH_893fafa4d1ec,서울신학대학교,IT융합소프트웨어학과,ENG,val,,,,,0,43,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,43,,,
OC2024_05483,SCH_893fafa4d1ec,서울신학대학교,관광경영학과,SOC,val,,,,,0,32,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,32,,,
OC2024_05484,SCH_893fafa4d1ec,서울신학대학교,교회음악과,ART,val,,,,,0,49,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,49,,,
OC2024_05485,SCH_893fafa4d1ec,서울신학대학교,글로벌경영학과,SOC,val,,,,,0,34,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,34,,,
OC2024_05488,SCH_893fafa4d1ec,서울신학대학교,사회복지학과,SOC,val,,,,,0,48,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,48,,,
OC2024_05489,SCH_893fafa4d1ec,서울신학대학교,신학과,HUM,val,,,,,0,53,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,53,,,
OC2024_05490,SCH_893fafa4d1ec,서울신학대학교,실용음악과,ART,val,,,,,0,37,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,37,,,
OC2024_05491,SCH_893fafa4d1ec,서울신학대학교,아동보육학과,EDU,val,,,,,0,47,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,47,,,
OC2024_05495,SCH_893fafa4d1ec,서울신학대학교,일본어문화콘텐츠학과,HUM,val,,,,,0,34,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,34,,,
OC2024_05497,SCH_893fafa4d1ec,서울신학대학교,중국언어문화콘텐츠학과,HUM,val,,,,,0,33,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,33,,,
OC2024_06698,SCH_8c0fe037a811,연세대학교,건축학(5년제),ENG,train,,,,,0,38,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,38,,,
OC2024_06920,SCH_d9b848d6dac0,영남대학교,음악학부,ART,train,,,,,0,94,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,94,,,
OC2024_06939,SCH_d9b848d6dac0,영남대학교,체육학부,ART,train,,,,,0,82,False,0.0,0.0,0.0,competition_ratio,applicants / recruitment,low30,0.0,0,82,,,
OC2024_07026,SCH_514dc1eff29d,영산선학대학교,원불교학부,HUM,train,,,,,3,52,False,0.057692308,0.057692307692307696,2.865607889868116e-10,competition_ratio,applicants / recruitment,low30,0.057692308,3,52,,,
OC2024_09227,SCH_a25c104d5945,한국방송통신대학교,청소년교육과,EDU,train,,,,,244,3113,False,0.07838098,0.07838098297462255,3.3770540391886428e-09,competition_ratio,applicants / recruitment,low30,0.07838098,244,3113,,,
OC2024_09231,SCH_a25c104d5945,한국방송통신대학교,행정학과,SOC,train,,,,,146,1840,False,0.07934783,0.07934782608695652,4.535136016725616e-10,competition_ratio,applicants / recruitment,low30,0.07934783,146,1840,,,
OC2024_09226,SCH_a25c104d5945,한국방송통신대학교,중어중문학과,HUM,train,,,,,300,3594,False,0.08347245,0.08347245409015025,1.0323842891679647e-09,competition_ratio,applicants / recruitment,low30,0.08347245,300,3594,,,
OC2024_09212,SCH_a25c104d5945,한국방송통신대학교,무역학과,SOC,train,,,,,114,1143,False,0.09973753,0.09973753280839895,3.7155126197951915e-10,competition_ratio,applicants / recruitment,low30,0.09973753,114,1143,,,
OC2024_09209,SCH_a25c104d5945,한국방송통신대학교,교육학과,EDU,train,,,,,317,2996,False,0.105807744,0.10580774365821095,3.083684835258893e-10,competition_ratio,applicants / recruitment,low30,0.105807744,317,2996,,,
OC2024_09208,SCH_a25c104d5945,한국방송통신대학교,관광학과,SOC,train,,,,,220,1882,False,0.11689692,0.11689691817215728,1.733982096796538e-09,competition_ratio,applicants / recruitment,low30,0.11689692,220,1882,,,
OC2024_09218,SCH_a25c104d5945,한국방송통신대학교,생활과학부,NAT,train,,,,,578,4815,False,0.120041534,0.12004153686396678,2.5593479419105947e-09,competition_ratio,applicants / recruitment,low30,0.120041534,578,4815,,,
OC2024_09230,SCH_a25c104d5945,한국방송통신대학교,프랑스언어문화학과,HUM,train,,,,,130,801,False,0.16229713,0.16229712858926343,1.041779051913494e-09,competition_ratio,applicants / recruitment,low30,0.16229713,130,801,,,
OC2024_09216,SCH_a25c104d5945,한국방송통신대학교,보건환경학과,MED,train,,,,,308,1689,False,0.18235642,0.18235642391947898,6.740371316649174e-09,competition_ratio,applicants / recruitment,low30,0.18235642,308,1689,,,
OC2024_09206,SCH_a25c104d5945,한국방송통신대학교,경영학과,SOC,train,,,,,887,4674,False,0.18977322,0.1897732135216089,3.321996150384976e-09,competition_ratio,applicants / recruitment,low30,0.18977322,887,4674,,,
OC2024_09210,SCH_a25c104d5945,한국방송통신대학교,국어국문학과,HUM,train,,,,,517,2685,False,0.19255121,0.1925512104283054,9.434628078786034e-11,competition_ratio,applicants / recruitment,low30,0.19255121,517,2685,,,
OC2024_09223,SCH_a25c104d5945,한국방송통신대학교,영어영문학과,HUM,train,,,,,917,4750,False,0.19305263,0.19305263157894736,3.017877281408232e-09,competition_ratio,applicants / recruitment,low30,0.19305263,917,4750,,,
OC2024_09207,SCH_a25c104d5945,한국방송통신대학교,경제학과,SOC,train,,,,,256,1284,False,0.19937694,0.19937694704049844,6.313264550028563e-09,competition_ratio,applicants / recruitment,low30,0.19937694,256,1284,,,
OC2024_05250,SCH_55457aeb7b89,서경대학교,물류유통경영학과,SOC,train,,,,,6,30,False,0.2,0.2,2.980232227667301e-09,competition_ratio,applicants / recruitment,low30,0.2,6,30,,,
OC2024_09225,SCH_a25c104d5945,한국방송통신대학교,일본학과,HUM,train,,,,,589,2899,False,0.2031735,0.20317350810624354,4.826557570281054e-09,competition_ratio,applicants / recruitment,low30,0.2031735,589,2899,,,
OC2024_09215,SCH_a25c104d5945,한국방송통신대학교,법학과,SOC,train,,,,,736,3583,False,0.20541446,0.20541445715880546,1.9505008719278294e-09,competition_ratio,applicants / recruitment,low30,0.20541446,736,3583,,,
OC2024_09251,SCH_f035f77086f3,한국예술종합학교,연기과,ART,test,,,,,5144,37,False,139.02702,139.02702702702703,3.711597344135953e-06,competition_ratio,applicants / recruitment,high30,139.02702,5144,37,,,
OC2024_07784,SCH_4c7509a6907c,인하대학교,의예과,MED,train,,,,,6322,52,False,121.57692,121.57692307692308,3.521259017702505e-06,competition_ratio,applicants / recruitment,high30,121.57692,6322,52,,,
OC2024_09904,SCH_7b0a75e6cfe5,한양대학교(ERICA)_분교,실용음악학과,ART,val,,,,,3009,33,False,91.181816,91.18181818181819,2.0807439682357654e-06,competition_ratio,applicants / recruitment,high30,91.181816,3009,33,,,
OC2024_00203,SCH_f11056a7ff4e,가톨릭대학교,약학과,MED,val,,,,,2797,35,False,79.91428,79.91428571428571,1.961844304787519e-06,competition_ratio,applicants / recruitment,high30,79.91428,2797,35,,,
OC2024_05264,SCH_55457aeb7b89,서경대학교,연기전공,ART,train,,,,,2278,30,False,75.933334,75.93333333333334,1.0172526003771054e-06,competition_ratio,applicants / recruitment,high30,75.933334,2278,30,,,
OC2024_02817,SCH_e4fe3edfd86a,국민대학교,연극전공,ART,test,,,,,1537,21,False,73.190475,73.19047619047619,7.266090022994831e-07,competition_ratio,applicants / recruitment,high30,73.190475,1537,21,,,
OC2024_05799,SCH_3475d2320701,성균관대학교,연기예술학과,ART,val,,,,,2109,29,False,72.72414,72.72413793103448,1.578495414378267e-06,competition_ratio,applicants / recruitment,high30,72.72414,2109,29,,,
OC2024_06136,SCH_ecb0409798f9,수원대학교,연기예술,ART,train,,,,,1817,27,False,67.296295,67.29629629629629,1.1302806655066888e-06,competition_ratio,applicants / recruitment,high30,67.296295,1817,27,,,
OC2024_06002,SCH_fa66da814b2a,세종대학교,영화예술학과,ART,val,,,,,2986,46,False,64.91304,64.91304347826087,3.3171280620081234e-06,competition_ratio,applicants / recruitment,high30,64.91304,2986,46,,,
OC2024_03757,SCH_ade07091689d,동국대학교,약학과,MED,train,,,,,2211,35,False,63.17143,63.17142857142857,1.089913510554652e-07,competition_ratio,applicants / recruitment,high30,63.17143,2211,35,,,
OC2024_00746,SCH_15cbf59a6287,경기대학교_제2캠퍼스,연기학과,ART,train,,,,,1576,25,False,63.04,63.04,9.155273446026513e-07,competition_ratio,applicants / recruitment,high30,63.04,1576,25,,,
OC2024_00061,SCH_e46f0f22fdd7,가천대학교,연기예술학과,ART,train,,,,,1765,32,False,55.15625,55.15625,0.0,competition_ratio,applicants / recruitment,high30,55.15625,1765,32,,,
OC2024_05839,SCH_f759dc0a8ccd,성신여자대학교,미디어영상연기학과,ART,train,,,,,1191,22,False,54.136364,54.13636363636363,3.4679066374110334e-07,competition_ratio,applicants / recruitment,high30,54.136364,1191,22,,,
OC2024_05797,SCH_3475d2320701,성균관대학교,약학과,MED,val,,,,,4099,76,False,53.93421,53.93421052631579,1.204641243646165e-06,competition_ratio,applicants / recruitment,high30,53.93421,4099,76,,,
OC2024_00223,SCH_f11056a7ff4e,가톨릭대학교_제2캠퍼스,의예과,MED,val,,,,,5084,96,False,52.958332,52.958333333333336,1.2715657575768091e-06,competition_ratio,applicants / recruitment,high30,52.958332,5084,96,,,
OC2024_07201,SCH_08825e789819,울산과학기술원,반도체공학과,ENG,train,,,,,2074,40,False,51.85,51.85,1.5258789076710855e-06,competition_ratio,applicants / recruitment,high30,51.85,2074,40,,,
OC2024_02821,SCH_e4fe3edfd86a,국민대학교,영화전공,ART,test,,,,,1029,20,False,51.45,51.45,7.629394502828291e-07,competition_ratio,applicants / recruitment,high30,51.45,1029,20,,,
OC2024_08364,SCH_0a0f2352484e,조선대학교,자연과학계열,NAT,train,,,,,248,5,False,49.6,49.6,1.5258789076710855e-06,competition_ratio,applicants / recruitment,high30,49.6,248,5,,,
OC2024_00083,SCH_e46f0f22fdd7,가천대학교,클라우드공학과,ENG,train,,,,,1393,30,False,46.433334,46.43333333333333,1.0172526074825328e-06,competition_ratio,applicants / recruitment,high30,46.433334,1393,30,,,
OC2024_07663,SCH_4f65591a9e9d,인천대학교,공연예술학과,ART,train,,,,,1457,32,False,45.53125,45.53125,0.0,competition_ratio,applicants / recruitment,high30,45.53125,1457,32,,,
OC2024_01059,SCH_215dd5d7b724,경북대학교,치의예과,MED,val,,,,,2726,60,False,45.433334,45.43333333333333,1.0172526074825328e-06,competition_ratio,applicants / recruitment,high30,45.433334,2726,60,,,
OC2024_08481,SCH_c4deb88e2c2a,중앙대학교,약학부,MED,test,,,,,5891,131,False,44.969467,44.969465648854964,1.5142309734983428e-06,competition_ratio,applicants / recruitment,high30,44.969467,5891,131,,,
OC2024_08256,SCH_e623714dcb5f,제주대학교,약학과,MED,val,,,,,1474,33,False,44.666668,44.666666666666664,1.2715657575768091e-06,competition_ratio,applicants / recruitment,high30,44.666668,1474,33,,,
OC2024_09819,SCH_7b0a75e6cfe5,한양대학교,글로벌한국학전공,HUM,val,,,,,357,8,False,44.625,44.625,0.0,competition_ratio,applicants / recruitment,high30,44.625,357,8,,,
OC2024_09239,SCH_f035f77086f3,한국예술종합학교,극작과,SOC,test,,,,,522,12,False,43.5,43.5,0.0,competition_ratio,applicants / recruitment,high30,43.5,522,12,,,
OC2024_00744,SCH_15cbf59a6287,경기대학교_제2캠퍼스,애니메이션학과,ART,train,,,,,1120,27,False,41.48148,41.48148148148148,1.8367060903301535e-06,competition_ratio,applicants / recruitment,high30,41.48148,1120,27,,,
OC2024_06333,SCH_8c30e6ac4fbd,숭실대학교,예술창작학부 영화예술전공,ART,train,,,,,1655,40,False,41.375,41.375,0.0,competition_ratio,applicants / recruitment,high30,41.375,1655,40,,,
OC2024_09272,SCH_7d9bb36723df,한국외국어대학교,Language & AI융합전공 | Language & AI융합전공 | Language & AI융합학부,ENG,train,,,,,1997,49,False,40.7551,40.755102040816325,1.7905721847455425e-06,competition_ratio,applicants / recruitment,high30,40.7551,1997,49,,,
OC2024_01405,SCH_c82adbe73aeb,경희대학교,PostModern음악학과,ART,train,,,,,1785,44,False,40.56818,40.56818181818182,1.733953304494662e-06,competition_ratio,applicants / recruitment,high30,40.56818,1785,44,,,
OC2024_09866,SCH_7b0a75e6cfe5,한양대학교,철학과,HUM,val,,,,,756,19,False,39.789474,39.78947368421053,8.030941600623009e-07,competition_ratio,applicants / recruitment,high30,39.789474,756,19,,,
OC2024_02994,SCH_bcc7b61d775b,남부대학교,한국어학과,HUM,train,,,,,0,1,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,1,0.0,0,
OC2024_06698,SCH_8c0fe037a811,연세대학교,건축학(5년제),ENG,train,,,,,0,38,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,38,0.0,0,
OC2024_06882,SCH_d9b848d6dac0,영남대학교,독일언어문화전공,HUM,train,,,,,0,30,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,30,0.0,0,
