topic_id,topic_group,topic_name,measure,classification_version,weighted,status,started_at,year_start,year_end,file_path,suggested_filename,file_size,sha256,finished_at
GOMS_011,현재 일자리,취업자의 전공별 직업 분포(~2016),freq_share,pre_2017,True,success,2026-07-12T08:52:11.851868+00:00,2007,2016,raw_downloads/frequency_share/GOMS_011_취업자의_전공별_직업_분포2016_freq_share.xls,data.xls,178791,34e2b7bae579baefb8428613c4176f7d4f249ab1f9b2d58c554cd0033d95c8d9,2026-07-12T08:52:14.018265+00:00
GOMS_012,현재 일자리,취업자의 전공별 직업 분포(2017~),freq_share,post_2017,True,success,2026-07-12T08:52:16.889654+00:00,2017,2019,raw_downloads/frequency_share/GOMS_012_취업자의_전공별_직업_분포2017_freq_share.xls,data.xls,26476,cbf9e741e3c833c3303e109bd48fddfd2f134117b9b9c0f055bf90efec77daf2,2026-07-12T08:52:18.862296+00:00
GOMS_013,현재 일자리,취업자의 성별 사업체 규모,freq_share,all,True,success,2026-07-12T08:52:21.491415+00:00,2007,2019,raw_downloads/frequency_share/GOMS_013_취업자의_성별_사업체_규모_freq_share.xls,data.xls,39100,47e3f9ec86d3860dd4aa13b3d45d3992dd83d4ae0f0b31f37bdb56c8ceb05f79,2026-07-12T08:52:23.520340+00:00
GOMS_014,현재 일자리,취업자의 학교유형별 사업체 규모,freq_share,all,True,success,2026-07-12T08:52:26.155991+00:00,2007,2019,raw_downloads/frequency_share/GOMS_014_취업자의_학교유형별_사업체_규모_freq_share.xls,data.xls,51032,e97927adb6ad96f2ec887b7ba5aab0971d6991108f3ce3241316d910845f8690,2026-07-12T08:52:28.156219+00:00
GOMS_015,현재 일자리,취업자의 전공별 사업체 규모,freq_share,all,True,success,2026-07-12T08:52:30.821874+00:00,2007,2019,raw_downloads/frequency_share/GOMS_015_취업자의_전공별_사업체_규모_freq_share.xls,data.xls,99713,9767133947d576a9f66a187d5e5775317f2bfdfe647e3c1e149b1b75987a9c67,2026-07-12T08:52:33.179102+00:00
GOMS_016,현재 일자리,취업자의 성별 사업체 유형,freq_share,all,True,success,2026-07-12T08:52:35.935998+00:00,2007,2019,raw_downloads/frequency_share/GOMS_016_취업자의_성별_사업체_유형_freq_share.xls,data.xls,39002,91f4f59bebc2529646c4d8b978d27e51a11bc61c73edc515795528f4d1d1bd00,2026-07-12T08:52:37.936724+00:00
GOMS_017,현재 일자리,취업자의 학교유형별 사업체 유형,freq_share,all,True,success,2026-07-12T08:52:40.604900+00:00,2007,2019,raw_downloads/frequency_share/GOMS_017_취업자의_학교유형별_사업체_유형_freq_share.xls,data.xls,50800,b86a8143ea505ae1481977a17900a8e6422602e7f28a180901c80602a44db91e,2026-07-12T08:52:42.634320+00:00
GOMS_018,현재 일자리,취업자의 전공별 사업체 유형,freq_share,all,True,success,2026-07-12T08:52:45.308948+00:00,2007,2019,raw_downloads/frequency_share/GOMS_018_취업자의_전공별_사업체_유형_freq_share.xls,data.xls,98872,1ca588da60f159f27b00c86d812d3977f86b0eef0ab1256450c738cf5fcc5ac3,2026-07-12T08:52:47.429404+00:00
GOMS_019,현재 일자리,취업자의 성별 종사상 지위,freq_share,all,True,success,2026-07-12T08:52:50.135874+00:00,2007,2019,raw_downloads/frequency_share/GOMS_019_취업자의_성별_종사상_지위_freq_share.xls,data.xls,28502,321ae3f54dfbcde517710adcf7f5bc4e070b51a031132ec5700bd1c72d748778,2026-07-12T08:52:52.129825+00:00
GOMS_020,현재 일자리,취업자의 학교유형별 종사상 지위,freq_share,all,True,success,2026-07-12T08:52:54.769697+00:00,2007,2019,raw_downloads/frequency_share/GOMS_020_취업자의_학교유형별_종사상_지위_freq_share.xls,data.xls,37107,9adbebe602694c54941b9be00595a31df686d78de929e8d944a0ac4ebb3a8292,2026-07-12T08:52:56.833802+00:00
GOMS_021,현재 일자리,취업자의 전공별 종사상 지위,freq_share,all,True,success,2026-07-12T08:52:59.471639+00:00,2007,2019,raw_downloads/frequency_share/GOMS_021_취업자의_전공별_종사상_지위_freq_share.xls,data.xls,71825,342d80e98258f86c9af70928d3c0183c601ed83455fda60043073c747be16ed0,2026-07-12T08:53:01.554241+00:00
GOMS_022,근로소득,성별 월평균 근로소득,mean,all,True,success,2026-07-12T08:53:04.687392+00:00,2007,2019,raw_downloads/mean/GOMS_022_성별_월평균_근로소득_mean.xls,data.xls,3226,0da6584ae8d4878189d3348c82eae5aeb6e16efac31fdf346f2ab5860ce98cbf,2026-07-12T08:53:08.392796+00:00
GOMS_022,근로소득,성별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:53:08.514477+00:00,2007,2019,raw_downloads/stddev/GOMS_022_성별_월평균_근로소득_stddev.xls,data.xls,3226,0da6584ae8d4878189d3348c82eae5aeb6e16efac31fdf346f2ab5860ce98cbf,2026-07-12T08:53:10.459739+00:00
GOMS_023,근로소득,학교유형별 월평균 근로소득,mean,all,True,success,2026-07-12T08:53:13.051093+00:00,2007,2019,raw_downloads/mean/GOMS_023_학교유형별_월평균_근로소득_mean.xls,data.xls,3226,0da6584ae8d4878189d3348c82eae5aeb6e16efac31fdf346f2ab5860ce98cbf,2026-07-12T08:53:15.060733+00:00
GOMS_023,근로소득,학교유형별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:53:15.244735+00:00,2007,2019,raw_downloads/stddev/GOMS_023_학교유형별_월평균_근로소득_stddev.xls,data.xls,3858,e840c5f2f2c31ad3f2235c645442a59225df67a539a16ef3e2a9e5117d73c570,2026-07-12T08:53:17.259086+00:00
GOMS_024,근로소득,전공계열별 월평균 근로소득,mean,all,True,success,2026-07-12T08:53:19.837025+00:00,2007,2019,raw_downloads/mean/GOMS_024_전공계열별_월평균_근로소득_mean.xls,data.xls,3851,557e59befa0af77181bbc9a4827a45ff5273816a524af6a51bd6a6f4c9f7e006,2026-07-12T08:53:21.804898+00:00
GOMS_024,근로소득,전공계열별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:53:21.931948+00:00,2007,2019,raw_downloads/stddev/GOMS_024_전공계열별_월평균_근로소득_stddev.xls,data.xls,3851,557e59befa0af77181bbc9a4827a45ff5273816a524af6a51bd6a6f4c9f7e006,2026-07-12T08:53:23.950982+00:00
GOMS_025,근로소득,산업별 월평균 근로소득,mean,all,True,success,2026-07-12T08:53:26.501878+00:00,2007,2019,raw_downloads/mean/GOMS_025_산업별_월평균_근로소득_mean.xls,data.xls,6473,9f694312ff6f8ee6e1e9acd7e0c5cfa31d35c9bb1783fe2b649353de715cb812,2026-07-12T08:53:28.455072+00:00
GOMS_025,근로소득,산업별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:53:28.569878+00:00,2007,2019,raw_downloads/stddev/GOMS_025_산업별_월평균_근로소득_stddev.xls,data.xls,6473,9f694312ff6f8ee6e1e9acd7e0c5cfa31d35c9bb1783fe2b649353de715cb812,2026-07-12T08:53:30.526275+00:00
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),mean,pre_2017,True,success,2026-07-12T08:53:33.118786+00:00,2007,2016,raw_downloads/mean/GOMS_026_직업별_월평균_근로소득2016_mean.xls,data.xls,6473,9f694312ff6f8ee6e1e9acd7e0c5cfa31d35c9bb1783fe2b649353de715cb812,2026-07-12T08:53:35.141979+00:00
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),stddev,pre_2017,True,success,2026-07-12T08:53:35.285372+00:00,2007,2016,raw_downloads/stddev/GOMS_026_직업별_월평균_근로소득2016_stddev.xls,data.xls,6473,9f694312ff6f8ee6e1e9acd7e0c5cfa31d35c9bb1783fe2b649353de715cb812,2026-07-12T08:53:44.804456+00:00
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),mean,post_2017,True,success,2026-07-12T08:53:47.821948+00:00,2017,2019,raw_downloads/mean/GOMS_027_직업별_월평균_근로소득2017_mean.xls,data.xls,3512,ee9e1b97ec94bf4a8fcb10e505571071a4ac5de9576bba8ea4c7531e3c41961d,2026-07-12T08:53:49.767434+00:00
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),stddev,post_2017,True,success,2026-07-12T08:53:49.898488+00:00,2017,2019,raw_downloads/stddev/GOMS_027_직업별_월평균_근로소득2017_stddev.xls,data.xls,3512,ee9e1b97ec94bf4a8fcb10e505571071a4ac5de9576bba8ea4c7531e3c41961d,2026-07-12T08:53:51.855657+00:00
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,mean,all,True,success,2026-07-12T08:53:54.510399+00:00,2007,2019,raw_downloads/mean/GOMS_028_사업체_규모별_월평균_근로소득_mean.xls,data.xls,3512,ee9e1b97ec94bf4a8fcb10e505571071a4ac5de9576bba8ea4c7531e3c41961d,2026-07-12T08:53:56.526701+00:00
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:53:56.654772+00:00,2007,2019,raw_downloads/stddev/GOMS_028_사업체_규모별_월평균_근로소득_stddev.xls,data.xls,3512,ee9e1b97ec94bf4a8fcb10e505571071a4ac5de9576bba8ea4c7531e3c41961d,2026-07-12T08:53:58.660979+00:00
GOMS_029,근로소득,사업체 유형별 월평균 근로소득,mean,all,True,success,2026-07-12T08:54:01.250632+00:00,2007,2019,raw_downloads/mean/GOMS_029_사업체_유형별_월평균_근로소득_mean.xls,data.xls,7964,82f53b98a6f602c3edb16fb6b0569f9d7627d3681a0635e309ec6901a05d0362,2026-07-12T08:54:03.204493+00:00
GOMS_029,근로소득,사업체 유형별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:54:03.394152+00:00,2007,2019,raw_downloads/stddev/GOMS_029_사업체_유형별_월평균_근로소득_stddev.xls,data.xls,7964,82f53b98a6f602c3edb16fb6b0569f9d7627d3681a0635e309ec6901a05d0362,2026-07-12T08:54:05.388082+00:00
GOMS_030,근로소득,종사상지위별 월평균 근로소득,mean,all,True,success,2026-07-12T08:54:08.114562+00:00,2007,2019,raw_downloads/mean/GOMS_030_종사상지위별_월평균_근로소득_mean.xls,data.xls,7964,82f53b98a6f602c3edb16fb6b0569f9d7627d3681a0635e309ec6901a05d0362,2026-07-12T08:54:10.065358+00:00
GOMS_030,근로소득,종사상지위별 월평균 근로소득,stddev,all,True,success,2026-07-12T08:54:10.181359+00:00,2007,2019,raw_downloads/stddev/GOMS_030_종사상지위별_월평균_근로소득_stddev.xls,data.xls,7964,82f53b98a6f602c3edb16fb6b0569f9d7627d3681a0635e309ec6901a05d0362,2026-07-12T08:54:12.125160+00:00
GOMS_031,근로시간,성별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:54:15.132992+00:00,2007,2019,raw_downloads/mean/GOMS_031_성별_주당_평균_근로시간_mean.xls,data.xls,3187,ced6774f3ffdabccab7ce09203d951e1bd8088a6b6ff4a8cbb4181ffc4413f6f,2026-07-12T08:54:17.083956+00:00
GOMS_031,근로시간,성별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:54:17.197918+00:00,2007,2019,raw_downloads/stddev/GOMS_031_성별_주당_평균_근로시간_stddev.xls,data.xls,3187,ced6774f3ffdabccab7ce09203d951e1bd8088a6b6ff4a8cbb4181ffc4413f6f,2026-07-12T08:54:19.156859+00:00
GOMS_032,근로시간,학교유형별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:54:21.762029+00:00,2007,2019,raw_downloads/mean/GOMS_032_학교유형별_주당_평균_근로시간_mean.xls,data.xls,3187,ced6774f3ffdabccab7ce09203d951e1bd8088a6b6ff4a8cbb4181ffc4413f6f,2026-07-12T08:54:23.810247+00:00
GOMS_032,근로시간,학교유형별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:54:24.003031+00:00,2007,2019,raw_downloads/stddev/GOMS_032_학교유형별_주당_평균_근로시간_stddev.xls,data.xls,3806,7dc19a01540d21221fb8d3761522c453eac158f072edcafabcd0728114ca5952,2026-07-12T08:54:25.994614+00:00
GOMS_033,근로시간,전공계열별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:54:28.563913+00:00,2007,2019,raw_downloads/mean/GOMS_033_전공계열별_주당_평균_근로시간_mean.xls,data.xls,3799,79a492c750eba2e43e5e0e9d42df3c222eac381ef1cfe825334cde6e2a71de36,2026-07-12T08:54:30.542470+00:00
GOMS_033,근로시간,전공계열별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:54:30.678902+00:00,2007,2019,raw_downloads/stddev/GOMS_033_전공계열별_주당_평균_근로시간_stddev.xls,data.xls,3799,79a492c750eba2e43e5e0e9d42df3c222eac381ef1cfe825334cde6e2a71de36,2026-07-12T08:54:32.686745+00:00
GOMS_034,근로시간,산업별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:54:35.265071+00:00,2007,2019,raw_downloads/mean/GOMS_034_산업별_주당_평균_근로시간_mean.xls,data.xls,6369,1c60eb66a2af7b2fd0bae980b779b914da45c17b6a981eb7661c8b99fb4e09d1,2026-07-12T08:54:37.222234+00:00
GOMS_034,근로시간,산업별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:54:37.354899+00:00,2007,2019,raw_downloads/stddev/GOMS_034_산업별_주당_평균_근로시간_stddev.xls,data.xls,6369,1c60eb66a2af7b2fd0bae980b779b914da45c17b6a981eb7661c8b99fb4e09d1,2026-07-12T08:54:39.300633+00:00
GOMS_035,근로시간,직업별 주당 평균 근로시간(~2016),mean,pre_2017,True,success,2026-07-12T08:54:41.898848+00:00,2007,2016,raw_downloads/mean/GOMS_035_직업별_주당_평균_근로시간2016_mean.xls,data.xls,6369,1c60eb66a2af7b2fd0bae980b779b914da45c17b6a981eb7661c8b99fb4e09d1,2026-07-12T08:54:43.988225+00:00
GOMS_035,근로시간,직업별 주당 평균 근로시간(~2016),stddev,pre_2017,True,success,2026-07-12T08:54:44.112354+00:00,2007,2016,raw_downloads/stddev/GOMS_035_직업별_주당_평균_근로시간2016_stddev.xls,data.xls,6369,1c60eb66a2af7b2fd0bae980b779b914da45c17b6a981eb7661c8b99fb4e09d1,2026-07-12T08:54:54.052256+00:00
GOMS_036,근로시간,직업별 주당 평균 근로시간(2017~),mean,post_2017,True,success,2026-07-12T08:54:57.340076+00:00,2017,2019,raw_downloads/mean/GOMS_036_직업별_주당_평균_근로시간2017_mean.xls,data.xls,3479,0930121d9d96e9d5dd9a72d1d9e2cabffa86deb7bff08bfc9ca1ecfbf766eaa4,2026-07-12T08:54:59.325727+00:00
GOMS_036,근로시간,직업별 주당 평균 근로시간(2017~),stddev,post_2017,True,success,2026-07-12T08:54:59.471778+00:00,2017,2019,raw_downloads/stddev/GOMS_036_직업별_주당_평균_근로시간2017_stddev.xls,data.xls,3479,0930121d9d96e9d5dd9a72d1d9e2cabffa86deb7bff08bfc9ca1ecfbf766eaa4,2026-07-12T08:55:01.434757+00:00
GOMS_037,근로시간,사업체 규모별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:55:04.067294+00:00,2007,2019,raw_downloads/mean/GOMS_037_사업체_규모별_주당_평균_근로시간_mean.xls,data.xls,3479,0930121d9d96e9d5dd9a72d1d9e2cabffa86deb7bff08bfc9ca1ecfbf766eaa4,2026-07-12T08:55:06.068999+00:00
GOMS_037,근로시간,사업체 규모별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:55:06.200369+00:00,2007,2019,raw_downloads/stddev/GOMS_037_사업체_규모별_주당_평균_근로시간_stddev.xls,data.xls,3479,0930121d9d96e9d5dd9a72d1d9e2cabffa86deb7bff08bfc9ca1ecfbf766eaa4,2026-07-12T08:55:08.201312+00:00
GOMS_038,근로시간,사업체 유형별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:55:10.806824+00:00,2007,2019,raw_downloads/mean/GOMS_038_사업체_유형별_주당_평균_근로시간_mean.xls,data.xls,7834,7ad9d7f8a74c8701f300d4a2319081f96baa537459df0984cefa5b3462f5cd8a,2026-07-12T08:55:13.222492+00:00
GOMS_038,근로시간,사업체 유형별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:55:13.362904+00:00,2007,2019,raw_downloads/stddev/GOMS_038_사업체_유형별_주당_평균_근로시간_stddev.xls,data.xls,7834,7ad9d7f8a74c8701f300d4a2319081f96baa537459df0984cefa5b3462f5cd8a,2026-07-12T08:55:15.389700+00:00
GOMS_039,근로시간,종사상지위별 주당 평균 근로시간,mean,all,True,success,2026-07-12T08:55:18.024016+00:00,2007,2019,raw_downloads/mean/GOMS_039_종사상지위별_주당_평균_근로시간_mean.xls,data.xls,7834,7ad9d7f8a74c8701f300d4a2319081f96baa537459df0984cefa5b3462f5cd8a,2026-07-12T08:55:20.010693+00:00
GOMS_039,근로시간,종사상지위별 주당 평균 근로시간,stddev,all,True,success,2026-07-12T08:55:20.130264+00:00,2007,2019,raw_downloads/stddev/GOMS_039_종사상지위별_주당_평균_근로시간_stddev.xls,data.xls,7834,7ad9d7f8a74c8701f300d4a2319081f96baa537459df0984cefa5b3462f5cd8a,2026-07-12T08:55:22.087415+00:00
