outcome_row_id,school_name_raw,campus_name_raw_x,dept_name_raw,campus_name_std_x,dept_norm_strict,dept_norm_suffix_reduced,headcount_row_id,campus_name_raw_y,campus_name_std_y,field_middle_name,field_small_name,candidate_count,match_method,match_status,match_score,match_evidence,candidate_preview,admission_capacity_n,recruitment_n,applicants_n,admits_n,enrolled_students_n,graduates_n
OC2024_04958,부산외국어대학교,,태국어과,unknown,태국어과,태국어,HC2_2024_15165,본교(제1캠퍼스),본교_제1캠퍼스,언어ㆍ문학,기타아시아어ㆍ문학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,태국어과,0,0,0,0,39,0
OC2024_00815,경남대학교,,문화콘텐츠학과,unknown,문화콘텐츠학과,문화콘텐츠,HC2_2024_08285,본교(제1캠퍼스),본교_제1캠퍼스,인문과학,문화ㆍ민속ㆍ미술사학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,문화콘텐츠학과,40,41,134,24,256,82
OC2024_03773,동국대학교,,정치행정학부 정치외교학 전공,unknown,정치행정학부정치외교학전공,정치행정학부정치외교학,HC2_2024_13100,본교(제1캠퍼스),본교_제1캠퍼스,사회과학,정치외교학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,정치행정학부 정치외교학 전공,40,46,789,47,256,36
OC2024_01437,경희대학교,,사회기반시스템공학과,unknown,사회기반시스템공학과,사회기반시스템공,HC2_2024_09443,본교(제2캠퍼스),본교_제2캠퍼스,산업,산업공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,사회기반시스템공학과,68,71,708,70,363,46
OC2024_05697,성결대학교,,기독교교육상담학과,unknown,기독교교육상담학과,기독교교육상담,HC2_2024_16555,본교(제1캠퍼스),본교_제1캠퍼스,인문과학,종교학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,기독교교육상담학과,40,40,173,40,134,0
OC2024_05012,상명대학교,,경제금융학부,unknown,경제금융학부,경제금융,HC2_2024_15441,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,경제학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,경제금융학부,64,64,454,68,436,71
OC2024_03184,대구가톨릭대학교,,반도체전자공학과,unknown,반도체전자공학과,반도체전자공,HC2_2024_12336,본교(제1캠퍼스),본교_제1캠퍼스,소재ㆍ재료,반도체ㆍ세라믹공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,반도체전자공학과,26,28,124,27,161,20
OC2024_09812,한양대학교,,교육학과,unknown,교육학과,교육,HC2_2024_23749,본교(제1캠퍼스),본교_제1캠퍼스,교육일반,교육학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,교육학과,20,20,290,20,97,16
OC2024_03571,대전대학교,,패션디자인・비즈니스학과,unknown,패션디자인비즈니스학과,패션디자인비즈니스,HC2_2024_12721,본교(제1캠퍼스),본교_제1캠퍼스,디자인,패션디자인,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,패션디자인?비즈니스학과,50,49,296,56,240,44
OC2024_00725,경기대학교,,체육학과,unknown,체육학과,체육,HC2_2024_08091,본교(제1캠퍼스),본교_제1캠퍼스,무용ㆍ체육,체육,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,체육학과,28,28,115,29,165,26
OC2024_06709,연세대학교,,국제통상전공,unknown,국제통상전공,국제통상,HC2_2024_18675,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,무역ㆍ유통학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,국제통상전공,0,0,0,0,316,64
OC2024_06487,신라대학교,,일본어일본학과,unknown,일본어일본학과,일본어일본,HC2_2024_18114,본교(제1캠퍼스),본교_제1캠퍼스,언어ㆍ문학,일본어ㆍ문학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,일본어일본학과,25,25,167,17,87,0
OC2024_03126,단국대학교_제2캠퍼스,제2캠퍼스,의생명과학부 의생명시스템학전공,제2캠퍼스,의생명과학부의생명시스템학전공,의생명과학부의생명시스템학,HC2_2024_11694,본교(제2캠퍼스),본교_제2캠퍼스,생물ㆍ화학ㆍ환경,생명과학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,의생명과학부 의생명시스템학전공,40,43,204,43,46,0
OC2024_09495,한남대학교,,화공신소재공학과,unknown,화공신소재공학과,화공신소재공,HC2_2024_22950,본교(제2캠퍼스),본교_제2캠퍼스,화공,화학공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,화공신소재공학과,0,0,0,0,23,12
OC2024_07235,울산대학교,,나노에너지화학전공,unknown,나노에너지화학전공,나노에너지화학,HC2_2024_19794,본교(제1캠퍼스),본교_제1캠퍼스,생물ㆍ화학ㆍ환경,화학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,나노에너지화학전공,0,47,153,38,132,0
OC2024_01895,광주대학교,,응급구조학과,unknown,응급구조학과,응급구조,HC2_2024_25051,본교(제1캠퍼스),본교_제1캠퍼스,치료ㆍ보건,의료공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,응급구조학과,0,37,161,32,32,0
OC2024_09151,한국과학기술원,,기술경영학부,unknown,기술경영학부,기술경영,HC2_2024_34418,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,경영학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,기술경영학부,0,0,0,0,63,12
OC2024_07565,이화여자대학교,,지능형반도체공학전공,unknown,지능형반도체공학전공,지능형반도체공학,HC2_2024_20308,본교(제1캠퍼스),본교_제1캠퍼스,소재ㆍ재료,반도체ㆍ세라믹공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,지능형반도체공학전공,60,60,464,60,60,0
OC2024_06343,숭실대학교,,정치외교학과,unknown,정치외교학과,정치외교,HC2_2024_17967,본교(제1캠퍼스),본교_제1캠퍼스,사회과학,정치외교학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,정치외교학과,35,41,458,38,226,35
OC2024_08263,제주대학교,,융합디자인학과,unknown,융합디자인학과,융합디자인,HC2_2024_04896,본교(제1캠퍼스),본교_제1캠퍼스,디자인,기타디자인,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,융합디자인학과,44,44,150,44,117,0
OC2024_05344,서울대학교,,경제학부,unknown,경제학부,경제,HC2_2024_03333,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,경제학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,경제학부,154,166,668,166,1107,171
OC2024_02753,국립한밭대학교,,전자·제어공학과,unknown,전자제어공학과,전자제어공,HC2_2024_06709,본교(제1캠퍼스),본교_제1캠퍼스,전기ㆍ전자,제어계측공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,전자·제어공학과,0,0,0,0,255,135
OC2024_07070,용인대학교,,산업환경보건학과,unknown,산업환경보건학과,산업환경보건,HC2_2024_19496,본교(제1캠퍼스),본교_제1캠퍼스,생물ㆍ화학ㆍ환경,환경학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,산업환경보건학과,40,40,263,42,205,15
OC2024_05408,서울대학교,,자유전공학부,unknown,자유전공학부,자유전공,HC2_2024_03329,본교(제1캠퍼스),본교_제1캠퍼스,인문과학,교양인문학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,자유전공학부,123,131,818,131,935,118
OC2024_05358,서울대학교,,독어교육과,unknown,독어교육과,독어교육,HC2_2024_03344,본교(제1캠퍼스),본교_제1캠퍼스,중등교육,언어교육,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,독어교육과,15,15,95,15,103,9
OC2024_07434,유원대학교,,스마트팜학과,unknown,스마트팜학과,스마트팜,HC2_2024_19426,본교(제1캠퍼스),본교_제1캠퍼스,농림ㆍ수산,농업학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,스마트팜학과,20,20,20,20,20,0
OC2024_01831,광주과학기술원,,물리・광과학과,unknown,물리광과학과,물리광과,HC2_2024_34507,본교(제1캠퍼스),본교_제1캠퍼스,수학ㆍ물리ㆍ천문ㆍ지리,물리ㆍ과학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,물리?광과학과,0,0,0,0,58,21
OC2024_02168,국립공주대학교,,전기공학전공,unknown,전기공학전공,전기공학,HC2_2024_01794,본교(제2캠퍼스),본교_제2캠퍼스,전기ㆍ전자,전기공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,전기공학전공,0,0,0,0,258,65
OC2024_08219,제주대학교,,국어국문학과,unknown,국어국문학과,국어국문,HC2_2024_04798,본교(제1캠퍼스),본교_제1캠퍼스,언어ㆍ문학,국어ㆍ국문학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,국어국문학과,30,33,115,32,183,26
OC2024_02411,국립부경대학교,,디지털금융학과,unknown,디지털금융학과,디지털금융,HC2_2024_02623,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,금융ㆍ회계ㆍ세무학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,디지털금융학과,20,21,147,21,21,0
OC2024_05830,성신여자대학교,,국어국문학과,unknown,국어국문학과,국어국문,HC2_2024_16974,본교(제1캠퍼스),본교_제1캠퍼스,언어ㆍ문학,국어ㆍ국문학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,국어국문학과,22,22,288,25,165,30
OC2024_08330,조선대학교,,법학과,unknown,법학과,법학,HC2_2024_21186,본교(제1캠퍼스),본교_제1캠퍼스,법률,법학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,법학과,99,110,406,108,708,138
OC2024_00587,건국대학교(글로컬)_분교,분교|글로컬,소방방재융합학과,분교,소방방재융합학과,소방방재융합,HC2_2024_07580,분교(제1캠퍼스),분교_제1캠퍼스,기타,응용공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,소방방재융합학과,35,38,299,38,166,0
OC2024_02462,국립부경대학교,,전기공학전공,unknown,전기공학전공,전기공학,HC2_2024_02682,본교(제1캠퍼스),본교_제1캠퍼스,전기ㆍ전자,전기공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,전기공학전공,0,0,0,0,363,71
OC2024_06382,신경주대학교,,외식조리학과,unknown,외식조리학과,외식조리,HC2_2024_09288,본교(제1캠퍼스),본교_제1캠퍼스,생활과학,식품영양학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,외식조리학과,40,40,57,26,33,0
OC2024_05277,서경대학교,,화학생명공학과,unknown,화학생명공학과,화학생명공,HC2_2024_16051,본교(제1캠퍼스),본교_제1캠퍼스,생물ㆍ화학ㆍ환경,생명과학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,화학생명공학과,0,0,0,0,31,41
OC2024_09113,한경국립대학교,,전자전기공학부,unknown,전자전기공학부,전자전기공,HC2_2024_06565,본교(제1캠퍼스),본교_제1캠퍼스,전기ㆍ전자,전자공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,전자전기공학부,80,84,554,86,101,0
OC2024_02542,국립순천대학교,,전자공학과,unknown,전자공학과,전자공,HC2_2024_03666,본교(제1캠퍼스),본교_제1캠퍼스,전기ㆍ전자,전자공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,전자공학과,30,32,95,32,183,33
OC2024_06541,신라대학교,,회계세무학과,unknown,회계세무학과,회계세무,HC2_2024_18154,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,금융ㆍ회계ㆍ세무학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,회계세무학과,0,0,0,0,56,29
OC2024_05725,성공회대학교,,글로컬IT학과,unknown,글로컬it학과,글로컬it,HC2_2024_16649,본교(제1캠퍼스),본교_제1캠퍼스,컴퓨터ㆍ통신,정보ㆍ통신공학,1,exact_strict,auto_high_confidence,1.0,school+campus+department strict exact unique,글로컬IT학과,0,0,0,0,2,4
OC2024_03355,대구대학교,,지역사회개발・복지학과,unknown,지역사회개발복지학과,지역사회개발복지,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,지역사회개발?복지학과,,,,,,
OC2024_09637,한서대학교,,항공보안학과,unknown,항공보안학과,항공보안,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,항공보안학과,,,,,,
OC2024_04136,동신대학교,,산림조경학과,unknown,산림조경학과,산림조경,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,산림조경학과,,,,,,
OC2024_08413,중부대학교,,미디어커뮤니케이션학전공,unknown,미디어커뮤니케이션학전공,미디어커뮤니케이션학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,미디어커뮤니케이션학전공,,,,,,
OC2024_03750,동국대학교,,생명과학과,unknown,생명과학과,생명과,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",생명과학과 | 생명과학과,,,,,,
OC2024_06602,아신대학교,,사회복지선교학과,unknown,사회복지선교학과,사회복지선교,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,사회복지선교학과,,,,,,
OC2024_04198,동아대학교,,미디어커뮤니케이션학과,unknown,미디어커뮤니케이션학과,미디어커뮤니케이션,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,미디어커뮤니케이션학과,,,,,,
OC2024_07039,예원예술대학교,,애니메이션전공 | 애니메이션학과 | 애니메이션전공,unknown,애니메이션전공애니메이션학과애니메이션전공,애니메이션전공애니메이션학과애니메이션,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",애니메이션전공 | 애니메이션학과,,,,,,
OC2024_04591,목원대학교,,소방안전관리학과,unknown,소방안전관리학과,소방안전관리,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,소방안전관리학과,,,,,,
OC2024_03816,동국대학교(WISE)_분교,분교|WISE,소방방재전공,분교,소방방재전공,소방방재,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,소방방재전공,,,,,,
OC2024_00039,가천대학교,,미술·디자인학부(디자인) | 미술·디자인학부(패션디자인) | 미술·디자인학부(회화·조소),unknown,미술디자인학부디자인미술디자인학부패션디자인미술디자인학부회화조소,미술디자인학부디자인미술디자인학부패션디자인미술디자인학부회화조소,,,,,,3,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",미술·디자인학부(디자인) | 미술·디자인학부(패션디자인) | 미술·디자인학부(회화·조소),,,,,,
OC2024_00486,건국대학교,,건축학과 | 건축학부,unknown,건축학과건축학부,건축학과건축,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",건축학과 | 건축학부,,,,,,
OC2024_00408,강원대학교,,토목공학전공,unknown,토목공학전공,토목공학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",토목공학전공 | 토목공학전공,,,,,,
OC2024_06371,신경주대학교,,문화유산학과 | 문화유산학부,unknown,문화유산학과문화유산학부,문화유산학과문화유산,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",문화유산학과 | 문화유산학부,,,,,,
OC2024_04921,부산외국어대학교,,사회복지전공 | 사회복지학과,unknown,사회복지전공사회복지학과,사회복지전공사회복지,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",사회복지전공 | 사회복지학과,,,,,,
OC2024_08357,조선대학교,,유럽언어문화학부 | 유럽언어문화학부(독일어문화학전공) | 유럽언어문화학부(러시아어전공) | 유럽언어문화학부(스페인어전공),unknown,유럽언어문화학부유럽언어문화학부독일어문화학전공유럽언어문화학부러시아어전공유럽언어문화학부스페인어전공,유럽언어문화학부유럽언어문화학부독일어문화학전공유럽언어문화학부러시아어전공유럽언어문화학부스페인어,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",유럽언어문화학부(독일어문화학전공) | 유럽언어문화학부(러시아어전공) | 유럽언어문화학부(스페인어전공) | 유럽언어문화학부,,,,,,
OC2024_05128,상지대학교,,빅데이터사이언스학과,unknown,빅데이터사이언스학과,빅데이터사이언스,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,빅데이터사이언스학과,,,,,,
OC2024_08490,중앙대학교,,의학부(의예) | 의학부(의학),unknown,의학부의예의학부의학,의학부의예의학부의학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",의학부(의예) | 의학부(의학),,,,,,
OC2024_01420,경희대학교,,글로벌커뮤니케이션학부,unknown,글로벌커뮤니케이션학부,글로벌커뮤니케이션,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",글로벌커뮤니케이션학부 | 글로벌커뮤니케이션학부,,,,,,
OC2024_06048,세한대학교,,스포츠레저산업학과,unknown,스포츠레저산업학과,스포츠레저산업,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",스포츠레저산업학과 | 스포츠레저산업학과,,,,,,
OC2024_08328,조선대학교,,미디어커뮤니케이션학과,unknown,미디어커뮤니케이션학과,미디어커뮤니케이션,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,미디어커뮤니케이션학과,,,,,,
OC2024_03376,대구예술대학교,,경호보안전공,unknown,경호보안전공,경호보안,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,경호보안전공,,,,,,
OC2024_01130,경상국립대학교,,수의예과,unknown,수의예과,수의예,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,수의예과,,,,,,
OC2024_01962,국립강릉원주대학교(폐교),,수학물리학부 | 수학물리학부(물리・에너지전공) | 수학물리학부(수학전공),unknown,수학물리학부수학물리학부물리에너지전공수학물리학부수학전공,수학물리학부수학물리학부물리에너지전공수학물리학부수학,,,,,,3,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",수학물리학부 | 수학물리학부(수학전공) | 수학물리학부(물리?에너지전공),,,,,,
OC2024_09342,한국외국어대학교,,일본언어문화전공 | 일본언어문화학부,unknown,일본언어문화전공일본언어문화학부,일본언어문화전공일본언어문화,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",일본언어문화전공 | 일본언어문화학부,,,,,,
OC2024_08233,제주대학교,,바이오소재전공,unknown,바이오소재전공,바이오소재,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,바이오소재전공,,,,,,
OC2024_06499,신라대학교,,제약공학전공,unknown,제약공학전공,제약공학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,제약공학전공,,,,,,
OC2024_00164,가톨릭관동대학교,,항공교통물류학과 | 항공교통물류전공,unknown,항공교통물류학과항공교통물류전공,항공교통물류학과항공교통물류,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",항공교통물류전공 | 항공교통물류학과,,,,,,
OC2024_00015,가천대학교,,AI・소프트웨어학부(소프트웨어전공) | AI・소프트웨어학부(인공지능전공),unknown,ai소프트웨어학부소프트웨어전공ai소프트웨어학부인공지능전공,ai소프트웨어학부소프트웨어전공ai소프트웨어학부인공지능,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",AI?소프트웨어학부(인공지능전공) | AI?소프트웨어학부(소프트웨어전공),,,,,,
OC2024_03953,동명대학교,,건축학과 | 건축학과(5년제),unknown,건축학과건축학과5년제,건축학과건축학과5년제,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",건축학과 | 건축학과(5년제),,,,,,
OC2024_08507,중앙대학교_제2캠퍼스,제2캠퍼스,미술학부(서양화전공) | 미술학부(조소전공) | 미술학부(한국화전공),제2캠퍼스,미술학부서양화전공미술학부조소전공미술학부한국화전공,미술학부서양화전공미술학부조소전공미술학부한국화,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",미술학부 | 미술학부(한국화전공) | 미술학부(서양화전공) | 미술학부(조소전공),,,,,,
OC2024_00077,가천대학교,,전자공학과 | 전자공학부(시스템반도체전공) | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공),unknown,전자공학과전자공학부시스템반도체전공전자공학부전자공학전공전자공학부차세대반도체전공,전자공학과전자공학부시스템반도체전공전자공학부전자공학전공전자공학부차세대반도체,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",전자공학과 | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공) | 전자공학부(시스템반도체전공),,,,,,
OC2024_08313,조선대학교,,국어국문학과 | 국어국문학부 | 국어국문학부(고전번역전공) | 국어국문학부(국어국문학전공),unknown,국어국문학과국어국문학부국어국문학부고전번역전공국어국문학부국어국문학전공,국어국문학과국어국문학부국어국문학부고전번역전공국어국문학부국어국문학,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",국어국문학과 | 국어국문학부 | 국어국문학부(국어국문학전공) | 국어국문학부(고전번역전공),,,,,,
OC2024_03975,동명대학교,,디지털콘텐츠전공 | 디지털콘텐츠학과,unknown,디지털콘텐츠전공디지털콘텐츠학과,디지털콘텐츠전공디지털콘텐츠,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",디지털콘텐츠학과 | 디지털콘텐츠전공,,,,,,
OC2024_08128,전주대학교,,산업디자인전공 | 산업디자인학과,unknown,산업디자인전공산업디자인학과,산업디자인전공산업디자인,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",산업디자인전공 | 산업디자인학과,,,,,,
OC2024_00162,가톨릭관동대학교,,통합치유학과,unknown,통합치유학과,통합치유,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,통합치유학과,,,,,,
OC2024_08337,조선대학교,,소방재난관리학과,unknown,소방재난관리학과,소방재난관리,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,소방재난관리학과,,,,,,
OC2024_09403,한국침례신학대학교,,상담심리학과,unknown,상담심리학과,상담심리,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,상담심리학과,,,,,,
OC2024_00286,강원대학교,,글로벌미디어커뮤니케이션전공,unknown,글로벌미디어커뮤니케이션전공,글로벌미디어커뮤니케이션,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,글로벌미디어커뮤니케이션전공,,,,,,
OC2024_06895,영남대학교,,생명공학과,unknown,생명공학과,생명공,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,생명공학과,,,,,,
OC2024_01494,경희대학교,,한국어학과,unknown,한국어학과,한국어,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",한국어학과 | 한국어학과,,,,,,
OC2024_03618,대진대학교,,역사·문화콘텐츠학부 | 역사·문화콘텐츠학과,unknown,역사문화콘텐츠학부역사문화콘텐츠학과,역사문화콘텐츠학부역사문화콘텐츠,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",역사·문화콘텐츠학부 | 역사·문화콘텐츠학과,,,,,,
OC2024_04894,부산외국어대학교,,G2(영·중)융합학부 | G2융합학과 | G2융합학과,unknown,g2영중융합학부g2융합학과g2융합학과,g2영중융합학부g2융합학과g2융합,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",G2융합학과 | G2(영·중)융합학부,,,,,,
OC2024_02392,국립부경대학교,,국제지역학부,unknown,국제지역학부,국제지역,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,국제지역학부,,,,,,
